region_code,region_name,year,wage_index
2414000,Powiat bieruńsko-lędziński,2018,89.2
2414000,Powiat bieruńsko-lędziński,2019,87.7
2414000,Powiat bieruńsko-lędziński,2020,84.2
2414000,Powiat bieruńsko-lędziński,2021,84.2
2414000,Powiat bieruńsko-lędziński,2022,83.8
2414000,Powiat bieruńsko-lędziński,2023,83.7
2414000,Powiat bieruńsko-lędziński,2024,83.6
2415000,Powiat wodzisławski,2013,77.4
2415000,Powiat wodzisławski,2014,78.4
2415000,Powiat wodzisławski,2015,77.4
2415000,Powiat wodzisławski,2016,76.0
2415000,Powiat wodzisławski,2017,76.2
2415000,Powiat wodzisławski,2018,77.1
2415000,Powiat wodzisławski,2019,77.8
2415000,Powiat wodzisławski,2020,78.3
2415000,Powiat wodzisławski,2021,78.5
2415000,Powiat wodzisławski,2022,81.7
2415000,Powiat wodzisławski,2023,81.5
2415000,Powiat wodzisławski,2024,83.3
2416000,Powiat zawierciański,2013,85.1
2416000,Powiat zawierciański,2014,87.6
2416000,Powiat zawierciański,2015,88.7
2416000,Powiat zawierciański,2016,89.5
2416000,Powiat zawierciański,2017,88.9
2416000,Powiat zawierciański,2018,90.4
2416000,Powiat zawierciański,2019,89.4
2416000,Powiat zawierciański,2020,90.6
2416000,Powiat zawierciański,2021,96.8
2416000,Powiat zawierciański,2022,96.0
2416000,Powiat zawierciański,2023,90.3
2416000,Powiat zawierciański,2024,90.2
2417000,Powiat żywiecki,2013,99.2
2417000,Powiat żywiecki,2014,101.6
2417000,Powiat żywiecki,2015,97.8
2417000,Powiat żywiecki,2016,95.6
2417000,Powiat żywiecki,2017,99.7
2417000,Powiat żywiecki,2018,94.7
2417000,Powiat żywiecki,2019,92.0
2417000,Powiat żywiecki,2020,90.7
2417000,Powiat żywiecki,2021,90.6
2417000,Powiat żywiecki,2022,89.7
2417000,Powiat żywiecki,2023,86.8
2417000,Powiat żywiecki,2024,87.0
2461000,Powiat m. Bielsko-Biała,2013,97.5
2461000,Powiat m. Bielsko-Biała,2014,98.2
2461000,Powiat m. Bielsko-Biała,2015,98.1
2461000,Powiat m. Bielsko-Biała,2016,98.9
2461000,Powiat m. Bielsko-Biała,2017,98.2
2461000,Powiat m. Bielsko-Biała,2018,97.9
2461000,Powiat m. Bielsko-Biała,2019,98.5
2461000,Powiat m. Bielsko-Biała,2020,96.3
2461000,Powiat m. Bielsko-Biała,2021,96.5
2461000,Powiat m. Bielsko-Biała,2022,96.0
2461000,Powiat m. Bielsko-Biała,2023,95.2
2461000,Powiat m. Bielsko-Biała,2024,94.9
2462000,Powiat m. Bytom,2013,89.3
2462000,Powiat m. Bytom,2014,88.5
2462000,Powiat m. Bytom,2015,97.6
2462000,Powiat m. Bytom,2016,93.8
2462000,Powiat m. Bytom,2017,89.5
2462000,Powiat m. Bytom,2018,89.4
2462000,Powiat m. Bytom,2019,92.1
2462000,Powiat m. Bytom,2020,92.7
2462000,Powiat m. Bytom,2021,92.7
2462000,Powiat m. Bytom,2022,94.0
2462000,Powiat m. Bytom,2023,94.9
2462000,Powiat m. Bytom,2024,95.5
2463000,Powiat m. Chorzów,2013,91.3
2463000,Powiat m. Chorzów,2014,90.9
2463000,Powiat m. Chorzów,2015,90.4
2463000,Powiat m. Chorzów,2016,91.0
2463000,Powiat m. Chorzów,2017,90.3
2463000,Powiat m. Chorzów,2018,89.2
2463000,Powiat m. Chorzów,2019,89.9
2463000,Powiat m. Chorzów,2020,88.9
2463000,Powiat m. Chorzów,2021,88.0
2463000,Powiat m. Chorzów,2022,88.8
2463000,Powiat m. Chorzów,2023,86.3
2463000,Powiat m. Chorzów,2024,87.1
2464000,Powiat m. Częstochowa,2013,88.9
2464000,Powiat m. Częstochowa,2014,88.1
2464000,Powiat m. Częstochowa,2015,87.8
2464000,Powiat m. Częstochowa,2016,87.3
2464000,Powiat m. Częstochowa,2017,87.3
2464000,Powiat m. Częstochowa,2018,87.3
2464000,Powiat m. Częstochowa,2019,87.8
2464000,Powiat m. Częstochowa,2020,88.3
2464000,Powiat m. Częstochowa,2021,88.4
2464000,Powiat m. Częstochowa,2022,89.8
2464000,Powiat m. Częstochowa,2023,88.4
2464000,Powiat m. Częstochowa,2024,90.7
2465000,Powiat m. Dąbrowa Górnicza,2013,111.5
2465000,Powiat m. Dąbrowa Górnicza,2014,111.0
2465000,Powiat m. Dąbrowa Górnicza,2015,111.1
2465000,Powiat m. Dąbrowa Górnicza,2016,111.9
2465000,Powiat m. Dąbrowa Górnicza,2017,112.6
2465000,Powiat m. Dąbrowa Górnicza,2018,112.8
2465000,Powiat m. Dąbrowa Górnicza,2019,108.7
2465000,Powiat m. Dąbrowa Górnicza,2020,105.2
2465000,Powiat m. Dąbrowa Górnicza,2021,106.0
2465000,Powiat m. Dąbrowa Górnicza,2022,108.4
2465000,Powiat m. Dąbrowa Górnicza,2023,105.7
2465000,Powiat m. Dąbrowa Górnicza,2024,101.7
2466000,Powiat m. Gliwice,2013,111.7
2466000,Powiat m. Gliwice,2014,112.0
2466000,Powiat m. Gliwice,2015,113.9
2466000,Powiat m. Gliwice,2016,112.6
2466000,Powiat m. Gliwice,2017,113.0
2466000,Powiat m. Gliwice,2018,112.8
2466000,Powiat m. Gliwice,2019,113.7
2466000,Powiat m. Gliwice,2020,111.6
2466000,Powiat m. Gliwice,2021,111.6
2466000,Powiat m. Gliwice,2022,111.4
2466000,Powiat m. Gliwice,2023,110.5
2466000,Powiat m. Gliwice,2024,108.9
2467000,Powiat m. Jastrzębie-Zdrój,2013,164.7
2467000,Powiat m. Jastrzębie-Zdrój,2014,163.3
2467000,Powiat m. Jastrzębie-Zdrój,2015,149.0
2467000,Powiat m. Jastrzębie-Zdrój,2016,142.9
2467000,Powiat m. Jastrzębie-Zdrój,2017,146.0
2467000,Powiat m. Jastrzębie-Zdrój,2018,168.0
2467000,Powiat m. Jastrzębie-Zdrój,2019,162.9
2467000,Powiat m. Jastrzębie-Zdrój,2020,151.7
2467000,Powiat m. Jastrzębie-Zdrój,2021,149.8
2467000,Powiat m. Jastrzębie-Zdrój,2022,0.0
2467000,Powiat m. Jastrzębie-Zdrój,2023,0.0
2467000,Powiat m. Jastrzębie-Zdrój,2024,150.2
2468000,Powiat m. Jaworzno,2013,121.3
2468000,Powiat m. Jaworzno,2014,117.7
2468000,Powiat m. Jaworzno,2015,128.5
2468000,Powiat m. Jaworzno,2016,123.9
2468000,Powiat m. Jaworzno,2017,118.6
2468000,Powiat m. Jaworzno,2018,121.0
2468000,Powiat m. Jaworzno,2019,112.5
2468000,Powiat m. Jaworzno,2020,108.2
2468000,Powiat m. Jaworzno,2021,107.2
2468000,Powiat m. Jaworzno,2022,112.9
2468000,Powiat m. Jaworzno,2023,110.8
2468000,Powiat m. Jaworzno,2024,106.2
2469000,Powiat m. Katowice,2013,135.9
2469000,Powiat m. Katowice,2014,129.9
2469000,Powiat m. Katowice,2015,126.8
2469000,Powiat m. Katowice,2016,122.9
2469000,Powiat m. Katowice,2017,116.8
2469000,Powiat m. Katowice,2018,117.9
2469000,Powiat m. Katowice,2019,119.2
2469000,Powiat m. Katowice,2020,118.2
2469000,Powiat m. Katowice,2021,115.4
2469000,Powiat m. Katowice,2022,119.6
2469000,Powiat m. Katowice,2023,119.9
2469000,Powiat m. Katowice,2024,116.5
2470000,Powiat m. Mysłowice,2013,93.3
2470000,Powiat m. Mysłowice,2014,92.5
2470000,Powiat m. Mysłowice,2015,91.3
2470000,Powiat m. Mysłowice,2016,90.3
2470000,Powiat m. Mysłowice,2017,90.0
2470000,Powiat m. Mysłowice,2018,88.8
2470000,Powiat m. Mysłowice,2019,89.3
2470000,Powiat m. Mysłowice,2020,86.2
2470000,Powiat m. Mysłowice,2021,86.9
2470000,Powiat m. Mysłowice,2022,85.8
2470000,Powiat m. Mysłowice,2023,84.8
2470000,Powiat m. Mysłowice,2024,84.9
2471000,Powiat m. Piekary Śląskie,2013,85.9
2471000,Powiat m. Piekary Śląskie,2014,89.8
2471000,Powiat m. Piekary Śląskie,2015,95.4
2471000,Powiat m. Piekary Śląskie,2016,98.7
2471000,Powiat m. Piekary Śląskie,2017,102.0
2471000,Powiat m. Piekary Śląskie,2018,100.7
2471000,Powiat m. Piekary Śląskie,2019,100.2
2471000,Powiat m. Piekary Śląskie,2020,97.3
2471000,Powiat m. Piekary Śląskie,2021,95.5
2471000,Powiat m. Piekary Śląskie,2022,97.7
2471000,Powiat m. Piekary Śląskie,2023,100.8
2471000,Powiat m. Piekary Śląskie,2024,98.2
2472000,Powiat m. Ruda Śląska,2013,87.6
2472000,Powiat m. Ruda Śląska,2014,85.9
2472000,Powiat m. Ruda Śląska,2015,86.2
2472000,Powiat m. Ruda Śląska,2016,86.7
2472000,Powiat m. Ruda Śląska,2017,86.3
2472000,Powiat m. Ruda Śląska,2018,84.4
2472000,Powiat m. Ruda Śląska,2019,85.4
2472000,Powiat m. Ruda Śląska,2020,87.2
2472000,Powiat m. Ruda Śląska,2021,88.6
2472000,Powiat m. Ruda Śląska,2022,89.6
2472000,Powiat m. Ruda Śląska,2023,87.8
2472000,Powiat m. Ruda Śląska,2024,89.6
2473000,Powiat m. Rybnik,2013,90.5
2473000,Powiat m. Rybnik,2014,90.1
2473000,Powiat m. Rybnik,2015,90.6
2473000,Powiat m. Rybnik,2016,90.5
2473000,Powiat m. Rybnik,2017,91.0
2473000,Powiat m. Rybnik,2018,91.0
2473000,Powiat m. Rybnik,2019,92.3
2473000,Powiat m. Rybnik,2020,90.3
2473000,Powiat m. Rybnik,2021,90.8
2473000,Powiat m. Rybnik,2022,91.5
2473000,Powiat m. Rybnik,2023,91.3
2473000,Powiat m. Rybnik,2024,91.7
2474000,Powiat m. Siemianowice Śląskie,2013,89.5
2474000,Powiat m. Siemianowice Śląskie,2014,90.6
2474000,Powiat m. Siemianowice Śląskie,2015,89.2
2474000,Powiat m. Siemianowice Śląskie,2016,89.6
2474000,Powiat m. Siemianowice Śląskie,2017,90.9
2474000,Powiat m. Siemianowice Śląskie,2018,90.6
2474000,Powiat m. Siemianowice Śląskie,2019,90.2
2474000,Powiat m. Siemianowice Śląskie,2020,90.6
2474000,Powiat m. Siemianowice Śląskie,2021,89.8
2474000,Powiat m. Siemianowice Śląskie,2022,88.8
2474000,Powiat m. Siemianowice Śląskie,2023,90.7
2474000,Powiat m. Siemianowice Śląskie,2024,90.0
2475000,Powiat m. Sosnowiec,2013,89.8
2475000,Powiat m. Sosnowiec,2014,90.5
2475000,Powiat m. Sosnowiec,2015,89.3
2475000,Powiat m. Sosnowiec,2016,87.9
2475000,Powiat m. Sosnowiec,2017,91.4
2475000,Powiat m. Sosnowiec,2018,90.7
2475000,Powiat m. Sosnowiec,2019,91.8
2475000,Powiat m. Sosnowiec,2020,90.7
2475000,Powiat m. Sosnowiec,2021,92.5
2475000,Powiat m. Sosnowiec,2022,91.4
2475000,Powiat m. Sosnowiec,2023,91.8
2475000,Powiat m. Sosnowiec,2024,92.7
2476000,Powiat m. Świętochłowice,2013,78.0
2476000,Powiat m. Świętochłowice,2014,78.5
2476000,Powiat m. Świętochłowice,2015,78.6
2476000,Powiat m. Świętochłowice,2016,78.2
2476000,Powiat m. Świętochłowice,2017,79.4
2476000,Powiat m. Świętochłowice,2018,81.0
2476000,Powiat m. Świętochłowice,2019,83.3
2476000,Powiat m. Świętochłowice,2020,83.4
2476000,Powiat m. Świętochłowice,2021,80.3
2476000,Powiat m. Świętochłowice,2022,84.3
2476000,Powiat m. Świętochłowice,2023,83.8
2476000,Powiat m. Świętochłowice,2024,85.2
2477000,Powiat m. Tychy,2013,95.2
2477000,Powiat m. Tychy,2014,95.4
2477000,Powiat m. Tychy,2015,96.6
2477000,Powiat m. Tychy,2016,96.5
2477000,Powiat m. Tychy,2017,98.0
2477000,Powiat m. Tychy,2018,95.8
2477000,Powiat m. Tychy,2019,94.9
2477000,Powiat m. Tychy,2020,95.4
2477000,Powiat m. Tychy,2021,93.1
2477000,Powiat m. Tychy,2022,93.0
2477000,Powiat m. Tychy,2023,94.3
2477000,Powiat m. Tychy,2024,94.4
2478000,Powiat m. Zabrze,2013,94.7
2478000,Powiat m. Zabrze,2014,95.8
2478000,Powiat m. Zabrze,2015,95.3
2478000,Powiat m. Zabrze,2016,93.9
2478000,Powiat m. Zabrze,2017,92.8
2478000,Powiat m. Zabrze,2018,92.9
2478000,Powiat m. Zabrze,2019,96.1
2478000,Powiat m. Zabrze,2020,94.7
2478000,Powiat m. Zabrze,2021,97.1
2478000,Powiat m. Zabrze,2022,97.1
2478000,Powiat m. Zabrze,2023,97.9
2478000,Powiat m. Zabrze,2024,96.8
2479000,Powiat m. Żory,2013,87.5
2479000,Powiat m. Żory,2014,88.3
2479000,Powiat m. Żory,2015,87.1
2479000,Powiat m. Żory,2016,87.4
2479000,Powiat m. Żory,2017,85.9
2479000,Powiat m. Żory,2018,88.2
2479000,Powiat m. Żory,2019,88.3
2479000,Powiat m. Żory,2020,86.6
2479000,Powiat m. Żory,2021,86.6
2479000,Powiat m. Żory,2022,85.7
2479000,Powiat m. Żory,2023,86.4
2479000,Powiat m. Żory,2024,86.8
2600000,ŚWIĘTOKRZYSKIE,2013,86.4
2600000,ŚWIĘTOKRZYSKIE,2014,85.8
2600000,ŚWIĘTOKRZYSKIE,2015,86.3
2600000,ŚWIĘTOKRZYSKIE,2016,85.5
2600000,ŚWIĘTOKRZYSKIE,2017,86.4
2600000,ŚWIĘTOKRZYSKIE,2018,86.3
2600000,ŚWIĘTOKRZYSKIE,2019,86.7
2600000,ŚWIĘTOKRZYSKIE,2020,86.9
2600000,ŚWIĘTOKRZYSKIE,2021,87.7
2600000,ŚWIĘTOKRZYSKIE,2022,86.2
2600000,ŚWIĘTOKRZYSKIE,2023,86.7
2600000,ŚWIĘTOKRZYSKIE,2024,88.8
2601000,Powiat buski,2013,79.0
2601000,Powiat buski,2014,78.9
2601000,Powiat buski,2015,79.5
2601000,Powiat buski,2016,79.3
2601000,Powiat buski,2017,79.2
2601000,Powiat buski,2018,79.6
2601000,Powiat buski,2019,80.4
2601000,Powiat buski,2020,79.2
2601000,Powiat buski,2021,81.9
2601000,Powiat buski,2022,80.7
2601000,Powiat buski,2023,81.7
2601000,Powiat buski,2024,85.0
2602000,Powiat jędrzejowski,2013,93.6
2602000,Powiat jędrzejowski,2014,95.2
2602000,Powiat jędrzejowski,2015,94.0
2602000,Powiat jędrzejowski,2016,93.1
2602000,Powiat jędrzejowski,2017,92.3
2602000,Powiat jędrzejowski,2018,91.9
2602000,Powiat jędrzejowski,2019,91.0
2602000,Powiat jędrzejowski,2020,90.0
2602000,Powiat jędrzejowski,2021,89.2
2602000,Powiat jędrzejowski,2022,86.9
2602000,Powiat jędrzejowski,2023,87.0
2602000,Powiat jędrzejowski,2024,89.2
2603000,Powiat kazimierski,2013,77.4
2603000,Powiat kazimierski,2014,76.3
2603000,Powiat kazimierski,2015,75.7
2603000,Powiat kazimierski,2016,75.5
2603000,Powiat kazimierski,2017,73.1
2603000,Powiat kazimierski,2018,73.3
2603000,Powiat kazimierski,2019,73.2
2603000,Powiat kazimierski,2020,76.7
2603000,Powiat kazimierski,2021,76.9
2603000,Powiat kazimierski,2022,76.0
2603000,Powiat kazimierski,2023,76.6
2603000,Powiat kazimierski,2024,80.2
2604000,Powiat kielecki,2013,78.5
2604000,Powiat kielecki,2014,77.3
2604000,Powiat kielecki,2015,78.2
2604000,Powiat kielecki,2016,76.7
2604000,Powiat kielecki,2017,76.8
2604000,Powiat kielecki,2018,78.1
2604000,Powiat kielecki,2019,78.3
2604000,Powiat kielecki,2020,78.9
2604000,Powiat kielecki,2021,79.8
2604000,Powiat kielecki,2022,78.9
2604000,Powiat kielecki,2023,78.9
2604000,Powiat kielecki,2024,81.2
2605000,Powiat konecki,2013,81.4
2605000,Powiat konecki,2014,81.4
2605000,Powiat konecki,2015,80.8
2605000,Powiat konecki,2016,81.4
2605000,Powiat konecki,2017,79.2
2605000,Powiat konecki,2018,81.6
2605000,Powiat konecki,2019,80.8
2605000,Powiat konecki,2020,81.1
2605000,Powiat konecki,2021,82.0
2605000,Powiat konecki,2022,81.9
2605000,Powiat konecki,2023,80.4
2605000,Powiat konecki,2024,84.0
2606000,Powiat opatowski,2013,79.6
2606000,Powiat opatowski,2014,78.8
2606000,Powiat opatowski,2015,78.4
2606000,Powiat opatowski,2016,76.4
2606000,Powiat opatowski,2017,76.3
2606000,Powiat opatowski,2018,76.4
2606000,Powiat opatowski,2019,76.0
2606000,Powiat opatowski,2020,77.3
2606000,Powiat opatowski,2021,77.0
2606000,Powiat opatowski,2022,76.2
2606000,Powiat opatowski,2023,76.4
2606000,Powiat opatowski,2024,80.1
2607000,Powiat ostrowiecki,2013,81.4
2607000,Powiat ostrowiecki,2014,80.6
2607000,Powiat ostrowiecki,2015,80.5
2607000,Powiat ostrowiecki,2016,79.8
2607000,Powiat ostrowiecki,2017,79.4
2607000,Powiat ostrowiecki,2018,78.9
2607000,Powiat ostrowiecki,2019,79.7
2607000,Powiat ostrowiecki,2020,80.5
2607000,Powiat ostrowiecki,2021,81.9
2607000,Powiat ostrowiecki,2022,80.4
2607000,Powiat ostrowiecki,2023,81.4
2607000,Powiat ostrowiecki,2024,83.3
2608000,Powiat pińczowski,2013,80.7
2608000,Powiat pińczowski,2014,81.1
2608000,Powiat pińczowski,2015,80.7
2608000,Powiat pińczowski,2016,80.7
2608000,Powiat pińczowski,2017,81.1
2608000,Powiat pińczowski,2018,81.2
2608000,Powiat pińczowski,2019,80.0
2608000,Powiat pińczowski,2020,80.5
2608000,Powiat pińczowski,2021,81.4
2608000,Powiat pińczowski,2022,86.7
2608000,Powiat pińczowski,2023,85.2
2608000,Powiat pińczowski,2024,86.2
2609000,Powiat sandomierski,2013,88.1
2609000,Powiat sandomierski,2014,88.1
2609000,Powiat sandomierski,2015,88.3
2609000,Powiat sandomierski,2016,87.5
2609000,Powiat sandomierski,2017,87.9
2609000,Powiat sandomierski,2018,90.2
2609000,Powiat sandomierski,2019,89.9
2609000,Powiat sandomierski,2020,89.9
2609000,Powiat sandomierski,2021,90.2
2609000,Powiat sandomierski,2022,88.8
2609000,Powiat sandomierski,2023,89.3
2609000,Powiat sandomierski,2024,90.3
2610000,Powiat skarżyski,2013,84.6
2610000,Powiat skarżyski,2014,84.8
2610000,Powiat skarżyski,2015,83.1
2610000,Powiat skarżyski,2016,84.6
2610000,Powiat skarżyski,2017,85.2
2610000,Powiat skarżyski,2018,82.0
2610000,Powiat skarżyski,2019,84.9
2610000,Powiat skarżyski,2020,86.1
2610000,Powiat skarżyski,2021,85.3
2610000,Powiat skarżyski,2022,85.1
2610000,Powiat skarżyski,2023,87.3
2610000,Powiat skarżyski,2024,92.1
2611000,Powiat starachowicki,2013,79.5
2611000,Powiat starachowicki,2014,79.9
2611000,Powiat starachowicki,2015,81.6
2611000,Powiat starachowicki,2016,80.3
2611000,Powiat starachowicki,2017,90.9
2611000,Powiat starachowicki,2018,86.3
2611000,Powiat starachowicki,2019,86.5
2611000,Powiat starachowicki,2020,84.9
2611000,Powiat starachowicki,2021,91.7
2611000,Powiat starachowicki,2022,85.5
2611000,Powiat starachowicki,2023,84.6
2611000,Powiat starachowicki,2024,86.0
2612000,Powiat staszowski,2013,89.5
2612000,Powiat staszowski,2014,89.6
2612000,Powiat staszowski,2015,90.6
2612000,Powiat staszowski,2016,91.8
2612000,Powiat staszowski,2017,89.3
2612000,Powiat staszowski,2018,88.4
2612000,Powiat staszowski,2019,87.2
2612000,Powiat staszowski,2020,87.4
2612000,Powiat staszowski,2021,86.1
2612000,Powiat staszowski,2022,87.3
2612000,Powiat staszowski,2023,89.9
2612000,Powiat staszowski,2024,89.3
2613000,Powiat włoszczowski,2013,85.3
2613000,Powiat włoszczowski,2014,84.5
2613000,Powiat włoszczowski,2015,84.6
2613000,Powiat włoszczowski,2016,83.7
2613000,Powiat włoszczowski,2017,83.1
2613000,Powiat włoszczowski,2018,84.6
2613000,Powiat włoszczowski,2019,86.1
2613000,Powiat włoszczowski,2020,85.5
2613000,Powiat włoszczowski,2021,87.3
2613000,Powiat włoszczowski,2022,89.2
2613000,Powiat włoszczowski,2023,89.7
2613000,Powiat włoszczowski,2024,91.4
2661000,Powiat m. Kielce,2013,92.8
2661000,Powiat m. Kielce,2014,91.6
2661000,Powiat m. Kielce,2015,92.6
2661000,Powiat m. Kielce,2016,91.4
2661000,Powiat m. Kielce,2017,92.7
2661000,Powiat m. Kielce,2018,92.9
2661000,Powiat m. Kielce,2019,94.2
2661000,Powiat m. Kielce,2020,94.5
2661000,Powiat m. Kielce,2021,94.1
2661000,Powiat m. Kielce,2022,92.2
2661000,Powiat m. Kielce,2023,93.0
2661000,Powiat m. Kielce,2024,95.2
2800000,WARMIŃSKO-MAZURSKIE,2013,84.2
2800000,WARMIŃSKO-MAZURSKIE,2014,84.6
2800000,WARMIŃSKO-MAZURSKIE,2015,84.2
2800000,WARMIŃSKO-MAZURSKIE,2016,84.4
2800000,WARMIŃSKO-MAZURSKIE,2017,84.0
2800000,WARMIŃSKO-MAZURSKIE,2018,83.3
2800000,WARMIŃSKO-MAZURSKIE,2019,83.4
2800000,WARMIŃSKO-MAZURSKIE,2020,85.3
2800000,WARMIŃSKO-MAZURSKIE,2021,85.4
2800000,WARMIŃSKO-MAZURSKIE,2022,84.6
2800000,WARMIŃSKO-MAZURSKIE,2023,84.9
2800000,WARMIŃSKO-MAZURSKIE,2024,87.2
2801000,Powiat bartoszycki,2013,81.1
2801000,Powiat bartoszycki,2014,81.7
2801000,Powiat bartoszycki,2015,79.9
2801000,Powiat bartoszycki,2016,80.4
2801000,Powiat bartoszycki,2017,80.3
2801000,Powiat bartoszycki,2018,78.2
2801000,Powiat bartoszycki,2019,77.5
2801000,Powiat bartoszycki,2020,83.1
2801000,Powiat bartoszycki,2021,82.5
2801000,Powiat bartoszycki,2022,80.7
2801000,Powiat bartoszycki,2023,80.6
2801000,Powiat bartoszycki,2024,84.7
2802000,Powiat braniewski,2013,80.2
2802000,Powiat braniewski,2014,80.1
2802000,Powiat braniewski,2015,78.1
2802000,Powiat braniewski,2016,78.1
2802000,Powiat braniewski,2017,78.6
2802000,Powiat braniewski,2018,76.8
2802000,Powiat braniewski,2019,78.8
2802000,Powiat braniewski,2020,80.8
2802000,Powiat braniewski,2021,81.3
2802000,Powiat braniewski,2022,80.1
2802000,Powiat braniewski,2023,79.4
2802000,Powiat braniewski,2024,83.0
2803000,Powiat działdowski,2013,76.0
2803000,Powiat działdowski,2014,76.1
2803000,Powiat działdowski,2015,76.6
2803000,Powiat działdowski,2016,77.0
2803000,Powiat działdowski,2017,76.2
2803000,Powiat działdowski,2018,76.5
2803000,Powiat działdowski,2019,74.9
2803000,Powiat działdowski,2020,75.1
2803000,Powiat działdowski,2021,77.6
2803000,Powiat działdowski,2022,78.6
2803000,Powiat działdowski,2023,80.0
2803000,Powiat działdowski,2024,79.2
2804000,Powiat elbląski,2013,78.2
2804000,Powiat elbląski,2014,77.7
2804000,Powiat elbląski,2015,77.1
2804000,Powiat elbląski,2016,77.5
2804000,Powiat elbląski,2017,76.1
2804000,Powiat elbląski,2018,77.3
2804000,Powiat elbląski,2019,75.7
2804000,Powiat elbląski,2020,77.3
2804000,Powiat elbląski,2021,78.2
2804000,Powiat elbląski,2022,77.6
2804000,Powiat elbląski,2023,77.4
2804000,Powiat elbląski,2024,80.1
2805000,Powiat ełcki,2013,79.6
2805000,Powiat ełcki,2014,79.0
2805000,Powiat ełcki,2015,76.7
2805000,Powiat ełcki,2016,76.6
2805000,Powiat ełcki,2017,76.8
2805000,Powiat ełcki,2018,76.4
2805000,Powiat ełcki,2019,77.4
2805000,Powiat ełcki,2020,79.0
2805000,Powiat ełcki,2021,79.4
2805000,Powiat ełcki,2022,78.1
2805000,Powiat ełcki,2023,79.2
2805000,Powiat ełcki,2024,82.3
2806000,Powiat giżycki,2013,79.2
2806000,Powiat giżycki,2014,81.8
2806000,Powiat giżycki,2015,81.2
2806000,Powiat giżycki,2016,80.3
2806000,Powiat giżycki,2017,80.9
2806000,Powiat giżycki,2018,80.7
2806000,Powiat giżycki,2019,80.5
2806000,Powiat giżycki,2020,81.7
2806000,Powiat giżycki,2021,81.7
2806000,Powiat giżycki,2022,82.0
2806000,Powiat giżycki,2023,82.3
2806000,Powiat giżycki,2024,84.5
2807000,Powiat iławski,2013,76.2
2807000,Powiat iławski,2014,75.6
2807000,Powiat iławski,2015,76.4
2807000,Powiat iławski,2016,77.1
2807000,Powiat iławski,2017,76.3
2807000,Powiat iławski,2018,75.5
2807000,Powiat iławski,2019,75.1
2807000,Powiat iławski,2020,76.4
2807000,Powiat iławski,2021,75.9
2807000,Powiat iławski,2022,75.8
2807000,Powiat iławski,2023,76.5
2807000,Powiat iławski,2024,78.5
2808000,Powiat kętrzyński,2013,75.3
2808000,Powiat kętrzyński,2014,75.8
2808000,Powiat kętrzyński,2015,76.3
2808000,Powiat kętrzyński,2016,75.9
2808000,Powiat kętrzyński,2017,76.6
2808000,Powiat kętrzyński,2018,76.8
2808000,Powiat kętrzyński,2019,78.0
2808000,Powiat kętrzyński,2020,82.6
2808000,Powiat kętrzyński,2021,81.3
2808000,Powiat kętrzyński,2022,78.2
2808000,Powiat kętrzyński,2023,76.5
2808000,Powiat kętrzyński,2024,82.4
2809000,Powiat lidzbarski,2013,76.6
2809000,Powiat lidzbarski,2014,77.6
2809000,Powiat lidzbarski,2015,78.3
2809000,Powiat lidzbarski,2016,78.1
2809000,Powiat lidzbarski,2017,76.1
2809000,Powiat lidzbarski,2018,76.4
2809000,Powiat lidzbarski,2019,76.2
2809000,Powiat lidzbarski,2020,78.9
2809000,Powiat lidzbarski,2021,78.3
2809000,Powiat lidzbarski,2022,76.9
2809000,Powiat lidzbarski,2023,78.2
2809000,Powiat lidzbarski,2024,82.5
2810000,Powiat mrągowski,2013,75.8
2810000,Powiat mrągowski,2014,75.9
2810000,Powiat mrągowski,2015,74.1
2810000,Powiat mrągowski,2016,74.4
2810000,Powiat mrągowski,2017,74.1
2810000,Powiat mrągowski,2018,74.4
2810000,Powiat mrągowski,2019,75.3
2810000,Powiat mrągowski,2020,78.1
2810000,Powiat mrągowski,2021,78.6
2810000,Powiat mrągowski,2022,79.0
2810000,Powiat mrągowski,2023,79.0
2810000,Powiat mrągowski,2024,81.4
2811000,Powiat nidzicki,2013,74.2
2811000,Powiat nidzicki,2014,74.3
2811000,Powiat nidzicki,2015,74.2
2811000,Powiat nidzicki,2016,74.7
2811000,Powiat nidzicki,2017,73.7
2811000,Powiat nidzicki,2018,74.4
2811000,Powiat nidzicki,2019,74.4
2811000,Powiat nidzicki,2020,76.2
2811000,Powiat nidzicki,2021,77.6
2811000,Powiat nidzicki,2022,76.5
2811000,Powiat nidzicki,2023,75.7
2811000,Powiat nidzicki,2024,77.2
2812000,Powiat nowomiejski,2013,72.7
2812000,Powiat nowomiejski,2014,73.4
2812000,Powiat nowomiejski,2015,69.3
2812000,Powiat nowomiejski,2016,70.2
2812000,Powiat nowomiejski,2017,71.2
2812000,Powiat nowomiejski,2018,71.1
2812000,Powiat nowomiejski,2019,72.0
2812000,Powiat nowomiejski,2020,71.9
2812000,Powiat nowomiejski,2021,72.4
2812000,Powiat nowomiejski,2022,69.6
2812000,Powiat nowomiejski,2023,69.0
2812000,Powiat nowomiejski,2024,72.8
2813000,Powiat olecki,2013,79.6
2813000,Powiat olecki,2014,81.2
2813000,Powiat olecki,2015,80.9
2813000,Powiat olecki,2016,80.0
2813000,Powiat olecki,2017,80.5
2813000,Powiat olecki,2018,80.2
2813000,Powiat olecki,2019,80.0
2813000,Powiat olecki,2020,80.4
2813000,Powiat olecki,2021,82.0
