powiat_code,powiat_name,year,unemployment_rate,wage_index
200000,DOLNOŚLĄSKIE,2013,13.1,99.8
200000,DOLNOŚLĄSKIE,2014,10.4,101.0
200000,DOLNOŚLĄSKIE,2015,8.5,101.3
200000,DOLNOŚLĄSKIE,2016,7.2,102.2
200000,DOLNOŚLĄSKIE,2017,5.7,102.8
200000,DOLNOŚLĄSKIE,2018,5.2,102.2
200000,DOLNOŚLĄSKIE,2019,4.6,102.7
200000,DOLNOŚLĄSKIE,2020,5.6,103.1
200000,DOLNOŚLĄSKIE,2021,4.9,104.0
200000,DOLNOŚLĄSKIE,2022,4.5,103.6
200000,DOLNOŚLĄSKIE,2023,4.4,103.4
200000,DOLNOŚLĄSKIE,2024,4.6,102.7
201000,Powiat bolesławiecki,2013,12.6,83.3
201000,Powiat bolesławiecki,2014,8.9,85.5
201000,Powiat bolesławiecki,2015,7.6,85.5
201000,Powiat bolesławiecki,2016,5.7,85.4
201000,Powiat bolesławiecki,2017,4.2,86.2
201000,Powiat bolesławiecki,2018,3.8,87.2
201000,Powiat bolesławiecki,2019,3.8,87.7
201000,Powiat bolesławiecki,2020,5.6,88.5
201000,Powiat bolesławiecki,2021,5.1,91.0
201000,Powiat bolesławiecki,2022,3.1,92.2
201000,Powiat bolesławiecki,2023,2.8,90.5
201000,Powiat bolesławiecki,2024,3.1,91.2
202000,Powiat dzierżoniowski,2013,20.2,81.4
202000,Powiat dzierżoniowski,2014,15.8,82.4
202000,Powiat dzierżoniowski,2015,11.9,82.1
202000,Powiat dzierżoniowski,2016,10.0,83.0
202000,Powiat dzierżoniowski,2017,7.4,84.5
202000,Powiat dzierżoniowski,2018,6.1,83.3
202000,Powiat dzierżoniowski,2019,5.2,86.5
202000,Powiat dzierżoniowski,2020,6.8,84.9
202000,Powiat dzierżoniowski,2021,5.5,85.5
202000,Powiat dzierżoniowski,2022,5.2,85.4
202000,Powiat dzierżoniowski,2023,5.6,85.0
202000,Powiat dzierżoniowski,2024,6.1,86.1
203000,Powiat głogowski,2013,14.9,85.6
203000,Powiat głogowski,2014,13.6,86.4
203000,Powiat głogowski,2015,12.5,87.1
203000,Powiat głogowski,2016,10.5,86.8
203000,Powiat głogowski,2017,9.1,86.5
203000,Powiat głogowski,2018,8.9,84.3
203000,Powiat głogowski,2019,7.1,85.5
203000,Powiat głogowski,2020,7.8,86.2
203000,Powiat głogowski,2021,7.7,86.2
203000,Powiat głogowski,2022,6.4,87.3
203000,Powiat głogowski,2023,6.5,87.7
203000,Powiat głogowski,2024,6.6,90.0
204000,Powiat górowski,2013,28.3,79.1
204000,Powiat górowski,2014,23.4,78.5
204000,Powiat górowski,2015,22.2,78.1
204000,Powiat górowski,2016,18.5,78.9
204000,Powiat górowski,2017,16.5,77.0
204000,Powiat górowski,2018,15.3,78.9
204000,Powiat górowski,2019,14.2,76.8
204000,Powiat górowski,2020,15.7,80.2
204000,Powiat górowski,2021,18.3,81.0
204000,Powiat górowski,2022,13.8,80.9
204000,Powiat górowski,2023,14.2,79.8
204000,Powiat górowski,2024,14.3,85.1
205000,Powiat jaworski,2013,24.3,78.4
205000,Powiat jaworski,2014,18.6,78.5
205000,Powiat jaworski,2015,17.3,80.1
205000,Powiat jaworski,2016,15.8,82.7
205000,Powiat jaworski,2017,13.5,83.0
205000,Powiat jaworski,2018,12.4,83.3
205000,Powiat jaworski,2019,10.6,85.1
205000,Powiat jaworski,2020,11.3,89.3
205000,Powiat jaworski,2021,10.8,92.6
205000,Powiat jaworski,2022,10.2,91.6
205000,Powiat jaworski,2023,9.7,92.9
205000,Powiat jaworski,2024,9.8,93.0
206000,Powiat karkonoski,2013,19.8,80.7
206000,Powiat karkonoski,2014,15.7,80.7
206000,Powiat karkonoski,2015,12.9,82.2
206000,Powiat karkonoski,2016,11.4,82.7
206000,Powiat karkonoski,2017,9.2,83.1
206000,Powiat karkonoski,2018,8.9,83.5
206000,Powiat karkonoski,2019,8.2,84.0
206000,Powiat karkonoski,2020,10.1,82.0
206000,Powiat karkonoski,2021,10.5,84.2
206000,Powiat karkonoski,2022,8.5,83.9
206000,Powiat karkonoski,2023,8.5,82.8
206000,Powiat karkonoski,2024,8.5,83.9
207000,Powiat kamiennogórski,2013,20.5,78.5
207000,Powiat kamiennogórski,2014,15.6,79.0
207000,Powiat kamiennogórski,2015,11.6,78.8
207000,Powiat kamiennogórski,2016,10.3,80.6
207000,Powiat kamiennogórski,2017,7.5,80.9
207000,Powiat kamiennogórski,2018,6.2,83.0
207000,Powiat kamiennogórski,2019,5.8,83.4
207000,Powiat kamiennogórski,2020,8.0,82.1
207000,Powiat kamiennogórski,2021,6.6,81.4
207000,Powiat kamiennogórski,2022,6.1,82.8
207000,Powiat kamiennogórski,2023,6.1,81.8
207000,Powiat kamiennogórski,2024,7.4,83.0
208000,Powiat kłodzki,2013,27.1,82.5
208000,Powiat kłodzki,2014,23.6,83.3
208000,Powiat kłodzki,2015,19.9,82.2
208000,Powiat kłodzki,2016,16.0,82.2
208000,Powiat kłodzki,2017,12.5,82.6
208000,Powiat kłodzki,2018,11.8,83.9
208000,Powiat kłodzki,2019,11.1,84.7
208000,Powiat kłodzki,2020,12.6,86.0
208000,Powiat kłodzki,2021,12.5,85.7
208000,Powiat kłodzki,2022,11.8,84.6
208000,Powiat kłodzki,2023,11.7,85.9
208000,Powiat kłodzki,2024,12.7,87.9
209000,Powiat legnicki,2013,21.3,82.0
209000,Powiat legnicki,2014,17.4,83.8
209000,Powiat legnicki,2015,14.8,82.0
209000,Powiat legnicki,2016,13.0,83.4
209000,Powiat legnicki,2017,11.5,83.4
209000,Powiat legnicki,2018,10.1,86.6
209000,Powiat legnicki,2019,8.1,89.8
209000,Powiat legnicki,2020,8.7,88.3
209000,Powiat legnicki,2021,8.4,90.9
209000,Powiat legnicki,2022,8.1,91.2
209000,Powiat legnicki,2023,7.3,91.9
209000,Powiat legnicki,2024,7.0,88.6
210000,Powiat lubański,2013,21.6,78.3
210000,Powiat lubański,2014,17.8,79.8
210000,Powiat lubański,2015,14.2,79.8
210000,Powiat lubański,2016,11.3,80.0
210000,Powiat lubański,2017,9.3,80.0
210000,Powiat lubański,2018,7.3,81.5
210000,Powiat lubański,2019,6.9,80.5
210000,Powiat lubański,2020,8.9,81.6
210000,Powiat lubański,2021,8.0,83.0
210000,Powiat lubański,2022,7.1,82.3
210000,Powiat lubański,2023,6.7,81.8
210000,Powiat lubański,2024,7.1,83.9
211000,Powiat lubiński,2013,10.9,171.3
211000,Powiat lubiński,2014,8.9,170.0
211000,Powiat lubiński,2015,7.0,167.6
211000,Powiat lubiński,2016,5.9,167.1
211000,Powiat lubiński,2017,5.0,166.0
211000,Powiat lubiński,2018,4.8,163.7
211000,Powiat lubiński,2019,4.1,159.7
211000,Powiat lubiński,2020,5.0,161.5
211000,Powiat lubiński,2021,4.0,167.9
211000,Powiat lubiński,2022,3.9,169.4
211000,Powiat lubiński,2023,3.8,168.6
211000,Powiat lubiński,2024,4.0,158.4
212000,Powiat lwówecki,2013,26.2,80.1
212000,Powiat lwówecki,2014,22.4,78.2
212000,Powiat lwówecki,2015,19.4,80.1
212000,Powiat lwówecki,2016,16.9,79.7
212000,Powiat lwówecki,2017,13.0,78.8
212000,Powiat lwówecki,2018,12.2,81.7
212000,Powiat lwówecki,2019,11.2,82.7
212000,Powiat lwówecki,2020,11.5,83.7
212000,Powiat lwówecki,2021,9.5,84.1
212000,Powiat lwówecki,2022,8.7,83.2
212000,Powiat lwówecki,2023,8.7,81.6
212000,Powiat lwówecki,2024,8.7,83.9
213000,Powiat milicki,2013,18.1,75.7
213000,Powiat milicki,2014,14.5,77.0
213000,Powiat milicki,2015,12.0,77.6
213000,Powiat milicki,2016,9.8,78.1
213000,Powiat milicki,2017,7.8,79.9
213000,Powiat milicki,2018,6.8,77.2
213000,Powiat milicki,2019,6.4,77.1
213000,Powiat milicki,2020,6.9,78.6
213000,Powiat milicki,2021,5.8,80.8
213000,Powiat milicki,2022,6.3,79.2
213000,Powiat milicki,2023,6.4,80.1
213000,Powiat milicki,2024,6.1,82.1
214000,Powiat oleśnicki,2013,16.0,83.9
214000,Powiat oleśnicki,2014,12.0,82.6
214000,Powiat oleśnicki,2015,9.8,83.3
214000,Powiat oleśnicki,2016,8.0,84.7
214000,Powiat oleśnicki,2017,6.1,85.2
214000,Powiat oleśnicki,2018,5.4,85.4
214000,Powiat oleśnicki,2019,5.2,86.0
214000,Powiat oleśnicki,2020,6.7,86.4
214000,Powiat oleśnicki,2021,6.0,85.2
214000,Powiat oleśnicki,2022,6.0,85.9
214000,Powiat oleśnicki,2023,5.8,85.5
214000,Powiat oleśnicki,2024,5.9,85.8
215000,Powiat oławski,2013,12.7,87.6
215000,Powiat oławski,2014,8.7,88.4
215000,Powiat oławski,2015,7.8,90.1
215000,Powiat oławski,2016,7.0,90.5
215000,Powiat oławski,2017,5.6,91.7
215000,Powiat oławski,2018,5.4,91.3
215000,Powiat oławski,2019,4.4,92.7
215000,Powiat oławski,2020,4.9,90.3
215000,Powiat oławski,2021,4.0,91.1
215000,Powiat oławski,2022,4.2,89.9
215000,Powiat oławski,2023,3.9,90.5
215000,Powiat oławski,2024,4.3,90.9
216000,Powiat polkowicki,2013,8.8,104.5
216000,Powiat polkowicki,2014,7.8,107.2
216000,Powiat polkowicki,2015,6.3,106.7
216000,Powiat polkowicki,2016,5.8,104.4
216000,Powiat polkowicki,2017,4.7,105.9
216000,Powiat polkowicki,2018,4.5,102.2
216000,Powiat polkowicki,2019,4.4,103.0
216000,Powiat polkowicki,2020,4.8,101.5
216000,Powiat polkowicki,2021,4.9,102.0
216000,Powiat polkowicki,2022,4.4,102.3
216000,Powiat polkowicki,2023,4.3,102.2
216000,Powiat polkowicki,2024,4.2,95.3
217000,Powiat strzeliński,2013,18.0,87.5
217000,Powiat strzeliński,2014,15.1,87.1
217000,Powiat strzeliński,2015,13.3,86.6
217000,Powiat strzeliński,2016,12.3,86.8
217000,Powiat strzeliński,2017,11.0,90.2
217000,Powiat strzeliński,2018,10.5,91.0
217000,Powiat strzeliński,2019,9.7,92.1
217000,Powiat strzeliński,2020,11.2,93.5
217000,Powiat strzeliński,2021,11.8,94.5
217000,Powiat strzeliński,2022,10.4,94.3
217000,Powiat strzeliński,2023,10.4,94.1
217000,Powiat strzeliński,2024,10.5,94.9
218000,Powiat średzki,2013,13.1,92.9
218000,Powiat średzki,2014,10.5,96.9
218000,Powiat średzki,2015,8.2,92.2
218000,Powiat średzki,2016,7.3,93.9
218000,Powiat średzki,2017,6.0,96.9
218000,Powiat średzki,2018,5.5,99.4
218000,Powiat średzki,2019,4.8,97.8
218000,Powiat średzki,2020,5.8,95.2
218000,Powiat średzki,2021,5.8,96.0
218000,Powiat średzki,2022,4.7,94.2
218000,Powiat średzki,2023,4.6,96.4
218000,Powiat średzki,2024,5.2,94.7
219000,Powiat świdnicki,2013,13.8,87.5
219000,Powiat świdnicki,2014,11.2,88.6
219000,Powiat świdnicki,2015,9.9,90.0
219000,Powiat świdnicki,2016,8.6,90.6
219000,Powiat świdnicki,2017,6.9,91.5
219000,Powiat świdnicki,2018,6.2,91.6
219000,Powiat świdnicki,2019,5.6,91.5
219000,Powiat świdnicki,2020,6.9,91.5
219000,Powiat świdnicki,2021,5.7,91.2
219000,Powiat świdnicki,2022,5.6,90.4
219000,Powiat świdnicki,2023,5.9,89.1
219000,Powiat świdnicki,2024,6.3,89.3
220000,Powiat trzebnicki,2013,14.4,81.7
220000,Powiat trzebnicki,2014,10.9,80.6
220000,Powiat trzebnicki,2015,9.0,80.1
220000,Powiat trzebnicki,2016,7.9,80.1
220000,Powiat trzebnicki,2017,6.7,80.9
220000,Powiat trzebnicki,2018,5.8,81.8
220000,Powiat trzebnicki,2019,5.1,81.8
220000,Powiat trzebnicki,2020,5.5,83.5
220000,Powiat trzebnicki,2021,5.1,87.2
220000,Powiat trzebnicki,2022,4.8,87.3
220000,Powiat trzebnicki,2023,5.0,88.8
220000,Powiat trzebnicki,2024,5.2,90.3
221000,Powiat wałbrzyski,2013,29.8,80.9
221000,Powiat wałbrzyski,2014,24.9,80.3
221000,Powiat wałbrzyski,2015,22.4,79.3
221000,Powiat wałbrzyski,2016,19.3,82.2
221000,Powiat wałbrzyski,2017,14.3,80.4
221000,Powiat wałbrzyski,2018,13.6,79.1
221000,Powiat wałbrzyski,2019,12.8,78.5
221000,Powiat wałbrzyski,2020,14.9,79.4
221000,Powiat wałbrzyski,2021,13.9,79.3
221000,Powiat wałbrzyski,2022,11.7,81.0
221000,Powiat wałbrzyski,2023,11.7,80.3
221000,Powiat wałbrzyski,2024,11.7,83.0
222000,Powiat wołowski,2013,21.8,91.7
222000,Powiat wołowski,2014,18.3,94.7
222000,Powiat wołowski,2015,15.0,96.4
222000,Powiat wołowski,2016,14.4,97.9
222000,Powiat wołowski,2017,12.1,102.7
222000,Powiat wołowski,2018,11.3,105.2
222000,Powiat wołowski,2019,10.6,105.6
222000,Powiat wołowski,2020,11.7,107.0
222000,Powiat wołowski,2021,12.2,113.2
222000,Powiat wołowski,2022,11.2,117.9
222000,Powiat wołowski,2023,11.2,104.3
222000,Powiat wołowski,2024,10.5,109.6
223000,Powiat wrocławski,2013,5.3,93.8
223000,Powiat wrocławski,2014,3.9,95.3
223000,Powiat wrocławski,2015,3.4,89.3
223000,Powiat wrocławski,2016,2.7,92.4
223000,Powiat wrocławski,2017,2.0,95.5
223000,Powiat wrocławski,2018,1.8,100.9
223000,Powiat wrocławski,2019,1.6,102.8
223000,Powiat wrocławski,2020,2.0,106.2
223000,Powiat wrocławski,2021,1.8,108.1
223000,Powiat wrocławski,2022,1.4,106.8
223000,Powiat wrocławski,2023,1.4,108.2
223000,Powiat wrocławski,2024,1.5,104.6
224000,Powiat ząbkowicki,2013,22.4,82.6
224000,Powiat ząbkowicki,2014,19.0,82.0
224000,Powiat ząbkowicki,2015,14.9,81.6
224000,Powiat ząbkowicki,2016,13.8,80.0
224000,Powiat ząbkowicki,2017,11.8,79.1
224000,Powiat ząbkowicki,2018,10.9,79.8
224000,Powiat ząbkowicki,2019,9.4,80.6
224000,Powiat ząbkowicki,2020,10.2,82.5
224000,Powiat ząbkowicki,2021,9.7,82.9
224000,Powiat ząbkowicki,2022,9.5,83.7
224000,Powiat ząbkowicki,2023,10.1,81.9
224000,Powiat ząbkowicki,2024,10.4,85.6
225000,Powiat zgorzelecki,2013,14.7,88.6
225000,Powiat zgorzelecki,2014,12.1,88.7
225000,Powiat zgorzelecki,2015,9.0,87.5
225000,Powiat zgorzelecki,2016,7.7,85.8
225000,Powiat zgorzelecki,2017,5.4,85.4
225000,Powiat zgorzelecki,2018,5.1,87.4
225000,Powiat zgorzelecki,2019,4.9,87.3
225000,Powiat zgorzelecki,2020,6.0,88.4
225000,Powiat zgorzelecki,2021,5.6,89.1
225000,Powiat zgorzelecki,2022,5.1,89.2
225000,Powiat zgorzelecki,2023,5.0,89.7
225000,Powiat zgorzelecki,2024,5.4,90.8
226000,Powiat złotoryjski,2013,28.6,92.2
226000,Powiat złotoryjski,2014,24.5,91.9
226000,Powiat złotoryjski,2015,21.2,92.2
226000,Powiat złotoryjski,2016,18.9,91.4
226000,Powiat złotoryjski,2017,16.0,90.8
226000,Powiat złotoryjski,2018,14.8,90.2
226000,Powiat złotoryjski,2019,13.1,91.3
226000,Powiat złotoryjski,2020,14.2,92.7
226000,Powiat złotoryjski,2021,13.8,93.2
226000,Powiat złotoryjski,2022,13.7,93.0
226000,Powiat złotoryjski,2023,13.3,96.2
226000,Powiat złotoryjski,2024,13.9,93.7
261000,Powiat m. Jelenia Góra,2013,9.3,86.8
261000,Powiat m. Jelenia Góra,2014,7.5,89.3
261000,Powiat m. Jelenia Góra,2015,5.7,92.4
261000,Powiat m. Jelenia Góra,2016,4.6,92.8
261000,Powiat m. Jelenia Góra,2017,3.6,93.6
261000,Powiat m. Jelenia Góra,2018,3.6,94.0
261000,Powiat m. Jelenia Góra,2019,3.2,93.6
261000,Powiat m. Jelenia Góra,2020,4.6,93.8
261000,Powiat m. Jelenia Góra,2021,3.8,94.1
261000,Powiat m. Jelenia Góra,2022,3.6,93.7
261000,Powiat m. Jelenia Góra,2023,3.9,93.5
261000,Powiat m. Jelenia Góra,2024,4.1,95.9
262000,Powiat m. Legnica,2013,10.3,82.2
262000,Powiat m. Legnica,2014,8.5,85.1
262000,Powiat m. Legnica,2015,7.1,86.3
262000,Powiat m. Legnica,2016,6.7,86.9
262000,Powiat m. Legnica,2017,5.5,88.3
262000,Powiat m. Legnica,2018,5.0,88.1
262000,Powiat m. Legnica,2019,4.2,91.1
262000,Powiat m. Legnica,2020,5.7,89.7
262000,Powiat m. Legnica,2021,5.2,91.0
262000,Powiat m. Legnica,2022,5.1,90.5
262000,Powiat m. Legnica,2023,4.5,90.9
262000,Powiat m. Legnica,2024,4.7,91.9
264000,Powiat m. Wrocław,2013,5.5,106.5
264000,Powiat m. Wrocław,2014,4.1,108.3
264000,Powiat m. Wrocław,2015,3.3,110.1
264000,Powiat m. Wrocław,2016,2.7,111.9
264000,Powiat m. Wrocław,2017,2.1,112.0
264000,Powiat m. Wrocław,2018,1.9,110.4
264000,Powiat m. Wrocław,2019,1.6,111.1
264000,Powiat m. Wrocław,2020,2.4,111.2
264000,Powiat m. Wrocław,2021,1.9,111.5
264000,Powiat m. Wrocław,2022,1.6,110.2
264000,Powiat m. Wrocław,2023,1.6,109.7
264000,Powiat m. Wrocław,2024,1.7,109.2
265000,Powiat m. Wałbrzych od 2013,2013,16.8,96.3
265000,Powiat m. Wałbrzych od 2013,2014,13.1,98.5
265000,Powiat m. Wałbrzych od 2013,2015,10.4,97.2
265000,Powiat m. Wałbrzych od 2013,2016,9.2,97.4
265000,Powiat m. Wałbrzych od 2013,2017,7.2,99.0
265000,Powiat m. Wałbrzych od 2013,2018,6.0,98.6
265000,Powiat m. Wałbrzych od 2013,2019,4.9,100.1
265000,Powiat m. Wałbrzych od 2013,2020,6.0,100.8
265000,Powiat m. Wałbrzych od 2013,2021,4.8,100.2
265000,Powiat m. Wałbrzych od 2013,2022,4.2,100.4
265000,Powiat m. Wałbrzych od 2013,2023,4.4,99.9
265000,Powiat m. Wałbrzych od 2013,2024,5.1,100.3
400000,KUJAWSKO-POMORSKIE,2013,18.2,85.7
400000,KUJAWSKO-POMORSKIE,2014,15.5,85.9
400000,KUJAWSKO-POMORSKIE,2015,13.2,85.3
400000,KUJAWSKO-POMORSKIE,2016,12.0,85.6
400000,KUJAWSKO-POMORSKIE,2017,9.9,85.8
400000,KUJAWSKO-POMORSKIE,2018,8.8,85.6
400000,KUJAWSKO-POMORSKIE,2019,7.9,86.7
400000,KUJAWSKO-POMORSKIE,2020,9.0,87.5
400000,KUJAWSKO-POMORSKIE,2021,8.1,88.1
400000,KUJAWSKO-POMORSKIE,2022,7.3,87.8
400000,KUJAWSKO-POMORSKIE,2023,7.1,88.5
400000,KUJAWSKO-POMORSKIE,2024,7.3,89.3
401000,Powiat aleksandrowski,2013,24.2,75.1
401000,Powiat aleksandrowski,2014,22.3,74.7
401000,Powiat aleksandrowski,2015,18.9,74.7
401000,Powiat aleksandrowski,2016,16.9,73.9
401000,Powiat aleksandrowski,2017,14.2,75.1
401000,Powiat aleksandrowski,2018,12.9,75.3
401000,Powiat aleksandrowski,2019,12.2,75.6
401000,Powiat aleksandrowski,2020,14.8,74.9
401000,Powiat aleksandrowski,2021,13.5,77.5
401000,Powiat aleksandrowski,2022,11.3,78.4
401000,Powiat aleksandrowski,2023,10.9,79.2
401000,Powiat aleksandrowski,2024,10.3,82.1
402000,Powiat brodnicki,2013,15.7,77.1
402000,Powiat brodnicki,2014,13.2,78.6
402000,Powiat brodnicki,2015,11.4,76.3
402000,Powiat brodnicki,2016,9.8,78.0
402000,Powiat brodnicki,2017,7.7,78.4
402000,Powiat brodnicki,2018,7.2,77.8
402000,Powiat brodnicki,2019,7.0,77.7
402000,Powiat brodnicki,2020,8.4,77.7
402000,Powiat brodnicki,2021,6.7,77.8
402000,Powiat brodnicki,2022,6.9,77.2
402000,Powiat brodnicki,2023,6.7,77.9
402000,Powiat brodnicki,2024,6.7,79.7
403000,Powiat bydgoski,2013,13.8,83.4
403000,Powiat bydgoski,2014,11.8,85.2
403000,Powiat bydgoski,2015,8.9,85.5
403000,Powiat bydgoski,2016,7.8,85.2
403000,Powiat bydgoski,2017,6.4,86.9
403000,Powiat bydgoski,2018,5.5,87.1
403000,Powiat bydgoski,2019,4.1,85.9
403000,Powiat bydgoski,2020,5.2,86.0
403000,Powiat bydgoski,2021,3.9,86.1
403000,Powiat bydgoski,2022,3.3,86.4
403000,Powiat bydgoski,2023,3.1,85.1
403000,Powiat bydgoski,2024,3.3,86.5
404000,Powiat chełmiński,2013,24.7,79.8
404000,Powiat chełmiński,2014,20.9,81.2
404000,Powiat chełmiński,2015,17.5,79.5
404000,Powiat chełmiński,2016,15.7,80.1
404000,Powiat chełmiński,2017,13.8,80.4
404000,Powiat chełmiński,2018,12.6,78.5
404000,Powiat chełmiński,2019,11.8,79.5
404000,Powiat chełmiński,2020,13.2,81.3
404000,Powiat chełmiński,2021,12.8,81.7
404000,Powiat chełmiński,2022,12.3,79.6
404000,Powiat chełmiński,2023,11.8,78.6
404000,Powiat chełmiński,2024,12.5,79.8
405000,Powiat golubsko-dobrzyński,2013,23.6,82.0
405000,Powiat golubsko-dobrzyński,2014,20.1,84.3
405000,Powiat golubsko-dobrzyński,2015,16.7,84.1
405000,Powiat golubsko-dobrzyński,2016,13.5,85.7
405000,Powiat golubsko-dobrzyński,2017,11.0,86.7
405000,Powiat golubsko-dobrzyński,2018,10.2,89.2
405000,Powiat golubsko-dobrzyński,2019,10.0,87.3
405000,Powiat golubsko-dobrzyński,2020,11.9,90.1
405000,Powiat golubsko-dobrzyński,2021,12.1,87.9
405000,Powiat golubsko-dobrzyński,2022,10.6,89.7
405000,Powiat golubsko-dobrzyński,2023,10.2,87.9
405000,Powiat golubsko-dobrzyński,2024,10.6,88.6
406000,Powiat grudziądzki,2013,26.0,80.9
406000,Powiat grudziądzki,2014,20.4,82.6
406000,Powiat grudziądzki,2015,16.5,82.0
406000,Powiat grudziądzki,2016,16.5,83.1
406000,Powiat grudziądzki,2017,14.2,82.8
406000,Powiat grudziądzki,2018,13.4,81.7
406000,Powiat grudziądzki,2019,10.6,82.9
406000,Powiat grudziądzki,2020,12.3,84.7
406000,Powiat grudziądzki,2021,13.4,83.5
406000,Powiat grudziądzki,2022,11.3,82.4
406000,Powiat grudziądzki,2023,10.5,81.9
406000,Powiat grudziądzki,2024,11.0,84.6
407000,Powiat inowrocławski,2013,23.8,79.8
407000,Powiat inowrocławski,2014,20.0,79.8
407000,Powiat inowrocławski,2015,18.2,78.5
407000,Powiat inowrocławski,2016,16.9,79.9
407000,Powiat inowrocławski,2017,14.4,80.1
407000,Powiat inowrocławski,2018,12.6,79.4
407000,Powiat inowrocławski,2019,11.0,79.9
407000,Powiat inowrocławski,2020,12.7,83.2
407000,Powiat inowrocławski,2021,12.4,83.1
407000,Powiat inowrocławski,2022,10.3,84.3
407000,Powiat inowrocławski,2023,10.6,84.9
407000,Powiat inowrocławski,2024,10.7,85.6
408000,Powiat lipnowski,2013,28.7,74.4
408000,Powiat lipnowski,2014,25.5,72.4
408000,Powiat lipnowski,2015,20.3,68.9
408000,Powiat lipnowski,2016,21.7,71.2
408000,Powiat lipnowski,2017,17.8,71.1
408000,Powiat lipnowski,2018,17.0,72.2
408000,Powiat lipnowski,2019,15.5,72.6
408000,Powiat lipnowski,2020,15.9,74.4
408000,Powiat lipnowski,2021,15.6,74.3
408000,Powiat lipnowski,2022,12.7,73.2
408000,Powiat lipnowski,2023,13.0,74.5
408000,Powiat lipnowski,2024,13.3,77.6
409000,Powiat mogileński,2013,22.6,76.1
409000,Powiat mogileński,2014,18.8,78.8
409000,Powiat mogileński,2015,15.8,79.9
409000,Powiat mogileński,2016,13.9,79.2
409000,Powiat mogileński,2017,11.5,81.2
409000,Powiat mogileński,2018,10.7,79.7
409000,Powiat mogileński,2019,9.8,79.3
409000,Powiat mogileński,2020,10.7,77.2
409000,Powiat mogileński,2021,10.6,78.4
409000,Powiat mogileński,2022,9.6,81.8
409000,Powiat mogileński,2023,9.7,84.1
409000,Powiat mogileński,2024,9.6,83.6
410000,Powiat nakielski,2013,23.6,79.4
410000,Powiat nakielski,2014,20.7,78.0
410000,Powiat nakielski,2015,17.5,76.7
410000,Powiat nakielski,2016,15.7,77.4
410000,Powiat nakielski,2017,13.1,76.6
410000,Powiat nakielski,2018,11.7,76.7
410000,Powiat nakielski,2019,10.5,79.2
410000,Powiat nakielski,2020,12.8,80.1
410000,Powiat nakielski,2021,11.6,80.4
410000,Powiat nakielski,2022,10.4,88.1
410000,Powiat nakielski,2023,9.8,86.9
410000,Powiat nakielski,2024,10.2,87.6
411000,Powiat radziejowski,2013,26.1,73.7
411000,Powiat radziejowski,2014,22.9,73.2
411000,Powiat radziejowski,2015,21.7,74.6
411000,Powiat radziejowski,2016,20.5,74.4
411000,Powiat radziejowski,2017,18.4,74.6
411000,Powiat radziejowski,2018,16.6,74.4
411000,Powiat radziejowski,2019,16.6,75.4
411000,Powiat radziejowski,2020,16.2,78.2
411000,Powiat radziejowski,2021,18.7,80.0
411000,Powiat radziejowski,2022,15.3,78.3
411000,Powiat radziejowski,2023,16.0,80.0
411000,Powiat radziejowski,2024,15.1,84.0
412000,Powiat rypiński,2013,21.2,76.9
412000,Powiat rypiński,2014,18.5,77.2
412000,Powiat rypiński,2015,15.7,75.5
412000,Powiat rypiński,2016,13.8,76.3
412000,Powiat rypiński,2017,11.8,76.5
412000,Powiat rypiński,2018,11.6,77.4
412000,Powiat rypiński,2019,9.9,76.8
412000,Powiat rypiński,2020,10.5,76.4
412000,Powiat rypiński,2021,10.5,77.8
412000,Powiat rypiński,2022,8.9,76.7
412000,Powiat rypiński,2023,9.0,77.0
412000,Powiat rypiński,2024,10.0,77.7
413000,Powiat sępoleński,2013,25.0,79.4
413000,Powiat sępoleński,2014,21.5,78.6
413000,Powiat sępoleński,2015,19.3,77.9
413000,Powiat sępoleński,2016,17.1,77.5
413000,Powiat sępoleński,2017,14.2,78.0
413000,Powiat sępoleński,2018,12.5,77.2
413000,Powiat sępoleński,2019,11.6,76.8
413000,Powiat sępoleński,2020,12.3,78.0
413000,Powiat sępoleński,2021,11.5,78.4
413000,Powiat sępoleński,2022,10.7,78.0
413000,Powiat sępoleński,2023,11.5,77.6
413000,Powiat sępoleński,2024,10.9,78.0
414000,Powiat świecki,2013,18.2,86.2
414000,Powiat świecki,2014,15.2,87.0
414000,Powiat świecki,2015,12.3,84.7
414000,Powiat świecki,2016,10.3,84.6
414000,Powiat świecki,2017,8.5,85.8
414000,Powiat świecki,2018,7.5,86.3
414000,Powiat świecki,2019,7.0,88.4
414000,Powiat świecki,2020,7.2,88.0
414000,Powiat świecki,2021,6.5,86.8
414000,Powiat świecki,2022,6.2,86.4
414000,Powiat świecki,2023,6.3,86.4
414000,Powiat świecki,2024,6.4,87.6
415000,Powiat toruński,2013,21.3,75.1
415000,Powiat toruński,2014,17.9,75.8
415000,Powiat toruński,2015,15.9,74.9
415000,Powiat toruński,2016,13.7,76.9
415000,Powiat toruński,2017,12.3,76.9
415000,Powiat toruński,2018,11.0,77.1
415000,Powiat toruński,2019,9.4,77.7
415000,Powiat toruński,2020,10.5,79.6
415000,Powiat toruński,2021,10.6,78.9
415000,Powiat toruński,2022,8.4,81.2
415000,Powiat toruński,2023,8.0,81.4
415000,Powiat toruński,2024,8.3,83.3
416000,Powiat tucholski,2013,21.9,74.3
416000,Powiat tucholski,2014,18.7,74.5
