powiat_code,powiat_name,year,unemployment_rate
862000,Powiat m. Zielona Góra,2016,4.6
862000,Powiat m. Zielona Góra,2017,3.4
862000,Powiat m. Zielona Góra,2018,3.3
862000,Powiat m. Zielona Góra,2019,2.4
862000,Powiat m. Zielona Góra,2020,4.0
862000,Powiat m. Zielona Góra,2021,3.5
862000,Powiat m. Zielona Góra,2022,2.6
862000,Powiat m. Zielona Góra,2023,2.9
862000,Powiat m. Zielona Góra,2024,3.0
1000000,ŁÓDZKIE,2013,14.1
1000000,ŁÓDZKIE,2014,11.8
1000000,ŁÓDZKIE,2015,10.3
1000000,ŁÓDZKIE,2016,8.5
1000000,ŁÓDZKIE,2017,6.7
1000000,ŁÓDZKIE,2018,6.1
1000000,ŁÓDZKIE,2019,5.4
1000000,ŁÓDZKIE,2020,6.2
1000000,ŁÓDZKIE,2021,6.1
1000000,ŁÓDZKIE,2022,5.5
1000000,ŁÓDZKIE,2023,5.4
1000000,ŁÓDZKIE,2024,5.4
1001000,Powiat bełchatowski,2013,13.5
1001000,Powiat bełchatowski,2014,10.9
1001000,Powiat bełchatowski,2015,8.8
1001000,Powiat bełchatowski,2016,7.5
1001000,Powiat bełchatowski,2017,6.0
1001000,Powiat bełchatowski,2018,5.7
1001000,Powiat bełchatowski,2019,4.9
1001000,Powiat bełchatowski,2020,5.5
1001000,Powiat bełchatowski,2021,5.2
1001000,Powiat bełchatowski,2022,5.1
1001000,Powiat bełchatowski,2023,4.7
1001000,Powiat bełchatowski,2024,4.6
1002000,Powiat kutnowski,2013,17.8
1002000,Powiat kutnowski,2014,15.5
1002000,Powiat kutnowski,2015,14.2
1002000,Powiat kutnowski,2016,11.9
1002000,Powiat kutnowski,2017,9.5
1002000,Powiat kutnowski,2018,8.9
1002000,Powiat kutnowski,2019,8.1
1002000,Powiat kutnowski,2020,8.2
1002000,Powiat kutnowski,2021,8.5
1002000,Powiat kutnowski,2022,7.6
1002000,Powiat kutnowski,2023,7.8
1002000,Powiat kutnowski,2024,7.7
1003000,Powiat łaski,2013,18.8
1003000,Powiat łaski,2014,15.7
1003000,Powiat łaski,2015,13.2
1003000,Powiat łaski,2016,11.5
1003000,Powiat łaski,2017,9.5
1003000,Powiat łaski,2018,7.9
1003000,Powiat łaski,2019,7.1
1003000,Powiat łaski,2020,8.0
1003000,Powiat łaski,2021,8.2
1003000,Powiat łaski,2022,7.3
1003000,Powiat łaski,2023,7.5
1003000,Powiat łaski,2024,8.0
1004000,Powiat łęczycki,2013,16.3
1004000,Powiat łęczycki,2014,14.3
1004000,Powiat łęczycki,2015,12.3
1004000,Powiat łęczycki,2016,10.6
1004000,Powiat łęczycki,2017,8.2
1004000,Powiat łęczycki,2018,7.3
1004000,Powiat łęczycki,2019,6.3
1004000,Powiat łęczycki,2020,6.1
1004000,Powiat łęczycki,2021,6.5
1004000,Powiat łęczycki,2022,6.1
1004000,Powiat łęczycki,2023,5.7
1004000,Powiat łęczycki,2024,5.4
1005000,Powiat łowicki,2013,10.8
1005000,Powiat łowicki,2014,9.3
1005000,Powiat łowicki,2015,8.5
1005000,Powiat łowicki,2016,7.4
1005000,Powiat łowicki,2017,5.9
1005000,Powiat łowicki,2018,5.5
1005000,Powiat łowicki,2019,4.7
1005000,Powiat łowicki,2020,5.5
1005000,Powiat łowicki,2021,5.6
1005000,Powiat łowicki,2022,5.1
1005000,Powiat łowicki,2023,4.6
1005000,Powiat łowicki,2024,4.6
1006000,Powiat łódzki wschodni,2013,13.0
1006000,Powiat łódzki wschodni,2014,11.5
1006000,Powiat łódzki wschodni,2015,10.1
1006000,Powiat łódzki wschodni,2016,9.2
1006000,Powiat łódzki wschodni,2017,8.1
1006000,Powiat łódzki wschodni,2018,7.0
1006000,Powiat łódzki wschodni,2019,6.1
1006000,Powiat łódzki wschodni,2020,6.6
1006000,Powiat łódzki wschodni,2021,5.8
1006000,Powiat łódzki wschodni,2022,5.8
1006000,Powiat łódzki wschodni,2023,5.7
1006000,Powiat łódzki wschodni,2024,5.5
1007000,Powiat opoczyński,2013,17.1
1007000,Powiat opoczyński,2014,13.3
1007000,Powiat opoczyński,2015,10.0
1007000,Powiat opoczyński,2016,8.7
1007000,Powiat opoczyński,2017,6.2
1007000,Powiat opoczyński,2018,5.9
1007000,Powiat opoczyński,2019,5.8
1007000,Powiat opoczyński,2020,6.8
1007000,Powiat opoczyński,2021,7.8
1007000,Powiat opoczyński,2022,8.1
1007000,Powiat opoczyński,2023,8.5
1007000,Powiat opoczyński,2024,8.6
1008000,Powiat pabianicki,2013,16.6
1008000,Powiat pabianicki,2014,13.7
1008000,Powiat pabianicki,2015,11.4
1008000,Powiat pabianicki,2016,9.6
1008000,Powiat pabianicki,2017,7.8
1008000,Powiat pabianicki,2018,6.9
1008000,Powiat pabianicki,2019,6.2
1008000,Powiat pabianicki,2020,6.8
1008000,Powiat pabianicki,2021,6.5
1008000,Powiat pabianicki,2022,5.8
1008000,Powiat pabianicki,2023,5.6
1008000,Powiat pabianicki,2024,6.0
1009000,Powiat pajęczański,2013,13.9
1009000,Powiat pajęczański,2014,11.4
1009000,Powiat pajęczański,2015,9.6
1009000,Powiat pajęczański,2016,8.4
1009000,Powiat pajęczański,2017,7.8
1009000,Powiat pajęczański,2018,7.4
1009000,Powiat pajęczański,2019,7.1
1009000,Powiat pajęczański,2020,8.0
1009000,Powiat pajęczański,2021,9.4
1009000,Powiat pajęczański,2022,8.2
1009000,Powiat pajęczański,2023,8.2
1009000,Powiat pajęczański,2024,8.0
1010000,Powiat piotrkowski,2013,13.6
1010000,Powiat piotrkowski,2014,10.8
1010000,Powiat piotrkowski,2015,9.8
1010000,Powiat piotrkowski,2016,8.0
1010000,Powiat piotrkowski,2017,6.2
1010000,Powiat piotrkowski,2018,5.5
1010000,Powiat piotrkowski,2019,4.8
1010000,Powiat piotrkowski,2020,5.7
1010000,Powiat piotrkowski,2021,6.8
1010000,Powiat piotrkowski,2022,6.1
1010000,Powiat piotrkowski,2023,6.2
1010000,Powiat piotrkowski,2024,6.6
1011000,Powiat poddębicki,2013,15.6
1011000,Powiat poddębicki,2014,13.2
1011000,Powiat poddębicki,2015,11.4
1011000,Powiat poddębicki,2016,9.3
1011000,Powiat poddębicki,2017,7.0
1011000,Powiat poddębicki,2018,6.4
1011000,Powiat poddębicki,2019,6.2
1011000,Powiat poddębicki,2020,6.8
1011000,Powiat poddębicki,2021,7.8
1011000,Powiat poddębicki,2022,6.8
1011000,Powiat poddębicki,2023,7.3
1011000,Powiat poddębicki,2024,7.1
1012000,Powiat radomszczański,2013,16.5
1012000,Powiat radomszczański,2014,13.8
1012000,Powiat radomszczański,2015,11.2
1012000,Powiat radomszczański,2016,9.1
1012000,Powiat radomszczański,2017,7.1
1012000,Powiat radomszczański,2018,6.1
1012000,Powiat radomszczański,2019,5.1
1012000,Powiat radomszczański,2020,5.6
1012000,Powiat radomszczański,2021,5.3
1012000,Powiat radomszczański,2022,4.7
1012000,Powiat radomszczański,2023,5.0
1012000,Powiat radomszczański,2024,5.0
1013000,Powiat rawski,2013,9.4
1013000,Powiat rawski,2014,7.8
1013000,Powiat rawski,2015,6.7
1013000,Powiat rawski,2016,5.5
1013000,Powiat rawski,2017,4.3
1013000,Powiat rawski,2018,3.9
1013000,Powiat rawski,2019,3.1
1013000,Powiat rawski,2020,3.7
1013000,Powiat rawski,2021,3.4
1013000,Powiat rawski,2022,3.5
1013000,Powiat rawski,2023,3.2
1013000,Powiat rawski,2024,2.9
1014000,Powiat sieradzki,2013,13.9
1014000,Powiat sieradzki,2014,12.3
1014000,Powiat sieradzki,2015,10.6
1014000,Powiat sieradzki,2016,8.1
1014000,Powiat sieradzki,2017,6.1
1014000,Powiat sieradzki,2018,6.1
1014000,Powiat sieradzki,2019,5.4
1014000,Powiat sieradzki,2020,5.9
1014000,Powiat sieradzki,2021,5.7
1014000,Powiat sieradzki,2022,5.6
1014000,Powiat sieradzki,2023,5.4
1014000,Powiat sieradzki,2024,5.2
1015000,Powiat skierniewicki,2013,9.0
1015000,Powiat skierniewicki,2014,7.4
1015000,Powiat skierniewicki,2015,6.5
1015000,Powiat skierniewicki,2016,5.0
1015000,Powiat skierniewicki,2017,4.2
1015000,Powiat skierniewicki,2018,3.8
1015000,Powiat skierniewicki,2019,3.7
1015000,Powiat skierniewicki,2020,4.0
1015000,Powiat skierniewicki,2021,5.0
1015000,Powiat skierniewicki,2022,4.4
1015000,Powiat skierniewicki,2023,4.0
1015000,Powiat skierniewicki,2024,3.9
1016000,Powiat tomaszowski,2013,17.8
1016000,Powiat tomaszowski,2014,13.6
1016000,Powiat tomaszowski,2015,11.6
1016000,Powiat tomaszowski,2016,9.3
1016000,Powiat tomaszowski,2017,7.8
1016000,Powiat tomaszowski,2018,7.4
1016000,Powiat tomaszowski,2019,6.8
1016000,Powiat tomaszowski,2020,7.8
1016000,Powiat tomaszowski,2021,8.0
1016000,Powiat tomaszowski,2022,7.7
1016000,Powiat tomaszowski,2023,7.7
1016000,Powiat tomaszowski,2024,8.0
1017000,Powiat wieluński,2013,12.7
1017000,Powiat wieluński,2014,11.3
1017000,Powiat wieluński,2015,10.0
1017000,Powiat wieluński,2016,8.6
1017000,Powiat wieluński,2017,7.2
1017000,Powiat wieluński,2018,6.5
1017000,Powiat wieluński,2019,5.8
1017000,Powiat wieluński,2020,6.2
1017000,Powiat wieluński,2021,6.2
1017000,Powiat wieluński,2022,6.1
1017000,Powiat wieluński,2023,6.1
1017000,Powiat wieluński,2024,5.7
1018000,Powiat wieruszowski,2013,10.9
1018000,Powiat wieruszowski,2014,8.5
1018000,Powiat wieruszowski,2015,7.6
1018000,Powiat wieruszowski,2016,5.8
1018000,Powiat wieruszowski,2017,4.7
1018000,Powiat wieruszowski,2018,4.6
1018000,Powiat wieruszowski,2019,4.0
1018000,Powiat wieruszowski,2020,4.9
1018000,Powiat wieruszowski,2021,5.1
1018000,Powiat wieruszowski,2022,5.2
1018000,Powiat wieruszowski,2023,4.6
1018000,Powiat wieruszowski,2024,4.7
1019000,Powiat zduńskowolski,2013,16.2
1019000,Powiat zduńskowolski,2014,14.4
1019000,Powiat zduńskowolski,2015,12.6
1019000,Powiat zduńskowolski,2016,9.8
1019000,Powiat zduńskowolski,2017,7.4
1019000,Powiat zduńskowolski,2018,6.9
1019000,Powiat zduńskowolski,2019,6.1
1019000,Powiat zduńskowolski,2020,7.0
1019000,Powiat zduńskowolski,2021,6.5
1019000,Powiat zduńskowolski,2022,6.5
1019000,Powiat zduńskowolski,2023,6.8
1019000,Powiat zduńskowolski,2024,7.0
1020000,Powiat zgierski,2013,18.4
1020000,Powiat zgierski,2014,14.3
1020000,Powiat zgierski,2015,12.6
1020000,Powiat zgierski,2016,10.2
1020000,Powiat zgierski,2017,7.8
1020000,Powiat zgierski,2018,6.9
1020000,Powiat zgierski,2019,5.6
1020000,Powiat zgierski,2020,6.4
1020000,Powiat zgierski,2021,5.5
1020000,Powiat zgierski,2022,5.1
1020000,Powiat zgierski,2023,5.3
1020000,Powiat zgierski,2024,5.4
1021000,Powiat brzeziński,2013,15.6
1021000,Powiat brzeziński,2014,13.1
1021000,Powiat brzeziński,2015,12.5
1021000,Powiat brzeziński,2016,10.5
1021000,Powiat brzeziński,2017,7.6
1021000,Powiat brzeziński,2018,6.9
1021000,Powiat brzeziński,2019,6.8
1021000,Powiat brzeziński,2020,7.5
1021000,Powiat brzeziński,2021,7.8
1021000,Powiat brzeziński,2022,7.7
1021000,Powiat brzeziński,2023,7.4
1021000,Powiat brzeziński,2024,7.0
1061000,Powiat m. Łódź,2013,12.3
1061000,Powiat m. Łódź,2014,10.7
1061000,Powiat m. Łódź,2015,9.5
1061000,Powiat m. Łódź,2016,7.9
1061000,Powiat m. Łódź,2017,6.3
1061000,Powiat m. Łódź,2018,5.4
1061000,Powiat m. Łódź,2019,4.8
1061000,Powiat m. Łódź,2020,6.0
1061000,Powiat m. Łódź,2021,5.8
1061000,Powiat m. Łódź,2022,4.5
1061000,Powiat m. Łódź,2023,4.4
1061000,Powiat m. Łódź,2024,4.5
1062000,Powiat m. Piotrków Trybunalski,2013,12.8
1062000,Powiat m. Piotrków Trybunalski,2014,10.4
1062000,Powiat m. Piotrków Trybunalski,2015,9.3
1062000,Powiat m. Piotrków Trybunalski,2016,7.4
1062000,Powiat m. Piotrków Trybunalski,2017,5.7
1062000,Powiat m. Piotrków Trybunalski,2018,5.5
1062000,Powiat m. Piotrków Trybunalski,2019,5.1
1062000,Powiat m. Piotrków Trybunalski,2020,6.1
1062000,Powiat m. Piotrków Trybunalski,2021,5.6
1062000,Powiat m. Piotrków Trybunalski,2022,5.3
1062000,Powiat m. Piotrków Trybunalski,2023,5.4
1062000,Powiat m. Piotrków Trybunalski,2024,5.5
1063000,Powiat m. Skierniewice,2013,12.1
1063000,Powiat m. Skierniewice,2014,10.1
1063000,Powiat m. Skierniewice,2015,9.1
1063000,Powiat m. Skierniewice,2016,7.7
1063000,Powiat m. Skierniewice,2017,6.2
1063000,Powiat m. Skierniewice,2018,5.5
1063000,Powiat m. Skierniewice,2019,5.3
1063000,Powiat m. Skierniewice,2020,6.4
1063000,Powiat m. Skierniewice,2021,5.3
1063000,Powiat m. Skierniewice,2022,4.5
1063000,Powiat m. Skierniewice,2023,4.7
1063000,Powiat m. Skierniewice,2024,4.4
1200000,MAŁOPOLSKIE,2013,11.5
1200000,MAŁOPOLSKIE,2014,9.7
1200000,MAŁOPOLSKIE,2015,8.3
1200000,MAŁOPOLSKIE,2016,6.6
1200000,MAŁOPOLSKIE,2017,5.3
1200000,MAŁOPOLSKIE,2018,4.7
1200000,MAŁOPOLSKIE,2019,4.1
1200000,MAŁOPOLSKIE,2020,5.3
1200000,MAŁOPOLSKIE,2021,5.0
1200000,MAŁOPOLSKIE,2022,4.4
1200000,MAŁOPOLSKIE,2023,4.2
1200000,MAŁOPOLSKIE,2024,4.2
1201000,Powiat bocheński,2013,11.0
1201000,Powiat bocheński,2014,9.2
1201000,Powiat bocheński,2015,7.0
1201000,Powiat bocheński,2016,6.1
1201000,Powiat bocheński,2017,5.2
1201000,Powiat bocheński,2018,4.5
1201000,Powiat bocheński,2019,2.6
1201000,Powiat bocheński,2020,4.1
1201000,Powiat bocheński,2021,4.4
1201000,Powiat bocheński,2022,3.0
1201000,Powiat bocheński,2023,2.3
1201000,Powiat bocheński,2024,2.4
1202000,Powiat brzeski,2013,13.6
1202000,Powiat brzeski,2014,11.4
1202000,Powiat brzeski,2015,10.3
1202000,Powiat brzeski,2016,8.0
1202000,Powiat brzeski,2017,6.7
1202000,Powiat brzeski,2018,5.3
1202000,Powiat brzeski,2019,4.7
1202000,Powiat brzeski,2020,5.4
1202000,Powiat brzeski,2021,6.1
1202000,Powiat brzeski,2022,4.7
1202000,Powiat brzeski,2023,4.9
1202000,Powiat brzeski,2024,5.0
1203000,Powiat chrzanowski,2013,16.4
1203000,Powiat chrzanowski,2014,13.6
1203000,Powiat chrzanowski,2015,11.9
1203000,Powiat chrzanowski,2016,10.4
1203000,Powiat chrzanowski,2017,8.8
1203000,Powiat chrzanowski,2018,8.0
1203000,Powiat chrzanowski,2019,6.3
1203000,Powiat chrzanowski,2020,7.8
1203000,Powiat chrzanowski,2021,7.4
1203000,Powiat chrzanowski,2022,6.3
1203000,Powiat chrzanowski,2023,6.1
1203000,Powiat chrzanowski,2024,6.3
1204000,Powiat dąbrowski,2013,20.3
1204000,Powiat dąbrowski,2014,16.9
1204000,Powiat dąbrowski,2015,16.1
1204000,Powiat dąbrowski,2016,13.9
1204000,Powiat dąbrowski,2017,12.0
1204000,Powiat dąbrowski,2018,10.8
1204000,Powiat dąbrowski,2019,10.1
1204000,Powiat dąbrowski,2020,11.0
1204000,Powiat dąbrowski,2021,12.7
1204000,Powiat dąbrowski,2022,11.3
1204000,Powiat dąbrowski,2023,12.3
1204000,Powiat dąbrowski,2024,11.4
1205000,Powiat gorlicki,2013,14.7
1205000,Powiat gorlicki,2014,12.4
1205000,Powiat gorlicki,2015,11.3
1205000,Powiat gorlicki,2016,8.5
1205000,Powiat gorlicki,2017,6.3
1205000,Powiat gorlicki,2018,5.3
1205000,Powiat gorlicki,2019,4.6
1205000,Powiat gorlicki,2020,6.1
1205000,Powiat gorlicki,2021,7.0
1205000,Powiat gorlicki,2022,6.1
1205000,Powiat gorlicki,2023,6.1
1205000,Powiat gorlicki,2024,6.3
1206000,Powiat krakowski,2013,10.3
1206000,Powiat krakowski,2014,8.3
1206000,Powiat krakowski,2015,6.5
1206000,Powiat krakowski,2016,5.7
1206000,Powiat krakowski,2017,4.6
1206000,Powiat krakowski,2018,4.3
1206000,Powiat krakowski,2019,3.7
1206000,Powiat krakowski,2020,5.3
1206000,Powiat krakowski,2021,5.5
1206000,Powiat krakowski,2022,4.6
1206000,Powiat krakowski,2023,4.3
1206000,Powiat krakowski,2024,4.3
1207000,Powiat limanowski,2013,18.6
1207000,Powiat limanowski,2014,15.8
1207000,Powiat limanowski,2015,13.5
1207000,Powiat limanowski,2016,9.9
1207000,Powiat limanowski,2017,8.4
1207000,Powiat limanowski,2018,7.5
1207000,Powiat limanowski,2019,6.8
1207000,Powiat limanowski,2020,7.6
1207000,Powiat limanowski,2021,8.1
1207000,Powiat limanowski,2022,7.3
1207000,Powiat limanowski,2023,7.2
1207000,Powiat limanowski,2024,7.1
1208000,Powiat miechowski,2013,11.7
1208000,Powiat miechowski,2014,9.4
1208000,Powiat miechowski,2015,8.8
1208000,Powiat miechowski,2016,6.5
1208000,Powiat miechowski,2017,5.4
1208000,Powiat miechowski,2018,4.4
1208000,Powiat miechowski,2019,3.8
1208000,Powiat miechowski,2020,4.9
1208000,Powiat miechowski,2021,5.3
1208000,Powiat miechowski,2022,5.0
1208000,Powiat miechowski,2023,5.2
1208000,Powiat miechowski,2024,5.2
1209000,Powiat myślenicki,2013,13.5
1209000,Powiat myślenicki,2014,10.4
1209000,Powiat myślenicki,2015,7.5
1209000,Powiat myślenicki,2016,4.9
1209000,Powiat myślenicki,2017,3.0
1209000,Powiat myślenicki,2018,2.7
1209000,Powiat myślenicki,2019,2.4
1209000,Powiat myślenicki,2020,3.8
1209000,Powiat myślenicki,2021,3.2
1209000,Powiat myślenicki,2022,3.3
1209000,Powiat myślenicki,2023,3.0
1209000,Powiat myślenicki,2024,3.1
1210000,Powiat nowosądecki,2013,17.6
1210000,Powiat nowosądecki,2014,14.6
1210000,Powiat nowosądecki,2015,13.6
1210000,Powiat nowosądecki,2016,10.2
1210000,Powiat nowosądecki,2017,8.6
1210000,Powiat nowosądecki,2018,8.1
1210000,Powiat nowosądecki,2019,7.8
1210000,Powiat nowosądecki,2020,9.0
1210000,Powiat nowosądecki,2021,9.6
1210000,Powiat nowosądecki,2022,8.7
1210000,Powiat nowosądecki,2023,8.7
1210000,Powiat nowosądecki,2024,7.8
1211000,Powiat nowotarski,2013,14.9
1211000,Powiat nowotarski,2014,13.1
1211000,Powiat nowotarski,2015,10.7
1211000,Powiat nowotarski,2016,9.5
1211000,Powiat nowotarski,2017,7.0
1211000,Powiat nowotarski,2018,5.9
1211000,Powiat nowotarski,2019,5.4
1211000,Powiat nowotarski,2020,7.2
1211000,Powiat nowotarski,2021,7.2
1211000,Powiat nowotarski,2022,4.8
1211000,Powiat nowotarski,2023,4.9
1211000,Powiat nowotarski,2024,4.8
1212000,Powiat olkuski,2013,15.1
1212000,Powiat olkuski,2014,13.6
1212000,Powiat olkuski,2015,12.3
1212000,Powiat olkuski,2016,8.9
1212000,Powiat olkuski,2017,8.2
1212000,Powiat olkuski,2018,7.3
1212000,Powiat olkuski,2019,6.9
1212000,Powiat olkuski,2020,7.5
1212000,Powiat olkuski,2021,7.5
1212000,Powiat olkuski,2022,7.5
1212000,Powiat olkuski,2023,6.7
1212000,Powiat olkuski,2024,6.7
1213000,Powiat oświęcimski,2013,13.9
1213000,Powiat oświęcimski,2014,11.4
1213000,Powiat oświęcimski,2015,9.5
1213000,Powiat oświęcimski,2016,7.7
1213000,Powiat oświęcimski,2017,6.2
1213000,Powiat oświęcimski,2018,5.6
1213000,Powiat oświęcimski,2019,5.1
1213000,Powiat oświęcimski,2020,6.7
1213000,Powiat oświęcimski,2021,6.0
1213000,Powiat oświęcimski,2022,5.5
1213000,Powiat oświęcimski,2023,4.9
1213000,Powiat oświęcimski,2024,4.7
1214000,Powiat proszowicki,2013,12.9
1214000,Powiat proszowicki,2014,11.2
1214000,Powiat proszowicki,2015,9.4
1214000,Powiat proszowicki,2016,7.9
1214000,Powiat proszowicki,2017,7.0
1214000,Powiat proszowicki,2018,6.1
1214000,Powiat proszowicki,2019,4.5
1214000,Powiat proszowicki,2020,5.4
1214000,Powiat proszowicki,2021,6.3
1214000,Powiat proszowicki,2022,6.1
1214000,Powiat proszowicki,2023,6.3
1214000,Powiat proszowicki,2024,5.5
1215000,Powiat suski,2013,12.6
1215000,Powiat suski,2014,10.0
1215000,Powiat suski,2015,8.0
1215000,Powiat suski,2016,5.5
1215000,Powiat suski,2017,4.8
1215000,Powiat suski,2018,4.7
1215000,Powiat suski,2019,4.7
1215000,Powiat suski,2020,6.2
1215000,Powiat suski,2021,5.5
1215000,Powiat suski,2022,4.3
1215000,Powiat suski,2023,4.8
1215000,Powiat suski,2024,4.4
1216000,Powiat tarnowski,2013,15.3
1216000,Powiat tarnowski,2014,13.4
1216000,Powiat tarnowski,2015,11.6
1216000,Powiat tarnowski,2016,9.5
1216000,Powiat tarnowski,2017,8.0
1216000,Powiat tarnowski,2018,7.1
1216000,Powiat tarnowski,2019,5.7
1216000,Powiat tarnowski,2020,7.0
1216000,Powiat tarnowski,2021,8.2
1216000,Powiat tarnowski,2022,7.1
1216000,Powiat tarnowski,2023,6.7
1216000,Powiat tarnowski,2024,6.7
1217000,Powiat tatrzański,2013,13.6
1217000,Powiat tatrzański,2014,13.0
1217000,Powiat tatrzański,2015,12.9
1217000,Powiat tatrzański,2016,11.5
1217000,Powiat tatrzański,2017,10.3
1217000,Powiat tatrzański,2018,9.4
1217000,Powiat tatrzański,2019,7.9
1217000,Powiat tatrzański,2020,8.2
1217000,Powiat tatrzański,2021,8.1
1217000,Powiat tatrzański,2022,7.8
1217000,Powiat tatrzański,2023,8.0
1217000,Powiat tatrzański,2024,8.0
1218000,Powiat wadowicki,2013,13.3
1218000,Powiat wadowicki,2014,10.9
1218000,Powiat wadowicki,2015,8.7
1218000,Powiat wadowicki,2016,6.0
1218000,Powiat wadowicki,2017,5.6
1218000,Powiat wadowicki,2018,5.3
1218000,Powiat wadowicki,2019,4.9
1218000,Powiat wadowicki,2020,6.9
1218000,Powiat wadowicki,2021,5.6
1218000,Powiat wadowicki,2022,5.2
1218000,Powiat wadowicki,2023,5.5
1218000,Powiat wadowicki,2024,5.6
1219000,Powiat wielicki,2013,12.4
1219000,Powiat wielicki,2014,9.3
1219000,Powiat wielicki,2015,7.6
1219000,Powiat wielicki,2016,6.4
1219000,Powiat wielicki,2017,4.9
1219000,Powiat wielicki,2018,4.6
1219000,Powiat wielicki,2019,4.0
1219000,Powiat wielicki,2020,5.2
1219000,Powiat wielicki,2021,4.5
1219000,Powiat wielicki,2022,3.5
1219000,Powiat wielicki,2023,3.2
1219000,Powiat wielicki,2024,3.5
1261000,Powiat m. Kraków,2013,5.8
1261000,Powiat m. Kraków,2014,5.1
1261000,Powiat m. Kraków,2015,4.4
1261000,Powiat m. Kraków,2016,3.5
1261000,Powiat m. Kraków,2017,2.7
1261000,Powiat m. Kraków,2018,2.3
1261000,Powiat m. Kraków,2019,2.0
1261000,Powiat m. Kraków,2020,3.1
1261000,Powiat m. Kraków,2021,2.8
1261000,Powiat m. Kraków,2022,2.3
1261000,Powiat m. Kraków,2023,1.9
1261000,Powiat m. Kraków,2024,2.0
1262000,Powiat m. Nowy Sącz,2013,10.7
1262000,Powiat m. Nowy Sącz,2014,8.9
1262000,Powiat m. Nowy Sącz,2015,7.6
1262000,Powiat m. Nowy Sącz,2016,6.2
1262000,Powiat m. Nowy Sącz,2017,4.1
1262000,Powiat m. Nowy Sącz,2018,3.2
1262000,Powiat m. Nowy Sącz,2019,2.7
1262000,Powiat m. Nowy Sącz,2020,3.9
1262000,Powiat m. Nowy Sącz,2021,3.1
1262000,Powiat m. Nowy Sącz,2022,3.3
1262000,Powiat m. Nowy Sącz,2023,3.6
1262000,Powiat m. Nowy Sącz,2024,3.5
1263000,Powiat m. Tarnów,2013,10.5
1263000,Powiat m. Tarnów,2014,9.7
1263000,Powiat m. Tarnów,2015,8.2
1263000,Powiat m. Tarnów,2016,7.1
1263000,Powiat m. Tarnów,2017,6.0
1263000,Powiat m. Tarnów,2018,5.3
1263000,Powiat m. Tarnów,2019,4.2
1263000,Powiat m. Tarnów,2020,5.4
1263000,Powiat m. Tarnów,2021,4.2
1263000,Powiat m. Tarnów,2022,4.4
1263000,Powiat m. Tarnów,2023,4.1
1263000,Powiat m. Tarnów,2024,4.2
1400000,MAZOWIECKIE,2013,11.1
1400000,MAZOWIECKIE,2014,9.6
1400000,MAZOWIECKIE,2015,8.3
1400000,MAZOWIECKIE,2016,7.0
1400000,MAZOWIECKIE,2017,5.6
1400000,MAZOWIECKIE,2018,4.9
1400000,MAZOWIECKIE,2019,4.4
1400000,MAZOWIECKIE,2020,5.2
1400000,MAZOWIECKIE,2021,4.7
1400000,MAZOWIECKIE,2022,4.3
1400000,MAZOWIECKIE,2023,4.0
1400000,MAZOWIECKIE,2024,4.0
1401000,Powiat białobrzeski,2013,15.2
1401000,Powiat białobrzeski,2014,12.9
1401000,Powiat białobrzeski,2015,10.9
1401000,Powiat białobrzeski,2016,10.1
1401000,Powiat białobrzeski,2017,8.1
1401000,Powiat białobrzeski,2018,7.6
1401000,Powiat białobrzeski,2019,7.4
1401000,Powiat białobrzeski,2020,8.6
1401000,Powiat białobrzeski,2021,9.1
1401000,Powiat białobrzeski,2022,7.7
1401000,Powiat białobrzeski,2023,7.4
1401000,Powiat białobrzeski,2024,7.7
1402000,Powiat ciechanowski,2013,17.4
1402000,Powiat ciechanowski,2014,15.9
1402000,Powiat ciechanowski,2015,15.2
1402000,Powiat ciechanowski,2016,13.1
1402000,Powiat ciechanowski,2017,10.9
1402000,Powiat ciechanowski,2018,9.9
1402000,Powiat ciechanowski,2019,8.9
1402000,Powiat ciechanowski,2020,9.4
1402000,Powiat ciechanowski,2021,8.8
1402000,Powiat ciechanowski,2022,8.3
1402000,Powiat ciechanowski,2023,8.0
1402000,Powiat ciechanowski,2024,8.3
1403000,Powiat garwoliński,2013,15.5
1403000,Powiat garwoliński,2014,14.5
1403000,Powiat garwoliński,2015,13.3
1403000,Powiat garwoliński,2016,11.3
1403000,Powiat garwoliński,2017,9.9
1403000,Powiat garwoliński,2018,9.1
1403000,Powiat garwoliński,2019,8.4
1403000,Powiat garwoliński,2020,9.4
1403000,Powiat garwoliński,2021,10.5
1403000,Powiat garwoliński,2022,9.9
1403000,Powiat garwoliński,2023,9.0
1403000,Powiat garwoliński,2024,8.6
1404000,Powiat gostyniński,2013,23.9
1404000,Powiat gostyniński,2014,21.6
1404000,Powiat gostyniński,2015,18.7
1404000,Powiat gostyniński,2016,18.5
1404000,Powiat gostyniński,2017,16.4
1404000,Powiat gostyniński,2018,14.5
1404000,Powiat gostyniński,2019,12.0
1404000,Powiat gostyniński,2020,13.7
1404000,Powiat gostyniński,2021,13.2
1404000,Powiat gostyniński,2022,11.8
1404000,Powiat gostyniński,2023,11.8
1404000,Powiat gostyniński,2024,11.2
1405000,Powiat grodziski,2013,7.6
1405000,Powiat grodziski,2014,6.4
1405000,Powiat grodziski,2015,5.6
1405000,Powiat grodziski,2016,4.4
1405000,Powiat grodziski,2017,3.2
