powiat_code,powiat_name,year,total_crimes,total_population,area_km2,population_density,male_population,female_population,gender_ratio,age_15_29,age_30_49,age_50_69,population_change,population_change_pct,crime_rate_per_100k,crime_rate_per_1000,youth_ratio,middle_age_ratio,elderly_ratio,urbanization_category,population_size_category,crime_rate_change,crime_rate_change_pct,unemployment_rate,wage_index,unemployment_category,wage_category,social_risk_score
605000,Powiat janowski,2024,589.0,42260.0,876.0,48.24,20919.0,21341.0,98.02,7260.0,11605.0,11538.0,-536.0,-1.25,1393.75,13.94,0.1718,0.2746,0.273,rural,medium,-106.3900000000001,-7.09,11.3,85.6,medium,medium_low,0.39328472605340925
606000,Powiat krasnostawski,2024,1295.0,58307.0,1032.0,56.5,28433.0,29874.0,95.18,8833.0,16442.0,15929.0,-734.0,-1.24,2221.0,22.21,0.1515,0.282,0.2732,rural,medium,-14.730000000000018,-0.66,13.4,84.8,medium,medium_low,0.8501793460752824
607000,Powiat kraśnicki,2024,1824.0,88198.0,1005.0,87.76,42765.0,45433.0,94.13,13892.0,25017.0,23789.0,-1017.0,-1.14,2068.07,20.68,0.1575,0.2836,0.2697,rural,large,-115.41999999999962,-5.29,10.4,78.8,medium,low,0.8299140131279261
608000,Powiat lubartowski,2024,1622.0,83385.0,1289.0,64.69,40826.0,42559.0,95.93,13870.0,24367.0,21549.0,-590.0,-0.7,1945.19,19.45,0.1663,0.2922,0.2584,rural,large,98.21000000000004,5.32,11.5,81.0,medium,medium_low,0.8373446352086231
609000,Powiat lubelski,2024,2700.0,165359.0,1680.0,98.43,81245.0,84114.0,96.59,27876.0,50012.0,40927.0,890.0,0.54,1632.81,16.33,0.1686,0.3024,0.2475,rural,very_large,-34.37000000000012,-2.06,5.5,80.1,low,medium_low,-0.18599975973445626
610000,Powiat łęczyński,2024,1504.0,55531.0,637.0,87.18,27219.0,28312.0,96.14,8892.0,17224.0,14179.0,-190.0,-0.34,2708.4,27.08,0.1601,0.3102,0.2553,rural,medium,314.3299999999999,13.13,5.3,120.1,low,high,-3.7644385885574367
611000,Powiat łukowski,2024,2117.0,100230.0,1394.0,71.9,49592.0,50638.0,97.93,17905.0,27860.0,24424.0,-729.0,-0.72,2112.14,21.12,0.1786,0.278,0.2437,rural,very_large,-630.56,-22.99,4.0,78.4,very_low,low,-0.3112367368174036
612000,Powiat opolski,2024,1401.0,55078.0,811.0,67.91,26804.0,28274.0,94.8,8914.0,15769.0,14527.0,-572.0,-1.03,2543.67,25.44,0.1618,0.2863,0.2638,rural,medium,195.05999999999997,8.31,9.5,81.6,low,medium_low,0.4165422372416933
613000,Powiat parczewski,2024,850.0,31832.0,952.0,33.44,15684.0,16148.0,97.13,5046.0,9102.0,8515.0,-391.0,-1.21,2670.27,26.7,0.1585,0.2859,0.2675,rural,medium,-38.9699999999998,-1.44,8.1,83.5,low,medium_low,-0.009061271874940796
614000,Powiat puławski,2024,2936.0,106181.0,934.0,113.68,50643.0,55538.0,91.19,16023.0,28924.0,29061.0,-839.0,-0.78,2765.09,27.65,0.1509,0.2724,0.2737,suburban,very_large,11.400000000000093,0.41,5.7,87.4,low,medium_low,-0.795587001541006
