powiat_code,powiat_name,year,area_km2
1611000,Powiat strzelecki,2022,744
1611000,Powiat strzelecki,2023,744
1611000,Powiat strzelecki,2024,744
1661000,Powiat m. Opole,2013,97
1661000,Powiat m. Opole,2014,97
1661000,Powiat m. Opole,2015,97
1661000,Powiat m. Opole,2016,97
1661000,Powiat m. Opole,2017,149
1661000,Powiat m. Opole,2018,149
1661000,Powiat m. Opole,2019,149
1661000,Powiat m. Opole,2020,149
1661000,Powiat m. Opole,2021,149
1661000,Powiat m. Opole,2022,149
1661000,Powiat m. Opole,2023,149
1661000,Powiat m. Opole,2024,149
1801000,Powiat bieszczadzki,2013,1139
1801000,Powiat bieszczadzki,2014,1139
1801000,Powiat bieszczadzki,2015,1139
1801000,Powiat bieszczadzki,2016,1139
1801000,Powiat bieszczadzki,2017,1139
1801000,Powiat bieszczadzki,2018,1139
1801000,Powiat bieszczadzki,2019,1139
1801000,Powiat bieszczadzki,2020,1139
1801000,Powiat bieszczadzki,2021,1139
1801000,Powiat bieszczadzki,2022,1139
1801000,Powiat bieszczadzki,2023,1139
1801000,Powiat bieszczadzki,2024,1139
1802000,Powiat brzozowski,2013,539
1802000,Powiat brzozowski,2014,539
1802000,Powiat brzozowski,2015,539
1802000,Powiat brzozowski,2016,539
1802000,Powiat brzozowski,2017,539
1802000,Powiat brzozowski,2018,539
1802000,Powiat brzozowski,2019,539
1802000,Powiat brzozowski,2020,539
1802000,Powiat brzozowski,2021,539
1802000,Powiat brzozowski,2022,539
1802000,Powiat brzozowski,2023,539
1802000,Powiat brzozowski,2024,539
1803000,Powiat dębicki,2013,777
1803000,Powiat dębicki,2014,777
1803000,Powiat dębicki,2015,777
1803000,Powiat dębicki,2016,777
1803000,Powiat dębicki,2017,777
1803000,Powiat dębicki,2018,777
1803000,Powiat dębicki,2019,777
1803000,Powiat dębicki,2020,777
1803000,Powiat dębicki,2021,777
1803000,Powiat dębicki,2022,777
1803000,Powiat dębicki,2023,777
1803000,Powiat dębicki,2024,777
1804000,Powiat jarosławski,2013,1029
1804000,Powiat jarosławski,2014,1029
1804000,Powiat jarosławski,2015,1029
1804000,Powiat jarosławski,2016,1029
1804000,Powiat jarosławski,2017,1029
1804000,Powiat jarosławski,2018,1029
1804000,Powiat jarosławski,2019,1029
1804000,Powiat jarosławski,2020,1029
1804000,Powiat jarosławski,2021,1029
1804000,Powiat jarosławski,2022,1029
1804000,Powiat jarosławski,2023,1029
1804000,Powiat jarosławski,2024,1029
1805000,Powiat jasielski,2013,831
1805000,Powiat jasielski,2014,831
1805000,Powiat jasielski,2015,831
1805000,Powiat jasielski,2016,831
1805000,Powiat jasielski,2017,831
1805000,Powiat jasielski,2018,831
1805000,Powiat jasielski,2019,831
1805000,Powiat jasielski,2020,831
1805000,Powiat jasielski,2021,831
1805000,Powiat jasielski,2022,831
1805000,Powiat jasielski,2023,831
1805000,Powiat jasielski,2024,831
1806000,Powiat kolbuszowski,2013,774
1806000,Powiat kolbuszowski,2014,774
1806000,Powiat kolbuszowski,2015,774
1806000,Powiat kolbuszowski,2016,774
1806000,Powiat kolbuszowski,2017,774
1806000,Powiat kolbuszowski,2018,774
1806000,Powiat kolbuszowski,2019,774
1806000,Powiat kolbuszowski,2020,774
1806000,Powiat kolbuszowski,2021,774
1806000,Powiat kolbuszowski,2022,773
1806000,Powiat kolbuszowski,2023,773
1806000,Powiat kolbuszowski,2024,773
1807000,Powiat krośnieński,2013,926
1807000,Powiat krośnieński,2014,926
1807000,Powiat krośnieński,2015,926
1807000,Powiat krośnieński,2016,926
1807000,Powiat krośnieński,2017,993
1807000,Powiat krośnieński,2018,993
1807000,Powiat krośnieński,2019,993
1807000,Powiat krośnieński,2020,993
1807000,Powiat krośnieński,2021,992
1807000,Powiat krośnieński,2022,992
1807000,Powiat krośnieński,2023,992
1807000,Powiat krośnieński,2024,992
1808000,Powiat leżajski,2013,583
1808000,Powiat leżajski,2014,583
1808000,Powiat leżajski,2015,583
1808000,Powiat leżajski,2016,583
1808000,Powiat leżajski,2017,584
1808000,Powiat leżajski,2018,584
1808000,Powiat leżajski,2019,584
1808000,Powiat leżajski,2020,584
1808000,Powiat leżajski,2021,584
1808000,Powiat leżajski,2022,584
1808000,Powiat leżajski,2023,584
1808000,Powiat leżajski,2024,584
1809000,Powiat lubaczowski,2013,1308
1809000,Powiat lubaczowski,2014,1308
1809000,Powiat lubaczowski,2015,1308
1809000,Powiat lubaczowski,2016,1308
1809000,Powiat lubaczowski,2017,1308
1809000,Powiat lubaczowski,2018,1308
1809000,Powiat lubaczowski,2019,1308
1809000,Powiat lubaczowski,2020,1308
1809000,Powiat lubaczowski,2021,1308
1809000,Powiat lubaczowski,2022,1308
1809000,Powiat lubaczowski,2023,1308
1809000,Powiat lubaczowski,2024,1308
1810000,Powiat łańcucki,2013,452
1810000,Powiat łańcucki,2014,452
1810000,Powiat łańcucki,2015,452
1810000,Powiat łańcucki,2016,452
1810000,Powiat łańcucki,2017,452
1810000,Powiat łańcucki,2018,452
1810000,Powiat łańcucki,2019,452
1810000,Powiat łańcucki,2020,452
1810000,Powiat łańcucki,2021,452
1810000,Powiat łańcucki,2022,452
1810000,Powiat łańcucki,2023,452
1810000,Powiat łańcucki,2024,452
1811000,Powiat mielecki,2013,880
1811000,Powiat mielecki,2014,880
1811000,Powiat mielecki,2015,880
1811000,Powiat mielecki,2016,880
1811000,Powiat mielecki,2017,881
1811000,Powiat mielecki,2018,881
1811000,Powiat mielecki,2019,881
1811000,Powiat mielecki,2020,881
1811000,Powiat mielecki,2021,881
1811000,Powiat mielecki,2022,881
1811000,Powiat mielecki,2023,881
1811000,Powiat mielecki,2024,881
1812000,Powiat niżański,2013,786
1812000,Powiat niżański,2014,786
1812000,Powiat niżański,2015,786
1812000,Powiat niżański,2016,786
1812000,Powiat niżański,2017,786
1812000,Powiat niżański,2018,786
1812000,Powiat niżański,2019,786
1812000,Powiat niżański,2020,786
1812000,Powiat niżański,2021,786
1812000,Powiat niżański,2022,786
1812000,Powiat niżański,2023,786
1812000,Powiat niżański,2024,786
1813000,Powiat przemyski,2013,1211
1813000,Powiat przemyski,2014,1211
1813000,Powiat przemyski,2015,1211
1813000,Powiat przemyski,2016,1211
1813000,Powiat przemyski,2017,1211
1813000,Powiat przemyski,2018,1211
1813000,Powiat przemyski,2019,1211
1813000,Powiat przemyski,2020,1211
1813000,Powiat przemyski,2021,1211
1813000,Powiat przemyski,2022,1211
1813000,Powiat przemyski,2023,1211
1813000,Powiat przemyski,2024,1211
1814000,Powiat przeworski,2013,698
1814000,Powiat przeworski,2014,698
1814000,Powiat przeworski,2015,698
1814000,Powiat przeworski,2016,698
1814000,Powiat przeworski,2017,698
1814000,Powiat przeworski,2018,698
1814000,Powiat przeworski,2019,698
1814000,Powiat przeworski,2020,698
1814000,Powiat przeworski,2021,698
1814000,Powiat przeworski,2022,698
1814000,Powiat przeworski,2023,698
1814000,Powiat przeworski,2024,698
1815000,Powiat ropczycko-sędziszowski,2013,548
1815000,Powiat ropczycko-sędziszowski,2014,548
1815000,Powiat ropczycko-sędziszowski,2015,548
1815000,Powiat ropczycko-sędziszowski,2016,548
1815000,Powiat ropczycko-sędziszowski,2017,548
1815000,Powiat ropczycko-sędziszowski,2018,548
1815000,Powiat ropczycko-sędziszowski,2019,548
1815000,Powiat ropczycko-sędziszowski,2020,548
1815000,Powiat ropczycko-sędziszowski,2021,548
1815000,Powiat ropczycko-sędziszowski,2022,548
1815000,Powiat ropczycko-sędziszowski,2023,548
1815000,Powiat ropczycko-sędziszowski,2024,548
1816000,Powiat rzeszowski,2013,1157
1816000,Powiat rzeszowski,2014,1157
1816000,Powiat rzeszowski,2015,1157
1816000,Powiat rzeszowski,2016,1157
1816000,Powiat rzeszowski,2017,1153
1816000,Powiat rzeszowski,2018,1153
1816000,Powiat rzeszowski,2019,1147
1816000,Powiat rzeszowski,2020,1147
1816000,Powiat rzeszowski,2021,1144
1816000,Powiat rzeszowski,2022,1145
1816000,Powiat rzeszowski,2023,1145
1816000,Powiat rzeszowski,2024,1145
1817000,Powiat sanocki,2013,1224
1817000,Powiat sanocki,2014,1224
1817000,Powiat sanocki,2015,1224
1817000,Powiat sanocki,2016,1224
1817000,Powiat sanocki,2017,1156
1817000,Powiat sanocki,2018,1156
1817000,Powiat sanocki,2019,1156
1817000,Powiat sanocki,2020,1156
1817000,Powiat sanocki,2021,1156
1817000,Powiat sanocki,2022,1156
1817000,Powiat sanocki,2023,1156
1817000,Powiat sanocki,2024,1156
1818000,Powiat stalowowolski,2013,832
1818000,Powiat stalowowolski,2014,832
1818000,Powiat stalowowolski,2015,832
1818000,Powiat stalowowolski,2016,832
1818000,Powiat stalowowolski,2017,832
1818000,Powiat stalowowolski,2018,832
1818000,Powiat stalowowolski,2019,832
1818000,Powiat stalowowolski,2020,832
1818000,Powiat stalowowolski,2021,832
1818000,Powiat stalowowolski,2022,832
1818000,Powiat stalowowolski,2023,832
1818000,Powiat stalowowolski,2024,832
1819000,Powiat strzyżowski,2013,504
1819000,Powiat strzyżowski,2014,504
1819000,Powiat strzyżowski,2015,504
1819000,Powiat strzyżowski,2016,504
1819000,Powiat strzyżowski,2017,504
1819000,Powiat strzyżowski,2018,504
1819000,Powiat strzyżowski,2019,504
1819000,Powiat strzyżowski,2020,504
1819000,Powiat strzyżowski,2021,504
1819000,Powiat strzyżowski,2022,503
1819000,Powiat strzyżowski,2023,503
1819000,Powiat strzyżowski,2024,503
1820000,Powiat tarnobrzeski,2013,521
1820000,Powiat tarnobrzeski,2014,521
1820000,Powiat tarnobrzeski,2015,521
1820000,Powiat tarnobrzeski,2016,521
1820000,Powiat tarnobrzeski,2017,521
1820000,Powiat tarnobrzeski,2018,521
1820000,Powiat tarnobrzeski,2019,521
1820000,Powiat tarnobrzeski,2020,521
1820000,Powiat tarnobrzeski,2021,521
1820000,Powiat tarnobrzeski,2022,521
1820000,Powiat tarnobrzeski,2023,521
1820000,Powiat tarnobrzeski,2024,521
1821000,Powiat leski,2013,835
1821000,Powiat leski,2014,835
1821000,Powiat leski,2015,835
1821000,Powiat leski,2016,835
1821000,Powiat leski,2017,835
1821000,Powiat leski,2018,835
1821000,Powiat leski,2019,835
1821000,Powiat leski,2020,835
1821000,Powiat leski,2021,835
1821000,Powiat leski,2022,835
1821000,Powiat leski,2023,835
1821000,Powiat leski,2024,835
1861000,Powiat m. Krosno,2013,44
1861000,Powiat m. Krosno,2014,44
1861000,Powiat m. Krosno,2015,44
1861000,Powiat m. Krosno,2016,44
1861000,Powiat m. Krosno,2017,44
1861000,Powiat m. Krosno,2018,44
1861000,Powiat m. Krosno,2019,44
1861000,Powiat m. Krosno,2020,44
1861000,Powiat m. Krosno,2021,45
1861000,Powiat m. Krosno,2022,45
1861000,Powiat m. Krosno,2023,45
1861000,Powiat m. Krosno,2024,45
1862000,Powiat m. Przemyśl,2013,46
1862000,Powiat m. Przemyśl,2014,46
1862000,Powiat m. Przemyśl,2015,46
1862000,Powiat m. Przemyśl,2016,46
1862000,Powiat m. Przemyśl,2017,46
1862000,Powiat m. Przemyśl,2018,46
1862000,Powiat m. Przemyśl,2019,46
1862000,Powiat m. Przemyśl,2020,46
1862000,Powiat m. Przemyśl,2021,46
1862000,Powiat m. Przemyśl,2022,46
1862000,Powiat m. Przemyśl,2023,46
1862000,Powiat m. Przemyśl,2024,46
1863000,Powiat m. Rzeszów,2013,117
1863000,Powiat m. Rzeszów,2014,117
1863000,Powiat m. Rzeszów,2015,117
1863000,Powiat m. Rzeszów,2016,117
1863000,Powiat m. Rzeszów,2017,120
1863000,Powiat m. Rzeszów,2018,120
1863000,Powiat m. Rzeszów,2019,126
1863000,Powiat m. Rzeszów,2020,126
1863000,Powiat m. Rzeszów,2021,129
1863000,Powiat m. Rzeszów,2022,129
1863000,Powiat m. Rzeszów,2023,129
1863000,Powiat m. Rzeszów,2024,129
1864000,Powiat m. Tarnobrzeg,2013,85
1864000,Powiat m. Tarnobrzeg,2014,85
1864000,Powiat m. Tarnobrzeg,2015,85
1864000,Powiat m. Tarnobrzeg,2016,85
1864000,Powiat m. Tarnobrzeg,2017,85
1864000,Powiat m. Tarnobrzeg,2018,85
1864000,Powiat m. Tarnobrzeg,2019,85
1864000,Powiat m. Tarnobrzeg,2020,85
1864000,Powiat m. Tarnobrzeg,2021,85
1864000,Powiat m. Tarnobrzeg,2022,85
1864000,Powiat m. Tarnobrzeg,2023,85
1864000,Powiat m. Tarnobrzeg,2024,85
2001000,Powiat augustowski,2013,1659
2001000,Powiat augustowski,2014,1659
2001000,Powiat augustowski,2015,1659
2001000,Powiat augustowski,2016,1659
2001000,Powiat augustowski,2017,1659
2001000,Powiat augustowski,2018,1659
2001000,Powiat augustowski,2019,1659
2001000,Powiat augustowski,2020,1659
2001000,Powiat augustowski,2021,1659
2001000,Powiat augustowski,2022,1659
2001000,Powiat augustowski,2023,1659
2001000,Powiat augustowski,2024,1659
2002000,Powiat białostocki,2013,2975
2002000,Powiat białostocki,2014,2975
2002000,Powiat białostocki,2015,2975
2002000,Powiat białostocki,2016,2975
2002000,Powiat białostocki,2017,2975
2002000,Powiat białostocki,2018,2975
2002000,Powiat białostocki,2019,2975
2002000,Powiat białostocki,2020,2975
2002000,Powiat białostocki,2021,2975
2002000,Powiat białostocki,2022,2977
2002000,Powiat białostocki,2023,2977
2002000,Powiat białostocki,2024,2977
2003000,Powiat bielski,2013,1385
2003000,Powiat bielski,2014,1385
2003000,Powiat bielski,2015,1385
2003000,Powiat bielski,2016,1385
2003000,Powiat bielski,2017,1385
2003000,Powiat bielski,2018,1385
2003000,Powiat bielski,2019,1385
2003000,Powiat bielski,2020,1385
2003000,Powiat bielski,2021,1385
2003000,Powiat bielski,2022,1385
2003000,Powiat bielski,2023,1385
2003000,Powiat bielski,2024,1385
2004000,Powiat grajewski,2013,968
2004000,Powiat grajewski,2014,968
2004000,Powiat grajewski,2015,968
2004000,Powiat grajewski,2016,968
2004000,Powiat grajewski,2017,968
2004000,Powiat grajewski,2018,968
2004000,Powiat grajewski,2019,968
2004000,Powiat grajewski,2020,968
2004000,Powiat grajewski,2021,968
2004000,Powiat grajewski,2022,967
2004000,Powiat grajewski,2023,967
2004000,Powiat grajewski,2024,967
2005000,Powiat hajnowski,2013,1624
2005000,Powiat hajnowski,2014,1624
2005000,Powiat hajnowski,2015,1624
2005000,Powiat hajnowski,2016,1624
2005000,Powiat hajnowski,2017,1624
2005000,Powiat hajnowski,2018,1624
2005000,Powiat hajnowski,2019,1624
2005000,Powiat hajnowski,2020,1624
2005000,Powiat hajnowski,2021,1624
2005000,Powiat hajnowski,2022,1624
2005000,Powiat hajnowski,2023,1624
2005000,Powiat hajnowski,2024,1624
2006000,Powiat kolneński,2013,940
2006000,Powiat kolneński,2014,940
2006000,Powiat kolneński,2015,940
2006000,Powiat kolneński,2016,940
2006000,Powiat kolneński,2017,940
2006000,Powiat kolneński,2018,940
2006000,Powiat kolneński,2019,940
2006000,Powiat kolneński,2020,940
2006000,Powiat kolneński,2021,940
2006000,Powiat kolneński,2022,940
2006000,Powiat kolneński,2023,940
2006000,Powiat kolneński,2024,940
2007000,Powiat łomżyński,2013,1355
2007000,Powiat łomżyński,2014,1355
2007000,Powiat łomżyński,2015,1355
2007000,Powiat łomżyński,2016,1355
2007000,Powiat łomżyński,2017,1355
2007000,Powiat łomżyński,2018,1355
2007000,Powiat łomżyński,2019,1355
2007000,Powiat łomżyński,2020,1355
2007000,Powiat łomżyński,2021,1355
2007000,Powiat łomżyński,2022,1355
2007000,Powiat łomżyński,2023,1355
2007000,Powiat łomżyński,2024,1355
2008000,Powiat moniecki,2013,1382
2008000,Powiat moniecki,2014,1382
2008000,Powiat moniecki,2015,1382
2008000,Powiat moniecki,2016,1382
2008000,Powiat moniecki,2017,1382
2008000,Powiat moniecki,2018,1382
2008000,Powiat moniecki,2019,1382
2008000,Powiat moniecki,2020,1382
2008000,Powiat moniecki,2021,1382
2008000,Powiat moniecki,2022,1382
2008000,Powiat moniecki,2023,1382
2008000,Powiat moniecki,2024,1382
2009000,Powiat sejneński,2013,855
2009000,Powiat sejneński,2014,855
2009000,Powiat sejneński,2015,855
2009000,Powiat sejneński,2016,855
2009000,Powiat sejneński,2017,855
2009000,Powiat sejneński,2018,855
2009000,Powiat sejneński,2019,855
2009000,Powiat sejneński,2020,855
2009000,Powiat sejneński,2021,855
2009000,Powiat sejneński,2022,855
2009000,Powiat sejneński,2023,855
2009000,Powiat sejneński,2024,855
2010000,Powiat siemiatycki,2013,1459
2010000,Powiat siemiatycki,2014,1459
2010000,Powiat siemiatycki,2015,1459
2010000,Powiat siemiatycki,2016,1459
2010000,Powiat siemiatycki,2017,1459
2010000,Powiat siemiatycki,2018,1459
2010000,Powiat siemiatycki,2019,1459
2010000,Powiat siemiatycki,2020,1459
2010000,Powiat siemiatycki,2021,1459
2010000,Powiat siemiatycki,2022,1459
2010000,Powiat siemiatycki,2023,1459
2010000,Powiat siemiatycki,2024,1459
2011000,Powiat sokólski,2013,2055
2011000,Powiat sokólski,2014,2055
2011000,Powiat sokólski,2015,2055
2011000,Powiat sokólski,2016,2055
2011000,Powiat sokólski,2017,2055
2011000,Powiat sokólski,2018,2055
2011000,Powiat sokólski,2019,2055
2011000,Powiat sokólski,2020,2055
2011000,Powiat sokólski,2021,2055
2011000,Powiat sokólski,2022,2054
2011000,Powiat sokólski,2023,2054
2011000,Powiat sokólski,2024,2054
2012000,Powiat suwalski,2013,1307
2012000,Powiat suwalski,2014,1307
2012000,Powiat suwalski,2015,1307
2012000,Powiat suwalski,2016,1307
2012000,Powiat suwalski,2017,1307
2012000,Powiat suwalski,2018,1307
2012000,Powiat suwalski,2019,1307
2012000,Powiat suwalski,2020,1307
2012000,Powiat suwalski,2021,1307
2012000,Powiat suwalski,2022,1307
2012000,Powiat suwalski,2023,1307
2012000,Powiat suwalski,2024,1307
2013000,Powiat wysokomazowiecki,2013,1289
2013000,Powiat wysokomazowiecki,2014,1289
2013000,Powiat wysokomazowiecki,2015,1289
2013000,Powiat wysokomazowiecki,2016,1289
2013000,Powiat wysokomazowiecki,2017,1289
2013000,Powiat wysokomazowiecki,2018,1289
2013000,Powiat wysokomazowiecki,2019,1289
2013000,Powiat wysokomazowiecki,2020,1289
2013000,Powiat wysokomazowiecki,2021,1289
2013000,Powiat wysokomazowiecki,2022,1289
2013000,Powiat wysokomazowiecki,2023,1289
2013000,Powiat wysokomazowiecki,2024,1289
2014000,Powiat zambrowski,2013,733
2014000,Powiat zambrowski,2014,733
2014000,Powiat zambrowski,2015,733
2014000,Powiat zambrowski,2016,733
2014000,Powiat zambrowski,2017,733
2014000,Powiat zambrowski,2018,733
2014000,Powiat zambrowski,2019,733
2014000,Powiat zambrowski,2020,733
2014000,Powiat zambrowski,2021,733
2014000,Powiat zambrowski,2022,733
2014000,Powiat zambrowski,2023,733
2014000,Powiat zambrowski,2024,733
2061000,Powiat m. Białystok,2013,102
2061000,Powiat m. Białystok,2014,102
2061000,Powiat m. Białystok,2015,102
2061000,Powiat m. Białystok,2016,102
2061000,Powiat m. Białystok,2017,102
2061000,Powiat m. Białystok,2018,102
2061000,Powiat m. Białystok,2019,102
2061000,Powiat m. Białystok,2020,102
2061000,Powiat m. Białystok,2021,102
2061000,Powiat m. Białystok,2022,102
2061000,Powiat m. Białystok,2023,102
2061000,Powiat m. Białystok,2024,102
2062000,Powiat m. Łomża,2013,33
2062000,Powiat m. Łomża,2014,33
2062000,Powiat m. Łomża,2015,33
2062000,Powiat m. Łomża,2016,33
2062000,Powiat m. Łomża,2017,33
2062000,Powiat m. Łomża,2018,33
2062000,Powiat m. Łomża,2019,33
2062000,Powiat m. Łomża,2020,33
2062000,Powiat m. Łomża,2021,33
2062000,Powiat m. Łomża,2022,33
2062000,Powiat m. Łomża,2023,33
2062000,Powiat m. Łomża,2024,33
2063000,Powiat m. Suwałki,2013,66
2063000,Powiat m. Suwałki,2014,66
2063000,Powiat m. Suwałki,2015,66
2063000,Powiat m. Suwałki,2016,66
2063000,Powiat m. Suwałki,2017,66
2063000,Powiat m. Suwałki,2018,66
2063000,Powiat m. Suwałki,2019,66
2063000,Powiat m. Suwałki,2020,66
2063000,Powiat m. Suwałki,2021,66
2063000,Powiat m. Suwałki,2022,66
2063000,Powiat m. Suwałki,2023,66
2063000,Powiat m. Suwałki,2024,66
2201000,Powiat bytowski,2013,2192
2201000,Powiat bytowski,2014,2192
2201000,Powiat bytowski,2015,2192
2201000,Powiat bytowski,2016,2192
2201000,Powiat bytowski,2017,2192
2201000,Powiat bytowski,2018,2192
2201000,Powiat bytowski,2019,2192
2201000,Powiat bytowski,2020,2192
2201000,Powiat bytowski,2021,2192
2201000,Powiat bytowski,2022,2192
2201000,Powiat bytowski,2023,2192
2201000,Powiat bytowski,2024,2192
2202000,Powiat chojnicki,2013,1364
2202000,Powiat chojnicki,2014,1364
2202000,Powiat chojnicki,2015,1364
2202000,Powiat chojnicki,2016,1364
2202000,Powiat chojnicki,2017,1364
2202000,Powiat chojnicki,2018,1364
2202000,Powiat chojnicki,2019,1364
2202000,Powiat chojnicki,2020,1364
2202000,Powiat chojnicki,2021,1364
2202000,Powiat chojnicki,2022,1364
2202000,Powiat chojnicki,2023,1364
2202000,Powiat chojnicki,2024,1364
2203000,Powiat człuchowski,2013,1575
2203000,Powiat człuchowski,2014,1575
2203000,Powiat człuchowski,2015,1575
2203000,Powiat człuchowski,2016,1575
2203000,Powiat człuchowski,2017,1575
2203000,Powiat człuchowski,2018,1575
2203000,Powiat człuchowski,2019,1575
2203000,Powiat człuchowski,2020,1575
2203000,Powiat człuchowski,2021,1575
2203000,Powiat człuchowski,2022,1575
2203000,Powiat człuchowski,2023,1575
2203000,Powiat człuchowski,2024,1575
2204000,Powiat gdański,2013,794
2204000,Powiat gdański,2014,794
2204000,Powiat gdański,2015,794
2204000,Powiat gdański,2016,794
2204000,Powiat gdański,2017,794
2204000,Powiat gdański,2018,794
2204000,Powiat gdański,2019,794
2204000,Powiat gdański,2020,794
2204000,Powiat gdański,2021,794
2204000,Powiat gdański,2022,794
2204000,Powiat gdański,2023,794
2204000,Powiat gdański,2024,794
2205000,Powiat kartuski,2013,1121
2205000,Powiat kartuski,2014,1121
2205000,Powiat kartuski,2015,1121
2205000,Powiat kartuski,2016,1121
2205000,Powiat kartuski,2017,1121
2205000,Powiat kartuski,2018,1121
2205000,Powiat kartuski,2019,1121
2205000,Powiat kartuski,2020,1121
2205000,Powiat kartuski,2021,1121
2205000,Powiat kartuski,2022,1120
2205000,Powiat kartuski,2023,1120
2205000,Powiat kartuski,2024,1120
2206000,Powiat kościerski,2013,1166
2206000,Powiat kościerski,2014,1166
2206000,Powiat kościerski,2015,1166
2206000,Powiat kościerski,2016,1166
2206000,Powiat kościerski,2017,1166
2206000,Powiat kościerski,2018,1166
2206000,Powiat kościerski,2019,1166
2206000,Powiat kościerski,2020,1166
2206000,Powiat kościerski,2021,1166
2206000,Powiat kościerski,2022,1166
2206000,Powiat kościerski,2023,1166
2206000,Powiat kościerski,2024,1166
2207000,Powiat kwidzyński,2013,835
2207000,Powiat kwidzyński,2014,835
2207000,Powiat kwidzyński,2015,835
2207000,Powiat kwidzyński,2016,835
2207000,Powiat kwidzyński,2017,835
2207000,Powiat kwidzyński,2018,835
2207000,Powiat kwidzyński,2019,835
2207000,Powiat kwidzyński,2020,835
2207000,Powiat kwidzyński,2021,835
2207000,Powiat kwidzyński,2022,835
2207000,Powiat kwidzyński,2023,835
2207000,Powiat kwidzyński,2024,835
2208000,Powiat lęborski,2013,706
2208000,Powiat lęborski,2014,706
2208000,Powiat lęborski,2015,706
2208000,Powiat lęborski,2016,706
2208000,Powiat lęborski,2017,706
2208000,Powiat lęborski,2018,706
2208000,Powiat lęborski,2019,708
2208000,Powiat lęborski,2020,708
2208000,Powiat lęborski,2021,708
2208000,Powiat lęborski,2022,708
2208000,Powiat lęborski,2023,708
2208000,Powiat lęborski,2024,708
2209000,Powiat malborski,2013,494
2209000,Powiat malborski,2014,494
2209000,Powiat malborski,2015,494
2209000,Powiat malborski,2016,494
2209000,Powiat malborski,2017,494
2209000,Powiat malborski,2018,494
2209000,Powiat malborski,2019,494
2209000,Powiat malborski,2020,494
2209000,Powiat malborski,2021,494
2209000,Powiat malborski,2022,494
2209000,Powiat malborski,2023,494
2209000,Powiat malborski,2024,494
2210000,Powiat nowodworski,2013,672
2210000,Powiat nowodworski,2014,672
2210000,Powiat nowodworski,2015,672
2210000,Powiat nowodworski,2016,672
2210000,Powiat nowodworski,2017,672
2210000,Powiat nowodworski,2018,674
2210000,Powiat nowodworski,2019,674
2210000,Powiat nowodworski,2020,674
2210000,Powiat nowodworski,2021,674
2210000,Powiat nowodworski,2022,674
2210000,Powiat nowodworski,2023,914
2210000,Powiat nowodworski,2024,914
2211000,Powiat pucki,2013,572
2211000,Powiat pucki,2014,572
2211000,Powiat pucki,2015,572
2211000,Powiat pucki,2016,572
2211000,Powiat pucki,2017,572
2211000,Powiat pucki,2018,581
2211000,Powiat pucki,2019,581
2211000,Powiat pucki,2020,581
2211000,Powiat pucki,2021,581
2211000,Powiat pucki,2022,581
2211000,Powiat pucki,2023,868
2211000,Powiat pucki,2024,868
2212000,Powiat słupski,2013,2304
2212000,Powiat słupski,2014,2304
2212000,Powiat słupski,2015,2304
2212000,Powiat słupski,2016,2304
2212000,Powiat słupski,2017,2304
2212000,Powiat słupski,2018,2304
2212000,Powiat słupski,2019,2304
2212000,Powiat słupski,2020,2304
2212000,Powiat słupski,2021,2304
2212000,Powiat słupski,2022,2310
2212000,Powiat słupski,2023,2300
2212000,Powiat słupski,2024,2300
2213000,Powiat starogardzki,2013,1345
2213000,Powiat starogardzki,2014,1345
2213000,Powiat starogardzki,2015,1345
2213000,Powiat starogardzki,2016,1345
2213000,Powiat starogardzki,2017,1345
2213000,Powiat starogardzki,2018,1345
2213000,Powiat starogardzki,2019,1345
2213000,Powiat starogardzki,2020,1345
2213000,Powiat starogardzki,2021,1345
2213000,Powiat starogardzki,2022,1346
2213000,Powiat starogardzki,2023,1346
2213000,Powiat starogardzki,2024,1346
2214000,Powiat tczewski,2013,697
2214000,Powiat tczewski,2014,697
2214000,Powiat tczewski,2015,697
2214000,Powiat tczewski,2016,697
2214000,Powiat tczewski,2017,697
2214000,Powiat tczewski,2018,697
2214000,Powiat tczewski,2019,697
2214000,Powiat tczewski,2020,697
2214000,Powiat tczewski,2021,697
2214000,Powiat tczewski,2022,697
2214000,Powiat tczewski,2023,697
2214000,Powiat tczewski,2024,697
2215000,Powiat wejherowski,2013,1285
2215000,Powiat wejherowski,2014,1285
2215000,Powiat wejherowski,2015,1285
2215000,Powiat wejherowski,2016,1285
2215000,Powiat wejherowski,2017,1285
2215000,Powiat wejherowski,2018,1285
2215000,Powiat wejherowski,2019,1285
2215000,Powiat wejherowski,2020,1285
2215000,Powiat wejherowski,2021,1285
2215000,Powiat wejherowski,2022,1288
2215000,Powiat wejherowski,2023,1288
2215000,Powiat wejherowski,2024,1288
2216000,Powiat sztumski,2013,731
2216000,Powiat sztumski,2014,731
2216000,Powiat sztumski,2015,731
2216000,Powiat sztumski,2016,731
2216000,Powiat sztumski,2017,731
2216000,Powiat sztumski,2018,731
2216000,Powiat sztumski,2019,731
2216000,Powiat sztumski,2020,731
2216000,Powiat sztumski,2021,731
2216000,Powiat sztumski,2022,731
2216000,Powiat sztumski,2023,731
2216000,Powiat sztumski,2024,731
2261000,Powiat m. Gdańsk,2013,262
2261000,Powiat m. Gdańsk,2014,262
2261000,Powiat m. Gdańsk,2015,262
2261000,Powiat m. Gdańsk,2016,262
2261000,Powiat m. Gdańsk,2017,262
