powiat_code,powiat_name,year,total_population
1427000,Powiat sierpecki,2018,52196
1427000,Powiat sierpecki,2019,51954
1427000,Powiat sierpecki,2020,49607
1427000,Powiat sierpecki,2021,49078
1427000,Powiat sierpecki,2022,48639
1427000,Powiat sierpecki,2023,48259
1427000,Powiat sierpecki,2024,47742
1428000,Powiat sochaczewski,2013,85155
1428000,Powiat sochaczewski,2014,85100
1428000,Powiat sochaczewski,2015,85167
1428000,Powiat sochaczewski,2016,85175
1428000,Powiat sochaczewski,2017,85175
1428000,Powiat sochaczewski,2018,85105
1428000,Powiat sochaczewski,2019,85045
1428000,Powiat sochaczewski,2020,83999
1428000,Powiat sochaczewski,2021,83655
1428000,Powiat sochaczewski,2022,83333
1428000,Powiat sochaczewski,2023,83174
1428000,Powiat sochaczewski,2024,82854
1429000,Powiat sokołowski,2013,55812
1429000,Powiat sokołowski,2014,55424
1429000,Powiat sokołowski,2015,55152
1429000,Powiat sokołowski,2016,54874
1429000,Powiat sokołowski,2017,54604
1429000,Powiat sokołowski,2018,54217
1429000,Powiat sokołowski,2019,53804
1429000,Powiat sokołowski,2020,51725
1429000,Powiat sokołowski,2021,51093
1429000,Powiat sokołowski,2022,50618
1429000,Powiat sokołowski,2023,50064
1429000,Powiat sokołowski,2024,49551
1430000,Powiat szydłowiecki,2013,40430
1430000,Powiat szydłowiecki,2014,40339
1430000,Powiat szydłowiecki,2015,40241
1430000,Powiat szydłowiecki,2016,40075
1430000,Powiat szydłowiecki,2017,39938
1430000,Powiat szydłowiecki,2018,39864
1430000,Powiat szydłowiecki,2019,39672
1430000,Powiat szydłowiecki,2020,38334
1430000,Powiat szydłowiecki,2021,38010
1430000,Powiat szydłowiecki,2022,37791
1430000,Powiat szydłowiecki,2023,37500
1430000,Powiat szydłowiecki,2024,37244
1432000,Powiat warszawski zachodni,2013,110984
1432000,Powiat warszawski zachodni,2014,111899
1432000,Powiat warszawski zachodni,2015,112957
1432000,Powiat warszawski zachodni,2016,114079
1432000,Powiat warszawski zachodni,2017,115466
1432000,Powiat warszawski zachodni,2018,117007
1432000,Powiat warszawski zachodni,2019,118613
1432000,Powiat warszawski zachodni,2020,129926
1432000,Powiat warszawski zachodni,2021,131550
1432000,Powiat warszawski zachodni,2022,133217
1432000,Powiat warszawski zachodni,2023,135216
1432000,Powiat warszawski zachodni,2024,136493
1433000,Powiat węgrowski,2013,67596
1433000,Powiat węgrowski,2014,67360
1433000,Powiat węgrowski,2015,67005
1433000,Powiat węgrowski,2016,66825
1433000,Powiat węgrowski,2017,66508
1433000,Powiat węgrowski,2018,66174
1433000,Powiat węgrowski,2019,65822
1433000,Powiat węgrowski,2020,63343
1433000,Powiat węgrowski,2021,62655
1433000,Powiat węgrowski,2022,62271
1433000,Powiat węgrowski,2023,61908
1433000,Powiat węgrowski,2024,61472
1434000,Powiat wołomiński,2013,228830
1434000,Powiat wołomiński,2014,231757
1434000,Powiat wołomiński,2015,235043
1434000,Powiat wołomiński,2016,238478
1434000,Powiat wołomiński,2017,241890
1434000,Powiat wołomiński,2018,245357
1434000,Powiat wołomiński,2019,249299
1434000,Powiat wołomiński,2020,267541
1434000,Powiat wołomiński,2021,270560
1434000,Powiat wołomiński,2022,273411
1434000,Powiat wołomiński,2023,275871
1434000,Powiat wołomiński,2024,277725
1435000,Powiat wyszkowski,2013,73914
1435000,Powiat wyszkowski,2014,73892
1435000,Powiat wyszkowski,2015,73951
1435000,Powiat wyszkowski,2016,73994
1435000,Powiat wyszkowski,2017,74020
1435000,Powiat wyszkowski,2018,74065
1435000,Powiat wyszkowski,2019,74220
1435000,Powiat wyszkowski,2020,73854
1435000,Powiat wyszkowski,2021,73707
1435000,Powiat wyszkowski,2022,73562
1435000,Powiat wyszkowski,2023,73441
1435000,Powiat wyszkowski,2024,73179
1436000,Powiat zwoleński,2013,36967
1436000,Powiat zwoleński,2014,36919
1436000,Powiat zwoleński,2015,36761
1436000,Powiat zwoleński,2016,36693
1436000,Powiat zwoleński,2017,36606
1436000,Powiat zwoleński,2018,36328
1436000,Powiat zwoleński,2019,36166
1436000,Powiat zwoleński,2020,35079
1436000,Powiat zwoleński,2021,34732
1436000,Powiat zwoleński,2022,34535
1436000,Powiat zwoleński,2023,34288
1436000,Powiat zwoleński,2024,34091
1437000,Powiat żuromiński,2013,40014
1437000,Powiat żuromiński,2014,39866
1437000,Powiat żuromiński,2015,39736
1437000,Powiat żuromiński,2016,39586
1437000,Powiat żuromiński,2017,39263
1437000,Powiat żuromiński,2018,38944
1437000,Powiat żuromiński,2019,38515
1437000,Powiat żuromiński,2020,36776
1437000,Powiat żuromiński,2021,36312
1437000,Powiat żuromiński,2022,35882
1437000,Powiat żuromiński,2023,35486
1437000,Powiat żuromiński,2024,35122
1438000,Powiat żyrardowski,2013,76391
1438000,Powiat żyrardowski,2014,76420
1438000,Powiat żyrardowski,2015,76138
1438000,Powiat żyrardowski,2016,76164
1438000,Powiat żyrardowski,2017,76056
1438000,Powiat żyrardowski,2018,75848
1438000,Powiat żyrardowski,2019,75749
1438000,Powiat żyrardowski,2020,76141
1438000,Powiat żyrardowski,2021,75614
1438000,Powiat żyrardowski,2022,75414
1438000,Powiat żyrardowski,2023,75153
1438000,Powiat żyrardowski,2024,74935
1461000,Powiat m. Ostrołęka,2013,52917
1461000,Powiat m. Ostrołęka,2014,52611
1461000,Powiat m. Ostrołęka,2015,52571
1461000,Powiat m. Ostrołęka,2016,52337
1461000,Powiat m. Ostrołęka,2017,52215
1461000,Powiat m. Ostrołęka,2018,52262
1461000,Powiat m. Ostrołęka,2019,52055
1461000,Powiat m. Ostrołęka,2020,49913
1461000,Powiat m. Ostrołęka,2021,49275
1461000,Powiat m. Ostrołęka,2022,48712
1461000,Powiat m. Ostrołęka,2023,48229
1461000,Powiat m. Ostrołęka,2024,47696
1462000,Powiat m. Płock,2013,122815
1462000,Powiat m. Płock,2014,122224
1462000,Powiat m. Płock,2015,121731
1462000,Powiat m. Płock,2016,121295
1462000,Powiat m. Płock,2017,120787
1462000,Powiat m. Płock,2018,120000
1462000,Powiat m. Płock,2019,119425
1462000,Powiat m. Płock,2020,114974
1462000,Powiat m. Płock,2021,113660
1462000,Powiat m. Płock,2022,112483
1462000,Powiat m. Płock,2023,111190
1462000,Powiat m. Płock,2024,110015
1463000,Powiat m. Radom,2013,218466
1463000,Powiat m. Radom,2014,217201
1463000,Powiat m. Radom,2015,216159
1463000,Powiat m. Radom,2016,215020
1463000,Powiat m. Radom,2017,214566
1463000,Powiat m. Radom,2018,213029
1463000,Powiat m. Radom,2019,211371
1463000,Powiat m. Radom,2020,202259
1463000,Powiat m. Radom,2021,199904
1463000,Powiat m. Radom,2022,197848
1463000,Powiat m. Radom,2023,196005
1463000,Powiat m. Radom,2024,193777
1464000,Powiat m. Siedlce,2013,76347
1464000,Powiat m. Siedlce,2014,76603
1464000,Powiat m. Siedlce,2015,76942
1464000,Powiat m. Siedlce,2016,77020
1464000,Powiat m. Siedlce,2017,77653
1464000,Powiat m. Siedlce,2018,77872
1464000,Powiat m. Siedlce,2019,78185
1464000,Powiat m. Siedlce,2020,76471
1464000,Powiat m. Siedlce,2021,76005
1464000,Powiat m. Siedlce,2022,75623
1464000,Powiat m. Siedlce,2023,75297
1464000,Powiat m. Siedlce,2024,74780
1465000,Powiat m. st. Warszawa,2013,1724404
1465000,Powiat m. st. Warszawa,2014,1735442
1465000,Powiat m. st. Warszawa,2015,1744351
1465000,Powiat m. st. Warszawa,2016,1753977
1465000,Powiat m. st. Warszawa,2017,1764615
1465000,Powiat m. st. Warszawa,2018,1777972
1465000,Powiat m. st. Warszawa,2019,1790658
1465000,Powiat m. st. Warszawa,2020,1861774
1465000,Powiat m. st. Warszawa,2021,1863056
1465000,Powiat m. st. Warszawa,2022,1861975
1465000,Powiat m. st. Warszawa,2023,1861599
1465000,Powiat m. st. Warszawa,2024,1863845
1601000,Powiat brzeski,2013,91981
1601000,Powiat brzeski,2014,91543
1601000,Powiat brzeski,2015,91191
1601000,Powiat brzeski,2016,90771
1601000,Powiat brzeski,2017,90493
1601000,Powiat brzeski,2018,90275
1601000,Powiat brzeski,2019,89804
1601000,Powiat brzeski,2020,88032
1601000,Powiat brzeski,2021,87312
1601000,Powiat brzeski,2022,86730
1601000,Powiat brzeski,2023,86149
1601000,Powiat brzeski,2024,85613
1602000,Powiat głubczycki,2013,47453
1602000,Powiat głubczycki,2014,47262
1602000,Powiat głubczycki,2015,46892
1602000,Powiat głubczycki,2016,46445
1602000,Powiat głubczycki,2017,46209
1602000,Powiat głubczycki,2018,45883
1602000,Powiat głubczycki,2019,45552
1602000,Powiat głubczycki,2020,43972
1602000,Powiat głubczycki,2021,43607
1602000,Powiat głubczycki,2022,43065
1602000,Powiat głubczycki,2023,42608
1602000,Powiat głubczycki,2024,42092
1603000,Powiat kędzierzyńsko-kozielski,2013,97181
1603000,Powiat kędzierzyńsko-kozielski,2014,96715
1603000,Powiat kędzierzyńsko-kozielski,2015,96139
1603000,Powiat kędzierzyńsko-kozielski,2016,95750
1603000,Powiat kędzierzyńsko-kozielski,2017,95236
1603000,Powiat kędzierzyńsko-kozielski,2018,94487
1603000,Powiat kędzierzyńsko-kozielski,2019,93880
1603000,Powiat kędzierzyńsko-kozielski,2020,89355
1603000,Powiat kędzierzyńsko-kozielski,2021,87983
1603000,Powiat kędzierzyńsko-kozielski,2022,87011
1603000,Powiat kędzierzyńsko-kozielski,2023,86161
1603000,Powiat kędzierzyńsko-kozielski,2024,85435
1604000,Powiat kluczborski,2013,67256
1604000,Powiat kluczborski,2014,66977
1604000,Powiat kluczborski,2015,66707
1604000,Powiat kluczborski,2016,66446
1604000,Powiat kluczborski,2017,66189
1604000,Powiat kluczborski,2018,65837
1604000,Powiat kluczborski,2019,65470
1604000,Powiat kluczborski,2020,62890
1604000,Powiat kluczborski,2021,62314
1604000,Powiat kluczborski,2022,61714
1604000,Powiat kluczborski,2023,61236
1604000,Powiat kluczborski,2024,60536
1605000,Powiat krapkowicki,2013,65113
1605000,Powiat krapkowicki,2014,64850
1605000,Powiat krapkowicki,2015,64599
1605000,Powiat krapkowicki,2016,64373
1605000,Powiat krapkowicki,2017,64227
1605000,Powiat krapkowicki,2018,63942
1605000,Powiat krapkowicki,2019,63747
1605000,Powiat krapkowicki,2020,60705
1605000,Powiat krapkowicki,2021,60273
1605000,Powiat krapkowicki,2022,59963
1605000,Powiat krapkowicki,2023,59647
1605000,Powiat krapkowicki,2024,59288
1606000,Powiat namysłowski,2013,42881
1606000,Powiat namysłowski,2014,42809
1606000,Powiat namysłowski,2015,42615
1606000,Powiat namysłowski,2016,42707
1606000,Powiat namysłowski,2017,42677
1606000,Powiat namysłowski,2018,42688
1606000,Powiat namysłowski,2019,42634
1606000,Powiat namysłowski,2020,42393
1606000,Powiat namysłowski,2021,42394
1606000,Powiat namysłowski,2022,42155
1606000,Powiat namysłowski,2023,42033
1606000,Powiat namysłowski,2024,41753
1607000,Powiat nyski,2013,140628
1607000,Powiat nyski,2014,139967
1607000,Powiat nyski,2015,138969
1607000,Powiat nyski,2016,138369
1607000,Powiat nyski,2017,137819
1607000,Powiat nyski,2018,136946
1607000,Powiat nyski,2019,135948
1607000,Powiat nyski,2020,132011
1607000,Powiat nyski,2021,130567
1607000,Powiat nyski,2022,129353
1607000,Powiat nyski,2023,127992
1607000,Powiat nyski,2024,126897
1608000,Powiat oleski,2013,65653
1608000,Powiat oleski,2014,65547
1608000,Powiat oleski,2015,65306
1608000,Powiat oleski,2016,65101
1608000,Powiat oleski,2017,64848
1608000,Powiat oleski,2018,64602
1608000,Powiat oleski,2019,64293
1608000,Powiat oleski,2020,62311
1608000,Powiat oleski,2021,61954
1608000,Powiat oleski,2022,61662
1608000,Powiat oleski,2023,61281
1608000,Powiat oleski,2024,60798
1609000,Powiat opolski,2013,133217
1609000,Powiat opolski,2014,133203
1609000,Powiat opolski,2015,133048
1609000,Powiat opolski,2016,133160
1609000,Powiat opolski,2017,123612
1609000,Powiat opolski,2018,123520
1609000,Powiat opolski,2019,123726
1609000,Powiat opolski,2020,121082
1609000,Powiat opolski,2021,120775
1609000,Powiat opolski,2022,120762
1609000,Powiat opolski,2023,120841
1609000,Powiat opolski,2024,120754
1610000,Powiat prudnicki,2013,56828
1610000,Powiat prudnicki,2014,56608
1610000,Powiat prudnicki,2015,56174
1610000,Powiat prudnicki,2016,55915
1610000,Powiat prudnicki,2017,55748
1610000,Powiat prudnicki,2018,55524
1610000,Powiat prudnicki,2019,55237
1610000,Powiat prudnicki,2020,53171
1610000,Powiat prudnicki,2021,52518
1610000,Powiat prudnicki,2022,51910
1610000,Powiat prudnicki,2023,51443
1610000,Powiat prudnicki,2024,50875
1611000,Powiat strzelecki,2013,76079
1611000,Powiat strzelecki,2014,75803
1611000,Powiat strzelecki,2015,75440
1611000,Powiat strzelecki,2016,75277
1611000,Powiat strzelecki,2017,74871
1611000,Powiat strzelecki,2018,74665
1611000,Powiat strzelecki,2019,74300
1611000,Powiat strzelecki,2020,72382
1611000,Powiat strzelecki,2021,72111
1611000,Powiat strzelecki,2022,71658
1611000,Powiat strzelecki,2023,71257
1611000,Powiat strzelecki,2024,70763
1661000,Powiat m. Opole,2013,120146
1661000,Powiat m. Opole,2014,119574
1661000,Powiat m. Opole,2015,118931
1661000,Powiat m. Opole,2016,118722
1661000,Powiat m. Opole,2017,128140
1661000,Powiat m. Opole,2018,128137
1661000,Powiat m. Opole,2019,128035
1661000,Powiat m. Opole,2020,127540
1661000,Powiat m. Opole,2021,126775
1661000,Powiat m. Opole,2022,126458
1661000,Powiat m. Opole,2023,126077
1661000,Powiat m. Opole,2024,125492
1801000,Powiat bieszczadzki,2013,22204
1801000,Powiat bieszczadzki,2014,22155
1801000,Powiat bieszczadzki,2015,22072
1801000,Powiat bieszczadzki,2016,21990
1801000,Powiat bieszczadzki,2017,21891
1801000,Powiat bieszczadzki,2018,21879
1801000,Powiat bieszczadzki,2019,21664
1801000,Powiat bieszczadzki,2020,21087
1801000,Powiat bieszczadzki,2021,20940
1801000,Powiat bieszczadzki,2022,20777
1801000,Powiat bieszczadzki,2023,20601
1801000,Powiat bieszczadzki,2024,20423
1802000,Powiat brzozowski,2013,66334
1802000,Powiat brzozowski,2014,66220
1802000,Powiat brzozowski,2015,66112
1802000,Powiat brzozowski,2016,65990
1802000,Powiat brzozowski,2017,65938
1802000,Powiat brzozowski,2018,65713
1802000,Powiat brzozowski,2019,65567
1802000,Powiat brzozowski,2020,64304
1802000,Powiat brzozowski,2021,63918
1802000,Powiat brzozowski,2022,63591
1802000,Powiat brzozowski,2023,63203
1802000,Powiat brzozowski,2024,62822
1803000,Powiat dębicki,2013,135165
1803000,Powiat dębicki,2014,135115
1803000,Powiat dębicki,2015,135293
1803000,Powiat dębicki,2016,135336
1803000,Powiat dębicki,2017,135479
1803000,Powiat dębicki,2018,135471
1803000,Powiat dębicki,2019,135299
1803000,Powiat dębicki,2020,133915
1803000,Powiat dębicki,2021,133330
1803000,Powiat dębicki,2022,132873
1803000,Powiat dębicki,2023,132615
1803000,Powiat dębicki,2024,131981
1804000,Powiat jarosławski,2013,122130
1804000,Powiat jarosławski,2014,121795
1804000,Powiat jarosławski,2015,121508
1804000,Powiat jarosławski,2016,121299
1804000,Powiat jarosławski,2017,120980
1804000,Powiat jarosławski,2018,120714
1804000,Powiat jarosławski,2019,120247
1804000,Powiat jarosławski,2020,117823
1804000,Powiat jarosławski,2021,117015
1804000,Powiat jarosławski,2022,116458
1804000,Powiat jarosławski,2023,115865
1804000,Powiat jarosławski,2024,115103
1805000,Powiat jasielski,2013,115388
1805000,Powiat jasielski,2014,115185
1805000,Powiat jasielski,2015,114773
1805000,Powiat jasielski,2016,114533
1805000,Powiat jasielski,2017,114156
1805000,Powiat jasielski,2018,113962
1805000,Powiat jasielski,2019,113450
1805000,Powiat jasielski,2020,111035
1805000,Powiat jasielski,2021,110185
1805000,Powiat jasielski,2022,109582
1805000,Powiat jasielski,2023,108819
1805000,Powiat jasielski,2024,108084
1806000,Powiat kolbuszowski,2013,62751
1806000,Powiat kolbuszowski,2014,62656
1806000,Powiat kolbuszowski,2015,62513
1806000,Powiat kolbuszowski,2016,62472
1806000,Powiat kolbuszowski,2017,62401
1806000,Powiat kolbuszowski,2018,62476
1806000,Powiat kolbuszowski,2019,62246
1806000,Powiat kolbuszowski,2020,61926
1806000,Powiat kolbuszowski,2021,61574
1806000,Powiat kolbuszowski,2022,61389
1806000,Powiat kolbuszowski,2023,61160
1806000,Powiat kolbuszowski,2024,60895
1807000,Powiat krośnieński,2013,111883
1807000,Powiat krośnieński,2014,112064
1807000,Powiat krośnieński,2015,112117
1807000,Powiat krośnieński,2016,112193
1807000,Powiat krośnieński,2017,112481
1807000,Powiat krośnieński,2018,112414
1807000,Powiat krośnieński,2019,112283
1807000,Powiat krośnieński,2020,110184
1807000,Powiat krośnieński,2021,109633
1807000,Powiat krośnieński,2022,109122
1807000,Powiat krośnieński,2023,108659
1807000,Powiat krośnieński,2024,108034
1808000,Powiat leżajski,2013,69977
1808000,Powiat leżajski,2014,69856
1808000,Powiat leżajski,2015,69701
1808000,Powiat leżajski,2016,69663
1808000,Powiat leżajski,2017,69641
1808000,Powiat leżajski,2018,69562
1808000,Powiat leżajski,2019,69370
1808000,Powiat leżajski,2020,67896
1808000,Powiat leżajski,2021,67439
1808000,Powiat leżajski,2022,67015
1808000,Powiat leżajski,2023,66698
1808000,Powiat leżajski,2024,66263
1809000,Powiat lubaczowski,2013,57057
1809000,Powiat lubaczowski,2014,56895
1809000,Powiat lubaczowski,2015,56536
1809000,Powiat lubaczowski,2016,56352
1809000,Powiat lubaczowski,2017,56086
1809000,Powiat lubaczowski,2018,55652
1809000,Powiat lubaczowski,2019,55217
1809000,Powiat lubaczowski,2020,53914
1809000,Powiat lubaczowski,2021,53374
1809000,Powiat lubaczowski,2022,52983
1809000,Powiat lubaczowski,2023,52565
1809000,Powiat lubaczowski,2024,51997
1810000,Powiat łańcucki,2013,79866
1810000,Powiat łańcucki,2014,80028
1810000,Powiat łańcucki,2015,80201
1810000,Powiat łańcucki,2016,80464
1810000,Powiat łańcucki,2017,80741
1810000,Powiat łańcucki,2018,80834
1810000,Powiat łańcucki,2019,81049
1810000,Powiat łańcucki,2020,81007
1810000,Powiat łańcucki,2021,80796
1810000,Powiat łańcucki,2022,80802
1810000,Powiat łańcucki,2023,80844
1810000,Powiat łańcucki,2024,80749
1811000,Powiat mielecki,2013,136403
1811000,Powiat mielecki,2014,136313
1811000,Powiat mielecki,2015,136263
1811000,Powiat mielecki,2016,136315
1811000,Powiat mielecki,2017,136666
1811000,Powiat mielecki,2018,136673
1811000,Powiat mielecki,2019,136660
1811000,Powiat mielecki,2020,134329
1811000,Powiat mielecki,2021,133714
1811000,Powiat mielecki,2022,133320
1811000,Powiat mielecki,2023,132983
1811000,Powiat mielecki,2024,132484
1812000,Powiat niżański,2013,67521
1812000,Powiat niżański,2014,67353
1812000,Powiat niżański,2015,67178
1812000,Powiat niżański,2016,66911
1812000,Powiat niżański,2017,66917
1812000,Powiat niżański,2018,66843
1812000,Powiat niżański,2019,66589
1812000,Powiat niżański,2020,64957
1812000,Powiat niżański,2021,64428
1812000,Powiat niżański,2022,64057
1812000,Powiat niżański,2023,63733
1812000,Powiat niżański,2024,63189
1813000,Powiat przemyski,2013,74225
1813000,Powiat przemyski,2014,74067
1813000,Powiat przemyski,2015,74315
1813000,Powiat przemyski,2016,74360
1813000,Powiat przemyski,2017,74440
1813000,Powiat przemyski,2018,74398
1813000,Powiat przemyski,2019,74061
1813000,Powiat przemyski,2020,72100
1813000,Powiat przemyski,2021,71742
1813000,Powiat przemyski,2022,71393
1813000,Powiat przemyski,2023,71131
1813000,Powiat przemyski,2024,70688
1814000,Powiat przeworski,2013,79262
1814000,Powiat przeworski,2014,79027
1814000,Powiat przeworski,2015,78869
1814000,Powiat przeworski,2016,78735
1814000,Powiat przeworski,2017,78644
1814000,Powiat przeworski,2018,78458
1814000,Powiat przeworski,2019,78362
1814000,Powiat przeworski,2020,76778
1814000,Powiat przeworski,2021,76401
1814000,Powiat przeworski,2022,76094
1814000,Powiat przeworski,2023,75739
1814000,Powiat przeworski,2024,75370
1815000,Powiat ropczycko-sędziszowski,2013,73551
1815000,Powiat ropczycko-sędziszowski,2014,73680
1815000,Powiat ropczycko-sędziszowski,2015,73756
1815000,Powiat ropczycko-sędziszowski,2016,73956
1815000,Powiat ropczycko-sędziszowski,2017,74198
1815000,Powiat ropczycko-sędziszowski,2018,74374
1815000,Powiat ropczycko-sędziszowski,2019,74515
1815000,Powiat ropczycko-sędziszowski,2020,74023
1815000,Powiat ropczycko-sędziszowski,2021,74063
1815000,Powiat ropczycko-sędziszowski,2022,74066
1815000,Powiat ropczycko-sędziszowski,2023,74027
1815000,Powiat ropczycko-sędziszowski,2024,74083
1816000,Powiat rzeszowski,2013,165835
1816000,Powiat rzeszowski,2014,166643
1816000,Powiat rzeszowski,2015,167342
1816000,Powiat rzeszowski,2016,168337
1816000,Powiat rzeszowski,2017,169165
1816000,Powiat rzeszowski,2018,170486
1816000,Powiat rzeszowski,2019,169438
1816000,Powiat rzeszowski,2020,174049
1816000,Powiat rzeszowski,2021,173842
1816000,Powiat rzeszowski,2022,174805
1816000,Powiat rzeszowski,2023,175777
1816000,Powiat rzeszowski,2024,176821
1817000,Powiat sanocki,2013,96096
1817000,Powiat sanocki,2014,95826
1817000,Powiat sanocki,2015,95645
1817000,Powiat sanocki,2016,95485
1817000,Powiat sanocki,2017,95035
1817000,Powiat sanocki,2018,94758
1817000,Powiat sanocki,2019,94385
1817000,Powiat sanocki,2020,91818
1817000,Powiat sanocki,2021,90907
1817000,Powiat sanocki,2022,90294
1817000,Powiat sanocki,2023,89743
1817000,Powiat sanocki,2024,89001
1818000,Powiat stalowowolski,2013,108664
1818000,Powiat stalowowolski,2014,108280
1818000,Powiat stalowowolski,2015,107946
1818000,Powiat stalowowolski,2016,107576
1818000,Powiat stalowowolski,2017,107138
1818000,Powiat stalowowolski,2018,106619
1818000,Powiat stalowowolski,2019,106037
1818000,Powiat stalowowolski,2020,103563
1818000,Powiat stalowowolski,2021,102422
1818000,Powiat stalowowolski,2022,101637
1818000,Powiat stalowowolski,2023,100891
1818000,Powiat stalowowolski,2024,100034
1819000,Powiat strzyżowski,2013,62095
1819000,Powiat strzyżowski,2014,61912
1819000,Powiat strzyżowski,2015,61852
1819000,Powiat strzyżowski,2016,61781
1819000,Powiat strzyżowski,2017,61690
1819000,Powiat strzyżowski,2018,61558
1819000,Powiat strzyżowski,2019,61386
1819000,Powiat strzyżowski,2020,60350
1819000,Powiat strzyżowski,2021,59852
1819000,Powiat strzyżowski,2022,59514
1819000,Powiat strzyżowski,2023,59201
1819000,Powiat strzyżowski,2024,58775
1820000,Powiat tarnobrzeski,2013,53918
1820000,Powiat tarnobrzeski,2014,53798
1820000,Powiat tarnobrzeski,2015,53711
1820000,Powiat tarnobrzeski,2016,53481
1820000,Powiat tarnobrzeski,2017,53388
1820000,Powiat tarnobrzeski,2018,53236
1820000,Powiat tarnobrzeski,2019,52965
1820000,Powiat tarnobrzeski,2020,51919
1820000,Powiat tarnobrzeski,2021,51503
1820000,Powiat tarnobrzeski,2022,51300
1820000,Powiat tarnobrzeski,2023,50935
1820000,Powiat tarnobrzeski,2024,50550
1821000,Powiat leski,2013,26783
1821000,Powiat leski,2014,26821
1821000,Powiat leski,2015,26747
1821000,Powiat leski,2016,26691
1821000,Powiat leski,2017,26606
1821000,Powiat leski,2018,26562
1821000,Powiat leski,2019,26441
1821000,Powiat leski,2020,25971
1821000,Powiat leski,2021,25696
1821000,Powiat leski,2022,25565
1821000,Powiat leski,2023,25397
1821000,Powiat leski,2024,25224
1861000,Powiat m. Krosno,2013,47223
1861000,Powiat m. Krosno,2014,46934
1861000,Powiat m. Krosno,2015,46775
1861000,Powiat m. Krosno,2016,46565
1861000,Powiat m. Krosno,2017,46600
1861000,Powiat m. Krosno,2018,46511
1861000,Powiat m. Krosno,2019,46291
1861000,Powiat m. Krosno,2020,45165
1861000,Powiat m. Krosno,2021,44687
1861000,Powiat m. Krosno,2022,44322
1861000,Powiat m. Krosno,2023,44060
1861000,Powiat m. Krosno,2024,43594
1862000,Powiat m. Przemyśl,2013,63638
1862000,Powiat m. Przemyśl,2014,63441
1862000,Powiat m. Przemyśl,2015,62720
1862000,Powiat m. Przemyśl,2016,62154
1862000,Powiat m. Przemyśl,2017,61808
1862000,Powiat m. Przemyśl,2018,61251
1862000,Powiat m. Przemyśl,2019,60689
1862000,Powiat m. Przemyśl,2020,58625
1862000,Powiat m. Przemyśl,2021,57568
1862000,Powiat m. Przemyśl,2022,56802
1862000,Powiat m. Przemyśl,2023,56050
1862000,Powiat m. Przemyśl,2024,55292
1863000,Powiat m. Rzeszów,2013,183108
1863000,Powiat m. Rzeszów,2014,185123
1863000,Powiat m. Rzeszów,2015,185896
1863000,Powiat m. Rzeszów,2016,187422
1863000,Powiat m. Rzeszów,2017,189662
1863000,Powiat m. Rzeszów,2018,191564
1863000,Powiat m. Rzeszów,2019,196208
1863000,Powiat m. Rzeszów,2020,194374
1863000,Powiat m. Rzeszów,2021,196374
1863000,Powiat m. Rzeszów,2022,197181
1863000,Powiat m. Rzeszów,2023,197268
1863000,Powiat m. Rzeszów,2024,198317
1864000,Powiat m. Tarnobrzeg,2013,48217
1864000,Powiat m. Tarnobrzeg,2014,48000
1864000,Powiat m. Tarnobrzeg,2015,47816
1864000,Powiat m. Tarnobrzeg,2016,47595
1864000,Powiat m. Tarnobrzeg,2017,47387
1864000,Powiat m. Tarnobrzeg,2018,47047
1864000,Powiat m. Tarnobrzeg,2019,46745
1864000,Powiat m. Tarnobrzeg,2020,45054
1864000,Powiat m. Tarnobrzeg,2021,44529
1864000,Powiat m. Tarnobrzeg,2022,44156
1864000,Powiat m. Tarnobrzeg,2023,43712
1864000,Powiat m. Tarnobrzeg,2024,43224
2001000,Powiat augustowski,2013,59558
2001000,Powiat augustowski,2014,59374
2001000,Powiat augustowski,2015,59103
2001000,Powiat augustowski,2016,58905
2001000,Powiat augustowski,2017,58669
2001000,Powiat augustowski,2018,58367
2001000,Powiat augustowski,2019,58068
2001000,Powiat augustowski,2020,55927
2001000,Powiat augustowski,2021,55306
2001000,Powiat augustowski,2022,54917
2001000,Powiat augustowski,2023,54449
2001000,Powiat augustowski,2024,54022
2002000,Powiat białostocki,2013,144978
2002000,Powiat białostocki,2014,145230
2002000,Powiat białostocki,2015,145517
2002000,Powiat białostocki,2016,146254
2002000,Powiat białostocki,2017,147002
2002000,Powiat białostocki,2018,148145
2002000,Powiat białostocki,2019,149611
2002000,Powiat białostocki,2020,153874
2002000,Powiat białostocki,2021,155073
2002000,Powiat białostocki,2022,156370
2002000,Powiat białostocki,2023,157896
2002000,Powiat białostocki,2024,159170
2003000,Powiat bielski,2013,57599
2003000,Powiat bielski,2014,57144
2003000,Powiat bielski,2015,56562
2003000,Powiat bielski,2016,56075
2003000,Powiat bielski,2017,55427
2003000,Powiat bielski,2018,54863
2003000,Powiat bielski,2019,54353
2003000,Powiat bielski,2020,52658
2003000,Powiat bielski,2021,51813
2003000,Powiat bielski,2022,51151
2003000,Powiat bielski,2023,50596
2003000,Powiat bielski,2024,49987
2004000,Powiat grajewski,2013,48916
2004000,Powiat grajewski,2014,48643
2004000,Powiat grajewski,2015,48357
2004000,Powiat grajewski,2016,48041
2004000,Powiat grajewski,2017,47781
2004000,Powiat grajewski,2018,47518
2004000,Powiat grajewski,2019,47210
2004000,Powiat grajewski,2020,45636
2004000,Powiat grajewski,2021,45180
2004000,Powiat grajewski,2022,44724
