powiat_code,powiat_name,year,total_population
2467000,Powiat m. Jastrzębie-Zdrój,2019,88743
2467000,Powiat m. Jastrzębie-Zdrój,2020,85388
2467000,Powiat m. Jastrzębie-Zdrój,2021,83987
2467000,Powiat m. Jastrzębie-Zdrój,2022,83139
2467000,Powiat m. Jastrzębie-Zdrój,2023,82301
2467000,Powiat m. Jastrzębie-Zdrój,2024,81338
2468000,Powiat m. Jaworzno,2013,93708
2468000,Powiat m. Jaworzno,2014,93331
2468000,Powiat m. Jaworzno,2015,92847
2468000,Powiat m. Jaworzno,2016,92473
2468000,Powiat m. Jaworzno,2017,92090
2468000,Powiat m. Jaworzno,2018,91563
2468000,Powiat m. Jaworzno,2019,91115
2468000,Powiat m. Jaworzno,2020,89269
2468000,Powiat m. Jaworzno,2021,88267
2468000,Powiat m. Jaworzno,2022,87552
2468000,Powiat m. Jaworzno,2023,86812
2468000,Powiat m. Jaworzno,2024,86075
2469000,Powiat m. Katowice,2013,304362
2469000,Powiat m. Katowice,2014,301834
2469000,Powiat m. Katowice,2015,299910
2469000,Powiat m. Katowice,2016,298111
2469000,Powiat m. Katowice,2017,296262
2469000,Powiat m. Katowice,2018,294510
2469000,Powiat m. Katowice,2019,292774
2469000,Powiat m. Katowice,2020,286369
2469000,Powiat m. Katowice,2021,282755
2469000,Powiat m. Katowice,2022,280190
2469000,Powiat m. Katowice,2023,279190
2469000,Powiat m. Katowice,2024,278885
2470000,Powiat m. Mysłowice,2013,75129
2470000,Powiat m. Mysłowice,2014,75037
2470000,Powiat m. Mysłowice,2015,74851
2470000,Powiat m. Mysłowice,2016,74592
2470000,Powiat m. Mysłowice,2017,74647
2470000,Powiat m. Mysłowice,2018,74586
2470000,Powiat m. Mysłowice,2019,74618
2470000,Powiat m. Mysłowice,2020,72587
2470000,Powiat m. Mysłowice,2021,72124
2470000,Powiat m. Mysłowice,2022,71643
2470000,Powiat m. Mysłowice,2023,71280
2470000,Powiat m. Mysłowice,2024,70741
2471000,Powiat m. Piekary Śląskie,2013,57148
2471000,Powiat m. Piekary Śląskie,2014,56755
2471000,Powiat m. Piekary Śląskie,2015,56374
2471000,Powiat m. Piekary Śląskie,2016,55954
2471000,Powiat m. Piekary Śląskie,2017,55652
2471000,Powiat m. Piekary Śląskie,2018,55299
2471000,Powiat m. Piekary Śląskie,2019,55030
2471000,Powiat m. Piekary Śląskie,2020,53168
2471000,Powiat m. Piekary Śląskie,2021,52699
2471000,Powiat m. Piekary Śląskie,2022,52137
2471000,Powiat m. Piekary Śląskie,2023,51707
2471000,Powiat m. Piekary Śląskie,2024,51373
2472000,Powiat m. Ruda Śląska,2013,141521
2472000,Powiat m. Ruda Śląska,2014,140669
2472000,Powiat m. Ruda Śląska,2015,139844
2472000,Powiat m. Ruda Śląska,2016,139125
2472000,Powiat m. Ruda Śląska,2017,138578
2472000,Powiat m. Ruda Śląska,2018,138000
2472000,Powiat m. Ruda Śląska,2019,137360
2472000,Powiat m. Ruda Śląska,2020,134169
2472000,Powiat m. Ruda Śląska,2021,132766
2472000,Powiat m. Ruda Śląska,2022,131532
2472000,Powiat m. Ruda Śląska,2023,130302
2472000,Powiat m. Ruda Śląska,2024,128793
2473000,Powiat m. Rybnik,2013,140173
2473000,Powiat m. Rybnik,2014,140052
2473000,Powiat m. Rybnik,2015,139595
2473000,Powiat m. Rybnik,2016,139252
2473000,Powiat m. Rybnik,2017,139129
2473000,Powiat m. Rybnik,2018,138696
2473000,Powiat m. Rybnik,2019,138098
2473000,Powiat m. Rybnik,2020,134050
2473000,Powiat m. Rybnik,2021,132923
2473000,Powiat m. Rybnik,2022,131744
2473000,Powiat m. Rybnik,2023,130887
2473000,Powiat m. Rybnik,2024,129817
2474000,Powiat m. Siemianowice Śląskie,2013,68844
2474000,Powiat m. Siemianowice Śląskie,2014,68634
2474000,Powiat m. Siemianowice Śląskie,2015,68231
2474000,Powiat m. Siemianowice Śląskie,2016,67905
2474000,Powiat m. Siemianowice Śląskie,2017,67523
2474000,Powiat m. Siemianowice Śląskie,2018,67154
2474000,Powiat m. Siemianowice Śląskie,2019,66841
2474000,Powiat m. Siemianowice Śląskie,2020,64935
2474000,Powiat m. Siemianowice Śląskie,2021,64365
2474000,Powiat m. Siemianowice Śląskie,2022,63892
2474000,Powiat m. Siemianowice Śląskie,2023,63401
2474000,Powiat m. Siemianowice Śląskie,2024,62817
2475000,Powiat m. Sosnowiec,2013,211275
2475000,Powiat m. Sosnowiec,2014,209274
2475000,Powiat m. Sosnowiec,2015,207381
2475000,Powiat m. Sosnowiec,2016,205873
2475000,Powiat m. Sosnowiec,2017,204013
2475000,Powiat m. Sosnowiec,2018,202036
2475000,Powiat m. Sosnowiec,2019,199974
2475000,Powiat m. Sosnowiec,2020,194438
2475000,Powiat m. Sosnowiec,2021,191676
2475000,Powiat m. Sosnowiec,2022,189178
2475000,Powiat m. Sosnowiec,2023,187115
2475000,Powiat m. Sosnowiec,2024,184988
2476000,Powiat m. Świętochłowice,2013,51824
2476000,Powiat m. Świętochłowice,2014,51494
2476000,Powiat m. Świętochłowice,2015,50970
2476000,Powiat m. Świętochłowice,2016,50644
2476000,Powiat m. Świętochłowice,2017,50385
2476000,Powiat m. Świętochłowice,2018,50012
2476000,Powiat m. Świętochłowice,2019,49557
2476000,Powiat m. Świętochłowice,2020,46645
2476000,Powiat m. Świętochłowice,2021,46112
2476000,Powiat m. Świętochłowice,2022,45795
2476000,Powiat m. Świętochłowice,2023,45434
2476000,Powiat m. Świętochłowice,2024,45021
2477000,Powiat m. Tychy,2013,128799
2477000,Powiat m. Tychy,2014,128621
2477000,Powiat m. Tychy,2015,128444
2477000,Powiat m. Tychy,2016,128351
2477000,Powiat m. Tychy,2017,128211
2477000,Powiat m. Tychy,2018,127831
2477000,Powiat m. Tychy,2019,127590
2477000,Powiat m. Tychy,2020,125223
2477000,Powiat m. Tychy,2021,124139
2477000,Powiat m. Tychy,2022,123105
2477000,Powiat m. Tychy,2023,122045
2477000,Powiat m. Tychy,2024,121063
2478000,Powiat m. Zabrze,2013,178357
2478000,Powiat m. Zabrze,2014,177188
2478000,Powiat m. Zabrze,2015,176327
2478000,Powiat m. Zabrze,2016,175459
2478000,Powiat m. Zabrze,2017,174349
2478000,Powiat m. Zabrze,2018,173374
2478000,Powiat m. Zabrze,2019,172360
2478000,Powiat m. Zabrze,2020,158923
2478000,Powiat m. Zabrze,2021,156935
2478000,Powiat m. Zabrze,2022,155430
2478000,Powiat m. Zabrze,2023,153838
2478000,Powiat m. Zabrze,2024,152461
2479000,Powiat m. Żory,2013,62038
2479000,Powiat m. Żory,2014,62051
2479000,Powiat m. Żory,2015,61945
2479000,Powiat m. Żory,2016,62013
2479000,Powiat m. Żory,2017,62243
2479000,Powiat m. Żory,2018,62456
2479000,Powiat m. Żory,2019,62472
2479000,Powiat m. Żory,2020,61833
2479000,Powiat m. Żory,2021,61839
2479000,Powiat m. Żory,2022,61817
2479000,Powiat m. Żory,2023,61774
2479000,Powiat m. Żory,2024,61923
2601000,Powiat buski,2013,73591
2601000,Powiat buski,2014,73450
2601000,Powiat buski,2015,73068
2601000,Powiat buski,2016,72779
2601000,Powiat buski,2017,72323
2601000,Powiat buski,2018,72058
2601000,Powiat buski,2019,71596
2601000,Powiat buski,2020,69752
2601000,Powiat buski,2021,68910
2601000,Powiat buski,2022,68470
2601000,Powiat buski,2023,67817
2601000,Powiat buski,2024,67157
2602000,Powiat jędrzejowski,2013,87987
2602000,Powiat jędrzejowski,2014,87635
2602000,Powiat jędrzejowski,2015,87141
2602000,Powiat jędrzejowski,2016,86886
2602000,Powiat jędrzejowski,2017,86560
2602000,Powiat jędrzejowski,2018,86076
2602000,Powiat jędrzejowski,2019,85379
2602000,Powiat jędrzejowski,2020,83369
2602000,Powiat jędrzejowski,2021,82500
2602000,Powiat jędrzejowski,2022,81786
2602000,Powiat jędrzejowski,2023,81057
2602000,Powiat jędrzejowski,2024,80365
2603000,Powiat kazimierski,2013,34943
2603000,Powiat kazimierski,2014,34689
2603000,Powiat kazimierski,2015,34449
2603000,Powiat kazimierski,2016,34273
2603000,Powiat kazimierski,2017,34049
2603000,Powiat kazimierski,2018,33851
2603000,Powiat kazimierski,2019,33619
2603000,Powiat kazimierski,2020,32616
2603000,Powiat kazimierski,2021,32281
2603000,Powiat kazimierski,2022,31966
2603000,Powiat kazimierski,2023,31693
2603000,Powiat kazimierski,2024,31373
2604000,Powiat kielecki,2013,207588
2604000,Powiat kielecki,2014,208066
2604000,Powiat kielecki,2015,208526
2604000,Powiat kielecki,2016,208977
2604000,Powiat kielecki,2017,210102
2604000,Powiat kielecki,2018,210694
2604000,Powiat kielecki,2019,211259
2604000,Powiat kielecki,2020,211897
2604000,Powiat kielecki,2021,211639
2604000,Powiat kielecki,2022,211774
2604000,Powiat kielecki,2023,211764
2604000,Powiat kielecki,2024,211645
2605000,Powiat konecki,2013,83392
2605000,Powiat konecki,2014,82925
2605000,Powiat konecki,2015,82336
2605000,Powiat konecki,2016,81902
2605000,Powiat konecki,2017,81315
2605000,Powiat konecki,2018,80648
2605000,Powiat konecki,2019,79858
2605000,Powiat konecki,2020,76423
2605000,Powiat konecki,2021,75396
2605000,Powiat konecki,2022,74558
2605000,Powiat konecki,2023,73741
2605000,Powiat konecki,2024,72810
2606000,Powiat opatowski,2013,54656
2606000,Powiat opatowski,2014,54248
2606000,Powiat opatowski,2015,53821
2606000,Powiat opatowski,2016,53361
2606000,Powiat opatowski,2017,53028
2606000,Powiat opatowski,2018,52577
2606000,Powiat opatowski,2019,52089
2606000,Powiat opatowski,2020,50148
2606000,Powiat opatowski,2021,49470
2606000,Powiat opatowski,2022,48894
2606000,Powiat opatowski,2023,48394
2606000,Powiat opatowski,2024,47876
2607000,Powiat ostrowiecki,2013,114418
2607000,Powiat ostrowiecki,2014,113678
2607000,Powiat ostrowiecki,2015,112417
2607000,Powiat ostrowiecki,2016,111984
2607000,Powiat ostrowiecki,2017,111111
2607000,Powiat ostrowiecki,2018,110127
2607000,Powiat ostrowiecki,2019,108964
2607000,Powiat ostrowiecki,2020,104024
2607000,Powiat ostrowiecki,2021,102552
2607000,Powiat ostrowiecki,2022,101311
2607000,Powiat ostrowiecki,2023,100058
2607000,Powiat ostrowiecki,2024,98766
2608000,Powiat pińczowski,2013,40611
2608000,Powiat pińczowski,2014,40350
2608000,Powiat pińczowski,2015,40081
2608000,Powiat pińczowski,2016,39838
2608000,Powiat pińczowski,2017,39497
2608000,Powiat pińczowski,2018,39271
2608000,Powiat pińczowski,2019,38926
2608000,Powiat pińczowski,2020,37821
2608000,Powiat pińczowski,2021,37372
2608000,Powiat pińczowski,2022,37011
2608000,Powiat pińczowski,2023,36739
2608000,Powiat pińczowski,2024,36283
2609000,Powiat sandomierski,2013,80069
2609000,Powiat sandomierski,2014,79625
2609000,Powiat sandomierski,2015,79266
2609000,Powiat sandomierski,2016,78858
2609000,Powiat sandomierski,2017,78405
2609000,Powiat sandomierski,2018,77773
2609000,Powiat sandomierski,2019,77017
2609000,Powiat sandomierski,2020,74270
2609000,Powiat sandomierski,2021,73420
2609000,Powiat sandomierski,2022,72616
2609000,Powiat sandomierski,2023,71824
2609000,Powiat sandomierski,2024,70999
2610000,Powiat skarżyski,2013,78072
2610000,Powiat skarżyski,2014,77647
2610000,Powiat skarżyski,2015,77039
2610000,Powiat skarżyski,2016,76384
2610000,Powiat skarżyski,2017,75673
2610000,Powiat skarżyski,2018,74817
2610000,Powiat skarżyski,2019,73991
2610000,Powiat skarżyski,2020,71276
2610000,Powiat skarżyski,2021,70076
2610000,Powiat skarżyski,2022,69087
2610000,Powiat skarżyski,2023,68103
2610000,Powiat skarżyski,2024,67152
2611000,Powiat starachowicki,2013,93216
2611000,Powiat starachowicki,2014,92540
2611000,Powiat starachowicki,2015,92032
2611000,Powiat starachowicki,2016,91449
2611000,Powiat starachowicki,2017,90888
2611000,Powiat starachowicki,2018,90377
2611000,Powiat starachowicki,2019,89576
2611000,Powiat starachowicki,2020,86496
2611000,Powiat starachowicki,2021,85424
2611000,Powiat starachowicki,2022,84514
2611000,Powiat starachowicki,2023,83634
2611000,Powiat starachowicki,2024,82681
2612000,Powiat staszowski,2013,73505
2612000,Powiat staszowski,2014,73320
2612000,Powiat staszowski,2015,73036
2612000,Powiat staszowski,2016,72797
2612000,Powiat staszowski,2017,72456
2612000,Powiat staszowski,2018,72167
2612000,Powiat staszowski,2019,71776
2612000,Powiat staszowski,2020,70079
2612000,Powiat staszowski,2021,69515
2612000,Powiat staszowski,2022,69001
2612000,Powiat staszowski,2023,68448
2612000,Powiat staszowski,2024,67817
2613000,Powiat włoszczowski,2013,46321
2613000,Powiat włoszczowski,2014,46146
2613000,Powiat włoszczowski,2015,45921
2613000,Powiat włoszczowski,2016,45708
2613000,Powiat włoszczowski,2017,45521
2613000,Powiat włoszczowski,2018,45336
2613000,Powiat włoszczowski,2019,45059
2613000,Powiat włoszczowski,2020,43986
2613000,Powiat włoszczowski,2021,43660
2613000,Powiat włoszczowski,2022,43291
2613000,Powiat włoszczowski,2023,42932
2613000,Powiat włoszczowski,2024,42530
2661000,Powiat m. Kielce,2013,199870
2661000,Powiat m. Kielce,2014,198857
2661000,Powiat m. Kielce,2015,198046
2661000,Powiat m. Kielce,2016,197704
2661000,Powiat m. Kielce,2017,196804
2661000,Powiat m. Kielce,2018,195774
2661000,Powiat m. Kielce,2019,194852
2661000,Powiat m. Kielce,2020,187427
2661000,Powiat m. Kielce,2021,185478
2661000,Powiat m. Kielce,2022,183885
2661000,Powiat m. Kielce,2023,182295
2661000,Powiat m. Kielce,2024,180537
2801000,Powiat bartoszycki,2013,60205
2801000,Powiat bartoszycki,2014,59830
2801000,Powiat bartoszycki,2015,59378
2801000,Powiat bartoszycki,2016,58884
2801000,Powiat bartoszycki,2017,58435
2801000,Powiat bartoszycki,2018,57916
2801000,Powiat bartoszycki,2019,57231
2801000,Powiat bartoszycki,2020,54582
2801000,Powiat bartoszycki,2021,53830
2801000,Powiat bartoszycki,2022,53220
2801000,Powiat bartoszycki,2023,52674
2801000,Powiat bartoszycki,2024,52001
2802000,Powiat braniewski,2013,42740
2802000,Powiat braniewski,2014,42469
2802000,Powiat braniewski,2015,42208
2802000,Powiat braniewski,2016,41954
2802000,Powiat braniewski,2017,41675
2802000,Powiat braniewski,2018,41391
2802000,Powiat braniewski,2019,41034
2802000,Powiat braniewski,2020,38686
2802000,Powiat braniewski,2021,38234
2802000,Powiat braniewski,2022,37851
2802000,Powiat braniewski,2023,37281
2802000,Powiat braniewski,2024,36812
2803000,Powiat działdowski,2013,66485
2803000,Powiat działdowski,2014,66286
2803000,Powiat działdowski,2015,66113
2803000,Powiat działdowski,2016,66011
2803000,Powiat działdowski,2017,65772
2803000,Powiat działdowski,2018,65442
2803000,Powiat działdowski,2019,65139
2803000,Powiat działdowski,2020,62861
2803000,Powiat działdowski,2021,62296
2803000,Powiat działdowski,2022,61917
2803000,Powiat działdowski,2023,61416
2803000,Powiat działdowski,2024,61003
2804000,Powiat elbląski,2013,58260
2804000,Powiat elbląski,2014,58174
2804000,Powiat elbląski,2015,58220
2804000,Powiat elbląski,2016,58094
2804000,Powiat elbląski,2017,57955
2804000,Powiat elbląski,2018,57549
2804000,Powiat elbląski,2019,57211
2804000,Powiat elbląski,2020,55425
2804000,Powiat elbląski,2021,54968
2804000,Powiat elbląski,2022,54615
2804000,Powiat elbląski,2023,54142
2804000,Powiat elbląski,2024,53765
2805000,Powiat ełcki,2013,89477
2805000,Powiat ełcki,2014,89883
2805000,Powiat ełcki,2015,90080
2805000,Powiat ełcki,2016,90584
2805000,Powiat ełcki,2017,91022
2805000,Powiat ełcki,2018,91359
2805000,Powiat ełcki,2019,91560
2805000,Powiat ełcki,2020,89158
2805000,Powiat ełcki,2021,88771
2805000,Powiat ełcki,2022,88621
2805000,Powiat ełcki,2023,88343
2805000,Powiat ełcki,2024,87992
2806000,Powiat giżycki,2013,57616
2806000,Powiat giżycki,2014,57562
2806000,Powiat giżycki,2015,57286
2806000,Powiat giżycki,2016,57141
2806000,Powiat giżycki,2017,56922
2806000,Powiat giżycki,2018,56754
2806000,Powiat giżycki,2019,56565
2806000,Powiat giżycki,2020,54961
2806000,Powiat giżycki,2021,54409
2806000,Powiat giżycki,2022,54016
2806000,Powiat giżycki,2023,53736
2806000,Powiat giżycki,2024,53165
2807000,Powiat iławski,2013,93134
2807000,Powiat iławski,2014,93052
2807000,Powiat iławski,2015,92795
2807000,Powiat iławski,2016,92791
2807000,Powiat iławski,2017,92811
2807000,Powiat iławski,2018,93020
2807000,Powiat iławski,2019,92879
2807000,Powiat iławski,2020,91087
2807000,Powiat iławski,2021,90562
2807000,Powiat iławski,2022,90218
2807000,Powiat iławski,2023,89870
2807000,Powiat iławski,2024,89540
2808000,Powiat kętrzyński,2013,65509
2808000,Powiat kętrzyński,2014,65040
2808000,Powiat kętrzyński,2015,64450
2808000,Powiat kętrzyński,2016,63969
2808000,Powiat kętrzyński,2017,63470
2808000,Powiat kętrzyński,2018,62924
2808000,Powiat kętrzyński,2019,62283
2808000,Powiat kętrzyński,2020,59331
2808000,Powiat kętrzyński,2021,58566
2808000,Powiat kętrzyński,2022,57792
2808000,Powiat kętrzyński,2023,57045
2808000,Powiat kętrzyński,2024,56262
2809000,Powiat lidzbarski,2013,42582
2809000,Powiat lidzbarski,2014,42506
2809000,Powiat lidzbarski,2015,42266
2809000,Powiat lidzbarski,2016,42039
2809000,Powiat lidzbarski,2017,41840
2809000,Powiat lidzbarski,2018,41512
2809000,Powiat lidzbarski,2019,41180
2809000,Powiat lidzbarski,2020,39328
2809000,Powiat lidzbarski,2021,38923
2809000,Powiat lidzbarski,2022,38539
2809000,Powiat lidzbarski,2023,38126
2809000,Powiat lidzbarski,2024,37756
2810000,Powiat mrągowski,2013,51069
2810000,Powiat mrągowski,2014,50901
2810000,Powiat mrągowski,2015,50696
2810000,Powiat mrągowski,2016,50507
2810000,Powiat mrągowski,2017,50381
2810000,Powiat mrągowski,2018,50080
2810000,Powiat mrągowski,2019,49762
2810000,Powiat mrągowski,2020,48860
2810000,Powiat mrągowski,2021,48324
2810000,Powiat mrągowski,2022,47861
2810000,Powiat mrągowski,2023,47472
2810000,Powiat mrągowski,2024,47074
2811000,Powiat nidzicki,2013,33903
2811000,Powiat nidzicki,2014,33859
2811000,Powiat nidzicki,2015,33658
2811000,Powiat nidzicki,2016,33432
2811000,Powiat nidzicki,2017,33239
2811000,Powiat nidzicki,2018,33068
2811000,Powiat nidzicki,2019,32857
2811000,Powiat nidzicki,2020,31232
2811000,Powiat nidzicki,2021,30907
2811000,Powiat nidzicki,2022,30666
2811000,Powiat nidzicki,2023,30460
2811000,Powiat nidzicki,2024,30207
2812000,Powiat nowomiejski,2013,44265
2812000,Powiat nowomiejski,2014,44291
2812000,Powiat nowomiejski,2015,44321
2812000,Powiat nowomiejski,2016,44166
2812000,Powiat nowomiejski,2017,44104
2812000,Powiat nowomiejski,2018,43997
2812000,Powiat nowomiejski,2019,43822
2812000,Powiat nowomiejski,2020,42816
2812000,Powiat nowomiejski,2021,42473
2812000,Powiat nowomiejski,2022,42209
2812000,Powiat nowomiejski,2023,41964
2812000,Powiat nowomiejski,2024,41726
2813000,Powiat olecki,2013,34887
2813000,Powiat olecki,2014,34805
2813000,Powiat olecki,2015,34745
2813000,Powiat olecki,2016,34609
2813000,Powiat olecki,2017,34600
2813000,Powiat olecki,2018,34433
2813000,Powiat olecki,2019,34148
2813000,Powiat olecki,2020,32851
2813000,Powiat olecki,2021,32479
2813000,Powiat olecki,2022,32222
2813000,Powiat olecki,2023,31996
2813000,Powiat olecki,2024,31717
2814000,Powiat olsztyński,2013,122483
2814000,Powiat olsztyński,2014,123049
2814000,Powiat olsztyński,2015,123479
2814000,Powiat olsztyński,2016,124205
2814000,Powiat olsztyński,2017,125220
2814000,Powiat olsztyński,2018,126018
2814000,Powiat olsztyński,2019,126781
2814000,Powiat olsztyński,2020,128530
2814000,Powiat olsztyński,2021,128935
2814000,Powiat olsztyński,2022,129555
2814000,Powiat olsztyński,2023,129914
2814000,Powiat olsztyński,2024,130560
2815000,Powiat ostródzki,2013,106727
2815000,Powiat ostródzki,2014,106442
2815000,Powiat ostródzki,2015,106023
2815000,Powiat ostródzki,2016,105607
2815000,Powiat ostródzki,2017,105318
2815000,Powiat ostródzki,2018,104780
2815000,Powiat ostródzki,2019,104151
2815000,Powiat ostródzki,2020,101397
2815000,Powiat ostródzki,2021,100597
2815000,Powiat ostródzki,2022,99744
2815000,Powiat ostródzki,2023,99069
2815000,Powiat ostródzki,2024,98242
2816000,Powiat piski,2013,57819
2816000,Powiat piski,2014,57771
2816000,Powiat piski,2015,57570
2816000,Powiat piski,2016,57295
2816000,Powiat piski,2017,56933
2816000,Powiat piski,2018,56570
2816000,Powiat piski,2019,56135
2816000,Powiat piski,2020,53531
2816000,Powiat piski,2021,52946
2816000,Powiat piski,2022,52537
2816000,Powiat piski,2023,51969
2816000,Powiat piski,2024,51550
2817000,Powiat szczycieński,2013,71027
2817000,Powiat szczycieński,2014,70891
2817000,Powiat szczycieński,2015,70570
2817000,Powiat szczycieński,2016,70466
2817000,Powiat szczycieński,2017,70153
2817000,Powiat szczycieński,2018,69885
2817000,Powiat szczycieński,2019,69376
2817000,Powiat szczycieński,2020,67649
2817000,Powiat szczycieński,2021,67159
2817000,Powiat szczycieński,2022,66859
2817000,Powiat szczycieński,2023,66535
2817000,Powiat szczycieński,2024,66133
2818000,Powiat gołdapski,2013,27460
2818000,Powiat gołdapski,2014,27353
2818000,Powiat gołdapski,2015,27280
2818000,Powiat gołdapski,2016,27151
2818000,Powiat gołdapski,2017,27062
2818000,Powiat gołdapski,2018,26908
2818000,Powiat gołdapski,2019,26689
2818000,Powiat gołdapski,2020,25583
2818000,Powiat gołdapski,2021,25408
2818000,Powiat gołdapski,2022,25147
2818000,Powiat gołdapski,2023,24860
2818000,Powiat gołdapski,2024,24612
2819000,Powiat węgorzewski,2013,23693
2819000,Powiat węgorzewski,2014,23604
2819000,Powiat węgorzewski,2015,23451
2819000,Powiat węgorzewski,2016,23278
2819000,Powiat węgorzewski,2017,23068
2819000,Powiat węgorzewski,2018,22873
2819000,Powiat węgorzewski,2019,22638
2819000,Powiat węgorzewski,2020,21473
2819000,Powiat węgorzewski,2021,21260
2819000,Powiat węgorzewski,2022,21062
2819000,Powiat węgorzewski,2023,20804
2819000,Powiat węgorzewski,2024,20611
2861000,Powiat m. Elbląg,2013,122899
2861000,Powiat m. Elbląg,2014,122368
2861000,Powiat m. Elbląg,2015,121642
2861000,Powiat m. Elbląg,2016,121191
2861000,Powiat m. Elbląg,2017,120895
2861000,Powiat m. Elbląg,2018,120142
2861000,Powiat m. Elbląg,2019,119317
2861000,Powiat m. Elbląg,2020,115575
2861000,Powiat m. Elbląg,2021,114401
2861000,Powiat m. Elbląg,2022,113567
2861000,Powiat m. Elbląg,2023,112923
2861000,Powiat m. Elbląg,2024,112052
2862000,Powiat m. Olsztyn,2013,174675
2862000,Powiat m. Olsztyn,2014,173831
2862000,Powiat m. Olsztyn,2015,173444
2862000,Powiat m. Olsztyn,2016,172993
2862000,Powiat m. Olsztyn,2017,173070
2862000,Powiat m. Olsztyn,2018,172362
2862000,Powiat m. Olsztyn,2019,171979
2862000,Powiat m. Olsztyn,2020,170706
2862000,Powiat m. Olsztyn,2021,169251
2862000,Powiat m. Olsztyn,2022,168212
2862000,Powiat m. Olsztyn,2023,167311
2862000,Powiat m. Olsztyn,2024,166392
3001000,Powiat chodzieski,2013,47639
3001000,Powiat chodzieski,2014,47622
3001000,Powiat chodzieski,2015,47534
3001000,Powiat chodzieski,2016,47415
3001000,Powiat chodzieski,2017,47341
3001000,Powiat chodzieski,2018,47229
3001000,Powiat chodzieski,2019,47055
3001000,Powiat chodzieski,2020,46184
3001000,Powiat chodzieski,2021,45813
3001000,Powiat chodzieski,2022,45476
3001000,Powiat chodzieski,2023,45206
3001000,Powiat chodzieski,2024,44876
3002000,Powiat czarnkowsko-trzcianecki,2013,88081
3002000,Powiat czarnkowsko-trzcianecki,2014,88045
3002000,Powiat czarnkowsko-trzcianecki,2015,87890
3002000,Powiat czarnkowsko-trzcianecki,2016,87885
3002000,Powiat czarnkowsko-trzcianecki,2017,87570
3002000,Powiat czarnkowsko-trzcianecki,2018,87420
3002000,Powiat czarnkowsko-trzcianecki,2019,86990
3002000,Powiat czarnkowsko-trzcianecki,2020,85319
3002000,Powiat czarnkowsko-trzcianecki,2021,84585
3002000,Powiat czarnkowsko-trzcianecki,2022,84020
3002000,Powiat czarnkowsko-trzcianecki,2023,83442
3002000,Powiat czarnkowsko-trzcianecki,2024,82852
3003000,Powiat gnieźnieński,2013,144955
3003000,Powiat gnieźnieński,2014,145075
3003000,Powiat gnieźnieński,2015,145085
3003000,Powiat gnieźnieński,2016,145211
3003000,Powiat gnieźnieński,2017,145333
3003000,Powiat gnieźnieński,2018,145317
3003000,Powiat gnieźnieński,2019,145418
3003000,Powiat gnieźnieński,2020,142872
3003000,Powiat gnieźnieński,2021,142166
3003000,Powiat gnieźnieński,2022,141748
3003000,Powiat gnieźnieński,2023,141303
3003000,Powiat gnieźnieński,2024,140653
3004000,Powiat gostyński,2013,76239
3004000,Powiat gostyński,2014,76193
3004000,Powiat gostyński,2015,76230
3004000,Powiat gostyński,2016,76093
3004000,Powiat gostyński,2017,76087
3004000,Powiat gostyński,2018,76011
3004000,Powiat gostyński,2019,75908
3004000,Powiat gostyński,2020,74623
3004000,Powiat gostyński,2021,74196
3004000,Powiat gostyński,2022,73899
3004000,Powiat gostyński,2023,73516
3004000,Powiat gostyński,2024,72977
3005000,Powiat grodziski,2013,50971
3005000,Powiat grodziski,2014,51217
3005000,Powiat grodziski,2015,51426
3005000,Powiat grodziski,2016,51423
3005000,Powiat grodziski,2017,51701
3005000,Powiat grodziski,2018,51972
3005000,Powiat grodziski,2019,51893
3005000,Powiat grodziski,2020,51711
3005000,Powiat grodziski,2021,51535
3005000,Powiat grodziski,2022,51626
3005000,Powiat grodziski,2023,51560
3005000,Powiat grodziski,2024,51541
3006000,Powiat jarociński,2013,71632
3006000,Powiat jarociński,2014,71775
3006000,Powiat jarociński,2015,71790
3006000,Powiat jarociński,2016,71738
3006000,Powiat jarociński,2017,71741
3006000,Powiat jarociński,2018,71686
3006000,Powiat jarociński,2019,71563
3006000,Powiat jarociński,2020,70533
3006000,Powiat jarociński,2021,70235
3006000,Powiat jarociński,2022,70037
3006000,Powiat jarociński,2023,69749
3006000,Powiat jarociński,2024,69540
3007000,Powiat kaliski,2013,82585
3007000,Powiat kaliski,2014,82814
3007000,Powiat kaliski,2015,82838
3007000,Powiat kaliski,2016,82905
3007000,Powiat kaliski,2017,83124
3007000,Powiat kaliski,2018,83030
3007000,Powiat kaliski,2019,83026
3007000,Powiat kaliski,2020,82904
3007000,Powiat kaliski,2021,82740
3007000,Powiat kaliski,2022,82503
3007000,Powiat kaliski,2023,82215
3007000,Powiat kaliski,2024,81950
3008000,Powiat kępiński,2013,56392
3008000,Powiat kępiński,2014,56491
3008000,Powiat kępiński,2015,56427
3008000,Powiat kępiński,2016,56458
3008000,Powiat kępiński,2017,56394
3008000,Powiat kępiński,2018,56486
3008000,Powiat kępiński,2019,56451
3008000,Powiat kępiński,2020,56537
3008000,Powiat kępiński,2021,56373
3008000,Powiat kępiński,2022,56071
3008000,Powiat kępiński,2023,55924
3008000,Powiat kępiński,2024,55762
3009000,Powiat kolski,2013,89077
3009000,Powiat kolski,2014,88848
3009000,Powiat kolski,2015,88399
3009000,Powiat kolski,2016,88125
3009000,Powiat kolski,2017,87790
3009000,Powiat kolski,2018,87216
