powiat_code,powiat_name,year,age_15_29,age_30_49,age_50_69
0201000,Powiat bolesławiecki,2013,18318,25970,24184
0201000,Powiat bolesławiecki,2014,17729,26244,24441
0201000,Powiat bolesławiecki,2015,17195,26569,24686
0201000,Powiat bolesławiecki,2016,16657,26871,24775
0201000,Powiat bolesławiecki,2017,16064,27178,24606
0201000,Powiat bolesławiecki,2018,15606,27432,24434
0201000,Powiat bolesławiecki,2019,15101,27714,24080
0201000,Powiat bolesławiecki,2020,13645,27706,23474
0201000,Powiat bolesławiecki,2021,13346,27752,23131
0201000,Powiat bolesławiecki,2022,13286,27482,22881
0201000,Powiat bolesławiecki,2023,13386,27126,22739
0201000,Powiat bolesławiecki,2024,13335,26699,22844
0202000,Powiat dzierżoniowski,2013,19520,29547,30032
0202000,Powiat dzierżoniowski,2014,18612,29747,30349
0202000,Powiat dzierżoniowski,2015,17781,29860,30617
0202000,Powiat dzierżoniowski,2016,17101,29916,30431
0202000,Powiat dzierżoniowski,2017,16537,29957,30078
0202000,Powiat dzierżoniowski,2018,15884,30068,29599
0202000,Powiat dzierżoniowski,2019,15328,30077,29131
0202000,Powiat dzierżoniowski,2020,13535,29780,28174
0202000,Powiat dzierżoniowski,2021,13150,29480,27507
0202000,Powiat dzierżoniowski,2022,12968,29099,26859
0202000,Powiat dzierżoniowski,2023,12847,28476,26475
0202000,Powiat dzierżoniowski,2024,12763,27888,26141
0203000,Powiat głogowski,2013,17357,26540,25893
0203000,Powiat głogowski,2014,16709,26797,26096
0203000,Powiat głogowski,2015,16073,27227,26170
0203000,Powiat głogowski,2016,15582,27357,25781
0203000,Powiat głogowski,2017,15173,27609,25268
0203000,Powiat głogowski,2018,14598,27749,24606
0203000,Powiat głogowski,2019,14170,27793,23923
0203000,Powiat głogowski,2020,12780,27466,22872
0203000,Powiat głogowski,2021,12729,27157,22328
0203000,Powiat głogowski,2022,12714,26720,21821
0203000,Powiat głogowski,2023,12886,26100,21499
0203000,Powiat głogowski,2024,13021,25499,21205
0204000,Powiat górowski,2013,7987,9831,9449
0204000,Powiat górowski,2014,7708,9914,9540
0204000,Powiat górowski,2015,7450,10024,9568
0204000,Powiat górowski,2016,7261,10061,9587
0204000,Powiat górowski,2017,7088,10088,9477
0204000,Powiat górowski,2018,6898,10060,9394
0204000,Powiat górowski,2019,6657,9982,9272
0204000,Powiat górowski,2020,5743,9678,9102
0204000,Powiat górowski,2021,5598,9549,8963
0204000,Powiat górowski,2022,5532,9462,8874
0204000,Powiat górowski,2023,5525,9306,8786
0204000,Powiat górowski,2024,5443,9125,8681
0205000,Powiat jaworski,2013,10586,14508,14743
0205000,Powiat jaworski,2014,10146,14674,14861
0205000,Powiat jaworski,2015,9743,14785,15022
0205000,Powiat jaworski,2016,9261,14936,14993
0205000,Powiat jaworski,2017,8860,15078,14784
0205000,Powiat jaworski,2018,8471,15041,14594
0205000,Powiat jaworski,2019,8169,15031,14348
0205000,Powiat jaworski,2020,7207,14749,13931
0205000,Powiat jaworski,2021,7032,14601,13596
0205000,Powiat jaworski,2022,6910,14395,13402
0205000,Powiat jaworski,2023,6958,14177,13146
0205000,Powiat jaworski,2024,6949,13935,12966
0206000,Powiat karkonoski,2013,12231,18886,19376
0206000,Powiat karkonoski,2014,11706,19069,19680
0206000,Powiat karkonoski,2015,11279,19193,19837
0206000,Powiat karkonoski,2016,10999,19288,19758
0206000,Powiat karkonoski,2017,10662,19457,19486
0206000,Powiat karkonoski,2018,10354,19519,19176
0206000,Powiat karkonoski,2019,10074,19560,18937
0206000,Powiat karkonoski,2020,8694,19254,18327
0206000,Powiat karkonoski,2021,8632,19069,17886
0206000,Powiat karkonoski,2022,8622,18834,17553
0206000,Powiat karkonoski,2023,8640,18449,17260
0206000,Powiat karkonoski,2024,8632,18042,17124
0207000,Powiat kamiennogórski,2013,8823,12614,12622
0207000,Powiat kamiennogórski,2014,8461,12670,12795
0207000,Powiat kamiennogórski,2015,8218,12690,12942
0207000,Powiat kamiennogórski,2016,8015,12737,12913
0207000,Powiat kamiennogórski,2017,7769,12786,12753
0207000,Powiat kamiennogórski,2018,7540,12799,12517
0207000,Powiat kamiennogórski,2019,7286,12812,12266
0207000,Powiat kamiennogórski,2020,6419,12598,11936
0207000,Powiat kamiennogórski,2021,6316,12385,11710
0207000,Powiat kamiennogórski,2022,6229,12270,11454
0207000,Powiat kamiennogórski,2023,6205,12018,11326
0207000,Powiat kamiennogórski,2024,6155,11719,11206
0208000,Powiat kłodzki,2013,30994,45768,48808
0208000,Powiat kłodzki,2014,29601,46172,49038
0208000,Powiat kłodzki,2015,28307,46509,49221
0208000,Powiat kłodzki,2016,27317,46801,48730
0208000,Powiat kłodzki,2017,26209,47003,47908
0208000,Powiat kłodzki,2018,25264,47151,46781
0208000,Powiat kłodzki,2019,24342,46964,45907
0208000,Powiat kłodzki,2020,21392,45696,44213
0208000,Powiat kłodzki,2021,20798,45119,43082
0208000,Powiat kłodzki,2022,20561,44398,42108
0208000,Powiat kłodzki,2023,20397,43645,41438
0208000,Powiat kłodzki,2024,20216,42819,40842
0209000,Powiat legnicki,2013,11212,15605,14967
0209000,Powiat legnicki,2014,10930,15881,15163
0209000,Powiat legnicki,2015,10545,16265,15244
0209000,Powiat legnicki,2016,10280,16446,15316
0209000,Powiat legnicki,2017,10005,16622,15263
0209000,Powiat legnicki,2018,9688,16770,15190
0209000,Powiat legnicki,2019,9395,16837,14958
0209000,Powiat legnicki,2020,8397,17104,14913
0209000,Powiat legnicki,2021,8290,17180,14763
0209000,Powiat legnicki,2022,8317,17049,14633
0209000,Powiat legnicki,2023,8332,16899,14565
0209000,Powiat legnicki,2024,8434,16649,14632
0210000,Powiat lubański,2013,11168,15993,15923
0210000,Powiat lubański,2014,10823,16126,16085
0210000,Powiat lubański,2015,10404,16266,16156
0210000,Powiat lubański,2016,10064,16363,16112
0210000,Powiat lubański,2017,9765,16434,15932
0210000,Powiat lubański,2018,9463,16633,15492
0210000,Powiat lubański,2019,9242,16505,15160
0210000,Powiat lubański,2020,8120,16404,14634
0210000,Powiat lubański,2021,7900,16171,14314
0210000,Powiat lubański,2022,7791,15941,14041
0210000,Powiat lubański,2023,7754,15584,13945
0210000,Powiat lubański,2024,7708,15191,13822
0211000,Powiat lubiński,2013,19927,31289,30905
0211000,Powiat lubiński,2014,19058,31697,30908
0211000,Powiat lubiński,2015,18372,32012,30910
0211000,Powiat lubiński,2016,17733,32271,30506
0211000,Powiat lubiński,2017,17263,32471,29908
0211000,Powiat lubiński,2018,16712,32611,29097
0211000,Powiat lubiński,2019,16373,32692,28392
0211000,Powiat lubiński,2020,15129,32465,27554
0211000,Powiat lubiński,2021,14748,32328,26978
0211000,Powiat lubiński,2022,14541,31957,26611
0211000,Powiat lubiński,2023,14549,31448,26310
0211000,Powiat lubiński,2024,14612,30792,26179
0212000,Powiat lwówecki,2013,10024,12966,13442
0212000,Powiat lwówecki,2014,9594,13101,13557
0212000,Powiat lwówecki,2015,9202,13228,13684
0212000,Powiat lwówecki,2016,8934,13299,13743
0212000,Powiat lwówecki,2017,8669,13396,13625
0212000,Powiat lwówecki,2018,8312,13473,13345
0212000,Powiat lwówecki,2019,8085,13572,13144
0212000,Powiat lwówecki,2020,6904,13250,12758
0212000,Powiat lwówecki,2021,6668,13157,12462
0212000,Powiat lwówecki,2022,6559,13092,12159
0212000,Powiat lwówecki,2023,6409,12967,11969
0212000,Powiat lwówecki,2024,6345,12803,11762
0213000,Powiat milicki,2013,7861,10338,9780
0213000,Powiat milicki,2014,7501,10513,9891
0213000,Powiat milicki,2015,7258,10707,9927
0213000,Powiat milicki,2016,7092,10814,9868
0213000,Powiat milicki,2017,6883,10922,9709
0213000,Powiat milicki,2018,6691,11011,9573
0213000,Powiat milicki,2019,6577,11020,9396
0213000,Powiat milicki,2020,5971,10861,9200
0213000,Powiat milicki,2021,5848,10814,9097
0213000,Powiat milicki,2022,5868,10698,9000
0213000,Powiat milicki,2023,5890,10561,8902
0213000,Powiat milicki,2024,5975,10392,8863
0214000,Powiat oleśnicki,2013,22047,31301,27153
0214000,Powiat oleśnicki,2014,21267,31801,27559
0214000,Powiat oleśnicki,2015,20509,32258,27881
0214000,Powiat oleśnicki,2016,19944,32656,27761
0214000,Powiat oleśnicki,2017,19347,32974,27551
0214000,Powiat oleśnicki,2018,18686,33286,27212
0214000,Powiat oleśnicki,2019,18149,33526,27032
0214000,Powiat oleśnicki,2020,16949,33658,26732
0214000,Powiat oleśnicki,2021,16552,33668,26491
0214000,Powiat oleśnicki,2022,16286,33640,26347
0214000,Powiat oleśnicki,2023,16290,33506,26233
0214000,Powiat oleśnicki,2024,16313,33371,26354
0215000,Powiat oławski,2013,14725,22763,20222
0215000,Powiat oławski,2014,14196,23224,20377
0215000,Powiat oławski,2015,13698,23554,20608
0215000,Powiat oławski,2016,13216,23916,20517
0215000,Powiat oławski,2017,12813,24148,20344
0215000,Powiat oławski,2018,12397,24309,20025
0215000,Powiat oławski,2019,12152,24400,19735
0215000,Powiat oławski,2020,11552,25044,19495
0215000,Powiat oławski,2021,11438,24962,19323
0215000,Powiat oławski,2022,11405,24743,19198
0215000,Powiat oławski,2023,11483,24509,19160
0215000,Powiat oławski,2024,11654,24178,19111
0216000,Powiat polkowicki,2013,13852,18616,15821
0216000,Powiat polkowicki,2014,13419,18742,16090
0216000,Powiat polkowicki,2015,13002,18883,16219
0216000,Powiat polkowicki,2016,12695,18990,16213
0216000,Powiat polkowicki,2017,12284,19104,16087
0216000,Powiat polkowicki,2018,11929,19228,15909
0216000,Powiat polkowicki,2019,11582,19295,15884
0216000,Powiat polkowicki,2020,10369,18930,15678
0216000,Powiat polkowicki,2021,10124,18873,15607
0216000,Powiat polkowicki,2022,10001,18813,15556
0216000,Powiat polkowicki,2023,9978,18663,15601
0216000,Powiat polkowicki,2024,10007,18395,15667
0217000,Powiat strzeliński,2013,9010,12711,11944
0217000,Powiat strzeliński,2014,8681,12892,12054
0217000,Powiat strzeliński,2015,8377,13006,12194
0217000,Powiat strzeliński,2016,8162,13021,12220
0217000,Powiat strzeliński,2017,7853,13184,12137
0217000,Powiat strzeliński,2018,7620,13177,11995
0217000,Powiat strzeliński,2019,7347,13186,11840
0217000,Powiat strzeliński,2020,6553,12983,11621
0217000,Powiat strzeliński,2021,6388,12914,11418
0217000,Powiat strzeliński,2022,6332,12756,11311
0217000,Powiat strzeliński,2023,6346,12622,11218
0217000,Powiat strzeliński,2024,6265,12439,11137
0218000,Powiat średzki,2013,10788,15940,13257
0218000,Powiat średzki,2014,10456,16236,13535
0218000,Powiat średzki,2015,10178,16493,13702
0218000,Powiat średzki,2016,9891,16831,13796
0218000,Powiat średzki,2017,9677,17196,13825
0218000,Powiat średzki,2018,9447,17523,13853
0218000,Powiat średzki,2019,9271,17906,13842
0218000,Powiat średzki,2020,8940,18957,14080
0218000,Powiat średzki,2021,8844,19241,14147
0218000,Powiat średzki,2022,8845,19364,14173
0218000,Powiat średzki,2023,8946,19479,14308
0218000,Powiat średzki,2024,9093,19571,14458
0219000,Powiat świdnicki,2013,31262,46030,45426
0219000,Powiat świdnicki,2014,29854,46706,45773
0219000,Powiat świdnicki,2015,28657,47038,46138
0219000,Powiat świdnicki,2016,27468,47438,45901
0219000,Powiat świdnicki,2017,26420,47703,45319
0219000,Powiat świdnicki,2018,25339,48045,44507
0219000,Powiat świdnicki,2019,24482,48139,43758
0219000,Powiat świdnicki,2020,22045,47947,42565
0219000,Powiat świdnicki,2021,21520,47611,41692
0219000,Powiat świdnicki,2022,21092,47035,41042
0219000,Powiat świdnicki,2023,21038,46443,40536
0219000,Powiat świdnicki,2024,21071,45597,40182
0220000,Powiat trzebnicki,2013,17020,24621,21531
0220000,Powiat trzebnicki,2014,16458,25110,21976
0220000,Powiat trzebnicki,2015,15977,25528,22346
0220000,Powiat trzebnicki,2016,15525,25913,22366
0220000,Powiat trzebnicki,2017,15141,26285,22257
0220000,Powiat trzebnicki,2018,14721,26615,22143
0220000,Powiat trzebnicki,2019,14403,26884,21984
0220000,Powiat trzebnicki,2020,13542,27633,22260
0220000,Powiat trzebnicki,2021,13384,27690,22104
0220000,Powiat trzebnicki,2022,13392,27701,22064
0220000,Powiat trzebnicki,2023,13461,27637,22107
0220000,Powiat trzebnicki,2024,13664,27379,22264
0221000,Powiat wałbrzyski,2013,11111,16121,16338
0221000,Powiat wałbrzyski,2014,10645,16328,16451
0221000,Powiat wałbrzyski,2015,10203,16417,16604
0221000,Powiat wałbrzyski,2016,9943,16518,16596
0221000,Powiat wałbrzyski,2017,9640,16586,16505
0221000,Powiat wałbrzyski,2018,9279,16608,16266
0221000,Powiat wałbrzyski,2019,8912,16636,16072
0221000,Powiat wałbrzyski,2020,7769,16634,15591
0221000,Powiat wałbrzyski,2021,7606,16553,15266
0221000,Powiat wałbrzyski,2022,7595,16357,15048
0221000,Powiat wałbrzyski,2023,7589,16111,14931
0221000,Powiat wałbrzyski,2024,7584,15872,14797
0222000,Powiat wołowski,2013,9684,13760,12806
0222000,Powiat wołowski,2014,9269,13877,12934
0222000,Powiat wołowski,2015,8949,13995,12996
0222000,Powiat wołowski,2016,8636,14085,13026
0222000,Powiat wołowski,2017,8321,14156,13019
0222000,Powiat wołowski,2018,8041,14214,12902
0222000,Powiat wołowski,2019,7710,14290,12705
0222000,Powiat wołowski,2020,7029,14248,12622
0222000,Powiat wołowski,2021,6826,14204,12417
0222000,Powiat wołowski,2022,6716,14061,12331
0222000,Powiat wołowski,2023,6608,13917,12270
0222000,Powiat wołowski,2024,6613,13640,12214
0223000,Powiat wrocławski,2013,25127,41509,29725
0223000,Powiat wrocławski,2014,24599,43423,30548
0223000,Powiat wrocławski,2015,24059,45336,31396
0223000,Powiat wrocławski,2016,23652,47135,31847
0223000,Powiat wrocławski,2017,23452,48946,32362
0223000,Powiat wrocławski,2018,23301,51038,32757
0223000,Powiat wrocławski,2019,23570,53186,33364
0223000,Powiat wrocławski,2020,25181,63651,35666
0223000,Powiat wrocławski,2021,25371,65430,36357
0223000,Powiat wrocławski,2022,25715,66673,37202
0223000,Powiat wrocławski,2023,26513,67895,38338
0223000,Powiat wrocławski,2024,27511,68754,39591
0224000,Powiat ząbkowicki,2013,13675,18984,19235
0224000,Powiat ząbkowicki,2014,13112,19113,19402
0224000,Powiat ząbkowicki,2015,12604,19193,19508
0224000,Powiat ząbkowicki,2016,12219,19320,19409
0224000,Powiat ząbkowicki,2017,11852,19312,19142
0224000,Powiat ząbkowicki,2018,11307,19374,18785
0224000,Powiat ząbkowicki,2019,10821,19330,18433
0224000,Powiat ząbkowicki,2020,9346,18791,17970
0224000,Powiat ząbkowicki,2021,9084,18648,17621
0224000,Powiat ząbkowicki,2022,8863,18454,17200
0224000,Powiat ząbkowicki,2023,8761,18107,17007
0224000,Powiat ząbkowicki,2024,8769,17689,16849
0225000,Powiat zgorzelecki,2013,18187,26726,26232
0225000,Powiat zgorzelecki,2014,17317,26801,26555
0225000,Powiat zgorzelecki,2015,16667,26939,26774
0225000,Powiat zgorzelecki,2016,16095,27016,26707
0225000,Powiat zgorzelecki,2017,15484,27060,26331
0225000,Powiat zgorzelecki,2018,15011,27063,25853
0225000,Powiat zgorzelecki,2019,14455,27123,25371
0225000,Powiat zgorzelecki,2020,13000,27187,24895
0225000,Powiat zgorzelecki,2021,12723,26861,24428
0225000,Powiat zgorzelecki,2022,12542,26500,24035
0225000,Powiat zgorzelecki,2023,12407,26058,23765
0225000,Powiat zgorzelecki,2024,12321,25651,23540
0226000,Powiat złotoryjski,2013,9387,12855,12628
0226000,Powiat złotoryjski,2014,9022,12937,12838
0226000,Powiat złotoryjski,2015,8607,13090,12937
0226000,Powiat złotoryjski,2016,8228,13204,12935
0226000,Powiat złotoryjski,2017,7888,13281,12779
0226000,Powiat złotoryjski,2018,7506,13391,12591
0226000,Powiat złotoryjski,2019,7218,13378,12342
0226000,Powiat złotoryjski,2020,6139,12991,11946
0226000,Powiat złotoryjski,2021,5939,12904,11644
0226000,Powiat złotoryjski,2022,5935,12735,11417
0226000,Powiat złotoryjski,2023,5940,12511,11333
0226000,Powiat złotoryjski,2024,5956,12206,11141
0261000,Powiat m. Jelenia Góra,2013,14076,22504,25654
0261000,Powiat m. Jelenia Góra,2014,13218,22733,25575
0261000,Powiat m. Jelenia Góra,2015,12394,23075,25552
0261000,Powiat m. Jelenia Góra,2016,11849,23251,25185
0261000,Powiat m. Jelenia Góra,2017,11364,23438,24641
0261000,Powiat m. Jelenia Góra,2018,10996,23322,24092
0261000,Powiat m. Jelenia Góra,2019,10638,23358,23491
0261000,Powiat m. Jelenia Góra,2020,9857,23587,22737
0261000,Powiat m. Jelenia Góra,2021,9558,23291,22008
0261000,Powiat m. Jelenia Góra,2022,9406,22977,21357
0261000,Powiat m. Jelenia Góra,2023,9280,22586,20846
0261000,Powiat m. Jelenia Góra,2024,9029,22146,20442
0262000,Powiat m. Legnica,2013,19503,29233,29468
0262000,Powiat m. Legnica,2014,18535,29569,29519
0262000,Powiat m. Legnica,2015,17707,29814,29630
0262000,Powiat m. Legnica,2016,17034,30068,29360
0262000,Powiat m. Legnica,2017,16396,30303,28820
0262000,Powiat m. Legnica,2018,15741,30348,28158
0262000,Powiat m. Legnica,2019,15185,30364,27575
0262000,Powiat m. Legnica,2020,13524,29462,26522
0262000,Powiat m. Legnica,2021,13025,29078,25905
0262000,Powiat m. Legnica,2022,12684,28641,25264
0262000,Powiat m. Legnica,2023,12455,28050,24815
0262000,Powiat m. Legnica,2024,12153,27492,24412
0264000,Powiat m. Wrocław,2013,119477,187923,168866
0264000,Powiat m. Wrocław,2014,112563,194779,168756
0264000,Powiat m. Wrocław,2015,104947,201522,168729
0264000,Powiat m. Wrocław,2016,98188,207381,166620
0264000,Powiat m. Wrocław,2017,91638,212780,163089
0264000,Powiat m. Wrocław,2018,87087,217244,159115
0264000,Powiat m. Wrocław,2019,82887,221488,155520
0264000,Powiat m. Wrocław,2020,120401,226911,147393
0264000,Powiat m. Wrocław,2021,114955,232889,143637
0264000,Powiat m. Wrocław,2022,108839,237823,140855
0264000,Powiat m. Wrocław,2023,103302,242500,138985
0264000,Powiat m. Wrocław,2024,98039,246198,137825
0265000,Powiat m. Wałbrzych od 2013,2013,20817,32017,36472
0265000,Powiat m. Wałbrzych od 2013,2014,19579,32170,36556
0265000,Powiat m. Wałbrzych od 2013,2015,18656,32292,36468
0265000,Powiat m. Wałbrzych od 2013,2016,17898,32530,36032
0265000,Powiat m. Wałbrzych od 2013,2017,17208,32679,35311
0265000,Powiat m. Wałbrzych od 2013,2018,16492,32833,34516
0265000,Powiat m. Wałbrzych od 2013,2019,15978,32769,33488
0265000,Powiat m. Wałbrzych od 2013,2020,13474,31610,31909
0265000,Powiat m. Wałbrzych od 2013,2021,13017,31181,30823
0265000,Powiat m. Wałbrzych od 2013,2022,12827,30584,30011
0265000,Powiat m. Wałbrzych od 2013,2023,12631,30070,29067
0265000,Powiat m. Wałbrzych od 2013,2024,12508,29335,28349
0401000,Powiat aleksandrowski,2013,11292,15627,14981
0401000,Powiat aleksandrowski,2014,10971,15830,15094
0401000,Powiat aleksandrowski,2015,10650,15962,15197
0401000,Powiat aleksandrowski,2016,10343,16075,15005
0401000,Powiat aleksandrowski,2017,10025,16161,14922
0401000,Powiat aleksandrowski,2018,9768,16311,14819
0401000,Powiat aleksandrowski,2019,9437,16392,14789
0401000,Powiat aleksandrowski,2020,8523,16202,14564
0401000,Powiat aleksandrowski,2021,8464,15997,14422
0401000,Powiat aleksandrowski,2022,8450,15861,14290
0401000,Powiat aleksandrowski,2023,8412,15591,14254
0401000,Powiat aleksandrowski,2024,8533,15290,14195
0402000,Powiat brodnicki,2013,17525,22123,18427
0402000,Powiat brodnicki,2014,17047,22485,18844
0402000,Powiat brodnicki,2015,16582,22779,19181
0402000,Powiat brodnicki,2016,16199,23039,19353
0402000,Powiat brodnicki,2017,15803,23293,19416
0402000,Powiat brodnicki,2018,15335,23529,19339
0402000,Powiat brodnicki,2019,14875,23778,19288
0402000,Powiat brodnicki,2020,13629,23862,19212
0402000,Powiat brodnicki,2021,13192,24012,19102
0402000,Powiat brodnicki,2022,13056,23983,19014
0402000,Powiat brodnicki,2023,12995,23773,19086
0402000,Powiat brodnicki,2024,12898,23612,19023
0403000,Powiat bydgoski,2013,23105,34289,26081
0403000,Powiat bydgoski,2014,22777,34963,26884
0403000,Powiat bydgoski,2015,22368,35700,27590
0403000,Powiat bydgoski,2016,22080,36408,27869
0403000,Powiat bydgoski,2017,21940,36984,28232
0403000,Powiat bydgoski,2018,21780,37476,28578
0403000,Powiat bydgoski,2019,21508,38104,28818
0403000,Powiat bydgoski,2020,19968,39678,29552
0403000,Powiat bydgoski,2021,20062,40261,29909
0403000,Powiat bydgoski,2022,20349,40458,30482
0403000,Powiat bydgoski,2023,20837,40528,31203
0403000,Powiat bydgoski,2024,21262,40411,31859
0404000,Powiat chełmiński,2013,11375,15117,12984
0404000,Powiat chełmiński,2014,11001,15303,13172
0404000,Powiat chełmiński,2015,10586,15455,13433
0404000,Powiat chełmiński,2016,10224,15568,13493
0404000,Powiat chełmiński,2017,9976,15727,13442
0404000,Powiat chełmiński,2018,9706,15749,13384
0404000,Powiat chełmiński,2019,9489,15694,13335
0404000,Powiat chełmiński,2020,8515,15297,13117
0404000,Powiat chełmiński,2021,8327,15218,13018
0404000,Powiat chełmiński,2022,8168,15167,12880
0404000,Powiat chełmiński,2023,8146,14903,12838
0404000,Powiat chełmiński,2024,8098,14653,12861
0405000,Powiat golubsko-dobrzyński,2013,10245,12713,10876
0405000,Powiat golubsko-dobrzyński,2014,9987,12849,11074
0405000,Powiat golubsko-dobrzyński,2015,9708,12925,11276
0405000,Powiat golubsko-dobrzyński,2016,9465,13031,11297
0405000,Powiat golubsko-dobrzyński,2017,9246,13106,11327
0405000,Powiat golubsko-dobrzyński,2018,9010,13141,11345
0405000,Powiat golubsko-dobrzyński,2019,8727,13148,11357
0405000,Powiat golubsko-dobrzyński,2020,7971,12820,11322
0405000,Powiat golubsko-dobrzyński,2021,7715,12776,11246
0405000,Powiat golubsko-dobrzyński,2022,7556,12779,11221
0405000,Powiat golubsko-dobrzyński,2023,7456,12679,11181
0405000,Powiat golubsko-dobrzyński,2024,7394,12583,11083
0406000,Powiat grudziądzki,2013,8862,11501,9563
0406000,Powiat grudziądzki,2014,8787,11532,9736
0406000,Powiat grudziądzki,2015,8577,11667,9956
0406000,Powiat grudziądzki,2016,8363,11784,10040
0406000,Powiat grudziądzki,2017,8176,11833,10111
0406000,Powiat grudziądzki,2018,7948,11871,10112
0406000,Powiat grudziądzki,2019,7708,11958,10110
0406000,Powiat grudziądzki,2020,6772,11819,9964
0406000,Powiat grudziądzki,2021,6754,11857,9927
0406000,Powiat grudziądzki,2022,6797,11744,9980
0406000,Powiat grudziądzki,2023,6799,11612,10089
0406000,Powiat grudziądzki,2024,6911,11439,10219
0407000,Powiat inowrocławski,2013,33477,47336,44649
0407000,Powiat inowrocławski,2014,32240,47642,45208
0407000,Powiat inowrocławski,2015,31055,47918,45625
0407000,Powiat inowrocławski,2016,29985,48079,45426
0407000,Powiat inowrocławski,2017,29000,48179,45121
0407000,Powiat inowrocławski,2018,28029,48193,44433
0407000,Powiat inowrocławski,2019,27083,48070,43949
0407000,Powiat inowrocławski,2020,23607,46852,43071
0407000,Powiat inowrocławski,2021,22922,46351,42517
0407000,Powiat inowrocławski,2022,22570,45725,42345
0407000,Powiat inowrocławski,2023,22217,44947,42016
0407000,Powiat inowrocławski,2024,22217,43976,41781
0408000,Powiat lipnowski,2013,15363,18828,15826
0408000,Powiat lipnowski,2014,14997,18921,16093
0408000,Powiat lipnowski,2015,14615,19055,16368
0408000,Powiat lipnowski,2016,14266,19178,16364
0408000,Powiat lipnowski,2017,13907,19324,16377
0408000,Powiat lipnowski,2018,13468,19342,16327
0408000,Powiat lipnowski,2019,13071,19306,16429
0408000,Powiat lipnowski,2020,11761,18710,16269
0408000,Powiat lipnowski,2021,11541,18564,16244
0408000,Powiat lipnowski,2022,11367,18469,16222
0408000,Powiat lipnowski,2023,11243,18199,16147
0408000,Powiat lipnowski,2024,11109,18006,16137
0409000,Powiat mogileński,2013,10127,13096,12184
0409000,Powiat mogileński,2014,9795,13271,12278
0409000,Powiat mogileński,2015,9500,13321,12420
0409000,Powiat mogileński,2016,9253,13358,12375
0409000,Powiat mogileński,2017,8899,13389,12327
0409000,Powiat mogileński,2018,8499,13511,12172
0409000,Powiat mogileński,2019,8222,13544,12030
0409000,Powiat mogileński,2020,7333,13042,11880
0409000,Powiat mogileński,2021,7103,12952,11793
0409000,Powiat mogileński,2022,7060,12810,11743
0409000,Powiat mogileński,2023,6976,12685,11651
0409000,Powiat mogileński,2024,6870,12416,11674
0410000,Powiat nakielski,2013,19268,24745,21478
0410000,Powiat nakielski,2014,18692,25019,21908
0410000,Powiat nakielski,2015,18035,25385,22192
0410000,Powiat nakielski,2016,17615,25531,22097
0410000,Powiat nakielski,2017,17096,25669,22094
0410000,Powiat nakielski,2018,16682,25730,22017
0410000,Powiat nakielski,2019,16161,25879,21858
0410000,Powiat nakielski,2020,14435,25332,21499
0410000,Powiat nakielski,2021,14066,25292,21266
0410000,Powiat nakielski,2022,13905,25181,21208
0410000,Powiat nakielski,2023,13868,24977,21269
0410000,Powiat nakielski,2024,13905,24717,21202
0411000,Powiat radziejowski,2013,9118,11429,10737
0411000,Powiat radziejowski,2014,8810,11512,10928
0411000,Powiat radziejowski,2015,8561,11575,11096
0411000,Powiat radziejowski,2016,8303,11539,11018
0411000,Powiat radziejowski,2017,8021,11521,11016
0411000,Powiat radziejowski,2018,7754,11537,11011
0411000,Powiat radziejowski,2019,7488,11391,10934
0411000,Powiat radziejowski,2020,6466,11119,10849
0411000,Powiat radziejowski,2021,6270,10954,10813
0411000,Powiat radziejowski,2022,6059,10835,10787
0411000,Powiat radziejowski,2023,5995,10635,10714
0411000,Powiat radziejowski,2024,5867,10418,10611
0412000,Powiat rypiński,2013,9583,12185,11281
0412000,Powiat rypiński,2014,9351,12240,11471
0412000,Powiat rypiński,2015,9090,12349,11552
0412000,Powiat rypiński,2016,8891,12344,11530
0412000,Powiat rypiński,2017,8645,12347,11473
0412000,Powiat rypiński,2018,8470,12393,11398
0412000,Powiat rypiński,2019,8201,12341,11288
0412000,Powiat rypiński,2020,7247,12046,11132
0412000,Powiat rypiński,2021,7126,11980,11032
0412000,Powiat rypiński,2022,7029,11930,10959
0412000,Powiat rypiński,2023,6994,11834,10906
0412000,Powiat rypiński,2024,6946,11631,10809
0413000,Powiat sępoleński,2013,9223,11334,10269
0413000,Powiat sępoleński,2014,8957,11467,10387
0413000,Powiat sępoleński,2015,8738,11581,10586
0413000,Powiat sępoleński,2016,8450,11728,10599
0413000,Powiat sępoleński,2017,8210,11826,10613
0413000,Powiat sępoleński,2018,8005,11832,10498
0413000,Powiat sępoleński,2019,7752,11976,10371
0413000,Powiat sępoleński,2020,6749,11695,10104
0413000,Powiat sępoleński,2021,6680,11677,10075
0413000,Powiat sępoleński,2022,6661,11573,9980
0413000,Powiat sępoleński,2023,6675,11376,9956
0413000,Powiat sępoleński,2024,6714,11279,9886
0414000,Powiat świecki,2013,21222,28494,25528
0414000,Powiat świecki,2014,20541,28941,25858
0414000,Powiat świecki,2015,19855,29341,26252
0414000,Powiat świecki,2016,19341,29544,26276
0414000,Powiat świecki,2017,18763,29771,26144
0414000,Powiat świecki,2018,18311,29754,25980
0414000,Powiat świecki,2019,17641,29878,25750
0414000,Powiat świecki,2020,15851,29057,25295
0414000,Powiat świecki,2021,15606,28883,25053
0414000,Powiat świecki,2022,15479,28635,24811
0414000,Powiat świecki,2023,15491,28329,24668
