powiat_code,powiat_name,year,age_15_29,age_30_49,age_50_69
1602000,Powiat głubczycki,2018,7978,13180,13235
1602000,Powiat głubczycki,2019,7674,13181,13096
1602000,Powiat głubczycki,2020,6590,12928,12811
1602000,Powiat głubczycki,2021,6397,12771,12684
1602000,Powiat głubczycki,2022,6282,12618,12443
1602000,Powiat głubczycki,2023,6218,12339,12344
1602000,Powiat głubczycki,2024,6189,12074,12237
1603000,Powiat kędzierzyńsko-kozielski,2013,19024,28518,25698
1603000,Powiat kędzierzyńsko-kozielski,2014,18356,28430,26011
1603000,Powiat kędzierzyńsko-kozielski,2015,17541,28375,26397
1603000,Powiat kędzierzyńsko-kozielski,2016,16864,28301,26714
1603000,Powiat kędzierzyńsko-kozielski,2017,16112,28186,26770
1603000,Powiat kędzierzyńsko-kozielski,2018,15341,28109,26616
1603000,Powiat kędzierzyńsko-kozielski,2019,14657,27931,26442
1603000,Powiat kędzierzyńsko-kozielski,2020,12814,27199,25248
1603000,Powiat kędzierzyńsko-kozielski,2021,12415,26705,25051
1603000,Powiat kędzierzyńsko-kozielski,2022,12182,26215,24871
1603000,Powiat kędzierzyńsko-kozielski,2023,11877,25809,24813
1603000,Powiat kędzierzyńsko-kozielski,2024,11736,25235,24711
1604000,Powiat kluczborski,2013,14296,19680,17322
1604000,Powiat kluczborski,2014,13781,19768,17578
1604000,Powiat kluczborski,2015,13285,19867,17841
1604000,Powiat kluczborski,2016,12766,19918,17974
1604000,Powiat kluczborski,2017,12291,19905,18013
1604000,Powiat kluczborski,2018,11752,19920,18048
1604000,Powiat kluczborski,2019,11111,19970,18005
1604000,Powiat kluczborski,2020,9590,19420,17505
1604000,Powiat kluczborski,2021,9196,19355,17332
1604000,Powiat kluczborski,2022,8980,18996,17323
1604000,Powiat kluczborski,2023,8817,18638,17268
1604000,Powiat kluczborski,2024,8660,18251,17239
1605000,Powiat krapkowicki,2013,13100,20017,16428
1605000,Powiat krapkowicki,2014,12620,19852,16787
1605000,Powiat krapkowicki,2015,12212,19743,17236
1605000,Powiat krapkowicki,2016,11675,19679,17589
1605000,Powiat krapkowicki,2017,11223,19603,17843
1605000,Powiat krapkowicki,2018,10746,19531,17974
1605000,Powiat krapkowicki,2019,10286,19427,18049
1605000,Powiat krapkowicki,2020,9089,19117,16986
1605000,Powiat krapkowicki,2021,8738,19004,16875
1605000,Powiat krapkowicki,2022,8519,18768,16866
1605000,Powiat krapkowicki,2023,8400,18489,16817
1605000,Powiat krapkowicki,2024,8269,18279,16732
1606000,Powiat namysłowski,2013,9035,12067,11432
1606000,Powiat namysłowski,2014,8746,12233,11543
1606000,Powiat namysłowski,2015,8369,12372,11721
1606000,Powiat namysłowski,2016,8127,12529,11740
1606000,Powiat namysłowski,2017,7833,12620,11710
1606000,Powiat namysłowski,2018,7557,12734,11626
1606000,Powiat namysłowski,2019,7282,12825,11540
1606000,Powiat namysłowski,2020,6656,12837,11386
1606000,Powiat namysłowski,2021,6518,12900,11233
1606000,Powiat namysłowski,2022,6332,12895,11129
1606000,Powiat namysłowski,2023,6319,12869,10976
1606000,Powiat namysłowski,2024,6321,12703,10927
1607000,Powiat nyski,2013,28801,39645,39043
1607000,Powiat nyski,2014,27639,40083,39474
1607000,Powiat nyski,2015,26565,40350,39830
1607000,Powiat nyski,2016,25619,40517,39787
1607000,Powiat nyski,2017,24735,40738,39338
1607000,Powiat nyski,2018,23801,40776,38820
1607000,Powiat nyski,2019,22694,40932,38256
1607000,Powiat nyski,2020,19783,40133,37326
1607000,Powiat nyski,2021,19058,39768,36715
1607000,Powiat nyski,2022,18682,39255,36201
1607000,Powiat nyski,2023,18343,38671,35804
1607000,Powiat nyski,2024,18323,37935,35415
1608000,Powiat oleski,2013,13428,19292,16732
1608000,Powiat oleski,2014,12981,19230,17171
1608000,Powiat oleski,2015,12602,19078,17625
1608000,Powiat oleski,2016,12266,18999,17880
1608000,Powiat oleski,2017,11785,19009,18010
1608000,Powiat oleski,2018,11228,19061,18102
1608000,Powiat oleski,2019,10663,19044,18173
1608000,Powiat oleski,2020,9494,18610,17816
1608000,Powiat oleski,2021,9152,18565,17625
1608000,Powiat oleski,2022,8944,18325,17558
1608000,Powiat oleski,2023,8819,17992,17489
1608000,Powiat oleski,2024,8705,17625,17462
1609000,Powiat opolski,2013,26279,42126,33057
1609000,Powiat opolski,2014,25393,42057,34047
1609000,Powiat opolski,2015,24413,41939,35144
1609000,Powiat opolski,2016,23474,41913,36127
1609000,Powiat opolski,2017,21041,38699,34358
1609000,Powiat opolski,2018,20201,38604,34831
1609000,Powiat opolski,2019,19557,38552,35207
1609000,Powiat opolski,2020,17701,38474,33951
1609000,Powiat opolski,2021,17143,38314,33891
1609000,Powiat opolski,2022,16843,37999,33990
1609000,Powiat opolski,2023,16774,37536,34235
1609000,Powiat opolski,2024,16789,36975,34530
1610000,Powiat prudnicki,2013,11789,15882,14734
1610000,Powiat prudnicki,2014,11409,15902,14961
1610000,Powiat prudnicki,2015,11025,15944,15159
1610000,Powiat prudnicki,2016,10535,16089,15274
1610000,Powiat prudnicki,2017,10147,16188,15300
1610000,Powiat prudnicki,2018,9722,16232,15286
1610000,Powiat prudnicki,2019,9352,16226,15181
1610000,Powiat prudnicki,2020,8194,15966,14680
1610000,Powiat prudnicki,2021,7927,15798,14524
1610000,Powiat prudnicki,2022,7710,15561,14387
1610000,Powiat prudnicki,2023,7564,15287,14348
1610000,Powiat prudnicki,2024,7458,15042,14177
1611000,Powiat strzelecki,2013,15789,22928,18702
1611000,Powiat strzelecki,2014,15246,22825,19185
1611000,Powiat strzelecki,2015,14614,22804,19610
1611000,Powiat strzelecki,2016,13938,22793,20151
1611000,Powiat strzelecki,2017,13322,22813,20362
1611000,Powiat strzelecki,2018,12567,22867,20530
1611000,Powiat strzelecki,2019,11955,22812,20587
1611000,Powiat strzelecki,2020,10908,22919,19712
1611000,Powiat strzelecki,2021,10461,22852,19682
1611000,Powiat strzelecki,2022,10131,22594,19683
1611000,Powiat strzelecki,2023,9931,22292,19732
1611000,Powiat strzelecki,2024,9733,21959,19761
1661000,Powiat m. Opole,2013,21769,36007,33927
1661000,Powiat m. Opole,2014,19985,36741,33959
1661000,Powiat m. Opole,2015,18471,37273,33987
1661000,Powiat m. Opole,2016,17146,37830,33646
1661000,Powiat m. Opole,2017,17632,41316,35646
1661000,Powiat m. Opole,2018,16930,41509,35118
1661000,Powiat m. Opole,2019,16261,41509,34518
1661000,Powiat m. Opole,2020,18246,41461,32428
1661000,Powiat m. Opole,2021,17554,41531,31887
1661000,Powiat m. Opole,2022,17008,41416,31469
1661000,Powiat m. Opole,2023,16645,41204,31164
1661000,Powiat m. Opole,2024,16380,40722,30953
1801000,Powiat bieszczadzki,2013,4803,6429,5686
1801000,Powiat bieszczadzki,2014,4650,6514,5781
1801000,Powiat bieszczadzki,2015,4468,6570,5857
1801000,Powiat bieszczadzki,2016,4281,6616,5908
1801000,Powiat bieszczadzki,2017,4157,6609,5929
1801000,Powiat bieszczadzki,2018,4072,6559,5967
1801000,Powiat bieszczadzki,2019,3894,6560,5926
1801000,Powiat bieszczadzki,2020,3497,6409,5834
1801000,Powiat bieszczadzki,2021,3440,6398,5767
1801000,Powiat bieszczadzki,2022,3334,6368,5734
1801000,Powiat bieszczadzki,2023,3321,6265,5705
1801000,Powiat bieszczadzki,2024,3294,6144,5677
1802000,Powiat brzozowski,2013,14936,18735,14872
1802000,Powiat brzozowski,2014,14589,18767,15156
1802000,Powiat brzozowski,2015,14353,18897,15438
1802000,Powiat brzozowski,2016,14003,19022,15575
1802000,Powiat brzozowski,2017,13709,19072,15701
1802000,Powiat brzozowski,2018,13246,19170,15788
1802000,Powiat brzozowski,2019,12798,19263,15837
1802000,Powiat brzozowski,2020,11638,18892,15902
1802000,Powiat brzozowski,2021,11360,18864,15854
1802000,Powiat brzozowski,2022,11072,18719,15918
1802000,Powiat brzozowski,2023,10965,18475,15962
1802000,Powiat brzozowski,2024,10969,18063,16095
1803000,Powiat dębicki,2013,30615,38810,31026
1803000,Powiat dębicki,2014,29711,39146,31685
1803000,Powiat dębicki,2015,28861,39629,32256
1803000,Powiat dębicki,2016,28078,40059,32652
1803000,Powiat dębicki,2017,27233,40333,32951
1803000,Powiat dębicki,2018,26335,40685,33046
1803000,Powiat dębicki,2019,25491,40844,33209
1803000,Powiat dębicki,2020,23135,40816,33234
1803000,Powiat dębicki,2021,22462,40817,33151
1803000,Powiat dębicki,2022,22040,40641,33216
1803000,Powiat dębicki,2023,21820,40370,33378
1803000,Powiat dębicki,2024,21748,39939,33470
1804000,Powiat jarosławski,2013,27640,34577,29428
1804000,Powiat jarosławski,2014,26786,35008,29863
1804000,Powiat jarosławski,2015,25943,35391,30116
1804000,Powiat jarosławski,2016,25201,35660,30337
1804000,Powiat jarosławski,2017,24340,35982,30412
1804000,Powiat jarosławski,2018,23549,36189,30338
1804000,Powiat jarosławski,2019,22718,36300,30301
1804000,Powiat jarosławski,2020,20406,35651,30128
1804000,Powiat jarosławski,2021,19833,35447,30045
1804000,Powiat jarosławski,2022,19369,35266,29969
1804000,Powiat jarosławski,2023,19229,34827,29930
1804000,Powiat jarosławski,2024,19115,34305,29771
1805000,Powiat jasielski,2013,25140,33448,27555
1805000,Powiat jasielski,2014,24512,33538,28135
1805000,Powiat jasielski,2015,23814,33692,28710
1805000,Powiat jasielski,2016,23122,33860,29112
1805000,Powiat jasielski,2017,22401,33899,29374
1805000,Powiat jasielski,2018,21731,33891,29528
1805000,Powiat jasielski,2019,20940,33900,29523
1805000,Powiat jasielski,2020,18668,33300,29323
1805000,Powiat jasielski,2021,18145,33062,29318
1805000,Powiat jasielski,2022,17742,32739,29442
1805000,Powiat jasielski,2023,17532,32147,29506
1805000,Powiat jasielski,2024,17421,31524,29562
1806000,Powiat kolbuszowski,2013,14510,18592,13491
1806000,Powiat kolbuszowski,2014,14151,18735,13830
1806000,Powiat kolbuszowski,2015,13974,18794,14048
1806000,Powiat kolbuszowski,2016,13534,19015,14332
1806000,Powiat kolbuszowski,2017,13248,19144,14400
1806000,Powiat kolbuszowski,2018,12867,19243,14656
1806000,Powiat kolbuszowski,2019,12479,19273,14792
1806000,Powiat kolbuszowski,2020,11569,18941,14811
1806000,Powiat kolbuszowski,2021,11225,18855,14936
1806000,Powiat kolbuszowski,2022,10961,18809,15047
1806000,Powiat kolbuszowski,2023,10785,18727,15152
1806000,Powiat kolbuszowski,2024,10602,18498,15384
1807000,Powiat krośnieński,2013,24444,31931,26213
1807000,Powiat krośnieński,2014,23875,32253,26777
1807000,Powiat krośnieński,2015,23500,32465,27273
1807000,Powiat krośnieński,2016,22967,32606,27621
1807000,Powiat krośnieński,2017,22532,32775,27804
1807000,Powiat krośnieński,2018,21841,32858,27934
1807000,Powiat krośnieński,2019,21193,32931,28024
1807000,Powiat krośnieński,2020,18805,32737,28029
1807000,Powiat krośnieński,2021,18418,32590,28001
1807000,Powiat krośnieński,2022,18192,32356,27956
1807000,Powiat krośnieński,2023,18192,31946,27957
1807000,Powiat krośnieński,2024,18176,31410,28034
1808000,Powiat leżajski,2013,15677,20112,16359
1808000,Powiat leżajski,2014,15310,20253,16670
1808000,Powiat leżajski,2015,14911,20508,16933
1808000,Powiat leżajski,2016,14593,20631,17069
1808000,Powiat leżajski,2017,14291,20720,17188
1808000,Powiat leżajski,2018,13885,20800,17188
1808000,Powiat leżajski,2019,13488,20766,17228
1808000,Powiat leżajski,2020,12197,20450,17113
1808000,Powiat leżajski,2021,11889,20247,17161
1808000,Powiat leżajski,2022,11619,20028,17207
1808000,Powiat leżajski,2023,11475,19734,17253
1808000,Powiat leżajski,2024,11364,19437,17250
1809000,Powiat lubaczowski,2013,12731,16204,13573
1809000,Powiat lubaczowski,2014,12333,16371,13829
1809000,Powiat lubaczowski,2015,11962,16372,14094
1809000,Powiat lubaczowski,2016,11565,16445,14256
1809000,Powiat lubaczowski,2017,11177,16419,14294
1809000,Powiat lubaczowski,2018,10814,16471,14298
1809000,Powiat lubaczowski,2019,10387,16458,14252
1809000,Powiat lubaczowski,2020,9203,16178,14171
1809000,Powiat lubaczowski,2021,8889,16047,14070
1809000,Powiat lubaczowski,2022,8717,15891,14074
1809000,Powiat lubaczowski,2023,8669,15563,14109
1809000,Powiat lubaczowski,2024,8593,15201,14182
1810000,Powiat łańcucki,2013,17620,22612,18124
1810000,Powiat łańcucki,2014,17157,22971,18426
1810000,Powiat łańcucki,2015,16694,23249,18716
1810000,Powiat łańcucki,2016,16239,23598,18827
1810000,Powiat łańcucki,2017,15795,23972,18857
1810000,Powiat łańcucki,2018,15335,24148,18943
1810000,Powiat łańcucki,2019,14997,24320,18983
1810000,Powiat łańcucki,2020,14059,24556,18933
1810000,Powiat łańcucki,2021,13699,24647,18882
1810000,Powiat łańcucki,2022,13432,24685,18970
1810000,Powiat łańcucki,2023,13360,24708,19064
1810000,Powiat łańcucki,2024,13364,24518,19199
1811000,Powiat mielecki,2013,30050,39261,32042
1811000,Powiat mielecki,2014,29002,39762,32589
1811000,Powiat mielecki,2015,28236,40141,33069
1811000,Powiat mielecki,2016,27375,40521,33321
1811000,Powiat mielecki,2017,26714,40838,33581
1811000,Powiat mielecki,2018,25814,41199,33583
1811000,Powiat mielecki,2019,24977,41565,33525
1811000,Powiat mielecki,2020,22693,41168,33127
1811000,Powiat mielecki,2021,21908,41273,32942
1811000,Powiat mielecki,2022,21526,41140,32793
1811000,Powiat mielecki,2023,21352,40887,32734
1811000,Powiat mielecki,2024,21305,40492,32722
1812000,Powiat niżański,2013,15795,19488,15744
1812000,Powiat niżański,2014,15281,19557,16223
1812000,Powiat niżański,2015,14893,19714,16667
1812000,Powiat niżański,2016,14432,19744,16904
1812000,Powiat niżański,2017,13962,19852,17150
1812000,Powiat niżański,2018,13514,19990,17229
1812000,Powiat niżański,2019,12943,20109,17301
1812000,Powiat niżański,2020,11401,19678,17222
1812000,Powiat niżański,2021,11039,19607,17165
1812000,Powiat niżański,2022,10813,19448,17212
1812000,Powiat niżański,2023,10652,19152,17329
1812000,Powiat niżański,2024,10410,18852,17369
1813000,Powiat przemyski,2013,17507,21332,16458
1813000,Powiat przemyski,2014,16987,21535,16820
1813000,Powiat przemyski,2015,16773,21760,17232
1813000,Powiat przemyski,2016,16444,21865,17567
1813000,Powiat przemyski,2017,16044,21971,17893
1813000,Powiat przemyski,2018,15633,22109,18058
1813000,Powiat przemyski,2019,15082,22125,18188
1813000,Powiat przemyski,2020,13133,21614,18124
1813000,Powiat przemyski,2021,12795,21464,18283
1813000,Powiat przemyski,2022,12549,21266,18389
1813000,Powiat przemyski,2023,12505,21005,18546
1813000,Powiat przemyski,2024,12441,20710,18637
1814000,Powiat przeworski,2013,17759,22212,18315
1814000,Powiat przeworski,2014,17279,22417,18621
1814000,Powiat przeworski,2015,16822,22663,18883
1814000,Powiat przeworski,2016,16381,22801,19131
1814000,Powiat przeworski,2017,15970,23011,19118
1814000,Powiat przeworski,2018,15382,23224,19136
1814000,Powiat przeworski,2019,14912,23396,19157
1814000,Powiat przeworski,2020,13698,22928,19057
1814000,Powiat przeworski,2021,13410,22907,19036
1814000,Powiat przeworski,2022,13164,22791,19086
1814000,Powiat przeworski,2023,13010,22614,19173
1814000,Powiat przeworski,2024,12969,22305,19202
1815000,Powiat ropczycko-sędziszowski,2013,16794,21328,15924
1815000,Powiat ropczycko-sędziszowski,2014,16365,21589,16247
1815000,Powiat ropczycko-sędziszowski,2015,16013,21851,16538
1815000,Powiat ropczycko-sędziszowski,2016,15586,22099,16759
1815000,Powiat ropczycko-sędziszowski,2017,15243,22253,16932
1815000,Powiat ropczycko-sędziszowski,2018,14901,22398,17029
1815000,Powiat ropczycko-sędziszowski,2019,14466,22576,17162
1815000,Powiat ropczycko-sędziszowski,2020,13665,22437,17197
1815000,Powiat ropczycko-sędziszowski,2021,13303,22574,17282
1815000,Powiat ropczycko-sędziszowski,2022,12986,22600,17333
1815000,Powiat ropczycko-sędziszowski,2023,12812,22495,17503
1815000,Powiat ropczycko-sędziszowski,2024,12728,22426,17683
1816000,Powiat rzeszowski,2013,37175,48829,35662
1816000,Powiat rzeszowski,2014,36327,49562,36496
1816000,Powiat rzeszowski,2015,35524,50354,37245
1816000,Powiat rzeszowski,2016,34688,51123,37996
1816000,Powiat rzeszowski,2017,33839,51638,38519
1816000,Powiat rzeszowski,2018,33060,52337,39083
1816000,Powiat rzeszowski,2019,31958,52309,38969
1816000,Powiat rzeszowski,2020,30501,54124,39847
1816000,Powiat rzeszowski,2021,29768,54314,39919
1816000,Powiat rzeszowski,2022,29383,54691,40441
1816000,Powiat rzeszowski,2023,29359,54846,41056
1816000,Powiat rzeszowski,2024,29490,54887,41754
1817000,Powiat sanocki,2013,20298,27655,24441
1817000,Powiat sanocki,2014,19635,27817,24832
1817000,Powiat sanocki,2015,19058,28058,25195
1817000,Powiat sanocki,2016,18440,28272,25412
1817000,Powiat sanocki,2017,17771,28396,25234
1817000,Powiat sanocki,2018,17138,28593,25045
1817000,Powiat sanocki,2019,16537,28622,24963
1817000,Powiat sanocki,2020,14603,27884,24407
1817000,Powiat sanocki,2021,14284,27627,24110
1817000,Powiat sanocki,2022,14121,27307,23926
1817000,Powiat sanocki,2023,14120,26887,23796
1817000,Powiat sanocki,2024,14174,26272,23781
1818000,Powiat stalowowolski,2013,22720,31255,29166
1818000,Powiat stalowowolski,2014,21852,31637,29484
1818000,Powiat stalowowolski,2015,21070,31996,29695
1818000,Powiat stalowowolski,2016,20323,32204,29690
1818000,Powiat stalowowolski,2017,19658,32226,29465
1818000,Powiat stalowowolski,2018,18951,32220,29112
1818000,Powiat stalowowolski,2019,18309,32220,28759
1818000,Powiat stalowowolski,2020,16048,32097,27971
1818000,Powiat stalowowolski,2021,15449,31814,27542
1818000,Powiat stalowowolski,2022,15059,31461,27194
1818000,Powiat stalowowolski,2023,14860,30863,26889
1818000,Powiat stalowowolski,2024,14730,30240,26513
1819000,Powiat strzyżowski,2013,13870,18067,13929
1819000,Powiat strzyżowski,2014,13476,18180,14238
1819000,Powiat strzyżowski,2015,13120,18303,14483
1819000,Powiat strzyżowski,2016,12781,18459,14659
1819000,Powiat strzyżowski,2017,12372,18498,14829
1819000,Powiat strzyżowski,2018,12078,18512,14971
1819000,Powiat strzyżowski,2019,11706,18566,15024
1819000,Powiat strzyżowski,2020,10825,18117,15082
1819000,Powiat strzyżowski,2021,10458,18022,15135
1819000,Powiat strzyżowski,2022,10287,17803,15214
1819000,Powiat strzyżowski,2023,10096,17661,15266
1819000,Powiat strzyżowski,2024,9940,17378,15349
1820000,Powiat tarnobrzeski,2013,11718,15861,13292
1820000,Powiat tarnobrzeski,2014,11386,16075,13420
1820000,Powiat tarnobrzeski,2015,11129,16173,13594
1820000,Powiat tarnobrzeski,2016,10879,16219,13617
1820000,Powiat tarnobrzeski,2017,10512,16302,13667
1820000,Powiat tarnobrzeski,2018,10192,16248,13764
1820000,Powiat tarnobrzeski,2019,9807,16278,13689
1820000,Powiat tarnobrzeski,2020,8751,15918,13524
1820000,Powiat tarnobrzeski,2021,8555,15747,13457
1820000,Powiat tarnobrzeski,2022,8358,15627,13446
1820000,Powiat tarnobrzeski,2023,8260,15313,13482
1820000,Powiat tarnobrzeski,2024,8193,14942,13552
1821000,Powiat leski,2013,5646,7814,6670
1821000,Powiat leski,2014,5473,7891,6829
1821000,Powiat leski,2015,5363,7927,6923
1821000,Powiat leski,2016,5223,7959,6975
1821000,Powiat leski,2017,5044,7939,7059
1821000,Powiat leski,2018,4846,7974,7049
1821000,Powiat leski,2019,4675,7927,7044
1821000,Powiat leski,2020,4243,7784,6975
1821000,Powiat leski,2021,4100,7781,6890
1821000,Powiat leski,2022,4025,7707,6893
1821000,Powiat leski,2023,3943,7596,6895
1821000,Powiat leski,2024,3851,7487,6918
1861000,Powiat m. Krosno,2013,8930,13456,13360
1861000,Powiat m. Krosno,2014,8476,13515,13413
1861000,Powiat m. Krosno,2015,8101,13755,13351
1861000,Powiat m. Krosno,2016,7826,13815,13235
1861000,Powiat m. Krosno,2017,7620,13915,13083
1861000,Powiat m. Krosno,2018,7347,14007,12889
1861000,Powiat m. Krosno,2019,7009,14179,12625
1861000,Powiat m. Krosno,2020,6197,14001,12196
1861000,Powiat m. Krosno,2021,5976,13834,11903
1861000,Powiat m. Krosno,2022,5847,13629,11738
1861000,Powiat m. Krosno,2023,5830,13373,11538
1861000,Powiat m. Krosno,2024,5848,13056,11396
1862000,Powiat m. Przemyśl,2013,12196,17987,17650
1862000,Powiat m. Przemyśl,2014,11731,18174,17644
1862000,Powiat m. Przemyśl,2015,11164,18156,17693
1862000,Powiat m. Przemyśl,2016,10690,18161,17623
1862000,Powiat m. Przemyśl,2017,10334,18091,17411
1862000,Powiat m. Przemyśl,2018,9778,18109,17206
1862000,Powiat m. Przemyśl,2019,9290,18030,17014
1862000,Powiat m. Przemyśl,2020,7966,17801,16665
1862000,Powiat m. Przemyśl,2021,7634,17527,16375
1862000,Powiat m. Przemyśl,2022,7550,17050,16206
1862000,Powiat m. Przemyśl,2023,7478,16579,15991
1862000,Powiat m. Przemyśl,2024,7401,16124,15705
1863000,Powiat m. Rzeszów,2013,40047,52986,45936
1863000,Powiat m. Rzeszów,2014,39091,54807,46246
1863000,Powiat m. Rzeszów,2015,37314,56491,46332
1863000,Powiat m. Rzeszów,2016,35797,58113,46366
1863000,Powiat m. Rzeszów,2017,34460,60033,46309
1863000,Powiat m. Rzeszów,2018,33018,61810,45904
1863000,Powiat m. Rzeszów,2019,32203,64563,46000
1863000,Powiat m. Rzeszów,2020,32228,63854,44358
1863000,Powiat m. Rzeszów,2021,31160,65946,44052
1863000,Powiat m. Rzeszów,2022,30238,67047,43554
1863000,Powiat m. Rzeszów,2023,29077,67879,43155
1863000,Powiat m. Rzeszów,2024,28696,68415,42873
1864000,Powiat m. Tarnobrzeg,2013,9015,14374,13602
1864000,Powiat m. Tarnobrzeg,2014,8697,14354,13688
1864000,Powiat m. Tarnobrzeg,2015,8518,14267,13709
1864000,Powiat m. Tarnobrzeg,2016,8284,14178,13640
1864000,Powiat m. Tarnobrzeg,2017,8060,14067,13509
1864000,Powiat m. Tarnobrzeg,2018,7781,13968,13275
1864000,Powiat m. Tarnobrzeg,2019,7487,13835,13143
1864000,Powiat m. Tarnobrzeg,2020,6352,13596,12789
1864000,Powiat m. Tarnobrzeg,2021,6187,13310,12726
1864000,Powiat m. Tarnobrzeg,2022,6115,13030,12601
1864000,Powiat m. Tarnobrzeg,2023,6055,12647,12541
1864000,Powiat m. Tarnobrzeg,2024,5949,12326,12499
2001000,Powiat augustowski,2013,12815,16843,14213
2001000,Powiat augustowski,2014,12509,16876,14533
2001000,Powiat augustowski,2015,12146,16911,14811
2001000,Powiat augustowski,2016,11876,16898,14968
2001000,Powiat augustowski,2017,11502,16895,15085
2001000,Powiat augustowski,2018,11148,16876,15087
2001000,Powiat augustowski,2019,10738,16864,15114
2001000,Powiat augustowski,2020,9331,16353,14905
2001000,Powiat augustowski,2021,9079,16160,14864
2001000,Powiat augustowski,2022,8934,15963,14898
2001000,Powiat augustowski,2023,8787,15739,14871
2001000,Powiat augustowski,2024,8701,15408,14869
2002000,Powiat białostocki,2013,30905,41936,34996
2002000,Powiat białostocki,2014,30104,42382,35780
2002000,Powiat białostocki,2015,29056,42988,36500
2002000,Powiat białostocki,2016,28284,43577,37039
2002000,Powiat białostocki,2017,27384,44173,37567
2002000,Powiat białostocki,2018,26631,44902,37938
2002000,Powiat białostocki,2019,26030,45732,38199
2002000,Powiat białostocki,2020,24012,47525,39080
2002000,Powiat białostocki,2021,23748,48067,39442
2002000,Powiat białostocki,2022,23668,48430,39933
2002000,Powiat białostocki,2023,23858,48795,40390
2002000,Powiat białostocki,2024,24158,49047,40665
2003000,Powiat bielski,2013,11680,14670,14537
2003000,Powiat bielski,2014,11249,14651,14653
2003000,Powiat bielski,2015,10764,14801,14690
2003000,Powiat bielski,2016,10330,14818,14703
2003000,Powiat bielski,2017,9958,14800,14668
2003000,Powiat bielski,2018,9518,14764,14691
2003000,Powiat bielski,2019,9149,14682,14676
2003000,Powiat bielski,2020,7920,14339,14511
2003000,Powiat bielski,2021,7603,14263,14293
2003000,Powiat bielski,2022,7390,14066,14130
2003000,Powiat bielski,2023,7290,13844,14040
2003000,Powiat bielski,2024,7244,13583,13919
2004000,Powiat grajewski,2013,10801,13982,11802
2004000,Powiat grajewski,2014,10431,13999,12068
2004000,Powiat grajewski,2015,10071,14017,12213
2004000,Powiat grajewski,2016,9684,13959,12362
2004000,Powiat grajewski,2017,9352,13972,12378
2004000,Powiat grajewski,2018,9159,13905,12375
2004000,Powiat grajewski,2019,8812,13824,12354
2004000,Powiat grajewski,2020,7735,13345,12267
2004000,Powiat grajewski,2021,7509,13233,12240
2004000,Powiat grajewski,2022,7440,12988,12222
2004000,Powiat grajewski,2023,7357,12713,12196
2004000,Powiat grajewski,2024,7320,12456,12124
2005000,Powiat hajnowski,2013,8196,11446,13035
2005000,Powiat hajnowski,2014,7893,11394,13033
2005000,Powiat hajnowski,2015,7601,11363,13102
2005000,Powiat hajnowski,2016,7365,11326,13057
2005000,Powiat hajnowski,2017,7068,11313,12939
2005000,Powiat hajnowski,2018,6731,11269,12751
2005000,Powiat hajnowski,2019,6480,11216,12536
2005000,Powiat hajnowski,2020,5370,10825,12205
2005000,Powiat hajnowski,2021,5217,10718,12005
2005000,Powiat hajnowski,2022,5065,10578,11769
2005000,Powiat hajnowski,2023,4989,10343,11555
2005000,Powiat hajnowski,2024,4974,10035,11378
2006000,Powiat kolneński,2013,9164,11261,8612
2006000,Powiat kolneński,2014,8938,11222,8849
2006000,Powiat kolneński,2015,8815,11204,9027
2006000,Powiat kolneński,2016,8647,11137,9178
2006000,Powiat kolneński,2017,8446,11112,9271
2006000,Powiat kolneński,2018,8128,11013,9404
2006000,Powiat kolneński,2019,7846,10903,9521
2006000,Powiat kolneński,2020,6896,10409,9362
2006000,Powiat kolneński,2021,6760,10402,9325
2006000,Powiat kolneński,2022,6564,10320,9414
2006000,Powiat kolneński,2023,6494,10169,9510
2006000,Powiat kolneński,2024,6417,10003,9557
2007000,Powiat łomżyński,2013,11812,14640,11245
2007000,Powiat łomżyński,2014,11592,14618,11557
2007000,Powiat łomżyński,2015,11421,14582,11866
2007000,Powiat łomżyński,2016,11100,14751,12063
2007000,Powiat łomżyński,2017,10852,14677,12284
2007000,Powiat łomżyński,2018,10610,14706,12382
2007000,Powiat łomżyński,2019,10361,14733,12492
2007000,Powiat łomżyński,2020,9024,14576,12631
2007000,Powiat łomżyński,2021,8857,14614,12703
2007000,Powiat łomżyński,2022,8732,14548,12780
2007000,Powiat łomżyński,2023,8601,14423,12876
2007000,Powiat łomżyński,2024,8599,14286,13032
2008000,Powiat moniecki,2013,9485,11680,9795
2008000,Powiat moniecki,2014,9269,11671,9972
2008000,Powiat moniecki,2015,9079,11651,10158
2008000,Powiat moniecki,2016,8696,11677,10276
2008000,Powiat moniecki,2017,8393,11668,10337
2008000,Powiat moniecki,2018,8059,11641,10407
2008000,Powiat moniecki,2019,7782,11640,10469
2008000,Powiat moniecki,2020,6726,11087,10219
2008000,Powiat moniecki,2021,6425,11029,10241
2008000,Powiat moniecki,2022,6240,10969,10198
2008000,Powiat moniecki,2023,6132,10840,10174
2008000,Powiat moniecki,2024,6010,10641,10196
2009000,Powiat sejneński,2013,4458,5682,5135
2009000,Powiat sejneński,2014,4314,5755,5200
2009000,Powiat sejneński,2015,4183,5766,5270
2009000,Powiat sejneński,2016,4041,5785,5291
2009000,Powiat sejneński,2017,3946,5756,5309
2009000,Powiat sejneński,2018,3822,5730,5266
2009000,Powiat sejneński,2019,3692,5673,5240
