powiat_code,powiat_name,year,total_population,area_km2,population_density
804000,Powiat nowosolski,2016,87127,771,113.01
804000,Powiat nowosolski,2017,86949,771,112.77
804000,Powiat nowosolski,2018,86634,771,112.37
804000,Powiat nowosolski,2019,86156,771,111.75
804000,Powiat nowosolski,2020,83601,771,108.43
804000,Powiat nowosolski,2021,83014,771,107.67
804000,Powiat nowosolski,2022,82619,771,107.16
804000,Powiat nowosolski,2023,82281,771,106.72
804000,Powiat nowosolski,2024,81809,774,105.7
805000,Powiat słubicki,2013,47318,999,47.37
805000,Powiat słubicki,2014,47278,999,47.33
805000,Powiat słubicki,2015,47275,999,47.32
805000,Powiat słubicki,2016,47093,999,47.14
805000,Powiat słubicki,2017,47068,999,47.12
805000,Powiat słubicki,2018,47101,999,47.15
805000,Powiat słubicki,2019,46929,999,46.98
805000,Powiat słubicki,2020,46429,999,46.48
805000,Powiat słubicki,2021,46114,999,46.16
805000,Powiat słubicki,2022,45965,999,46.01
805000,Powiat słubicki,2023,45854,999,45.9
805000,Powiat słubicki,2024,45679,999,45.72
806000,Powiat strzelecko-drezdenecki,2013,50418,1248,40.4
806000,Powiat strzelecko-drezdenecki,2014,50212,1248,40.23
806000,Powiat strzelecko-drezdenecki,2015,50061,1248,40.11
806000,Powiat strzelecko-drezdenecki,2016,49842,1248,39.94
806000,Powiat strzelecko-drezdenecki,2017,49701,1248,39.82
806000,Powiat strzelecko-drezdenecki,2018,49366,1248,39.56
806000,Powiat strzelecko-drezdenecki,2019,49009,1248,39.27
806000,Powiat strzelecko-drezdenecki,2020,47891,1248,38.37
806000,Powiat strzelecko-drezdenecki,2021,47436,1248,38.01
806000,Powiat strzelecko-drezdenecki,2022,47002,1248,37.66
806000,Powiat strzelecko-drezdenecki,2023,46658,1248,37.39
806000,Powiat strzelecko-drezdenecki,2024,46204,1248,37.02
807000,Powiat sulęciński,2013,35768,1178,30.36
807000,Powiat sulęciński,2014,35761,1178,30.36
807000,Powiat sulęciński,2015,35596,1178,30.22
807000,Powiat sulęciński,2016,35409,1178,30.06
807000,Powiat sulęciński,2017,35351,1178,30.01
807000,Powiat sulęciński,2018,35297,1178,29.96
807000,Powiat sulęciński,2019,35193,1178,29.88
807000,Powiat sulęciński,2020,34392,1178,29.2
807000,Powiat sulęciński,2021,34002,1178,28.86
807000,Powiat sulęciński,2022,33771,1178,28.67
807000,Powiat sulęciński,2023,33495,1178,28.43
807000,Powiat sulęciński,2024,33191,1178,28.18
808000,Powiat świebodziński,2013,56546,937,60.35
808000,Powiat świebodziński,2014,56415,937,60.21
808000,Powiat świebodziński,2015,56290,937,60.07
808000,Powiat świebodziński,2016,56204,937,59.98
808000,Powiat świebodziński,2017,56095,937,59.87
808000,Powiat świebodziński,2018,55840,937,59.59
808000,Powiat świebodziński,2019,55790,937,59.54
808000,Powiat świebodziński,2020,54943,937,58.64
808000,Powiat świebodziński,2021,54673,937,58.35
808000,Powiat świebodziński,2022,54268,937,57.92
808000,Powiat świebodziński,2023,53961,937,57.59
808000,Powiat świebodziński,2024,53609,937,57.21
809000,Powiat zielonogórski,2013,94919,1569,60.5
809000,Powiat zielonogórski,2014,94934,1569,60.51
809000,Powiat zielonogórski,2015,75219,1350,55.72
809000,Powiat zielonogórski,2016,75314,1350,55.79
809000,Powiat zielonogórski,2017,75558,1350,55.97
809000,Powiat zielonogórski,2018,75750,1350,56.11
809000,Powiat zielonogórski,2019,75559,1350,55.97
809000,Powiat zielonogórski,2020,75145,1350,55.66
809000,Powiat zielonogórski,2021,74898,1350,55.48
809000,Powiat zielonogórski,2022,74967,1351,55.49
809000,Powiat zielonogórski,2023,75077,1351,55.57
809000,Powiat zielonogórski,2024,74754,1351,55.33
810000,Powiat żagański,2013,81803,1132,72.26
810000,Powiat żagański,2014,81462,1132,71.96
810000,Powiat żagański,2015,80997,1132,71.55
810000,Powiat żagański,2016,80633,1132,71.23
810000,Powiat żagański,2017,80114,1132,70.77
810000,Powiat żagański,2018,79583,1132,70.3
810000,Powiat żagański,2019,78953,1132,69.75
810000,Powiat żagański,2020,76022,1132,67.16
810000,Powiat żagański,2021,75194,1132,66.43
810000,Powiat żagański,2022,74390,1131,65.77
810000,Powiat żagański,2023,73604,1131,65.08
810000,Powiat żagański,2024,72933,1131,64.49
811000,Powiat żarski,2013,99088,1393,71.13
811000,Powiat żarski,2014,98625,1393,70.8
811000,Powiat żarski,2015,98160,1393,70.47
811000,Powiat żarski,2016,97783,1393,70.2
811000,Powiat żarski,2017,97487,1393,69.98
811000,Powiat żarski,2018,96876,1393,69.54
811000,Powiat żarski,2019,96111,1393,69.0
811000,Powiat żarski,2020,93662,1393,67.24
811000,Powiat żarski,2021,92752,1393,66.58
811000,Powiat żarski,2022,91897,1393,65.97
811000,Powiat żarski,2023,91210,1393,65.48
811000,Powiat żarski,2024,90364,1393,64.87
812000,Powiat wschowski,2013,39434,624,63.2
812000,Powiat wschowski,2014,39365,624,63.08
812000,Powiat wschowski,2015,39297,624,62.98
812000,Powiat wschowski,2016,39256,624,62.91
812000,Powiat wschowski,2017,39196,624,62.81
812000,Powiat wschowski,2018,39065,624,62.6
812000,Powiat wschowski,2019,38831,624,62.23
812000,Powiat wschowski,2020,37967,624,60.84
812000,Powiat wschowski,2021,37683,624,60.39
812000,Powiat wschowski,2022,37441,624,60.0
812000,Powiat wschowski,2023,37251,624,59.7
812000,Powiat wschowski,2024,37002,624,59.3
861000,Powiat m. Gorzów Wielkopolski,2013,124344,86,1445.86
861000,Powiat m. Gorzów Wielkopolski,2014,124145,86,1443.55
861000,Powiat m. Gorzów Wielkopolski,2015,123762,86,1439.09
861000,Powiat m. Gorzów Wielkopolski,2016,123995,86,1441.8
861000,Powiat m. Gorzów Wielkopolski,2017,124295,86,1445.29
861000,Powiat m. Gorzów Wielkopolski,2018,123921,86,1440.94
861000,Powiat m. Gorzów Wielkopolski,2019,123609,86,1437.31
861000,Powiat m. Gorzów Wielkopolski,2020,120526,86,1401.47
861000,Powiat m. Gorzów Wielkopolski,2021,118011,86,1372.22
861000,Powiat m. Gorzów Wielkopolski,2022,116436,86,1353.91
861000,Powiat m. Gorzów Wielkopolski,2023,115247,86,1340.08
861000,Powiat m. Gorzów Wielkopolski,2024,114700,86,1333.72
862000,Powiat m. Zielona Góra,2013,118405,58,2041.47
862000,Powiat m. Zielona Góra,2014,118920,58,2050.34
862000,Powiat m. Zielona Góra,2015,138711,277,500.76
862000,Powiat m. Zielona Góra,2016,139330,277,503.0
862000,Powiat m. Zielona Góra,2017,139819,277,504.76
862000,Powiat m. Zielona Góra,2018,140297,277,506.49
862000,Powiat m. Zielona Góra,2019,141222,277,509.83
862000,Powiat m. Zielona Góra,2020,140148,277,505.95
862000,Powiat m. Zielona Góra,2021,139667,277,504.21
862000,Powiat m. Zielona Góra,2022,139278,278,501.0
862000,Powiat m. Zielona Góra,2023,138932,278,499.76
862000,Powiat m. Zielona Góra,2024,138869,275,504.98
1001000,Powiat bełchatowski,2013,113105,968,116.84
1001000,Powiat bełchatowski,2014,113238,968,116.98
1001000,Powiat bełchatowski,2015,112916,968,116.65
1001000,Powiat bełchatowski,2016,113004,968,116.74
1001000,Powiat bełchatowski,2017,113028,968,116.76
1001000,Powiat bełchatowski,2018,112997,968,116.73
1001000,Powiat bełchatowski,2019,112779,968,116.51
1001000,Powiat bełchatowski,2020,110229,968,113.87
1001000,Powiat bełchatowski,2021,109588,968,113.21
1001000,Powiat bełchatowski,2022,109035,968,112.64
1001000,Powiat bełchatowski,2023,108599,968,112.19
1001000,Powiat bełchatowski,2024,108003,968,111.57
1002000,Powiat kutnowski,2013,100407,887,113.2
1002000,Powiat kutnowski,2014,99967,887,112.7
1002000,Powiat kutnowski,2015,99258,887,111.9
1002000,Powiat kutnowski,2016,98583,887,111.14
1002000,Powiat kutnowski,2017,98018,887,110.51
1002000,Powiat kutnowski,2018,97295,887,109.69
1002000,Powiat kutnowski,2019,96569,887,108.87
1002000,Powiat kutnowski,2020,93670,887,105.6
1002000,Powiat kutnowski,2021,92544,887,104.33
1002000,Powiat kutnowski,2022,91563,887,103.23
1002000,Powiat kutnowski,2023,90671,887,102.22
1002000,Powiat kutnowski,2024,89709,887,101.14
1003000,Powiat łaski,2013,50687,618,82.02
1003000,Powiat łaski,2014,50551,618,81.8
1003000,Powiat łaski,2015,50282,618,81.36
1003000,Powiat łaski,2016,50285,618,81.37
1003000,Powiat łaski,2017,50224,618,81.27
1003000,Powiat łaski,2018,50103,618,81.07
1003000,Powiat łaski,2019,49918,618,80.77
1003000,Powiat łaski,2020,49355,618,79.86
1003000,Powiat łaski,2021,49159,618,79.55
1003000,Powiat łaski,2022,48992,618,79.28
1003000,Powiat łaski,2023,48742,618,78.87
1003000,Powiat łaski,2024,48498,618,78.48
1004000,Powiat łęczycki,2013,51673,773,66.85
1004000,Powiat łęczycki,2014,51323,773,66.39
1004000,Powiat łęczycki,2015,51062,773,66.06
1004000,Powiat łęczycki,2016,50769,773,65.68
1004000,Powiat łęczycki,2017,50527,773,65.36
1004000,Powiat łęczycki,2018,50143,773,64.87
1004000,Powiat łęczycki,2019,49747,773,64.36
1004000,Powiat łęczycki,2020,48000,773,62.1
1004000,Powiat łęczycki,2021,47438,773,61.37
1004000,Powiat łęczycki,2022,47002,773,60.8
1004000,Powiat łęczycki,2023,46666,773,60.37
1004000,Powiat łęczycki,2024,46137,773,59.69
1005000,Powiat łowicki,2013,80329,988,81.3
1005000,Powiat łowicki,2014,79951,988,80.92
1005000,Powiat łowicki,2015,79631,988,80.6
1005000,Powiat łowicki,2016,79340,988,80.3
1005000,Powiat łowicki,2017,78994,988,79.95
1005000,Powiat łowicki,2018,78616,988,79.57
1005000,Powiat łowicki,2019,78099,988,79.05
1005000,Powiat łowicki,2020,75887,988,76.81
1005000,Powiat łowicki,2021,75109,988,76.02
1005000,Powiat łowicki,2022,74606,988,75.51
1005000,Powiat łowicki,2023,74009,988,74.91
1005000,Powiat łowicki,2024,73368,988,74.26
1006000,Powiat łódzki wschodni,2013,69759,500,139.52
1006000,Powiat łódzki wschodni,2014,70132,500,140.26
1006000,Powiat łódzki wschodni,2015,70430,500,140.86
1006000,Powiat łódzki wschodni,2016,70796,500,141.59
1006000,Powiat łódzki wschodni,2017,71182,500,142.36
1006000,Powiat łódzki wschodni,2018,71705,500,143.41
1006000,Powiat łódzki wschodni,2019,72179,500,144.36
1006000,Powiat łódzki wschodni,2020,73688,500,147.38
1006000,Powiat łódzki wschodni,2021,73991,500,147.98
1006000,Powiat łódzki wschodni,2022,74361,500,148.72
1006000,Powiat łódzki wschodni,2023,74706,500,149.41
1006000,Powiat łódzki wschodni,2024,75149,500,150.3
1007000,Powiat opoczyński,2013,78057,1040,75.05
1007000,Powiat opoczyński,2014,77771,1040,74.78
1007000,Powiat opoczyński,2015,77457,1040,74.48
1007000,Powiat opoczyński,2016,77203,1040,74.23
1007000,Powiat opoczyński,2017,76984,1040,74.02
1007000,Powiat opoczyński,2018,76623,1040,73.68
1007000,Powiat opoczyński,2019,76106,1040,73.18
1007000,Powiat opoczyński,2020,73604,1040,70.77
1007000,Powiat opoczyński,2021,72960,1040,70.15
1007000,Powiat opoczyński,2022,72310,1040,69.53
1007000,Powiat opoczyński,2023,71776,1040,69.02
1007000,Powiat opoczyński,2024,71234,1040,68.49
1008000,Powiat pabianicki,2013,119672,492,243.24
1008000,Powiat pabianicki,2014,119582,492,243.05
1008000,Powiat pabianicki,2015,119518,492,242.92
1008000,Powiat pabianicki,2016,119299,492,242.48
1008000,Powiat pabianicki,2017,119285,492,242.45
1008000,Powiat pabianicki,2018,119289,492,242.46
1008000,Powiat pabianicki,2019,119291,492,242.46
1008000,Powiat pabianicki,2020,120073,492,244.05
1008000,Powiat pabianicki,2021,119751,492,243.4
1008000,Powiat pabianicki,2022,119316,492,242.51
1008000,Powiat pabianicki,2023,119066,492,242.0
1008000,Powiat pabianicki,2024,118704,492,241.27
1009000,Powiat pajęczański,2013,52533,804,65.34
1009000,Powiat pajęczański,2014,52293,804,65.04
1009000,Powiat pajęczański,2015,52023,804,64.71
1009000,Powiat pajęczański,2016,52003,804,64.68
1009000,Powiat pajęczański,2017,51851,804,64.49
1009000,Powiat pajęczański,2018,51597,804,64.18
1009000,Powiat pajęczański,2019,51220,804,63.71
1009000,Powiat pajęczański,2020,49834,804,61.98
1009000,Powiat pajęczański,2021,49349,804,61.38
1009000,Powiat pajęczański,2022,49064,804,61.02
1009000,Powiat pajęczański,2023,48575,804,60.42
1009000,Powiat pajęczański,2024,48086,804,59.81
1010000,Powiat piotrkowski,2013,91618,1429,64.11
1010000,Powiat piotrkowski,2014,91534,1429,64.05
1010000,Powiat piotrkowski,2015,91283,1429,63.88
1010000,Powiat piotrkowski,2016,91334,1429,63.91
1010000,Powiat piotrkowski,2017,91301,1429,63.89
1010000,Powiat piotrkowski,2018,91315,1429,63.9
1010000,Powiat piotrkowski,2019,91353,1429,63.93
1010000,Powiat piotrkowski,2020,91036,1429,63.71
1010000,Powiat piotrkowski,2021,90571,1429,63.38
1010000,Powiat piotrkowski,2022,90519,1428,63.39
1010000,Powiat piotrkowski,2023,90121,1429,63.07
1010000,Powiat piotrkowski,2024,89717,1429,62.78
1011000,Powiat poddębicki,2013,41871,881,47.53
1011000,Powiat poddębicki,2014,41788,881,47.43
1011000,Powiat poddębicki,2015,41679,881,47.31
1011000,Powiat poddębicki,2016,41484,881,47.09
1011000,Powiat poddębicki,2017,41380,881,46.97
1011000,Powiat poddębicki,2018,41205,881,46.77
1011000,Powiat poddębicki,2019,41108,881,46.66
1011000,Powiat poddębicki,2020,40040,881,45.45
1011000,Powiat poddębicki,2021,39746,881,45.11
1011000,Powiat poddębicki,2022,39621,881,44.97
1011000,Powiat poddębicki,2023,39356,881,44.67
1011000,Powiat poddębicki,2024,39169,881,44.46
1012000,Powiat radomszczański,2013,116316,1443,80.61
1012000,Powiat radomszczański,2014,115832,1443,80.27
1012000,Powiat radomszczański,2015,115125,1443,79.78
1012000,Powiat radomszczański,2016,114336,1443,79.23
1012000,Powiat radomszczański,2017,113923,1443,78.95
1012000,Powiat radomszczański,2018,113315,1443,78.53
1012000,Powiat radomszczański,2019,112644,1443,78.06
1012000,Powiat radomszczański,2020,109713,1443,76.03
1012000,Powiat radomszczański,2021,108615,1443,75.27
1012000,Powiat radomszczański,2022,107575,1443,74.55
1012000,Powiat radomszczański,2023,106671,1443,73.92
1012000,Powiat radomszczański,2024,105623,1443,73.2
1013000,Powiat rawski,2013,49577,646,76.74
1013000,Powiat rawski,2014,49419,646,76.5
1013000,Powiat rawski,2015,49239,646,76.22
1013000,Powiat rawski,2016,49081,646,75.98
1013000,Powiat rawski,2017,48997,646,75.85
1013000,Powiat rawski,2018,48808,646,75.55
1013000,Powiat rawski,2019,48592,646,75.22
1013000,Powiat rawski,2020,47178,646,73.03
1013000,Powiat rawski,2021,46749,646,72.37
1013000,Powiat rawski,2022,46415,646,71.85
1013000,Powiat rawski,2023,46082,646,71.33
1013000,Powiat rawski,2024,45664,646,70.69
1014000,Powiat sieradzki,2013,120057,1491,80.52
1014000,Powiat sieradzki,2014,119622,1491,80.23
1014000,Powiat sieradzki,2015,119268,1491,79.99
1014000,Powiat sieradzki,2016,119009,1491,79.82
1014000,Powiat sieradzki,2017,118692,1491,79.61
1014000,Powiat sieradzki,2018,118240,1491,79.3
1014000,Powiat sieradzki,2019,117674,1491,78.92
1014000,Powiat sieradzki,2020,114150,1491,76.56
1014000,Powiat sieradzki,2021,113195,1491,75.92
1014000,Powiat sieradzki,2022,112350,1491,75.35
1014000,Powiat sieradzki,2023,111477,1491,74.77
1014000,Powiat sieradzki,2024,110665,1491,74.22
1015000,Powiat skierniewicki,2013,38292,753,50.85
1015000,Powiat skierniewicki,2014,38198,753,50.73
1015000,Powiat skierniewicki,2015,38177,753,50.7
1015000,Powiat skierniewicki,2016,38198,753,50.73
1015000,Powiat skierniewicki,2017,38224,753,50.76
1015000,Powiat skierniewicki,2018,38195,753,50.72
1015000,Powiat skierniewicki,2019,38174,753,50.7
1015000,Powiat skierniewicki,2020,38122,753,50.63
1015000,Powiat skierniewicki,2021,37879,753,50.3
1015000,Powiat skierniewicki,2022,37799,753,50.2
1015000,Powiat skierniewicki,2023,37787,753,50.18
1015000,Powiat skierniewicki,2024,37670,753,50.03
1016000,Powiat tomaszowski,2013,119759,1025,116.84
1016000,Powiat tomaszowski,2014,119273,1025,116.36
1016000,Powiat tomaszowski,2015,118671,1025,115.78
1016000,Powiat tomaszowski,2016,118234,1025,115.35
1016000,Powiat tomaszowski,2017,117852,1025,114.98
1016000,Powiat tomaszowski,2018,117259,1025,114.4
1016000,Powiat tomaszowski,2019,116519,1025,113.68
1016000,Powiat tomaszowski,2020,113407,1025,110.64
1016000,Powiat tomaszowski,2021,112303,1025,109.56
1016000,Powiat tomaszowski,2022,111439,1025,108.72
1016000,Powiat tomaszowski,2023,110634,1025,107.94
1016000,Powiat tomaszowski,2024,109588,1025,106.92
1017000,Powiat wieluński,2013,77720,926,83.93
1017000,Powiat wieluński,2014,77513,926,83.71
1017000,Powiat wieluński,2015,77290,926,83.47
1017000,Powiat wieluński,2016,77238,926,83.41
1017000,Powiat wieluński,2017,77017,926,83.17
1017000,Powiat wieluński,2018,76699,926,82.83
1017000,Powiat wieluński,2019,76256,926,82.35
1017000,Powiat wieluński,2020,74207,926,80.14
1017000,Powiat wieluński,2021,73659,926,79.55
1017000,Powiat wieluński,2022,73140,926,78.98
1017000,Powiat wieluński,2023,72586,926,78.39
1017000,Powiat wieluński,2024,72013,926,77.77
1018000,Powiat wieruszowski,2013,42260,577,73.24
1018000,Powiat wieruszowski,2014,42196,577,73.13
1018000,Powiat wieruszowski,2015,42195,577,73.13
1018000,Powiat wieruszowski,2016,42237,577,73.2
1018000,Powiat wieruszowski,2017,42255,577,73.23
1018000,Powiat wieruszowski,2018,42213,577,73.16
1018000,Powiat wieruszowski,2019,42105,577,72.97
1018000,Powiat wieruszowski,2020,41895,577,72.61
1018000,Powiat wieruszowski,2021,41671,577,72.22
1018000,Powiat wieruszowski,2022,41583,577,72.07
1018000,Powiat wieruszowski,2023,41452,577,71.84
1018000,Powiat wieruszowski,2024,41295,577,71.57
1019000,Powiat zduńskowolski,2013,67928,369,184.09
1019000,Powiat zduńskowolski,2014,67748,369,183.6
1019000,Powiat zduńskowolski,2015,67483,369,182.88
1019000,Powiat zduńskowolski,2016,67248,369,182.24
1019000,Powiat zduńskowolski,2017,67049,369,181.7
1019000,Powiat zduńskowolski,2018,66766,369,180.94
1019000,Powiat zduńskowolski,2019,66380,369,179.89
1019000,Powiat zduńskowolski,2020,64709,369,175.36
1019000,Powiat zduńskowolski,2021,64213,369,174.02
1019000,Powiat zduńskowolski,2022,63742,369,172.74
1019000,Powiat zduńskowolski,2023,63326,369,171.62
1019000,Powiat zduńskowolski,2024,62876,369,170.4
1020000,Powiat zgierski,2013,164681,855,192.61
1020000,Powiat zgierski,2014,164988,855,192.97
1020000,Powiat zgierski,2015,165130,855,193.13
1020000,Powiat zgierski,2016,165206,855,193.22
1020000,Powiat zgierski,2017,165606,855,193.69
1020000,Powiat zgierski,2018,165916,855,194.05
1020000,Powiat zgierski,2019,166113,855,194.28
1020000,Powiat zgierski,2020,167737,855,196.18
1020000,Powiat zgierski,2021,167019,855,195.34
1020000,Powiat zgierski,2022,166537,855,194.78
1020000,Powiat zgierski,2023,166340,855,194.55
1020000,Powiat zgierski,2024,165840,855,193.96
1021000,Powiat brzeziński,2013,30923,359,86.14
1021000,Powiat brzeziński,2014,30945,359,86.2
1021000,Powiat brzeziński,2015,30933,359,86.16
1021000,Powiat brzeziński,2016,30912,359,86.11
1021000,Powiat brzeziński,2017,30884,359,86.03
1021000,Powiat brzeziński,2018,30890,359,86.04
1021000,Powiat brzeziński,2019,30833,359,85.89
1021000,Powiat brzeziński,2020,30457,359,84.84
1021000,Powiat brzeziński,2021,30374,359,84.61
1021000,Powiat brzeziński,2022,30246,359,84.25
1021000,Powiat brzeziński,2023,30159,359,84.01
1021000,Powiat brzeziński,2024,30080,359,83.79
1061000,Powiat m. Łódź,2013,711332,293,2427.75
1061000,Powiat m. Łódź,2014,706004,293,2409.57
1061000,Powiat m. Łódź,2015,700982,293,2392.43
1061000,Powiat m. Łódź,2016,696503,293,2377.14
1061000,Powiat m. Łódź,2017,690422,293,2356.39
1061000,Powiat m. Łódź,2018,685285,293,2338.86
1061000,Powiat m. Łódź,2019,679941,293,2320.62
1061000,Powiat m. Łódź,2020,673003,293,2296.94
1061000,Powiat m. Łódź,2021,664860,293,2269.15
1061000,Powiat m. Łódź,2022,658444,293,2247.25
1061000,Powiat m. Łódź,2023,652015,293,2225.31
1061000,Powiat m. Łódź,2024,645693,293,2203.73
1062000,Powiat m. Piotrków Trybunalski,2013,75903,67,1132.88
1062000,Powiat m. Piotrków Trybunalski,2014,75608,67,1128.48
1062000,Powiat m. Piotrków Trybunalski,2015,75183,67,1122.13
1062000,Powiat m. Piotrków Trybunalski,2016,74694,67,1114.84
1062000,Powiat m. Piotrków Trybunalski,2017,74312,67,1109.13
1062000,Powiat m. Piotrków Trybunalski,2018,73670,67,1099.55
1062000,Powiat m. Piotrków Trybunalski,2019,73090,67,1090.9
1062000,Powiat m. Piotrków Trybunalski,2020,69274,67,1033.94
1062000,Powiat m. Piotrków Trybunalski,2021,68270,67,1018.96
1062000,Powiat m. Piotrków Trybunalski,2022,67264,67,1003.94
1062000,Powiat m. Piotrków Trybunalski,2023,66519,67,992.82
1062000,Powiat m. Piotrków Trybunalski,2024,66022,67,985.4
1063000,Powiat m. Skierniewice,2013,48634,35,1389.54
1063000,Powiat m. Skierniewice,2014,48660,35,1390.29
1063000,Powiat m. Skierniewice,2015,48388,35,1382.51
1063000,Powiat m. Skierniewice,2016,48327,35,1380.77
1063000,Powiat m. Skierniewice,2017,48308,35,1380.23
1063000,Powiat m. Skierniewice,2018,48178,35,1376.51
1063000,Powiat m. Skierniewice,2019,48089,35,1373.97
1063000,Powiat m. Skierniewice,2020,46548,35,1329.94
1063000,Powiat m. Skierniewice,2021,45933,35,1312.37
1063000,Powiat m. Skierniewice,2022,45560,35,1301.71
1063000,Powiat m. Skierniewice,2023,45184,35,1290.97
1063000,Powiat m. Skierniewice,2024,45121,35,1289.17
1201000,Powiat bocheński,2013,104765,649,161.43
1201000,Powiat bocheński,2014,105083,649,161.92
1201000,Powiat bocheński,2015,105416,649,162.43
1201000,Powiat bocheński,2016,105747,649,162.94
1201000,Powiat bocheński,2017,106096,649,163.48
1201000,Powiat bocheński,2018,106514,649,164.12
1201000,Powiat bocheński,2019,106858,649,164.65
1201000,Powiat bocheński,2020,106838,649,164.62
1201000,Powiat bocheński,2021,106715,649,164.43
1201000,Powiat bocheński,2022,106878,649,164.68
1201000,Powiat bocheński,2023,106946,649,164.79
1201000,Powiat bocheński,2024,106985,649,164.85
1202000,Powiat brzeski,2013,92781,591,156.99
1202000,Powiat brzeski,2014,92908,591,157.2
1202000,Powiat brzeski,2015,92983,591,157.33
1202000,Powiat brzeski,2016,93001,591,157.36
1202000,Powiat brzeski,2017,93164,591,157.64
1202000,Powiat brzeski,2018,93206,591,157.71
1202000,Powiat brzeski,2019,93201,591,157.7
1202000,Powiat brzeski,2020,92297,591,156.17
1202000,Powiat brzeski,2021,91992,591,155.65
1202000,Powiat brzeski,2022,91823,591,155.37
1202000,Powiat brzeski,2023,91670,591,155.11
1202000,Powiat brzeski,2024,91340,591,154.55
1203000,Powiat chrzanowski,2013,127301,372,342.21
1203000,Powiat chrzanowski,2014,126845,372,340.98
1203000,Powiat chrzanowski,2015,126463,372,339.95
1203000,Powiat chrzanowski,2016,126054,372,338.85
1203000,Powiat chrzanowski,2017,125725,370,339.8
1203000,Powiat chrzanowski,2018,125385,370,338.88
1203000,Powiat chrzanowski,2019,124536,370,336.58
1203000,Powiat chrzanowski,2020,121759,370,329.08
1203000,Powiat chrzanowski,2021,120694,370,326.2
1203000,Powiat chrzanowski,2022,119719,370,323.56
1203000,Powiat chrzanowski,2023,118684,370,320.77
1203000,Powiat chrzanowski,2024,117756,370,318.26
1204000,Powiat dąbrowski,2013,59513,530,112.29
1204000,Powiat dąbrowski,2014,59471,530,112.21
1204000,Powiat dąbrowski,2015,59374,530,112.03
1204000,Powiat dąbrowski,2016,59342,530,111.97
1204000,Powiat dąbrowski,2017,59311,530,111.91
1204000,Powiat dąbrowski,2018,59350,530,111.98
1204000,Powiat dąbrowski,2019,59174,530,111.65
1204000,Powiat dąbrowski,2020,58294,530,109.99
1204000,Powiat dąbrowski,2021,57991,530,109.42
1204000,Powiat dąbrowski,2022,57809,530,109.07
1204000,Powiat dąbrowski,2023,57550,530,108.58
1204000,Powiat dąbrowski,2024,57253,530,108.02
1205000,Powiat gorlicki,2013,109201,966,113.04
1205000,Powiat gorlicki,2014,109181,966,113.02
1205000,Powiat gorlicki,2015,109140,966,112.98
1205000,Powiat gorlicki,2016,109049,966,112.89
1205000,Powiat gorlicki,2017,109076,966,112.92
1205000,Powiat gorlicki,2018,109104,966,112.94
1205000,Powiat gorlicki,2019,108886,966,112.72
1205000,Powiat gorlicki,2020,106921,966,110.68
1205000,Powiat gorlicki,2021,106278,966,110.02
1205000,Powiat gorlicki,2022,105782,966,109.51
1205000,Powiat gorlicki,2023,105322,966,109.03
1205000,Powiat gorlicki,2024,104592,966,108.27
1206000,Powiat krakowski,2013,266649,1231,216.61
1206000,Powiat krakowski,2014,268517,1231,218.13
1206000,Powiat krakowski,2015,270490,1231,219.73
1206000,Powiat krakowski,2016,272591,1231,221.44
1206000,Powiat krakowski,2017,274843,1231,223.27
1206000,Powiat krakowski,2018,277145,1231,225.14
1206000,Powiat krakowski,2019,279239,1231,226.84
1206000,Powiat krakowski,2020,295640,1231,240.16
1206000,Powiat krakowski,2021,298107,1231,242.17
1206000,Powiat krakowski,2022,300289,1230,244.14
1206000,Powiat krakowski,2023,302347,1230,245.81
1206000,Powiat krakowski,2024,304278,1230,247.38
1207000,Powiat limanowski,2013,128545,951,135.17
1207000,Powiat limanowski,2014,129073,951,135.72
1207000,Powiat limanowski,2015,129699,951,136.38
1207000,Powiat limanowski,2016,130289,951,137.0
1207000,Powiat limanowski,2017,130964,951,137.71
1207000,Powiat limanowski,2018,131523,951,138.3
1207000,Powiat limanowski,2019,131764,951,138.55
1207000,Powiat limanowski,2020,131145,951,137.9
1207000,Powiat limanowski,2021,131332,951,138.1
1207000,Powiat limanowski,2022,131549,951,138.33
1207000,Powiat limanowski,2023,131654,951,138.44
1207000,Powiat limanowski,2024,131626,951,138.41
1208000,Powiat miechowski,2013,49966,676,73.91
1208000,Powiat miechowski,2014,49824,676,73.7
1208000,Powiat miechowski,2015,49592,676,73.36
1208000,Powiat miechowski,2016,49505,676,73.23
1208000,Powiat miechowski,2017,49315,676,72.95
1208000,Powiat miechowski,2018,49137,676,72.69
1208000,Powiat miechowski,2019,48818,676,72.22
1208000,Powiat miechowski,2020,47756,676,70.64
1208000,Powiat miechowski,2021,47346,676,70.04
1208000,Powiat miechowski,2022,46998,676,69.52
1208000,Powiat miechowski,2023,46667,676,69.03
1208000,Powiat miechowski,2024,46305,676,68.5
1209000,Powiat myślenicki,2013,123991,673,184.24
1209000,Powiat myślenicki,2014,124482,673,184.97
1209000,Powiat myślenicki,2015,125020,673,185.77
1209000,Powiat myślenicki,2016,125647,673,186.7
1209000,Powiat myślenicki,2017,126339,673,187.73
1209000,Powiat myślenicki,2018,127028,673,188.75
1209000,Powiat myślenicki,2019,127600,673,189.6
1209000,Powiat myślenicki,2020,129108,673,191.84
1209000,Powiat myślenicki,2021,129391,673,192.26
1209000,Powiat myślenicki,2022,129538,673,192.48
