powiat_code,powiat_name,year,total_population,area_km2,population_density
201000,Powiat bolesławiecki,2013,90306,1304,69.25
201000,Powiat bolesławiecki,2014,90346,1304,69.28
201000,Powiat bolesławiecki,2015,90199,1304,69.17
201000,Powiat bolesławiecki,2016,90180,1304,69.16
201000,Powiat bolesławiecki,2017,90173,1304,69.15
201000,Powiat bolesławiecki,2018,90200,1304,69.17
201000,Powiat bolesławiecki,2019,90103,1304,69.1
201000,Powiat bolesławiecki,2020,88524,1304,67.89
201000,Powiat bolesławiecki,2021,88275,1304,67.7
201000,Powiat bolesławiecki,2022,87922,1303,67.48
201000,Powiat bolesławiecki,2023,87642,1303,67.26
201000,Powiat bolesławiecki,2024,87255,1303,66.96
202000,Powiat dzierżoniowski,2013,104613,479,218.4
202000,Powiat dzierżoniowski,2014,104075,479,217.28
202000,Powiat dzierżoniowski,2015,103349,479,215.76
202000,Powiat dzierżoniowski,2016,102649,479,214.3
202000,Powiat dzierżoniowski,2017,102077,479,213.1
202000,Powiat dzierżoniowski,2018,101437,479,211.77
202000,Powiat dzierżoniowski,2019,100813,479,210.47
202000,Powiat dzierżoniowski,2020,97985,479,204.56
202000,Powiat dzierżoniowski,2021,96884,479,202.26
202000,Powiat dzierżoniowski,2022,95863,479,200.13
202000,Powiat dzierżoniowski,2023,94740,479,197.79
202000,Powiat dzierżoniowski,2024,93863,479,195.96
203000,Powiat głogowski,2013,90302,443,203.84
203000,Powiat głogowski,2014,90222,443,203.66
203000,Powiat głogowski,2015,90205,443,203.62
203000,Powiat głogowski,2016,89989,443,203.14
203000,Powiat głogowski,2017,89933,443,203.01
203000,Powiat głogowski,2018,89541,443,202.12
203000,Powiat głogowski,2019,89102,443,201.13
203000,Powiat głogowski,2020,86797,443,195.93
203000,Powiat głogowski,2021,86376,443,194.98
203000,Powiat głogowski,2022,85689,443,193.43
203000,Powiat głogowski,2023,85043,443,191.97
203000,Powiat głogowski,2024,84387,443,190.49
204000,Powiat górowski,2013,36391,738,49.31
204000,Powiat górowski,2014,36236,738,49.1
204000,Powiat górowski,2015,35940,738,48.7
204000,Powiat górowski,2016,35715,738,48.39
204000,Powiat górowski,2017,35473,738,48.07
204000,Powiat górowski,2018,35182,738,47.67
204000,Powiat górowski,2019,34870,738,47.25
204000,Powiat górowski,2020,33376,738,45.22
204000,Powiat górowski,2021,33027,738,44.75
204000,Powiat górowski,2022,32738,738,44.36
204000,Powiat górowski,2023,32459,738,43.98
204000,Powiat górowski,2024,32054,738,43.43
205000,Powiat jaworski,2013,52070,582,89.47
205000,Powiat jaworski,2014,51796,582,89.0
205000,Powiat jaworski,2015,51451,582,88.4
205000,Powiat jaworski,2016,51176,582,87.93
205000,Powiat jaworski,2017,50947,582,87.54
205000,Powiat jaworski,2018,50545,582,86.85
205000,Powiat jaworski,2019,50116,582,86.11
205000,Powiat jaworski,2020,48626,582,83.55
205000,Powiat jaworski,2021,48029,582,82.52
205000,Powiat jaworski,2022,47584,581,81.9
205000,Powiat jaworski,2023,47213,581,81.26
205000,Powiat jaworski,2024,46822,581,80.59
206000,Powiat karkonoski,2013,65171,627,103.94
206000,Powiat karkonoski,2014,64969,627,103.62
206000,Powiat karkonoski,2015,64599,627,103.03
206000,Powiat karkonoski,2016,64395,627,102.7
206000,Powiat karkonoski,2017,64178,627,102.36
206000,Powiat karkonoski,2018,63855,627,101.84
206000,Powiat karkonoski,2019,63591,627,101.42
206000,Powiat karkonoski,2020,61884,627,98.7
206000,Powiat karkonoski,2021,61469,627,98.04
206000,Powiat karkonoski,2022,61016,627,97.31
206000,Powiat karkonoski,2023,60438,627,96.39
206000,Powiat karkonoski,2024,59864,627,95.48
207000,Powiat kamiennogórski,2013,45039,396,113.73
207000,Powiat kamiennogórski,2014,44700,396,112.88
207000,Powiat kamiennogórski,2015,44402,396,112.13
207000,Powiat kamiennogórski,2016,44262,396,111.77
207000,Powiat kamiennogórski,2017,43999,396,111.11
207000,Powiat kamiennogórski,2018,43621,396,110.15
207000,Powiat kamiennogórski,2019,43239,396,109.19
207000,Powiat kamiennogórski,2020,41817,396,105.6
207000,Powiat kamiennogórski,2021,41244,396,104.15
207000,Powiat kamiennogórski,2022,40786,396,102.99
207000,Powiat kamiennogórski,2023,40319,396,101.82
207000,Powiat kamiennogórski,2024,39875,396,100.69
208000,Powiat kłodzki,2013,164680,1642,100.29
208000,Powiat kłodzki,2014,163672,1642,99.68
208000,Powiat kłodzki,2015,162465,1642,98.94
208000,Powiat kłodzki,2016,161452,1642,98.33
208000,Powiat kłodzki,2017,160465,1642,97.73
208000,Powiat kłodzki,2018,159337,1642,97.04
208000,Powiat kłodzki,2019,157996,1642,96.22
208000,Powiat kłodzki,2020,152651,1642,92.97
208000,Powiat kłodzki,2021,150515,1642,91.67
208000,Powiat kłodzki,2022,148681,1643,90.49
208000,Powiat kłodzki,2023,146952,1643,89.44
208000,Powiat kłodzki,2024,145243,1643,88.4
209000,Powiat legnicki,2013,54869,744,73.75
209000,Powiat legnicki,2014,55026,744,73.96
209000,Powiat legnicki,2015,55051,744,73.99
209000,Powiat legnicki,2016,55182,744,74.17
209000,Powiat legnicki,2017,55233,744,74.24
209000,Powiat legnicki,2018,55326,744,74.36
209000,Powiat legnicki,2019,55166,744,74.15
209000,Powiat legnicki,2020,55038,744,73.98
209000,Powiat legnicki,2021,55083,744,74.04
209000,Powiat legnicki,2022,55032,744,73.97
209000,Powiat legnicki,2023,55032,744,73.97
209000,Powiat legnicki,2024,54967,744,73.88
210000,Powiat lubański,2013,56117,428,131.11
210000,Powiat lubański,2014,55900,428,130.61
210000,Powiat lubański,2015,55533,428,129.75
210000,Powiat lubański,2016,55238,428,129.06
210000,Powiat lubański,2017,54991,428,128.48
210000,Powiat lubański,2018,54699,428,127.8
210000,Powiat lubański,2019,54254,428,126.76
210000,Powiat lubański,2020,52944,428,123.7
210000,Powiat lubański,2021,52372,428,122.36
210000,Powiat lubański,2022,51886,428,121.23
210000,Powiat lubański,2023,51410,428,120.12
210000,Powiat lubański,2024,50909,428,118.95
211000,Powiat lubiński,2013,106512,712,149.6
211000,Powiat lubiński,2014,106433,712,149.48
211000,Powiat lubiński,2015,106319,712,149.32
211000,Powiat lubiński,2016,106355,712,149.38
211000,Powiat lubiński,2017,106320,712,149.33
211000,Powiat lubiński,2018,106254,712,149.23
211000,Powiat lubiński,2019,106150,712,149.09
211000,Powiat lubiński,2020,104480,712,146.74
211000,Powiat lubiński,2021,103927,712,145.96
211000,Powiat lubiński,2022,103426,712,145.26
211000,Powiat lubiński,2023,102872,712,144.48
211000,Powiat lubiński,2024,102376,712,143.79
212000,Powiat lwówecki,2013,47317,710,66.64
212000,Powiat lwówecki,2014,47014,710,66.22
212000,Powiat lwówecki,2015,46677,710,65.74
212000,Powiat lwówecki,2016,46527,710,65.53
212000,Powiat lwówecki,2017,46360,710,65.3
212000,Powiat lwówecki,2018,46059,710,64.87
212000,Powiat lwówecki,2019,45925,710,64.68
212000,Powiat lwówecki,2020,44033,710,62.02
212000,Powiat lwówecki,2021,43473,710,61.23
212000,Powiat lwówecki,2022,43157,710,60.78
212000,Powiat lwówecki,2023,42817,710,60.31
212000,Powiat lwówecki,2024,42465,710,59.81
213000,Powiat milicki,2013,37320,715,52.2
213000,Powiat milicki,2014,37266,715,52.12
213000,Powiat milicki,2015,37213,715,52.05
213000,Powiat milicki,2016,37148,715,51.96
213000,Powiat milicki,2017,37125,715,51.92
213000,Powiat milicki,2018,37093,715,51.88
213000,Powiat milicki,2019,36999,715,51.75
213000,Powiat milicki,2020,36184,715,50.61
213000,Powiat milicki,2021,36033,715,50.4
213000,Powiat milicki,2022,35826,715,50.11
213000,Powiat milicki,2023,35603,715,49.79
213000,Powiat milicki,2024,35396,715,49.5
214000,Powiat oleśnicki,2013,106088,1049,101.13
214000,Powiat oleśnicki,2014,106311,1049,101.35
214000,Powiat oleśnicki,2015,106486,1049,101.51
214000,Powiat oleśnicki,2016,106794,1049,101.81
214000,Powiat oleśnicki,2017,106907,1049,101.91
214000,Powiat oleśnicki,2018,107062,1049,102.06
214000,Powiat oleśnicki,2019,107269,1049,102.26
214000,Powiat oleśnicki,2020,106650,1049,101.67
214000,Powiat oleśnicki,2021,106409,1049,101.44
214000,Powiat oleśnicki,2022,106481,1049,101.51
214000,Powiat oleśnicki,2023,106516,1049,101.54
214000,Powiat oleśnicki,2024,106706,1049,101.72
215000,Powiat oławski,2013,75793,524,144.64
215000,Powiat oławski,2014,75953,524,144.95
215000,Powiat oławski,2015,76064,524,145.16
215000,Powiat oławski,2016,76329,524,145.67
215000,Powiat oławski,2017,76505,524,146.0
215000,Powiat oławski,2018,76595,524,146.17
215000,Powiat oławski,2019,76752,524,146.47
215000,Powiat oławski,2020,77405,524,147.72
215000,Powiat oławski,2021,77341,524,147.6
215000,Powiat oławski,2022,77300,524,147.52
215000,Powiat oławski,2023,77428,524,147.76
215000,Powiat oławski,2024,77387,524,147.69
216000,Powiat polkowicki,2013,63240,779,81.18
216000,Powiat polkowicki,2014,63201,779,81.13
216000,Powiat polkowicki,2015,63057,779,80.95
216000,Powiat polkowicki,2016,63081,779,80.98
216000,Powiat polkowicki,2017,63017,779,80.89
216000,Powiat polkowicki,2018,62982,779,80.85
216000,Powiat polkowicki,2019,63065,779,80.96
216000,Powiat polkowicki,2020,61610,779,79.09
216000,Powiat polkowicki,2021,61309,779,78.7
216000,Powiat polkowicki,2022,61308,780,78.6
216000,Powiat polkowicki,2023,61189,780,78.45
216000,Powiat polkowicki,2024,60913,780,78.09
217000,Powiat strzeliński,2013,44393,622,71.37
217000,Powiat strzeliński,2014,44274,622,71.18
217000,Powiat strzeliński,2015,44165,622,71.0
217000,Powiat strzeliński,2016,44052,622,70.82
217000,Powiat strzeliński,2017,44006,622,70.75
217000,Powiat strzeliński,2018,43773,622,70.37
217000,Powiat strzeliński,2019,43570,622,70.05
217000,Powiat strzeliński,2020,42522,622,68.36
217000,Powiat strzeliński,2021,42239,622,67.91
217000,Powiat strzeliński,2022,41990,622,67.51
217000,Powiat strzeliński,2023,41782,622,67.17
217000,Powiat strzeliński,2024,41473,622,66.68
218000,Powiat średzki,2013,52445,704,74.5
218000,Powiat średzki,2014,52725,704,74.89
218000,Powiat średzki,2015,52837,704,75.05
218000,Powiat średzki,2016,53181,704,75.54
218000,Powiat średzki,2017,53722,704,76.31
218000,Powiat średzki,2018,54269,704,77.09
218000,Powiat średzki,2019,55079,704,78.24
218000,Powiat średzki,2020,57409,704,81.55
218000,Powiat średzki,2021,57978,704,82.36
218000,Powiat średzki,2022,58508,704,83.11
218000,Powiat średzki,2023,59078,704,83.92
218000,Powiat średzki,2024,59713,704,84.82
219000,Powiat świdnicki,2013,160932,741,217.18
219000,Powiat świdnicki,2014,160438,741,216.52
219000,Powiat świdnicki,2015,159633,741,215.43
219000,Powiat świdnicki,2016,158939,741,214.49
219000,Powiat świdnicki,2017,158392,741,213.75
219000,Powiat świdnicki,2018,157615,741,212.71
219000,Powiat świdnicki,2019,156921,741,211.77
219000,Powiat świdnicki,2020,153694,741,207.41
219000,Powiat świdnicki,2021,152443,741,205.73
219000,Powiat świdnicki,2022,151248,741,204.11
219000,Powiat świdnicki,2023,150410,741,202.98
219000,Powiat świdnicki,2024,149312,741,201.5
220000,Powiat trzebnicki,2013,83041,1025,81.02
220000,Powiat trzebnicki,2014,83358,1025,81.32
220000,Powiat trzebnicki,2015,83699,1025,81.66
220000,Powiat trzebnicki,2016,84063,1025,82.01
220000,Powiat trzebnicki,2017,84495,1025,82.43
220000,Powiat trzebnicki,2018,84886,1025,82.82
220000,Powiat trzebnicki,2019,85253,1025,83.17
220000,Powiat trzebnicki,2020,86869,1025,84.75
220000,Powiat trzebnicki,2021,86980,1025,84.86
220000,Powiat trzebnicki,2022,87287,1025,85.16
220000,Powiat trzebnicki,2023,87635,1025,85.5
220000,Powiat trzebnicki,2024,87765,1025,85.62
221000,Powiat wałbrzyski,2013,57834,430,134.5
221000,Powiat wałbrzyski,2014,57492,430,133.7
221000,Powiat wałbrzyski,2015,57023,430,132.61
221000,Powiat wałbrzyski,2016,56788,430,132.07
221000,Powiat wałbrzyski,2017,56446,430,131.27
221000,Powiat wałbrzyski,2018,56004,430,130.24
221000,Powiat wałbrzyski,2019,55611,430,129.33
221000,Powiat wałbrzyski,2020,54085,430,125.78
221000,Powiat wałbrzyski,2021,53534,430,124.5
221000,Powiat wałbrzyski,2022,53115,430,123.52
221000,Powiat wałbrzyski,2023,52656,430,122.46
221000,Powiat wałbrzyski,2024,52275,430,121.57
222000,Powiat wołowski,2013,47569,675,70.47
222000,Powiat wołowski,2014,47439,675,70.28
222000,Powiat wołowski,2015,47194,675,69.92
222000,Powiat wołowski,2016,47137,675,69.83
222000,Powiat wołowski,2017,47124,675,69.81
222000,Powiat wołowski,2018,47056,675,69.71
222000,Powiat wołowski,2019,46818,675,69.36
222000,Powiat wołowski,2020,46352,675,68.67
222000,Powiat wołowski,2021,46044,675,68.21
222000,Powiat wołowski,2022,45728,675,67.75
222000,Powiat wołowski,2023,45458,675,67.35
222000,Powiat wołowski,2024,45112,675,66.83
223000,Powiat wrocławski,2013,127896,1118,114.4
223000,Powiat wrocławski,2014,130968,1118,117.14
223000,Powiat wrocławski,2015,134145,1118,119.99
223000,Powiat wrocławski,2016,137419,1118,122.92
223000,Powiat wrocławski,2017,141337,1118,126.42
223000,Powiat wrocławski,2018,146060,1118,130.64
223000,Powiat wrocławski,2019,151385,1118,135.41
223000,Powiat wrocławski,2020,174276,1118,155.88
223000,Powiat wrocławski,2021,178857,1118,159.98
223000,Powiat wrocławski,2022,182778,1118,163.49
223000,Powiat wrocławski,2023,187153,1118,167.4
223000,Powiat wrocławski,2024,191110,1118,170.94
224000,Powiat ząbkowicki,2013,67875,802,84.63
224000,Powiat ząbkowicki,2014,67458,802,84.11
224000,Powiat ząbkowicki,2015,66971,802,83.5
224000,Powiat ząbkowicki,2016,66527,802,82.95
224000,Powiat ząbkowicki,2017,66009,802,82.31
224000,Powiat ząbkowicki,2018,65428,802,81.58
224000,Powiat ząbkowicki,2019,64802,802,80.8
224000,Powiat ząbkowicki,2020,62561,802,78.01
224000,Powiat ząbkowicki,2021,61846,802,77.11
224000,Powiat ząbkowicki,2022,61087,802,76.17
224000,Powiat ząbkowicki,2023,60562,802,75.51
224000,Powiat ząbkowicki,2024,59803,802,74.57
225000,Powiat zgorzelecki,2013,93158,839,111.03
225000,Powiat zgorzelecki,2014,92389,839,110.12
225000,Powiat zgorzelecki,2015,91824,839,109.44
225000,Powiat zgorzelecki,2016,91258,839,108.77
225000,Powiat zgorzelecki,2017,90584,839,107.97
225000,Powiat zgorzelecki,2018,90003,839,107.27
225000,Powiat zgorzelecki,2019,89188,839,106.3
225000,Powiat zgorzelecki,2020,87594,839,104.4
225000,Powiat zgorzelecki,2021,86640,839,103.27
225000,Powiat zgorzelecki,2022,85898,839,102.38
225000,Powiat zgorzelecki,2023,85139,839,101.48
225000,Powiat zgorzelecki,2024,84337,839,100.52
226000,Powiat złotoryjski,2013,45056,576,78.22
226000,Powiat złotoryjski,2014,44867,576,77.89
226000,Powiat złotoryjski,2015,44598,576,77.43
226000,Powiat złotoryjski,2016,44381,576,77.05
226000,Powiat złotoryjski,2017,44126,576,76.61
226000,Powiat złotoryjski,2018,43869,576,76.16
226000,Powiat złotoryjski,2019,43490,576,75.5
226000,Powiat złotoryjski,2020,41740,576,72.47
226000,Powiat złotoryjski,2021,41277,576,71.66
226000,Powiat złotoryjski,2022,40929,576,71.06
226000,Powiat złotoryjski,2023,40616,576,70.51
226000,Powiat złotoryjski,2024,40213,576,69.81
261000,Powiat m. Jelenia Góra,2013,81985,109,752.16
261000,Powiat m. Jelenia Góra,2014,81408,109,746.86
261000,Powiat m. Jelenia Góra,2015,81010,109,743.21
261000,Powiat m. Jelenia Góra,2016,80524,109,738.75
261000,Powiat m. Jelenia Góra,2017,80072,109,734.61
261000,Powiat m. Jelenia Góra,2018,79480,109,729.17
261000,Powiat m. Jelenia Góra,2019,79061,109,725.33
261000,Powiat m. Jelenia Góra,2020,77538,109,711.36
261000,Powiat m. Jelenia Góra,2021,76570,109,702.48
261000,Powiat m. Jelenia Góra,2022,75794,109,695.36
261000,Powiat m. Jelenia Góra,2023,75124,109,689.21
261000,Powiat m. Jelenia Góra,2024,74194,109,680.68
262000,Powiat m. Legnica,2013,101992,56,1821.29
262000,Powiat m. Legnica,2014,101343,56,1809.7
262000,Powiat m. Legnica,2015,100886,56,1801.54
262000,Powiat m. Legnica,2016,100718,56,1798.54
262000,Powiat m. Legnica,2017,100324,56,1791.5
262000,Powiat m. Legnica,2018,99752,56,1781.29
262000,Powiat m. Legnica,2019,99350,56,1774.11
262000,Powiat m. Legnica,2020,95135,56,1698.84
262000,Powiat m. Legnica,2021,93988,56,1678.36
262000,Powiat m. Legnica,2022,93040,56,1661.43
262000,Powiat m. Legnica,2023,91948,56,1641.93
262000,Powiat m. Legnica,2024,90823,56,1621.84
264000,Powiat m. Wrocław,2013,632067,293,2157.23
264000,Powiat m. Wrocław,2014,634487,293,2165.48
264000,Powiat m. Wrocław,2015,635759,293,2169.83
264000,Powiat m. Wrocław,2016,637683,293,2176.39
264000,Powiat m. Wrocław,2017,638586,293,2179.47
264000,Powiat m. Wrocław,2018,640648,293,2186.51
264000,Powiat m. Wrocław,2019,642869,293,2194.09
264000,Powiat m. Wrocław,2020,673592,293,2298.95
264000,Powiat m. Wrocław,2021,674312,293,2301.41
264000,Powiat m. Wrocław,2022,674079,293,2300.61
264000,Powiat m. Wrocław,2023,673743,293,2299.46
264000,Powiat m. Wrocław,2024,672882,293,2296.53
265000,Powiat m. Wałbrzych od 2013,2013,117926,85,1387.36
265000,Powiat m. Wałbrzych od 2013,2014,116691,85,1372.84
265000,Powiat m. Wałbrzych od 2013,2015,115453,85,1358.27
265000,Powiat m. Wałbrzych od 2013,2016,114568,85,1347.86
265000,Powiat m. Wałbrzych od 2013,2017,113621,85,1336.72
265000,Powiat m. Wałbrzych od 2013,2018,112594,85,1324.64
265000,Powiat m. Wałbrzych od 2013,2019,111356,85,1310.07
265000,Powiat m. Wałbrzych od 2013,2020,105007,85,1235.38
265000,Powiat m. Wałbrzych od 2013,2021,103263,85,1214.86
265000,Powiat m. Wałbrzych od 2013,2022,101857,85,1198.32
265000,Powiat m. Wałbrzych od 2013,2023,100294,85,1179.93
265000,Powiat m. Wałbrzych od 2013,2024,98748,85,1161.74
401000,Powiat aleksandrowski,2013,55919,475,117.72
401000,Powiat aleksandrowski,2014,55711,475,117.29
401000,Powiat aleksandrowski,2015,55573,475,117.0
401000,Powiat aleksandrowski,2016,55347,475,116.52
401000,Powiat aleksandrowski,2017,55337,475,116.5
401000,Powiat aleksandrowski,2018,55274,475,116.37
401000,Powiat aleksandrowski,2019,55066,475,115.93
401000,Powiat aleksandrowski,2020,54334,475,114.39
401000,Powiat aleksandrowski,2021,54003,475,113.69
401000,Powiat aleksandrowski,2022,53736,475,113.13
401000,Powiat aleksandrowski,2023,53458,475,112.54
401000,Powiat aleksandrowski,2024,53086,475,111.76
402000,Powiat brodnicki,2013,78102,1040,75.1
402000,Powiat brodnicki,2014,78397,1040,75.38
402000,Powiat brodnicki,2015,78431,1040,75.41
402000,Powiat brodnicki,2016,78630,1040,75.61
402000,Powiat brodnicki,2017,78879,1040,75.85
402000,Powiat brodnicki,2018,78898,1040,75.86
402000,Powiat brodnicki,2019,79097,1040,76.05
402000,Powiat brodnicki,2020,78397,1040,75.38
402000,Powiat brodnicki,2021,78173,1040,75.17
402000,Powiat brodnicki,2022,78057,1040,75.05
402000,Powiat brodnicki,2023,77791,1040,74.8
402000,Powiat brodnicki,2024,77345,1040,74.37
403000,Powiat bydgoski,2013,110565,1395,79.26
403000,Powiat bydgoski,2014,111734,1395,80.1
403000,Powiat bydgoski,2015,112992,1395,81.0
403000,Powiat bydgoski,2016,114418,1395,82.02
403000,Powiat bydgoski,2017,115981,1395,83.14
403000,Powiat bydgoski,2018,117325,1395,84.1
403000,Powiat bydgoski,2019,118683,1394,85.14
403000,Powiat bydgoski,2020,122163,1394,87.63
403000,Powiat bydgoski,2021,123833,1394,88.83
403000,Powiat bydgoski,2022,125436,1394,89.98
403000,Powiat bydgoski,2023,126981,1394,91.09
403000,Powiat bydgoski,2024,127915,1394,91.76
404000,Powiat chełmiński,2013,52610,527,99.83
404000,Powiat chełmiński,2014,52559,527,99.73
404000,Powiat chełmiński,2015,52361,527,99.36
404000,Powiat chełmiński,2016,52236,527,99.12
404000,Powiat chełmiński,2017,52292,527,99.23
404000,Powiat chełmiński,2018,52193,527,99.04
404000,Powiat chełmiński,2019,51925,527,98.53
404000,Powiat chełmiński,2020,50298,527,95.44
404000,Powiat chełmiński,2021,49900,527,94.69
404000,Powiat chełmiński,2022,49562,527,94.05
404000,Powiat chełmiński,2023,49123,527,93.21
404000,Powiat chełmiński,2024,48715,527,92.44
405000,Powiat golubsko-dobrzyński,2013,45480,613,74.19
405000,Powiat golubsko-dobrzyński,2014,45441,613,74.13
405000,Powiat golubsko-dobrzyński,2015,45342,613,73.97
405000,Powiat golubsko-dobrzyński,2016,45250,613,73.82
405000,Powiat golubsko-dobrzyński,2017,45289,613,73.88
405000,Powiat golubsko-dobrzyński,2018,45140,613,73.64
405000,Powiat golubsko-dobrzyński,2019,45018,613,73.44
405000,Powiat golubsko-dobrzyński,2020,44175,613,72.06
405000,Powiat golubsko-dobrzyński,2021,43784,613,71.43
405000,Powiat golubsko-dobrzyński,2022,43547,613,71.04
405000,Powiat golubsko-dobrzyński,2023,43278,613,70.6
405000,Powiat golubsko-dobrzyński,2024,42998,613,70.14
406000,Powiat grudziądzki,2013,40135,728,55.13
406000,Powiat grudziądzki,2014,40207,728,55.23
406000,Powiat grudziądzki,2015,40346,728,55.42
406000,Powiat grudziądzki,2016,40364,728,55.45
406000,Powiat grudziądzki,2017,40368,728,55.45
406000,Powiat grudziądzki,2018,40271,728,55.32
406000,Powiat grudziądzki,2019,40238,728,55.27
406000,Powiat grudziądzki,2020,39335,728,54.03
406000,Powiat grudziądzki,2021,39269,728,53.94
406000,Powiat grudziądzki,2022,39162,729,53.72
406000,Powiat grudziądzki,2023,39137,729,53.69
406000,Powiat grudziądzki,2024,39123,729,53.67
407000,Powiat inowrocławski,2013,163682,1225,133.62
407000,Powiat inowrocławski,2014,163167,1225,133.2
407000,Powiat inowrocławski,2015,162545,1225,132.69
407000,Powiat inowrocławski,2016,162011,1225,132.25
407000,Powiat inowrocławski,2017,161591,1225,131.91
407000,Powiat inowrocławski,2018,160647,1225,131.14
407000,Powiat inowrocławski,2019,159814,1225,130.46
407000,Powiat inowrocławski,2020,154683,1225,126.27
407000,Powiat inowrocławski,2021,153029,1225,124.92
407000,Powiat inowrocławski,2022,151925,1225,124.02
407000,Powiat inowrocławski,2023,150555,1225,122.9
407000,Powiat inowrocławski,2024,149000,1225,121.63
408000,Powiat lipnowski,2013,67231,1016,66.17
408000,Powiat lipnowski,2014,67041,1016,65.99
408000,Powiat lipnowski,2015,66823,1016,65.77
408000,Powiat lipnowski,2016,66575,1016,65.53
408000,Powiat lipnowski,2017,66517,1016,65.47
408000,Powiat lipnowski,2018,66062,1016,65.02
408000,Powiat lipnowski,2019,65750,1016,64.71
408000,Powiat lipnowski,2020,63889,1016,62.88
408000,Powiat lipnowski,2021,63414,1016,62.42
408000,Powiat lipnowski,2022,63051,1017,62.0
408000,Powiat lipnowski,2023,62578,1016,61.59
408000,Powiat lipnowski,2024,62058,1016,61.08
409000,Powiat mogileński,2013,46590,675,69.02
409000,Powiat mogileński,2014,46408,675,68.75
409000,Powiat mogileński,2015,46254,675,68.52
409000,Powiat mogileński,2016,46197,675,68.44
409000,Powiat mogileński,2017,46046,675,68.22
409000,Powiat mogileński,2018,45821,675,67.88
409000,Powiat mogileński,2019,45619,675,67.58
409000,Powiat mogileński,2020,44452,675,65.85
409000,Powiat mogileński,2021,44062,675,65.28
409000,Powiat mogileński,2022,43853,675,64.97
409000,Powiat mogileński,2023,43577,675,64.56
409000,Powiat mogileński,2024,43209,675,64.01
410000,Powiat nakielski,2013,86969,1120,77.65
410000,Powiat nakielski,2014,86936,1120,77.62
410000,Powiat nakielski,2015,86841,1120,77.54
410000,Powiat nakielski,2016,86774,1120,77.48
410000,Powiat nakielski,2017,86764,1120,77.47
410000,Powiat nakielski,2018,86590,1120,77.31
410000,Powiat nakielski,2019,86311,1120,77.06
410000,Powiat nakielski,2020,83894,1120,74.91
410000,Powiat nakielski,2021,83412,1120,74.47
410000,Powiat nakielski,2022,83148,1120,74.24
410000,Powiat nakielski,2023,82874,1120,73.99
410000,Powiat nakielski,2024,82435,1120,73.6
411000,Powiat radziejowski,2013,41646,607,68.61
411000,Powiat radziejowski,2014,41510,607,68.39
411000,Powiat radziejowski,2015,41373,607,68.16
411000,Powiat radziejowski,2016,41169,607,67.82
411000,Powiat radziejowski,2017,40898,607,67.38
411000,Powiat radziejowski,2018,40714,607,67.07
411000,Powiat radziejowski,2019,40321,607,66.43
411000,Powiat radziejowski,2020,39082,607,64.39
411000,Powiat radziejowski,2021,38633,607,63.65
411000,Powiat radziejowski,2022,38173,607,62.89
411000,Powiat radziejowski,2023,37812,607,62.29
411000,Powiat radziejowski,2024,37331,607,61.5
412000,Powiat rypiński,2013,44723,586,76.32
412000,Powiat rypiński,2014,44652,586,76.2
412000,Powiat rypiński,2015,44384,586,75.74
412000,Powiat rypiński,2016,44219,586,75.46
412000,Powiat rypiński,2017,44029,586,75.13
412000,Powiat rypiński,2018,43826,586,74.79
412000,Powiat rypiński,2019,43486,586,74.21
412000,Powiat rypiński,2020,42089,586,71.82
412000,Powiat rypiński,2021,41686,586,71.14
412000,Powiat rypiński,2022,41404,587,70.53
412000,Powiat rypiński,2023,41185,587,70.16
412000,Powiat rypiński,2024,40798,587,69.5
413000,Powiat sępoleński,2013,41636,791,52.64
413000,Powiat sępoleński,2014,41542,791,52.52
413000,Powiat sępoleński,2015,41501,791,52.47
413000,Powiat sępoleński,2016,41392,791,52.33
413000,Powiat sępoleński,2017,41373,791,52.3
413000,Powiat sępoleński,2018,41147,791,52.02
413000,Powiat sępoleński,2019,41056,791,51.9
413000,Powiat sępoleński,2020,39638,791,50.11
413000,Powiat sępoleński,2021,39465,791,49.89
413000,Powiat sępoleński,2022,39218,791,49.58
413000,Powiat sępoleński,2023,38826,791,49.08
413000,Powiat sępoleński,2024,38633,791,48.84
414000,Powiat świecki,2013,99839,1474,67.73
414000,Powiat świecki,2014,99852,1474,67.74
414000,Powiat świecki,2015,99764,1474,67.68
414000,Powiat świecki,2016,99661,1474,67.61
414000,Powiat świecki,2017,99505,1474,67.51
414000,Powiat świecki,2018,99281,1474,67.35
414000,Powiat świecki,2019,98952,1474,67.13
414000,Powiat świecki,2020,96507,1474,65.47
414000,Powiat świecki,2021,95914,1474,65.07
414000,Powiat świecki,2022,95359,1474,64.69
414000,Powiat świecki,2023,94831,1474,64.34
414000,Powiat świecki,2024,94358,1474,64.01
415000,Powiat toruński,2013,100972,1230,82.09
415000,Powiat toruński,2014,102167,1230,83.06
415000,Powiat toruński,2015,103397,1230,84.06
415000,Powiat toruński,2016,104477,1230,84.94
415000,Powiat toruński,2017,105631,1230,85.88
415000,Powiat toruński,2018,106935,1230,86.94
415000,Powiat toruński,2019,108345,1230,88.09
415000,Powiat toruński,2020,111396,1230,90.57
415000,Powiat toruński,2021,112556,1230,91.51
415000,Powiat toruński,2022,113565,1230,92.33
415000,Powiat toruński,2023,114303,1230,92.93
415000,Powiat toruński,2024,114956,1230,93.46
416000,Powiat tucholski,2013,48283,1075,44.91
416000,Powiat tucholski,2014,48381,1075,45.01
