powiat_code,powiat_name,year,total_population,population_change,population_change_pct
0201000,Powiat bolesławiecki,2013,90306,,
0201000,Powiat bolesławiecki,2014,90346,40.0,0.04
0201000,Powiat bolesławiecki,2015,90199,-147.0,-0.16
0201000,Powiat bolesławiecki,2016,90180,-19.0,-0.02
0201000,Powiat bolesławiecki,2017,90173,-7.0,-0.01
0201000,Powiat bolesławiecki,2018,90200,27.0,0.03
0201000,Powiat bolesławiecki,2019,90103,-97.0,-0.11
0201000,Powiat bolesławiecki,2020,88524,-1579.0,-1.75
0201000,Powiat bolesławiecki,2021,88275,-249.0,-0.28
0201000,Powiat bolesławiecki,2022,87922,-353.0,-0.4
0201000,Powiat bolesławiecki,2023,87642,-280.0,-0.32
0201000,Powiat bolesławiecki,2024,87255,-387.0,-0.44
0202000,Powiat dzierżoniowski,2013,104613,,
0202000,Powiat dzierżoniowski,2014,104075,-538.0,-0.51
0202000,Powiat dzierżoniowski,2015,103349,-726.0,-0.7
0202000,Powiat dzierżoniowski,2016,102649,-700.0,-0.68
0202000,Powiat dzierżoniowski,2017,102077,-572.0,-0.56
0202000,Powiat dzierżoniowski,2018,101437,-640.0,-0.63
0202000,Powiat dzierżoniowski,2019,100813,-624.0,-0.62
0202000,Powiat dzierżoniowski,2020,97985,-2828.0,-2.81
0202000,Powiat dzierżoniowski,2021,96884,-1101.0,-1.12
0202000,Powiat dzierżoniowski,2022,95863,-1021.0,-1.05
0202000,Powiat dzierżoniowski,2023,94740,-1123.0,-1.17
0202000,Powiat dzierżoniowski,2024,93863,-877.0,-0.93
0203000,Powiat głogowski,2013,90302,,
0203000,Powiat głogowski,2014,90222,-80.0,-0.09
0203000,Powiat głogowski,2015,90205,-17.0,-0.02
0203000,Powiat głogowski,2016,89989,-216.0,-0.24
0203000,Powiat głogowski,2017,89933,-56.0,-0.06
0203000,Powiat głogowski,2018,89541,-392.0,-0.44
0203000,Powiat głogowski,2019,89102,-439.0,-0.49
0203000,Powiat głogowski,2020,86797,-2305.0,-2.59
0203000,Powiat głogowski,2021,86376,-421.0,-0.49
0203000,Powiat głogowski,2022,85689,-687.0,-0.8
0203000,Powiat głogowski,2023,85043,-646.0,-0.75
0203000,Powiat głogowski,2024,84387,-656.0,-0.77
0204000,Powiat górowski,2013,36391,,
0204000,Powiat górowski,2014,36236,-155.0,-0.43
0204000,Powiat górowski,2015,35940,-296.0,-0.82
0204000,Powiat górowski,2016,35715,-225.0,-0.63
0204000,Powiat górowski,2017,35473,-242.0,-0.68
0204000,Powiat górowski,2018,35182,-291.0,-0.82
0204000,Powiat górowski,2019,34870,-312.0,-0.89
0204000,Powiat górowski,2020,33376,-1494.0,-4.28
0204000,Powiat górowski,2021,33027,-349.0,-1.05
0204000,Powiat górowski,2022,32738,-289.0,-0.88
0204000,Powiat górowski,2023,32459,-279.0,-0.85
0204000,Powiat górowski,2024,32054,-405.0,-1.25
0205000,Powiat jaworski,2013,52070,,
0205000,Powiat jaworski,2014,51796,-274.0,-0.53
0205000,Powiat jaworski,2015,51451,-345.0,-0.67
0205000,Powiat jaworski,2016,51176,-275.0,-0.53
0205000,Powiat jaworski,2017,50947,-229.0,-0.45
0205000,Powiat jaworski,2018,50545,-402.0,-0.79
0205000,Powiat jaworski,2019,50116,-429.0,-0.85
0205000,Powiat jaworski,2020,48626,-1490.0,-2.97
0205000,Powiat jaworski,2021,48029,-597.0,-1.23
0205000,Powiat jaworski,2022,47584,-445.0,-0.93
0205000,Powiat jaworski,2023,47213,-371.0,-0.78
0205000,Powiat jaworski,2024,46822,-391.0,-0.83
0206000,Powiat karkonoski,2013,65171,,
0206000,Powiat karkonoski,2014,64969,-202.0,-0.31
0206000,Powiat karkonoski,2015,64599,-370.0,-0.57
0206000,Powiat karkonoski,2016,64395,-204.0,-0.32
0206000,Powiat karkonoski,2017,64178,-217.0,-0.34
0206000,Powiat karkonoski,2018,63855,-323.0,-0.5
0206000,Powiat karkonoski,2019,63591,-264.0,-0.41
0206000,Powiat karkonoski,2020,61884,-1707.0,-2.68
0206000,Powiat karkonoski,2021,61469,-415.0,-0.67
0206000,Powiat karkonoski,2022,61016,-453.0,-0.74
0206000,Powiat karkonoski,2023,60438,-578.0,-0.95
0206000,Powiat karkonoski,2024,59864,-574.0,-0.95
0207000,Powiat kamiennogórski,2013,45039,,
0207000,Powiat kamiennogórski,2014,44700,-339.0,-0.75
0207000,Powiat kamiennogórski,2015,44402,-298.0,-0.67
0207000,Powiat kamiennogórski,2016,44262,-140.0,-0.32
0207000,Powiat kamiennogórski,2017,43999,-263.0,-0.59
0207000,Powiat kamiennogórski,2018,43621,-378.0,-0.86
0207000,Powiat kamiennogórski,2019,43239,-382.0,-0.88
0207000,Powiat kamiennogórski,2020,41817,-1422.0,-3.29
0207000,Powiat kamiennogórski,2021,41244,-573.0,-1.37
0207000,Powiat kamiennogórski,2022,40786,-458.0,-1.11
0207000,Powiat kamiennogórski,2023,40319,-467.0,-1.15
0207000,Powiat kamiennogórski,2024,39875,-444.0,-1.1
0208000,Powiat kłodzki,2013,164680,,
0208000,Powiat kłodzki,2014,163672,-1008.0,-0.61
0208000,Powiat kłodzki,2015,162465,-1207.0,-0.74
0208000,Powiat kłodzki,2016,161452,-1013.0,-0.62
0208000,Powiat kłodzki,2017,160465,-987.0,-0.61
0208000,Powiat kłodzki,2018,159337,-1128.0,-0.7
0208000,Powiat kłodzki,2019,157996,-1341.0,-0.84
0208000,Powiat kłodzki,2020,152651,-5345.0,-3.38
0208000,Powiat kłodzki,2021,150515,-2136.0,-1.4
0208000,Powiat kłodzki,2022,148681,-1834.0,-1.22
0208000,Powiat kłodzki,2023,146952,-1729.0,-1.16
0208000,Powiat kłodzki,2024,145243,-1709.0,-1.16
0209000,Powiat legnicki,2013,54869,,
0209000,Powiat legnicki,2014,55026,157.0,0.29
0209000,Powiat legnicki,2015,55051,25.0,0.05
0209000,Powiat legnicki,2016,55182,131.0,0.24
0209000,Powiat legnicki,2017,55233,51.0,0.09
0209000,Powiat legnicki,2018,55326,93.0,0.17
0209000,Powiat legnicki,2019,55166,-160.0,-0.29
0209000,Powiat legnicki,2020,55038,-128.0,-0.23
0209000,Powiat legnicki,2021,55083,45.0,0.08
0209000,Powiat legnicki,2022,55032,-51.0,-0.09
0209000,Powiat legnicki,2023,55032,0.0,0.0
0209000,Powiat legnicki,2024,54967,-65.0,-0.12
0210000,Powiat lubański,2013,56117,,
0210000,Powiat lubański,2014,55900,-217.0,-0.39
0210000,Powiat lubański,2015,55533,-367.0,-0.66
0210000,Powiat lubański,2016,55238,-295.0,-0.53
0210000,Powiat lubański,2017,54991,-247.0,-0.45
0210000,Powiat lubański,2018,54699,-292.0,-0.53
0210000,Powiat lubański,2019,54254,-445.0,-0.81
0210000,Powiat lubański,2020,52944,-1310.0,-2.41
0210000,Powiat lubański,2021,52372,-572.0,-1.08
0210000,Powiat lubański,2022,51886,-486.0,-0.93
0210000,Powiat lubański,2023,51410,-476.0,-0.92
0210000,Powiat lubański,2024,50909,-501.0,-0.97
0211000,Powiat lubiński,2013,106512,,
0211000,Powiat lubiński,2014,106433,-79.0,-0.07
0211000,Powiat lubiński,2015,106319,-114.0,-0.11
0211000,Powiat lubiński,2016,106355,36.0,0.03
0211000,Powiat lubiński,2017,106320,-35.0,-0.03
0211000,Powiat lubiński,2018,106254,-66.0,-0.06
0211000,Powiat lubiński,2019,106150,-104.0,-0.1
0211000,Powiat lubiński,2020,104480,-1670.0,-1.57
0211000,Powiat lubiński,2021,103927,-553.0,-0.53
0211000,Powiat lubiński,2022,103426,-501.0,-0.48
0211000,Powiat lubiński,2023,102872,-554.0,-0.54
0211000,Powiat lubiński,2024,102376,-496.0,-0.48
0212000,Powiat lwówecki,2013,47317,,
0212000,Powiat lwówecki,2014,47014,-303.0,-0.64
0212000,Powiat lwówecki,2015,46677,-337.0,-0.72
0212000,Powiat lwówecki,2016,46527,-150.0,-0.32
0212000,Powiat lwówecki,2017,46360,-167.0,-0.36
0212000,Powiat lwówecki,2018,46059,-301.0,-0.65
0212000,Powiat lwówecki,2019,45925,-134.0,-0.29
0212000,Powiat lwówecki,2020,44033,-1892.0,-4.12
0212000,Powiat lwówecki,2021,43473,-560.0,-1.27
0212000,Powiat lwówecki,2022,43157,-316.0,-0.73
0212000,Powiat lwówecki,2023,42817,-340.0,-0.79
0212000,Powiat lwówecki,2024,42465,-352.0,-0.82
0213000,Powiat milicki,2013,37320,,
0213000,Powiat milicki,2014,37266,-54.0,-0.14
0213000,Powiat milicki,2015,37213,-53.0,-0.14
0213000,Powiat milicki,2016,37148,-65.0,-0.17
0213000,Powiat milicki,2017,37125,-23.0,-0.06
0213000,Powiat milicki,2018,37093,-32.0,-0.09
0213000,Powiat milicki,2019,36999,-94.0,-0.25
0213000,Powiat milicki,2020,36184,-815.0,-2.2
0213000,Powiat milicki,2021,36033,-151.0,-0.42
0213000,Powiat milicki,2022,35826,-207.0,-0.57
0213000,Powiat milicki,2023,35603,-223.0,-0.62
0213000,Powiat milicki,2024,35396,-207.0,-0.58
0214000,Powiat oleśnicki,2013,106088,,
0214000,Powiat oleśnicki,2014,106311,223.0,0.21
0214000,Powiat oleśnicki,2015,106486,175.0,0.16
0214000,Powiat oleśnicki,2016,106794,308.0,0.29
0214000,Powiat oleśnicki,2017,106907,113.0,0.11
0214000,Powiat oleśnicki,2018,107062,155.0,0.14
0214000,Powiat oleśnicki,2019,107269,207.0,0.19
0214000,Powiat oleśnicki,2020,106650,-619.0,-0.58
0214000,Powiat oleśnicki,2021,106409,-241.0,-0.23
0214000,Powiat oleśnicki,2022,106481,72.0,0.07
0214000,Powiat oleśnicki,2023,106516,35.0,0.03
0214000,Powiat oleśnicki,2024,106706,190.0,0.18
0215000,Powiat oławski,2013,75793,,
0215000,Powiat oławski,2014,75953,160.0,0.21
0215000,Powiat oławski,2015,76064,111.0,0.15
0215000,Powiat oławski,2016,76329,265.0,0.35
0215000,Powiat oławski,2017,76505,176.0,0.23
0215000,Powiat oławski,2018,76595,90.0,0.12
0215000,Powiat oławski,2019,76752,157.0,0.2
0215000,Powiat oławski,2020,77405,653.0,0.85
0215000,Powiat oławski,2021,77341,-64.0,-0.08
0215000,Powiat oławski,2022,77300,-41.0,-0.05
0215000,Powiat oławski,2023,77428,128.0,0.17
0215000,Powiat oławski,2024,77387,-41.0,-0.05
0216000,Powiat polkowicki,2013,63240,,
0216000,Powiat polkowicki,2014,63201,-39.0,-0.06
0216000,Powiat polkowicki,2015,63057,-144.0,-0.23
0216000,Powiat polkowicki,2016,63081,24.0,0.04
0216000,Powiat polkowicki,2017,63017,-64.0,-0.1
0216000,Powiat polkowicki,2018,62982,-35.0,-0.06
0216000,Powiat polkowicki,2019,63065,83.0,0.13
0216000,Powiat polkowicki,2020,61610,-1455.0,-2.31
0216000,Powiat polkowicki,2021,61309,-301.0,-0.49
0216000,Powiat polkowicki,2022,61308,-1.0,-0.0
0216000,Powiat polkowicki,2023,61189,-119.0,-0.19
0216000,Powiat polkowicki,2024,60913,-276.0,-0.45
0217000,Powiat strzeliński,2013,44393,,
0217000,Powiat strzeliński,2014,44274,-119.0,-0.27
0217000,Powiat strzeliński,2015,44165,-109.0,-0.25
0217000,Powiat strzeliński,2016,44052,-113.0,-0.26
0217000,Powiat strzeliński,2017,44006,-46.0,-0.1
0217000,Powiat strzeliński,2018,43773,-233.0,-0.53
0217000,Powiat strzeliński,2019,43570,-203.0,-0.46
0217000,Powiat strzeliński,2020,42522,-1048.0,-2.41
0217000,Powiat strzeliński,2021,42239,-283.0,-0.67
0217000,Powiat strzeliński,2022,41990,-249.0,-0.59
0217000,Powiat strzeliński,2023,41782,-208.0,-0.5
0217000,Powiat strzeliński,2024,41473,-309.0,-0.74
0218000,Powiat średzki,2013,52445,,
0218000,Powiat średzki,2014,52725,280.0,0.53
0218000,Powiat średzki,2015,52837,112.0,0.21
0218000,Powiat średzki,2016,53181,344.0,0.65
0218000,Powiat średzki,2017,53722,541.0,1.02
0218000,Powiat średzki,2018,54269,547.0,1.02
0218000,Powiat średzki,2019,55079,810.0,1.49
0218000,Powiat średzki,2020,57409,2330.0,4.23
0218000,Powiat średzki,2021,57978,569.0,0.99
0218000,Powiat średzki,2022,58508,530.0,0.91
0218000,Powiat średzki,2023,59078,570.0,0.97
0218000,Powiat średzki,2024,59713,635.0,1.07
0219000,Powiat świdnicki,2013,160932,,
0219000,Powiat świdnicki,2014,160438,-494.0,-0.31
0219000,Powiat świdnicki,2015,159633,-805.0,-0.5
0219000,Powiat świdnicki,2016,158939,-694.0,-0.43
0219000,Powiat świdnicki,2017,158392,-547.0,-0.34
0219000,Powiat świdnicki,2018,157615,-777.0,-0.49
0219000,Powiat świdnicki,2019,156921,-694.0,-0.44
0219000,Powiat świdnicki,2020,153694,-3227.0,-2.06
0219000,Powiat świdnicki,2021,152443,-1251.0,-0.81
0219000,Powiat świdnicki,2022,151248,-1195.0,-0.78
0219000,Powiat świdnicki,2023,150410,-838.0,-0.55
0219000,Powiat świdnicki,2024,149312,-1098.0,-0.73
0220000,Powiat trzebnicki,2013,83041,,
0220000,Powiat trzebnicki,2014,83358,317.0,0.38
0220000,Powiat trzebnicki,2015,83699,341.0,0.41
0220000,Powiat trzebnicki,2016,84063,364.0,0.43
0220000,Powiat trzebnicki,2017,84495,432.0,0.51
0220000,Powiat trzebnicki,2018,84886,391.0,0.46
0220000,Powiat trzebnicki,2019,85253,367.0,0.43
0220000,Powiat trzebnicki,2020,86869,1616.0,1.9
0220000,Powiat trzebnicki,2021,86980,111.0,0.13
0220000,Powiat trzebnicki,2022,87287,307.0,0.35
0220000,Powiat trzebnicki,2023,87635,348.0,0.4
0220000,Powiat trzebnicki,2024,87765,130.0,0.15
0221000,Powiat wałbrzyski,2013,57834,,
0221000,Powiat wałbrzyski,2014,57492,-342.0,-0.59
0221000,Powiat wałbrzyski,2015,57023,-469.0,-0.82
0221000,Powiat wałbrzyski,2016,56788,-235.0,-0.41
0221000,Powiat wałbrzyski,2017,56446,-342.0,-0.6
0221000,Powiat wałbrzyski,2018,56004,-442.0,-0.78
0221000,Powiat wałbrzyski,2019,55611,-393.0,-0.7
0221000,Powiat wałbrzyski,2020,54085,-1526.0,-2.74
0221000,Powiat wałbrzyski,2021,53534,-551.0,-1.02
0221000,Powiat wałbrzyski,2022,53115,-419.0,-0.78
0221000,Powiat wałbrzyski,2023,52656,-459.0,-0.86
0221000,Powiat wałbrzyski,2024,52275,-381.0,-0.72
0222000,Powiat wołowski,2013,47569,,
0222000,Powiat wołowski,2014,47439,-130.0,-0.27
0222000,Powiat wołowski,2015,47194,-245.0,-0.52
0222000,Powiat wołowski,2016,47137,-57.0,-0.12
0222000,Powiat wołowski,2017,47124,-13.0,-0.03
0222000,Powiat wołowski,2018,47056,-68.0,-0.14
0222000,Powiat wołowski,2019,46818,-238.0,-0.51
0222000,Powiat wołowski,2020,46352,-466.0,-1.0
0222000,Powiat wołowski,2021,46044,-308.0,-0.66
0222000,Powiat wołowski,2022,45728,-316.0,-0.69
0222000,Powiat wołowski,2023,45458,-270.0,-0.59
0222000,Powiat wołowski,2024,45112,-346.0,-0.76
0223000,Powiat wrocławski,2013,127896,,
0223000,Powiat wrocławski,2014,130968,3072.0,2.4
0223000,Powiat wrocławski,2015,134145,3177.0,2.43
0223000,Powiat wrocławski,2016,137419,3274.0,2.44
0223000,Powiat wrocławski,2017,141337,3918.0,2.85
0223000,Powiat wrocławski,2018,146060,4723.0,3.34
0223000,Powiat wrocławski,2019,151385,5325.0,3.65
0223000,Powiat wrocławski,2020,174276,22891.0,15.12
0223000,Powiat wrocławski,2021,178857,4581.0,2.63
0223000,Powiat wrocławski,2022,182778,3921.0,2.19
0223000,Powiat wrocławski,2023,187153,4375.0,2.39
0223000,Powiat wrocławski,2024,191110,3957.0,2.11
0224000,Powiat ząbkowicki,2013,67875,,
0224000,Powiat ząbkowicki,2014,67458,-417.0,-0.61
0224000,Powiat ząbkowicki,2015,66971,-487.0,-0.72
0224000,Powiat ząbkowicki,2016,66527,-444.0,-0.66
0224000,Powiat ząbkowicki,2017,66009,-518.0,-0.78
0224000,Powiat ząbkowicki,2018,65428,-581.0,-0.88
0224000,Powiat ząbkowicki,2019,64802,-626.0,-0.96
0224000,Powiat ząbkowicki,2020,62561,-2241.0,-3.46
0224000,Powiat ząbkowicki,2021,61846,-715.0,-1.14
0224000,Powiat ząbkowicki,2022,61087,-759.0,-1.23
0224000,Powiat ząbkowicki,2023,60562,-525.0,-0.86
0224000,Powiat ząbkowicki,2024,59803,-759.0,-1.25
0225000,Powiat zgorzelecki,2013,93158,,
0225000,Powiat zgorzelecki,2014,92389,-769.0,-0.83
0225000,Powiat zgorzelecki,2015,91824,-565.0,-0.61
0225000,Powiat zgorzelecki,2016,91258,-566.0,-0.62
0225000,Powiat zgorzelecki,2017,90584,-674.0,-0.74
0225000,Powiat zgorzelecki,2018,90003,-581.0,-0.64
0225000,Powiat zgorzelecki,2019,89188,-815.0,-0.91
0225000,Powiat zgorzelecki,2020,87594,-1594.0,-1.79
0225000,Powiat zgorzelecki,2021,86640,-954.0,-1.09
0225000,Powiat zgorzelecki,2022,85898,-742.0,-0.86
0225000,Powiat zgorzelecki,2023,85139,-759.0,-0.88
0225000,Powiat zgorzelecki,2024,84337,-802.0,-0.94
0226000,Powiat złotoryjski,2013,45056,,
0226000,Powiat złotoryjski,2014,44867,-189.0,-0.42
0226000,Powiat złotoryjski,2015,44598,-269.0,-0.6
0226000,Powiat złotoryjski,2016,44381,-217.0,-0.49
0226000,Powiat złotoryjski,2017,44126,-255.0,-0.57
0226000,Powiat złotoryjski,2018,43869,-257.0,-0.58
0226000,Powiat złotoryjski,2019,43490,-379.0,-0.86
0226000,Powiat złotoryjski,2020,41740,-1750.0,-4.02
0226000,Powiat złotoryjski,2021,41277,-463.0,-1.11
0226000,Powiat złotoryjski,2022,40929,-348.0,-0.84
0226000,Powiat złotoryjski,2023,40616,-313.0,-0.76
0226000,Powiat złotoryjski,2024,40213,-403.0,-0.99
0261000,Powiat m. Jelenia Góra,2013,81985,,
0261000,Powiat m. Jelenia Góra,2014,81408,-577.0,-0.7
0261000,Powiat m. Jelenia Góra,2015,81010,-398.0,-0.49
0261000,Powiat m. Jelenia Góra,2016,80524,-486.0,-0.6
0261000,Powiat m. Jelenia Góra,2017,80072,-452.0,-0.56
0261000,Powiat m. Jelenia Góra,2018,79480,-592.0,-0.74
0261000,Powiat m. Jelenia Góra,2019,79061,-419.0,-0.53
0261000,Powiat m. Jelenia Góra,2020,77538,-1523.0,-1.93
0261000,Powiat m. Jelenia Góra,2021,76570,-968.0,-1.25
0261000,Powiat m. Jelenia Góra,2022,75794,-776.0,-1.01
0261000,Powiat m. Jelenia Góra,2023,75124,-670.0,-0.88
0261000,Powiat m. Jelenia Góra,2024,74194,-930.0,-1.24
0262000,Powiat m. Legnica,2013,101992,,
0262000,Powiat m. Legnica,2014,101343,-649.0,-0.64
0262000,Powiat m. Legnica,2015,100886,-457.0,-0.45
0262000,Powiat m. Legnica,2016,100718,-168.0,-0.17
0262000,Powiat m. Legnica,2017,100324,-394.0,-0.39
0262000,Powiat m. Legnica,2018,99752,-572.0,-0.57
0262000,Powiat m. Legnica,2019,99350,-402.0,-0.4
0262000,Powiat m. Legnica,2020,95135,-4215.0,-4.24
0262000,Powiat m. Legnica,2021,93988,-1147.0,-1.21
0262000,Powiat m. Legnica,2022,93040,-948.0,-1.01
0262000,Powiat m. Legnica,2023,91948,-1092.0,-1.17
0262000,Powiat m. Legnica,2024,90823,-1125.0,-1.22
0264000,Powiat m. Wrocław,2013,632067,,
0264000,Powiat m. Wrocław,2014,634487,2420.0,0.38
0264000,Powiat m. Wrocław,2015,635759,1272.0,0.2
0264000,Powiat m. Wrocław,2016,637683,1924.0,0.3
0264000,Powiat m. Wrocław,2017,638586,903.0,0.14
0264000,Powiat m. Wrocław,2018,640648,2062.0,0.32
0264000,Powiat m. Wrocław,2019,642869,2221.0,0.35
0264000,Powiat m. Wrocław,2020,673592,30723.0,4.78
0264000,Powiat m. Wrocław,2021,674312,720.0,0.11
0264000,Powiat m. Wrocław,2022,674079,-233.0,-0.03
0264000,Powiat m. Wrocław,2023,673743,-336.0,-0.05
0264000,Powiat m. Wrocław,2024,672882,-861.0,-0.13
0265000,Powiat m. Wałbrzych od 2013,2013,117926,,
0265000,Powiat m. Wałbrzych od 2013,2014,116691,-1235.0,-1.05
0265000,Powiat m. Wałbrzych od 2013,2015,115453,-1238.0,-1.06
0265000,Powiat m. Wałbrzych od 2013,2016,114568,-885.0,-0.77
0265000,Powiat m. Wałbrzych od 2013,2017,113621,-947.0,-0.83
0265000,Powiat m. Wałbrzych od 2013,2018,112594,-1027.0,-0.9
0265000,Powiat m. Wałbrzych od 2013,2019,111356,-1238.0,-1.1
0265000,Powiat m. Wałbrzych od 2013,2020,105007,-6349.0,-5.7
0265000,Powiat m. Wałbrzych od 2013,2021,103263,-1744.0,-1.66
0265000,Powiat m. Wałbrzych od 2013,2022,101857,-1406.0,-1.36
0265000,Powiat m. Wałbrzych od 2013,2023,100294,-1563.0,-1.53
0265000,Powiat m. Wałbrzych od 2013,2024,98748,-1546.0,-1.54
0401000,Powiat aleksandrowski,2013,55919,,
0401000,Powiat aleksandrowski,2014,55711,-208.0,-0.37
0401000,Powiat aleksandrowski,2015,55573,-138.0,-0.25
0401000,Powiat aleksandrowski,2016,55347,-226.0,-0.41
0401000,Powiat aleksandrowski,2017,55337,-10.0,-0.02
0401000,Powiat aleksandrowski,2018,55274,-63.0,-0.11
0401000,Powiat aleksandrowski,2019,55066,-208.0,-0.38
0401000,Powiat aleksandrowski,2020,54334,-732.0,-1.33
0401000,Powiat aleksandrowski,2021,54003,-331.0,-0.61
0401000,Powiat aleksandrowski,2022,53736,-267.0,-0.49
0401000,Powiat aleksandrowski,2023,53458,-278.0,-0.52
0401000,Powiat aleksandrowski,2024,53086,-372.0,-0.7
0402000,Powiat brodnicki,2013,78102,,
0402000,Powiat brodnicki,2014,78397,295.0,0.38
0402000,Powiat brodnicki,2015,78431,34.0,0.04
0402000,Powiat brodnicki,2016,78630,199.0,0.25
0402000,Powiat brodnicki,2017,78879,249.0,0.32
0402000,Powiat brodnicki,2018,78898,19.0,0.02
0402000,Powiat brodnicki,2019,79097,199.0,0.25
0402000,Powiat brodnicki,2020,78397,-700.0,-0.88
0402000,Powiat brodnicki,2021,78173,-224.0,-0.29
0402000,Powiat brodnicki,2022,78057,-116.0,-0.15
0402000,Powiat brodnicki,2023,77791,-266.0,-0.34
0402000,Powiat brodnicki,2024,77345,-446.0,-0.57
0403000,Powiat bydgoski,2013,110565,,
0403000,Powiat bydgoski,2014,111734,1169.0,1.06
0403000,Powiat bydgoski,2015,112992,1258.0,1.13
0403000,Powiat bydgoski,2016,114418,1426.0,1.26
0403000,Powiat bydgoski,2017,115981,1563.0,1.37
0403000,Powiat bydgoski,2018,117325,1344.0,1.16
0403000,Powiat bydgoski,2019,118683,1358.0,1.16
0403000,Powiat bydgoski,2020,122163,3480.0,2.93
0403000,Powiat bydgoski,2021,123833,1670.0,1.37
0403000,Powiat bydgoski,2022,125436,1603.0,1.29
0403000,Powiat bydgoski,2023,126981,1545.0,1.23
0403000,Powiat bydgoski,2024,127915,934.0,0.74
0404000,Powiat chełmiński,2013,52610,,
0404000,Powiat chełmiński,2014,52559,-51.0,-0.1
0404000,Powiat chełmiński,2015,52361,-198.0,-0.38
0404000,Powiat chełmiński,2016,52236,-125.0,-0.24
0404000,Powiat chełmiński,2017,52292,56.0,0.11
0404000,Powiat chełmiński,2018,52193,-99.0,-0.19
0404000,Powiat chełmiński,2019,51925,-268.0,-0.51
0404000,Powiat chełmiński,2020,50298,-1627.0,-3.13
0404000,Powiat chełmiński,2021,49900,-398.0,-0.79
0404000,Powiat chełmiński,2022,49562,-338.0,-0.68
0404000,Powiat chełmiński,2023,49123,-439.0,-0.89
0404000,Powiat chełmiński,2024,48715,-408.0,-0.83
0405000,Powiat golubsko-dobrzyński,2013,45480,,
0405000,Powiat golubsko-dobrzyński,2014,45441,-39.0,-0.09
0405000,Powiat golubsko-dobrzyński,2015,45342,-99.0,-0.22
0405000,Powiat golubsko-dobrzyński,2016,45250,-92.0,-0.2
0405000,Powiat golubsko-dobrzyński,2017,45289,39.0,0.09
0405000,Powiat golubsko-dobrzyński,2018,45140,-149.0,-0.33
0405000,Powiat golubsko-dobrzyński,2019,45018,-122.0,-0.27
0405000,Powiat golubsko-dobrzyński,2020,44175,-843.0,-1.87
0405000,Powiat golubsko-dobrzyński,2021,43784,-391.0,-0.89
0405000,Powiat golubsko-dobrzyński,2022,43547,-237.0,-0.54
0405000,Powiat golubsko-dobrzyński,2023,43278,-269.0,-0.62
0405000,Powiat golubsko-dobrzyński,2024,42998,-280.0,-0.65
0406000,Powiat grudziądzki,2013,40135,,
0406000,Powiat grudziądzki,2014,40207,72.0,0.18
0406000,Powiat grudziądzki,2015,40346,139.0,0.35
0406000,Powiat grudziądzki,2016,40364,18.0,0.04
0406000,Powiat grudziądzki,2017,40368,4.0,0.01
0406000,Powiat grudziądzki,2018,40271,-97.0,-0.24
0406000,Powiat grudziądzki,2019,40238,-33.0,-0.08
0406000,Powiat grudziądzki,2020,39335,-903.0,-2.24
0406000,Powiat grudziądzki,2021,39269,-66.0,-0.17
0406000,Powiat grudziądzki,2022,39162,-107.0,-0.27
0406000,Powiat grudziądzki,2023,39137,-25.0,-0.06
0406000,Powiat grudziądzki,2024,39123,-14.0,-0.04
0407000,Powiat inowrocławski,2013,163682,,
0407000,Powiat inowrocławski,2014,163167,-515.0,-0.31
0407000,Powiat inowrocławski,2015,162545,-622.0,-0.38
0407000,Powiat inowrocławski,2016,162011,-534.0,-0.33
0407000,Powiat inowrocławski,2017,161591,-420.0,-0.26
0407000,Powiat inowrocławski,2018,160647,-944.0,-0.58
0407000,Powiat inowrocławski,2019,159814,-833.0,-0.52
0407000,Powiat inowrocławski,2020,154683,-5131.0,-3.21
0407000,Powiat inowrocławski,2021,153029,-1654.0,-1.07
0407000,Powiat inowrocławski,2022,151925,-1104.0,-0.72
0407000,Powiat inowrocławski,2023,150555,-1370.0,-0.9
0407000,Powiat inowrocławski,2024,149000,-1555.0,-1.03
0408000,Powiat lipnowski,2013,67231,,
0408000,Powiat lipnowski,2014,67041,-190.0,-0.28
0408000,Powiat lipnowski,2015,66823,-218.0,-0.33
0408000,Powiat lipnowski,2016,66575,-248.0,-0.37
0408000,Powiat lipnowski,2017,66517,-58.0,-0.09
0408000,Powiat lipnowski,2018,66062,-455.0,-0.68
0408000,Powiat lipnowski,2019,65750,-312.0,-0.47
0408000,Powiat lipnowski,2020,63889,-1861.0,-2.83
0408000,Powiat lipnowski,2021,63414,-475.0,-0.74
0408000,Powiat lipnowski,2022,63051,-363.0,-0.57
0408000,Powiat lipnowski,2023,62578,-473.0,-0.75
0408000,Powiat lipnowski,2024,62058,-520.0,-0.83
0409000,Powiat mogileński,2013,46590,,
0409000,Powiat mogileński,2014,46408,-182.0,-0.39
0409000,Powiat mogileński,2015,46254,-154.0,-0.33
0409000,Powiat mogileński,2016,46197,-57.0,-0.12
0409000,Powiat mogileński,2017,46046,-151.0,-0.33
0409000,Powiat mogileński,2018,45821,-225.0,-0.49
0409000,Powiat mogileński,2019,45619,-202.0,-0.44
0409000,Powiat mogileński,2020,44452,-1167.0,-2.56
0409000,Powiat mogileński,2021,44062,-390.0,-0.88
0409000,Powiat mogileński,2022,43853,-209.0,-0.47
0409000,Powiat mogileński,2023,43577,-276.0,-0.63
0409000,Powiat mogileński,2024,43209,-368.0,-0.84
0410000,Powiat nakielski,2013,86969,,
