powiat_code,powiat_name,year,total_population,population_change,population_change_pct
1801000,Powiat bieszczadzki,2015,22072,-83.0,-0.37
1801000,Powiat bieszczadzki,2016,21990,-82.0,-0.37
1801000,Powiat bieszczadzki,2017,21891,-99.0,-0.45
1801000,Powiat bieszczadzki,2018,21879,-12.0,-0.05
1801000,Powiat bieszczadzki,2019,21664,-215.0,-0.98
1801000,Powiat bieszczadzki,2020,21087,-577.0,-2.66
1801000,Powiat bieszczadzki,2021,20940,-147.0,-0.7
1801000,Powiat bieszczadzki,2022,20777,-163.0,-0.78
1801000,Powiat bieszczadzki,2023,20601,-176.0,-0.85
1801000,Powiat bieszczadzki,2024,20423,-178.0,-0.86
1802000,Powiat brzozowski,2013,66334,,
1802000,Powiat brzozowski,2014,66220,-114.0,-0.17
1802000,Powiat brzozowski,2015,66112,-108.0,-0.16
1802000,Powiat brzozowski,2016,65990,-122.0,-0.18
1802000,Powiat brzozowski,2017,65938,-52.0,-0.08
1802000,Powiat brzozowski,2018,65713,-225.0,-0.34
1802000,Powiat brzozowski,2019,65567,-146.0,-0.22
1802000,Powiat brzozowski,2020,64304,-1263.0,-1.93
1802000,Powiat brzozowski,2021,63918,-386.0,-0.6
1802000,Powiat brzozowski,2022,63591,-327.0,-0.51
1802000,Powiat brzozowski,2023,63203,-388.0,-0.61
1802000,Powiat brzozowski,2024,62822,-381.0,-0.6
1803000,Powiat dębicki,2013,135165,,
1803000,Powiat dębicki,2014,135115,-50.0,-0.04
1803000,Powiat dębicki,2015,135293,178.0,0.13
1803000,Powiat dębicki,2016,135336,43.0,0.03
1803000,Powiat dębicki,2017,135479,143.0,0.11
1803000,Powiat dębicki,2018,135471,-8.0,-0.01
1803000,Powiat dębicki,2019,135299,-172.0,-0.13
1803000,Powiat dębicki,2020,133915,-1384.0,-1.02
1803000,Powiat dębicki,2021,133330,-585.0,-0.44
1803000,Powiat dębicki,2022,132873,-457.0,-0.34
1803000,Powiat dębicki,2023,132615,-258.0,-0.19
1803000,Powiat dębicki,2024,131981,-634.0,-0.48
1804000,Powiat jarosławski,2013,122130,,
1804000,Powiat jarosławski,2014,121795,-335.0,-0.27
1804000,Powiat jarosławski,2015,121508,-287.0,-0.24
1804000,Powiat jarosławski,2016,121299,-209.0,-0.17
1804000,Powiat jarosławski,2017,120980,-319.0,-0.26
1804000,Powiat jarosławski,2018,120714,-266.0,-0.22
1804000,Powiat jarosławski,2019,120247,-467.0,-0.39
1804000,Powiat jarosławski,2020,117823,-2424.0,-2.02
1804000,Powiat jarosławski,2021,117015,-808.0,-0.69
1804000,Powiat jarosławski,2022,116458,-557.0,-0.48
1804000,Powiat jarosławski,2023,115865,-593.0,-0.51
1804000,Powiat jarosławski,2024,115103,-762.0,-0.66
1805000,Powiat jasielski,2013,115388,,
1805000,Powiat jasielski,2014,115185,-203.0,-0.18
1805000,Powiat jasielski,2015,114773,-412.0,-0.36
1805000,Powiat jasielski,2016,114533,-240.0,-0.21
1805000,Powiat jasielski,2017,114156,-377.0,-0.33
1805000,Powiat jasielski,2018,113962,-194.0,-0.17
1805000,Powiat jasielski,2019,113450,-512.0,-0.45
1805000,Powiat jasielski,2020,111035,-2415.0,-2.13
1805000,Powiat jasielski,2021,110185,-850.0,-0.77
1805000,Powiat jasielski,2022,109582,-603.0,-0.55
1805000,Powiat jasielski,2023,108819,-763.0,-0.7
1805000,Powiat jasielski,2024,108084,-735.0,-0.68
1806000,Powiat kolbuszowski,2013,62751,,
1806000,Powiat kolbuszowski,2014,62656,-95.0,-0.15
1806000,Powiat kolbuszowski,2015,62513,-143.0,-0.23
1806000,Powiat kolbuszowski,2016,62472,-41.0,-0.07
1806000,Powiat kolbuszowski,2017,62401,-71.0,-0.11
1806000,Powiat kolbuszowski,2018,62476,75.0,0.12
1806000,Powiat kolbuszowski,2019,62246,-230.0,-0.37
1806000,Powiat kolbuszowski,2020,61926,-320.0,-0.51
1806000,Powiat kolbuszowski,2021,61574,-352.0,-0.57
1806000,Powiat kolbuszowski,2022,61389,-185.0,-0.3
1806000,Powiat kolbuszowski,2023,61160,-229.0,-0.37
1806000,Powiat kolbuszowski,2024,60895,-265.0,-0.43
1807000,Powiat krośnieński,2013,111883,,
1807000,Powiat krośnieński,2014,112064,181.0,0.16
1807000,Powiat krośnieński,2015,112117,53.0,0.05
1807000,Powiat krośnieński,2016,112193,76.0,0.07
1807000,Powiat krośnieński,2017,112481,288.0,0.26
1807000,Powiat krośnieński,2018,112414,-67.0,-0.06
1807000,Powiat krośnieński,2019,112283,-131.0,-0.12
1807000,Powiat krośnieński,2020,110184,-2099.0,-1.87
1807000,Powiat krośnieński,2021,109633,-551.0,-0.5
1807000,Powiat krośnieński,2022,109122,-511.0,-0.47
1807000,Powiat krośnieński,2023,108659,-463.0,-0.42
1807000,Powiat krośnieński,2024,108034,-625.0,-0.58
1808000,Powiat leżajski,2013,69977,,
1808000,Powiat leżajski,2014,69856,-121.0,-0.17
1808000,Powiat leżajski,2015,69701,-155.0,-0.22
1808000,Powiat leżajski,2016,69663,-38.0,-0.05
1808000,Powiat leżajski,2017,69641,-22.0,-0.03
1808000,Powiat leżajski,2018,69562,-79.0,-0.11
1808000,Powiat leżajski,2019,69370,-192.0,-0.28
1808000,Powiat leżajski,2020,67896,-1474.0,-2.12
1808000,Powiat leżajski,2021,67439,-457.0,-0.67
1808000,Powiat leżajski,2022,67015,-424.0,-0.63
1808000,Powiat leżajski,2023,66698,-317.0,-0.47
1808000,Powiat leżajski,2024,66263,-435.0,-0.65
1809000,Powiat lubaczowski,2013,57057,,
1809000,Powiat lubaczowski,2014,56895,-162.0,-0.28
1809000,Powiat lubaczowski,2015,56536,-359.0,-0.63
1809000,Powiat lubaczowski,2016,56352,-184.0,-0.33
1809000,Powiat lubaczowski,2017,56086,-266.0,-0.47
1809000,Powiat lubaczowski,2018,55652,-434.0,-0.77
1809000,Powiat lubaczowski,2019,55217,-435.0,-0.78
1809000,Powiat lubaczowski,2020,53914,-1303.0,-2.36
1809000,Powiat lubaczowski,2021,53374,-540.0,-1.0
1809000,Powiat lubaczowski,2022,52983,-391.0,-0.73
1809000,Powiat lubaczowski,2023,52565,-418.0,-0.79
1809000,Powiat lubaczowski,2024,51997,-568.0,-1.08
1810000,Powiat łańcucki,2013,79866,,
1810000,Powiat łańcucki,2014,80028,162.0,0.2
1810000,Powiat łańcucki,2015,80201,173.0,0.22
1810000,Powiat łańcucki,2016,80464,263.0,0.33
1810000,Powiat łańcucki,2017,80741,277.0,0.34
1810000,Powiat łańcucki,2018,80834,93.0,0.12
1810000,Powiat łańcucki,2019,81049,215.0,0.27
1810000,Powiat łańcucki,2020,81007,-42.0,-0.05
1810000,Powiat łańcucki,2021,80796,-211.0,-0.26
1810000,Powiat łańcucki,2022,80802,6.0,0.01
1810000,Powiat łańcucki,2023,80844,42.0,0.05
1810000,Powiat łańcucki,2024,80749,-95.0,-0.12
1811000,Powiat mielecki,2013,136403,,
1811000,Powiat mielecki,2014,136313,-90.0,-0.07
1811000,Powiat mielecki,2015,136263,-50.0,-0.04
1811000,Powiat mielecki,2016,136315,52.0,0.04
1811000,Powiat mielecki,2017,136666,351.0,0.26
1811000,Powiat mielecki,2018,136673,7.0,0.01
1811000,Powiat mielecki,2019,136660,-13.0,-0.01
1811000,Powiat mielecki,2020,134329,-2331.0,-1.71
1811000,Powiat mielecki,2021,133714,-615.0,-0.46
1811000,Powiat mielecki,2022,133320,-394.0,-0.29
1811000,Powiat mielecki,2023,132983,-337.0,-0.25
1811000,Powiat mielecki,2024,132484,-499.0,-0.38
1812000,Powiat niżański,2013,67521,,
1812000,Powiat niżański,2014,67353,-168.0,-0.25
1812000,Powiat niżański,2015,67178,-175.0,-0.26
1812000,Powiat niżański,2016,66911,-267.0,-0.4
1812000,Powiat niżański,2017,66917,6.0,0.01
1812000,Powiat niżański,2018,66843,-74.0,-0.11
1812000,Powiat niżański,2019,66589,-254.0,-0.38
1812000,Powiat niżański,2020,64957,-1632.0,-2.45
1812000,Powiat niżański,2021,64428,-529.0,-0.81
1812000,Powiat niżański,2022,64057,-371.0,-0.58
1812000,Powiat niżański,2023,63733,-324.0,-0.51
1812000,Powiat niżański,2024,63189,-544.0,-0.85
1813000,Powiat przemyski,2013,74225,,
1813000,Powiat przemyski,2014,74067,-158.0,-0.21
1813000,Powiat przemyski,2015,74315,248.0,0.33
1813000,Powiat przemyski,2016,74360,45.0,0.06
1813000,Powiat przemyski,2017,74440,80.0,0.11
1813000,Powiat przemyski,2018,74398,-42.0,-0.06
1813000,Powiat przemyski,2019,74061,-337.0,-0.45
1813000,Powiat przemyski,2020,72100,-1961.0,-2.65
1813000,Powiat przemyski,2021,71742,-358.0,-0.5
1813000,Powiat przemyski,2022,71393,-349.0,-0.49
1813000,Powiat przemyski,2023,71131,-262.0,-0.37
1813000,Powiat przemyski,2024,70688,-443.0,-0.62
1814000,Powiat przeworski,2013,79262,,
1814000,Powiat przeworski,2014,79027,-235.0,-0.3
1814000,Powiat przeworski,2015,78869,-158.0,-0.2
1814000,Powiat przeworski,2016,78735,-134.0,-0.17
1814000,Powiat przeworski,2017,78644,-91.0,-0.12
1814000,Powiat przeworski,2018,78458,-186.0,-0.24
1814000,Powiat przeworski,2019,78362,-96.0,-0.12
1814000,Powiat przeworski,2020,76778,-1584.0,-2.02
1814000,Powiat przeworski,2021,76401,-377.0,-0.49
1814000,Powiat przeworski,2022,76094,-307.0,-0.4
1814000,Powiat przeworski,2023,75739,-355.0,-0.47
1814000,Powiat przeworski,2024,75370,-369.0,-0.49
1815000,Powiat ropczycko-sędziszowski,2013,73551,,
1815000,Powiat ropczycko-sędziszowski,2014,73680,129.0,0.18
1815000,Powiat ropczycko-sędziszowski,2015,73756,76.0,0.1
1815000,Powiat ropczycko-sędziszowski,2016,73956,200.0,0.27
1815000,Powiat ropczycko-sędziszowski,2017,74198,242.0,0.33
1815000,Powiat ropczycko-sędziszowski,2018,74374,176.0,0.24
1815000,Powiat ropczycko-sędziszowski,2019,74515,141.0,0.19
1815000,Powiat ropczycko-sędziszowski,2020,74023,-492.0,-0.66
1815000,Powiat ropczycko-sędziszowski,2021,74063,40.0,0.05
1815000,Powiat ropczycko-sędziszowski,2022,74066,3.0,0.0
1815000,Powiat ropczycko-sędziszowski,2023,74027,-39.0,-0.05
1815000,Powiat ropczycko-sędziszowski,2024,74083,56.0,0.08
1816000,Powiat rzeszowski,2013,165835,,
1816000,Powiat rzeszowski,2014,166643,808.0,0.49
1816000,Powiat rzeszowski,2015,167342,699.0,0.42
1816000,Powiat rzeszowski,2016,168337,995.0,0.59
1816000,Powiat rzeszowski,2017,169165,828.0,0.49
1816000,Powiat rzeszowski,2018,170486,1321.0,0.78
1816000,Powiat rzeszowski,2019,169438,-1048.0,-0.61
1816000,Powiat rzeszowski,2020,174049,4611.0,2.72
1816000,Powiat rzeszowski,2021,173842,-207.0,-0.12
1816000,Powiat rzeszowski,2022,174805,963.0,0.55
1816000,Powiat rzeszowski,2023,175777,972.0,0.56
1816000,Powiat rzeszowski,2024,176821,1044.0,0.59
1817000,Powiat sanocki,2013,96096,,
1817000,Powiat sanocki,2014,95826,-270.0,-0.28
1817000,Powiat sanocki,2015,95645,-181.0,-0.19
1817000,Powiat sanocki,2016,95485,-160.0,-0.17
1817000,Powiat sanocki,2017,95035,-450.0,-0.47
1817000,Powiat sanocki,2018,94758,-277.0,-0.29
1817000,Powiat sanocki,2019,94385,-373.0,-0.39
1817000,Powiat sanocki,2020,91818,-2567.0,-2.72
1817000,Powiat sanocki,2021,90907,-911.0,-0.99
1817000,Powiat sanocki,2022,90294,-613.0,-0.67
1817000,Powiat sanocki,2023,89743,-551.0,-0.61
1817000,Powiat sanocki,2024,89001,-742.0,-0.83
1818000,Powiat stalowowolski,2013,108664,,
1818000,Powiat stalowowolski,2014,108280,-384.0,-0.35
1818000,Powiat stalowowolski,2015,107946,-334.0,-0.31
1818000,Powiat stalowowolski,2016,107576,-370.0,-0.34
1818000,Powiat stalowowolski,2017,107138,-438.0,-0.41
1818000,Powiat stalowowolski,2018,106619,-519.0,-0.48
1818000,Powiat stalowowolski,2019,106037,-582.0,-0.55
1818000,Powiat stalowowolski,2020,103563,-2474.0,-2.33
1818000,Powiat stalowowolski,2021,102422,-1141.0,-1.1
1818000,Powiat stalowowolski,2022,101637,-785.0,-0.77
1818000,Powiat stalowowolski,2023,100891,-746.0,-0.73
1818000,Powiat stalowowolski,2024,100034,-857.0,-0.85
1819000,Powiat strzyżowski,2013,62095,,
1819000,Powiat strzyżowski,2014,61912,-183.0,-0.29
1819000,Powiat strzyżowski,2015,61852,-60.0,-0.1
1819000,Powiat strzyżowski,2016,61781,-71.0,-0.11
1819000,Powiat strzyżowski,2017,61690,-91.0,-0.15
1819000,Powiat strzyżowski,2018,61558,-132.0,-0.21
1819000,Powiat strzyżowski,2019,61386,-172.0,-0.28
1819000,Powiat strzyżowski,2020,60350,-1036.0,-1.69
1819000,Powiat strzyżowski,2021,59852,-498.0,-0.83
1819000,Powiat strzyżowski,2022,59514,-338.0,-0.56
1819000,Powiat strzyżowski,2023,59201,-313.0,-0.53
1819000,Powiat strzyżowski,2024,58775,-426.0,-0.72
1820000,Powiat tarnobrzeski,2013,53918,,
1820000,Powiat tarnobrzeski,2014,53798,-120.0,-0.22
1820000,Powiat tarnobrzeski,2015,53711,-87.0,-0.16
1820000,Powiat tarnobrzeski,2016,53481,-230.0,-0.43
1820000,Powiat tarnobrzeski,2017,53388,-93.0,-0.17
1820000,Powiat tarnobrzeski,2018,53236,-152.0,-0.28
1820000,Powiat tarnobrzeski,2019,52965,-271.0,-0.51
1820000,Powiat tarnobrzeski,2020,51919,-1046.0,-1.97
1820000,Powiat tarnobrzeski,2021,51503,-416.0,-0.8
1820000,Powiat tarnobrzeski,2022,51300,-203.0,-0.39
1820000,Powiat tarnobrzeski,2023,50935,-365.0,-0.71
1820000,Powiat tarnobrzeski,2024,50550,-385.0,-0.76
1821000,Powiat leski,2013,26783,,
1821000,Powiat leski,2014,26821,38.0,0.14
1821000,Powiat leski,2015,26747,-74.0,-0.28
1821000,Powiat leski,2016,26691,-56.0,-0.21
1821000,Powiat leski,2017,26606,-85.0,-0.32
1821000,Powiat leski,2018,26562,-44.0,-0.17
1821000,Powiat leski,2019,26441,-121.0,-0.46
1821000,Powiat leski,2020,25971,-470.0,-1.78
1821000,Powiat leski,2021,25696,-275.0,-1.06
1821000,Powiat leski,2022,25565,-131.0,-0.51
1821000,Powiat leski,2023,25397,-168.0,-0.66
1821000,Powiat leski,2024,25224,-173.0,-0.68
1861000,Powiat m. Krosno,2013,47223,,
1861000,Powiat m. Krosno,2014,46934,-289.0,-0.61
1861000,Powiat m. Krosno,2015,46775,-159.0,-0.34
1861000,Powiat m. Krosno,2016,46565,-210.0,-0.45
1861000,Powiat m. Krosno,2017,46600,35.0,0.08
1861000,Powiat m. Krosno,2018,46511,-89.0,-0.19
1861000,Powiat m. Krosno,2019,46291,-220.0,-0.47
1861000,Powiat m. Krosno,2020,45165,-1126.0,-2.43
1861000,Powiat m. Krosno,2021,44687,-478.0,-1.06
1861000,Powiat m. Krosno,2022,44322,-365.0,-0.82
1861000,Powiat m. Krosno,2023,44060,-262.0,-0.59
1861000,Powiat m. Krosno,2024,43594,-466.0,-1.06
1862000,Powiat m. Przemyśl,2013,63638,,
1862000,Powiat m. Przemyśl,2014,63441,-197.0,-0.31
1862000,Powiat m. Przemyśl,2015,62720,-721.0,-1.14
1862000,Powiat m. Przemyśl,2016,62154,-566.0,-0.9
1862000,Powiat m. Przemyśl,2017,61808,-346.0,-0.56
1862000,Powiat m. Przemyśl,2018,61251,-557.0,-0.9
1862000,Powiat m. Przemyśl,2019,60689,-562.0,-0.92
1862000,Powiat m. Przemyśl,2020,58625,-2064.0,-3.4
1862000,Powiat m. Przemyśl,2021,57568,-1057.0,-1.8
1862000,Powiat m. Przemyśl,2022,56802,-766.0,-1.33
1862000,Powiat m. Przemyśl,2023,56050,-752.0,-1.32
1862000,Powiat m. Przemyśl,2024,55292,-758.0,-1.35
1863000,Powiat m. Rzeszów,2013,183108,,
1863000,Powiat m. Rzeszów,2014,185123,2015.0,1.1
1863000,Powiat m. Rzeszów,2015,185896,773.0,0.42
1863000,Powiat m. Rzeszów,2016,187422,1526.0,0.82
1863000,Powiat m. Rzeszów,2017,189662,2240.0,1.2
1863000,Powiat m. Rzeszów,2018,191564,1902.0,1.0
1863000,Powiat m. Rzeszów,2019,196208,4644.0,2.42
1863000,Powiat m. Rzeszów,2020,194374,-1834.0,-0.93
1863000,Powiat m. Rzeszów,2021,196374,2000.0,1.03
1863000,Powiat m. Rzeszów,2022,197181,807.0,0.41
1863000,Powiat m. Rzeszów,2023,197268,87.0,0.04
1863000,Powiat m. Rzeszów,2024,198317,1049.0,0.53
1864000,Powiat m. Tarnobrzeg,2013,48217,,
1864000,Powiat m. Tarnobrzeg,2014,48000,-217.0,-0.45
1864000,Powiat m. Tarnobrzeg,2015,47816,-184.0,-0.38
1864000,Powiat m. Tarnobrzeg,2016,47595,-221.0,-0.46
1864000,Powiat m. Tarnobrzeg,2017,47387,-208.0,-0.44
1864000,Powiat m. Tarnobrzeg,2018,47047,-340.0,-0.72
1864000,Powiat m. Tarnobrzeg,2019,46745,-302.0,-0.64
1864000,Powiat m. Tarnobrzeg,2020,45054,-1691.0,-3.62
1864000,Powiat m. Tarnobrzeg,2021,44529,-525.0,-1.17
1864000,Powiat m. Tarnobrzeg,2022,44156,-373.0,-0.84
1864000,Powiat m. Tarnobrzeg,2023,43712,-444.0,-1.01
1864000,Powiat m. Tarnobrzeg,2024,43224,-488.0,-1.12
2001000,Powiat augustowski,2013,59558,,
2001000,Powiat augustowski,2014,59374,-184.0,-0.31
2001000,Powiat augustowski,2015,59103,-271.0,-0.46
2001000,Powiat augustowski,2016,58905,-198.0,-0.34
2001000,Powiat augustowski,2017,58669,-236.0,-0.4
2001000,Powiat augustowski,2018,58367,-302.0,-0.51
2001000,Powiat augustowski,2019,58068,-299.0,-0.51
2001000,Powiat augustowski,2020,55927,-2141.0,-3.69
2001000,Powiat augustowski,2021,55306,-621.0,-1.11
2001000,Powiat augustowski,2022,54917,-389.0,-0.7
2001000,Powiat augustowski,2023,54449,-468.0,-0.85
2001000,Powiat augustowski,2024,54022,-427.0,-0.78
2002000,Powiat białostocki,2013,144978,,
2002000,Powiat białostocki,2014,145230,252.0,0.17
2002000,Powiat białostocki,2015,145517,287.0,0.2
2002000,Powiat białostocki,2016,146254,737.0,0.51
2002000,Powiat białostocki,2017,147002,748.0,0.51
2002000,Powiat białostocki,2018,148145,1143.0,0.78
2002000,Powiat białostocki,2019,149611,1466.0,0.99
2002000,Powiat białostocki,2020,153874,4263.0,2.85
2002000,Powiat białostocki,2021,155073,1199.0,0.78
2002000,Powiat białostocki,2022,156370,1297.0,0.84
2002000,Powiat białostocki,2023,157896,1526.0,0.98
2002000,Powiat białostocki,2024,159170,1274.0,0.81
2003000,Powiat bielski,2013,57599,,
2003000,Powiat bielski,2014,57144,-455.0,-0.79
2003000,Powiat bielski,2015,56562,-582.0,-1.02
2003000,Powiat bielski,2016,56075,-487.0,-0.86
2003000,Powiat bielski,2017,55427,-648.0,-1.16
2003000,Powiat bielski,2018,54863,-564.0,-1.02
2003000,Powiat bielski,2019,54353,-510.0,-0.93
2003000,Powiat bielski,2020,52658,-1695.0,-3.12
2003000,Powiat bielski,2021,51813,-845.0,-1.6
2003000,Powiat bielski,2022,51151,-662.0,-1.28
2003000,Powiat bielski,2023,50596,-555.0,-1.09
2003000,Powiat bielski,2024,49987,-609.0,-1.2
2004000,Powiat grajewski,2013,48916,,
2004000,Powiat grajewski,2014,48643,-273.0,-0.56
2004000,Powiat grajewski,2015,48357,-286.0,-0.59
2004000,Powiat grajewski,2016,48041,-316.0,-0.65
2004000,Powiat grajewski,2017,47781,-260.0,-0.54
2004000,Powiat grajewski,2018,47518,-263.0,-0.55
2004000,Powiat grajewski,2019,47210,-308.0,-0.65
2004000,Powiat grajewski,2020,45636,-1574.0,-3.33
2004000,Powiat grajewski,2021,45180,-456.0,-1.0
2004000,Powiat grajewski,2022,44724,-456.0,-1.01
2004000,Powiat grajewski,2023,44222,-502.0,-1.12
2004000,Powiat grajewski,2024,43756,-466.0,-1.05
2005000,Powiat hajnowski,2013,45415,,
2005000,Powiat hajnowski,2014,44957,-458.0,-1.01
2005000,Powiat hajnowski,2015,44567,-390.0,-0.87
2005000,Powiat hajnowski,2016,44146,-421.0,-0.94
2005000,Powiat hajnowski,2017,43745,-401.0,-0.91
2005000,Powiat hajnowski,2018,43143,-602.0,-1.38
2005000,Powiat hajnowski,2019,42610,-533.0,-1.24
2005000,Powiat hajnowski,2020,40678,-1932.0,-4.53
2005000,Powiat hajnowski,2021,40020,-658.0,-1.62
2005000,Powiat hajnowski,2022,39427,-593.0,-1.48
2005000,Powiat hajnowski,2023,38817,-610.0,-1.55
2005000,Powiat hajnowski,2024,38237,-580.0,-1.49
2006000,Powiat kolneński,2013,39555,,
2006000,Powiat kolneński,2014,39369,-186.0,-0.47
2006000,Powiat kolneński,2015,39162,-207.0,-0.53
2006000,Powiat kolneński,2016,38995,-167.0,-0.43
2006000,Powiat kolneński,2017,38748,-247.0,-0.63
2006000,Powiat kolneński,2018,38396,-352.0,-0.91
2006000,Powiat kolneński,2019,38057,-339.0,-0.88
2006000,Powiat kolneński,2020,36482,-1575.0,-4.14
2006000,Powiat kolneński,2021,36143,-339.0,-0.93
2006000,Powiat kolneński,2022,35921,-222.0,-0.61
2006000,Powiat kolneński,2023,35702,-219.0,-0.61
2006000,Powiat kolneński,2024,35440,-262.0,-0.73
2007000,Powiat łomżyński,2013,51860,,
2007000,Powiat łomżyński,2014,51610,-250.0,-0.48
2007000,Powiat łomżyński,2015,51439,-171.0,-0.33
2007000,Powiat łomżyński,2016,51305,-134.0,-0.26
2007000,Powiat łomżyński,2017,51084,-221.0,-0.43
2007000,Powiat łomżyński,2018,51000,-84.0,-0.16
2007000,Powiat łomżyński,2019,50943,-57.0,-0.11
2007000,Powiat łomżyński,2020,50078,-865.0,-1.7
2007000,Powiat łomżyński,2021,49911,-167.0,-0.33
2007000,Powiat łomżyński,2022,49711,-200.0,-0.4
2007000,Powiat łomżyński,2023,49608,-103.0,-0.21
2007000,Powiat łomżyński,2024,49496,-112.0,-0.23
2008000,Powiat moniecki,2013,42077,,
2008000,Powiat moniecki,2014,41817,-260.0,-0.62
2008000,Powiat moniecki,2015,41544,-273.0,-0.65
2008000,Powiat moniecki,2016,41254,-290.0,-0.7
2008000,Powiat moniecki,2017,41011,-243.0,-0.59
2008000,Powiat moniecki,2018,40712,-299.0,-0.73
2008000,Powiat moniecki,2019,40412,-300.0,-0.74
2008000,Powiat moniecki,2020,38636,-1776.0,-4.39
2008000,Powiat moniecki,2021,38122,-514.0,-1.33
2008000,Powiat moniecki,2022,37732,-390.0,-1.02
2008000,Powiat moniecki,2023,37358,-374.0,-0.99
2008000,Powiat moniecki,2024,36975,-383.0,-1.03
2009000,Powiat sejneński,2013,20891,,
2009000,Powiat sejneński,2014,20778,-113.0,-0.54
2009000,Powiat sejneński,2015,20606,-172.0,-0.83
2009000,Powiat sejneński,2016,20417,-189.0,-0.92
2009000,Powiat sejneński,2017,20270,-147.0,-0.72
2009000,Powiat sejneński,2018,20092,-178.0,-0.88
2009000,Powiat sejneński,2019,19914,-178.0,-0.89
2009000,Powiat sejneński,2020,19266,-648.0,-3.25
2009000,Powiat sejneński,2021,18992,-274.0,-1.42
2009000,Powiat sejneński,2022,18802,-190.0,-1.0
2009000,Powiat sejneński,2023,18645,-157.0,-0.84
2009000,Powiat sejneński,2024,18434,-211.0,-1.13
2010000,Powiat siemiatycki,2013,46938,,
2010000,Powiat siemiatycki,2014,46479,-459.0,-0.98
2010000,Powiat siemiatycki,2015,46072,-407.0,-0.88
2010000,Powiat siemiatycki,2016,45538,-534.0,-1.16
2010000,Powiat siemiatycki,2017,45191,-347.0,-0.76
2010000,Powiat siemiatycki,2018,44689,-502.0,-1.11
2010000,Powiat siemiatycki,2019,44193,-496.0,-1.11
2010000,Powiat siemiatycki,2020,42337,-1856.0,-4.2
2010000,Powiat siemiatycki,2021,41660,-677.0,-1.6
2010000,Powiat siemiatycki,2022,41114,-546.0,-1.31
2010000,Powiat siemiatycki,2023,40636,-478.0,-1.16
2010000,Powiat siemiatycki,2024,40212,-424.0,-1.04
2011000,Powiat sokólski,2013,70525,,
2011000,Powiat sokólski,2014,70060,-465.0,-0.66
2011000,Powiat sokólski,2015,69375,-685.0,-0.98
2011000,Powiat sokólski,2016,68664,-711.0,-1.02
2011000,Powiat sokólski,2017,68188,-476.0,-0.69
2011000,Powiat sokólski,2018,67466,-722.0,-1.06
2011000,Powiat sokólski,2019,66686,-780.0,-1.16
2011000,Powiat sokólski,2020,63744,-2942.0,-4.41
2011000,Powiat sokólski,2021,62775,-969.0,-1.52
2011000,Powiat sokólski,2022,62063,-712.0,-1.13
2011000,Powiat sokólski,2023,61246,-817.0,-1.32
2011000,Powiat sokólski,2024,60592,-654.0,-1.07
2012000,Powiat suwalski,2013,35924,,
2012000,Powiat suwalski,2014,35929,5.0,0.01
2012000,Powiat suwalski,2015,35932,3.0,0.01
2012000,Powiat suwalski,2016,35929,-3.0,-0.01
2012000,Powiat suwalski,2017,35955,26.0,0.07
2012000,Powiat suwalski,2018,35792,-163.0,-0.45
2012000,Powiat suwalski,2019,35674,-118.0,-0.33
2012000,Powiat suwalski,2020,35081,-593.0,-1.66
2012000,Powiat suwalski,2021,34839,-242.0,-0.69
2012000,Powiat suwalski,2022,34778,-61.0,-0.18
2012000,Powiat suwalski,2023,34635,-143.0,-0.41
2012000,Powiat suwalski,2024,34585,-50.0,-0.14
2013000,Powiat wysokomazowiecki,2013,58793,,
2013000,Powiat wysokomazowiecki,2014,58519,-274.0,-0.47
2013000,Powiat wysokomazowiecki,2015,58177,-342.0,-0.58
2013000,Powiat wysokomazowiecki,2016,57903,-274.0,-0.47
2013000,Powiat wysokomazowiecki,2017,57516,-387.0,-0.67
2013000,Powiat wysokomazowiecki,2018,57248,-268.0,-0.47
2013000,Powiat wysokomazowiecki,2019,56860,-388.0,-0.68
2013000,Powiat wysokomazowiecki,2020,55033,-1827.0,-3.21
2013000,Powiat wysokomazowiecki,2021,54337,-696.0,-1.26
2013000,Powiat wysokomazowiecki,2022,53842,-495.0,-0.91
2013000,Powiat wysokomazowiecki,2023,53406,-436.0,-0.81
2013000,Powiat wysokomazowiecki,2024,52834,-572.0,-1.07
2014000,Powiat zambrowski,2013,44626,,
2014000,Powiat zambrowski,2014,44455,-171.0,-0.38
2014000,Powiat zambrowski,2015,44299,-156.0,-0.35
2014000,Powiat zambrowski,2016,44143,-156.0,-0.35
2014000,Powiat zambrowski,2017,44027,-116.0,-0.26
2014000,Powiat zambrowski,2018,43816,-211.0,-0.48
2014000,Powiat zambrowski,2019,43505,-311.0,-0.71
2014000,Powiat zambrowski,2020,42188,-1317.0,-3.03
2014000,Powiat zambrowski,2021,41829,-359.0,-0.85
2014000,Powiat zambrowski,2022,41550,-279.0,-0.67
2014000,Powiat zambrowski,2023,41370,-180.0,-0.43
2014000,Powiat zambrowski,2024,41109,-261.0,-0.63
2061000,Powiat m. Białystok,2013,295282,,
2061000,Powiat m. Białystok,2014,295459,177.0,0.06
2061000,Powiat m. Białystok,2015,295981,522.0,0.18
2061000,Powiat m. Białystok,2016,296628,647.0,0.22
2061000,Powiat m. Białystok,2017,297288,660.0,0.22
2061000,Powiat m. Białystok,2018,297459,171.0,0.06
2061000,Powiat m. Białystok,2019,297554,95.0,0.03
