powiat_code,powiat_name,year,female_population,male_population,gender_ratio
1805000,Powiat jasielski,2020,56433,54602,96.76
1805000,Powiat jasielski,2021,56010,54175,96.72
1805000,Powiat jasielski,2022,55750,53832,96.56
1805000,Powiat jasielski,2023,55366,53453,96.54
1805000,Powiat jasielski,2024,54987,53097,96.56
1806000,Powiat kolbuszowski,2013,31436,31315,99.62
1806000,Powiat kolbuszowski,2014,31443,31213,99.27
1806000,Powiat kolbuszowski,2015,31385,31128,99.18
1806000,Powiat kolbuszowski,2016,31378,31094,99.09
1806000,Powiat kolbuszowski,2017,31310,31091,99.3
1806000,Powiat kolbuszowski,2018,31317,31159,99.5
1806000,Powiat kolbuszowski,2019,31230,31016,99.31
1806000,Powiat kolbuszowski,2020,31105,30821,99.09
1806000,Powiat kolbuszowski,2021,30922,30652,99.13
1806000,Powiat kolbuszowski,2022,30825,30564,99.15
1806000,Powiat kolbuszowski,2023,30717,30443,99.11
1806000,Powiat kolbuszowski,2024,30591,30304,99.06
1807000,Powiat krośnieński,2013,56927,54956,96.54
1807000,Powiat krośnieński,2014,56977,55087,96.68
1807000,Powiat krośnieński,2015,56954,55163,96.86
1807000,Powiat krośnieński,2016,57021,55172,96.76
1807000,Powiat krośnieński,2017,57161,55320,96.78
1807000,Powiat krośnieński,2018,57111,55303,96.83
1807000,Powiat krośnieński,2019,57011,55272,96.95
1807000,Powiat krośnieński,2020,55888,54296,97.15
1807000,Powiat krośnieński,2021,55659,53974,96.97
1807000,Powiat krośnieński,2022,55342,53780,97.18
1807000,Powiat krośnieński,2023,55137,53522,97.07
1807000,Powiat krośnieński,2024,54832,53202,97.03
1808000,Powiat leżajski,2013,35363,34614,97.88
1808000,Powiat leżajski,2014,35270,34586,98.06
1808000,Powiat leżajski,2015,35207,34494,97.97
1808000,Powiat leżajski,2016,35250,34413,97.63
1808000,Powiat leżajski,2017,35204,34437,97.82
1808000,Powiat leżajski,2018,35192,34370,97.66
1808000,Powiat leżajski,2019,35083,34287,97.73
1808000,Powiat leżajski,2020,34380,33516,97.49
1808000,Powiat leżajski,2021,34116,33323,97.68
1808000,Powiat leżajski,2022,33948,33067,97.4
1808000,Powiat leżajski,2023,33809,32889,97.28
1808000,Powiat leżajski,2024,33589,32674,97.28
1809000,Powiat lubaczowski,2013,28656,28401,99.11
1809000,Powiat lubaczowski,2014,28584,28311,99.04
1809000,Powiat lubaczowski,2015,28423,28113,98.91
1809000,Powiat lubaczowski,2016,28363,27989,98.68
1809000,Powiat lubaczowski,2017,28234,27852,98.65
1809000,Powiat lubaczowski,2018,28023,27629,98.59
1809000,Powiat lubaczowski,2019,27794,27423,98.67
1809000,Powiat lubaczowski,2020,27125,26789,98.76
1809000,Powiat lubaczowski,2021,26877,26497,98.59
1809000,Powiat lubaczowski,2022,26682,26301,98.57
1809000,Powiat lubaczowski,2023,26490,26075,98.43
1809000,Powiat lubaczowski,2024,26221,25776,98.3
1810000,Powiat łańcucki,2013,40762,39104,95.93
1810000,Powiat łańcucki,2014,40870,39158,95.81
1810000,Powiat łańcucki,2015,40939,39262,95.9
1810000,Powiat łańcucki,2016,41053,39411,96.0
1810000,Powiat łańcucki,2017,41135,39606,96.28
1810000,Powiat łańcucki,2018,41163,39671,96.38
1810000,Powiat łańcucki,2019,41195,39854,96.74
1810000,Powiat łańcucki,2020,41201,39806,96.61
1810000,Powiat łańcucki,2021,41015,39781,96.99
1810000,Powiat łańcucki,2022,41026,39776,96.95
1810000,Powiat łańcucki,2023,41006,39838,97.15
1810000,Powiat łańcucki,2024,40964,39785,97.12
1811000,Powiat mielecki,2013,69160,67243,97.23
1811000,Powiat mielecki,2014,69151,67162,97.12
1811000,Powiat mielecki,2015,69096,67167,97.21
1811000,Powiat mielecki,2016,69131,67184,97.18
1811000,Powiat mielecki,2017,69283,67383,97.26
1811000,Powiat mielecki,2018,69316,67357,97.17
1811000,Powiat mielecki,2019,69338,67322,97.09
1811000,Powiat mielecki,2020,68240,66089,96.85
1811000,Powiat mielecki,2021,67925,65789,96.86
1811000,Powiat mielecki,2022,67774,65546,96.71
1811000,Powiat mielecki,2023,67577,65406,96.79
1811000,Powiat mielecki,2024,67329,65155,96.77
1812000,Powiat niżański,2013,34095,33426,98.04
1812000,Powiat niżański,2014,34009,33344,98.04
1812000,Powiat niżański,2015,33905,33273,98.14
1812000,Powiat niżański,2016,33759,33152,98.2
1812000,Powiat niżański,2017,33795,33122,98.01
1812000,Powiat niżański,2018,33784,33059,97.85
1812000,Powiat niżański,2019,33686,32903,97.68
1812000,Powiat niżański,2020,32886,32071,97.52
1812000,Powiat niżański,2021,32667,31761,97.23
1812000,Powiat niżański,2022,32513,31544,97.02
1812000,Powiat niżański,2023,32389,31344,96.77
1812000,Powiat niżański,2024,32113,31076,96.77
1813000,Powiat przemyski,2013,37010,37215,100.55
1813000,Powiat przemyski,2014,36869,37198,100.89
1813000,Powiat przemyski,2015,37030,37285,100.69
1813000,Powiat przemyski,2016,37079,37281,100.54
1813000,Powiat przemyski,2017,37115,37325,100.57
1813000,Powiat przemyski,2018,37087,37311,100.6
1813000,Powiat przemyski,2019,36930,37131,100.54
1813000,Powiat przemyski,2020,36016,36084,100.19
1813000,Powiat przemyski,2021,35871,35871,100.0
1813000,Powiat przemyski,2022,35712,35681,99.91
1813000,Powiat przemyski,2023,35619,35512,99.7
1813000,Powiat przemyski,2024,35417,35271,99.59
1814000,Powiat przeworski,2013,40340,38922,96.48
1814000,Powiat przeworski,2014,40193,38834,96.62
1814000,Powiat przeworski,2015,40076,38793,96.8
1814000,Powiat przeworski,2016,39981,38754,96.93
1814000,Powiat przeworski,2017,39929,38715,96.96
1814000,Powiat przeworski,2018,39804,38654,97.11
1814000,Powiat przeworski,2019,39714,38648,97.32
1814000,Powiat przeworski,2020,39024,37754,96.75
1814000,Powiat przeworski,2021,38869,37532,96.56
1814000,Powiat przeworski,2022,38693,37401,96.66
1814000,Powiat przeworski,2023,38483,37256,96.81
1814000,Powiat przeworski,2024,38312,37058,96.73
1815000,Powiat ropczycko-sędziszowski,2013,37266,36285,97.37
1815000,Powiat ropczycko-sędziszowski,2014,37306,36374,97.5
1815000,Powiat ropczycko-sędziszowski,2015,37352,36404,97.46
1815000,Powiat ropczycko-sędziszowski,2016,37401,36555,97.74
1815000,Powiat ropczycko-sędziszowski,2017,37533,36665,97.69
1815000,Powiat ropczycko-sędziszowski,2018,37640,36734,97.59
1815000,Powiat ropczycko-sędziszowski,2019,37691,36824,97.7
1815000,Powiat ropczycko-sędziszowski,2020,37449,36574,97.66
1815000,Powiat ropczycko-sędziszowski,2021,37438,36625,97.83
1815000,Powiat ropczycko-sędziszowski,2022,37440,36626,97.83
1815000,Powiat ropczycko-sędziszowski,2023,37441,36586,97.72
1815000,Powiat ropczycko-sędziszowski,2024,37480,36603,97.66
1816000,Powiat rzeszowski,2013,84039,81796,97.33
1816000,Powiat rzeszowski,2014,84434,82209,97.36
1816000,Powiat rzeszowski,2015,84763,82579,97.42
1816000,Powiat rzeszowski,2016,85208,83129,97.56
1816000,Powiat rzeszowski,2017,85684,83481,97.43
1816000,Powiat rzeszowski,2018,86330,84156,97.48
1816000,Powiat rzeszowski,2019,85767,83671,97.56
1816000,Powiat rzeszowski,2020,87939,86110,97.92
1816000,Powiat rzeszowski,2021,87796,86046,98.01
1816000,Powiat rzeszowski,2022,88246,86559,98.09
1816000,Powiat rzeszowski,2023,88713,87064,98.14
1816000,Powiat rzeszowski,2024,89244,87577,98.13
1817000,Powiat sanocki,2013,48982,47114,96.19
1817000,Powiat sanocki,2014,48920,46906,95.88
1817000,Powiat sanocki,2015,48827,46818,95.89
1817000,Powiat sanocki,2016,48721,46764,95.98
1817000,Powiat sanocki,2017,48491,46544,95.98
1817000,Powiat sanocki,2018,48336,46422,96.04
1817000,Powiat sanocki,2019,48149,46236,96.03
1817000,Powiat sanocki,2020,46951,44867,95.56
1817000,Powiat sanocki,2021,46508,44399,95.47
1817000,Powiat sanocki,2022,46177,44117,95.54
1817000,Powiat sanocki,2023,45872,43871,95.64
1817000,Powiat sanocki,2024,45558,43443,95.36
1818000,Powiat stalowowolski,2013,55704,52960,95.07
1818000,Powiat stalowowolski,2014,55588,52692,94.79
1818000,Powiat stalowowolski,2015,55431,52515,94.74
1818000,Powiat stalowowolski,2016,55262,52314,94.67
1818000,Powiat stalowowolski,2017,55083,52055,94.5
1818000,Powiat stalowowolski,2018,54875,51744,94.29
1818000,Powiat stalowowolski,2019,54644,51393,94.05
1818000,Powiat stalowowolski,2020,53253,50310,94.47
1818000,Powiat stalowowolski,2021,52679,49743,94.43
1818000,Powiat stalowowolski,2022,52330,49307,94.22
1818000,Powiat stalowowolski,2023,51972,48919,94.13
1818000,Powiat stalowowolski,2024,51570,48464,93.98
1819000,Powiat strzyżowski,2013,31353,30742,98.05
1819000,Powiat strzyżowski,2014,31253,30659,98.1
1819000,Powiat strzyżowski,2015,31197,30655,98.26
1819000,Powiat strzyżowski,2016,31142,30639,98.38
1819000,Powiat strzyżowski,2017,31116,30574,98.26
1819000,Powiat strzyżowski,2018,31041,30517,98.31
1819000,Powiat strzyżowski,2019,30937,30449,98.42
1819000,Powiat strzyżowski,2020,30415,29935,98.42
1819000,Powiat strzyżowski,2021,30142,29710,98.57
1819000,Powiat strzyżowski,2022,30002,29512,98.37
1819000,Powiat strzyżowski,2023,29834,29367,98.43
1819000,Powiat strzyżowski,2024,29597,29178,98.58
1820000,Powiat tarnobrzeski,2013,27334,26584,97.26
1820000,Powiat tarnobrzeski,2014,27298,26500,97.08
1820000,Powiat tarnobrzeski,2015,27292,26419,96.8
1820000,Powiat tarnobrzeski,2016,27174,26307,96.81
1820000,Powiat tarnobrzeski,2017,27120,26268,96.86
1820000,Powiat tarnobrzeski,2018,27061,26175,96.73
1820000,Powiat tarnobrzeski,2019,26958,26007,96.47
1820000,Powiat tarnobrzeski,2020,26487,25432,96.02
1820000,Powiat tarnobrzeski,2021,26246,25257,96.23
1820000,Powiat tarnobrzeski,2022,26123,25177,96.38
1820000,Powiat tarnobrzeski,2023,25959,24976,96.21
1820000,Powiat tarnobrzeski,2024,25796,24754,95.96
1821000,Powiat leski,2013,13515,13268,98.17
1821000,Powiat leski,2014,13532,13289,98.2
1821000,Powiat leski,2015,13529,13218,97.7
1821000,Powiat leski,2016,13508,13183,97.59
1821000,Powiat leski,2017,13457,13149,97.71
1821000,Powiat leski,2018,13443,13119,97.59
1821000,Powiat leski,2019,13383,13058,97.57
1821000,Powiat leski,2020,13175,12796,97.12
1821000,Powiat leski,2021,13028,12668,97.24
1821000,Powiat leski,2022,12974,12591,97.05
1821000,Powiat leski,2023,12899,12498,96.89
1821000,Powiat leski,2024,12843,12381,96.4
1861000,Powiat m. Krosno,2013,24903,22320,89.63
1861000,Powiat m. Krosno,2014,24762,22172,89.54
1861000,Powiat m. Krosno,2015,24691,22084,89.44
1861000,Powiat m. Krosno,2016,24500,22065,90.06
1861000,Powiat m. Krosno,2017,24548,22052,89.83
1861000,Powiat m. Krosno,2018,24526,21985,89.64
1861000,Powiat m. Krosno,2019,24436,21855,89.44
1861000,Powiat m. Krosno,2020,23841,21324,89.44
1861000,Powiat m. Krosno,2021,23648,21039,88.97
1861000,Powiat m. Krosno,2022,23461,20861,88.92
1861000,Powiat m. Krosno,2023,23301,20759,89.09
1861000,Powiat m. Krosno,2024,23067,20527,88.99
1862000,Powiat m. Przemyśl,2013,33790,29848,88.33
1862000,Powiat m. Przemyśl,2014,33702,29739,88.24
1862000,Powiat m. Przemyśl,2015,33290,29430,88.4
1862000,Powiat m. Przemyśl,2016,32961,29193,88.57
1862000,Powiat m. Przemyśl,2017,32768,29040,88.62
1862000,Powiat m. Przemyśl,2018,32511,28740,88.4
1862000,Powiat m. Przemyśl,2019,32253,28436,88.17
1862000,Powiat m. Przemyśl,2020,31214,27411,87.82
1862000,Powiat m. Przemyśl,2021,30657,26911,87.78
1862000,Powiat m. Przemyśl,2022,30238,26564,87.85
1862000,Powiat m. Przemyśl,2023,29796,26254,88.11
1862000,Powiat m. Przemyśl,2024,29450,25842,87.75
1863000,Powiat m. Rzeszów,2013,96652,86456,89.45
1863000,Powiat m. Rzeszów,2014,97543,87580,89.79
1863000,Powiat m. Rzeszów,2015,98006,87890,89.68
1863000,Powiat m. Rzeszów,2016,98730,88692,89.83
1863000,Powiat m. Rzeszów,2017,99808,89854,90.03
1863000,Powiat m. Rzeszów,2018,100719,90845,90.2
1863000,Powiat m. Rzeszów,2019,103019,93189,90.46
1863000,Powiat m. Rzeszów,2020,102051,92323,90.47
1863000,Powiat m. Rzeszów,2021,103061,93313,90.54
1863000,Powiat m. Rzeszów,2022,103581,93600,90.36
1863000,Powiat m. Rzeszów,2023,103655,93613,90.31
1863000,Powiat m. Rzeszów,2024,104155,94162,90.41
1864000,Powiat m. Tarnobrzeg,2013,25020,23197,92.71
1864000,Powiat m. Tarnobrzeg,2014,24919,23081,92.62
1864000,Powiat m. Tarnobrzeg,2015,24842,22974,92.48
1864000,Powiat m. Tarnobrzeg,2016,24769,22826,92.16
1864000,Powiat m. Tarnobrzeg,2017,24693,22694,91.9
1864000,Powiat m. Tarnobrzeg,2018,24535,22512,91.75
1864000,Powiat m. Tarnobrzeg,2019,24378,22367,91.75
1864000,Powiat m. Tarnobrzeg,2020,23616,21438,90.78
1864000,Powiat m. Tarnobrzeg,2021,23352,21177,90.69
1864000,Powiat m. Tarnobrzeg,2022,23162,20994,90.64
1864000,Powiat m. Tarnobrzeg,2023,22946,20766,90.5
1864000,Powiat m. Tarnobrzeg,2024,22682,20542,90.57
2001000,Powiat augustowski,2013,30405,29153,95.88
2001000,Powiat augustowski,2014,30321,29053,95.82
2001000,Powiat augustowski,2015,30134,28969,96.13
2001000,Powiat augustowski,2016,30038,28867,96.1
2001000,Powiat augustowski,2017,29941,28728,95.95
2001000,Powiat augustowski,2018,29778,28589,96.01
2001000,Powiat augustowski,2019,29636,28432,95.94
2001000,Powiat augustowski,2020,28626,27301,95.37
2001000,Powiat augustowski,2021,28291,27015,95.49
2001000,Powiat augustowski,2022,28089,26828,95.51
2001000,Powiat augustowski,2023,27854,26595,95.48
2001000,Powiat augustowski,2024,27574,26448,95.92
2002000,Powiat białostocki,2013,73577,71401,97.04
2002000,Powiat białostocki,2014,73650,71580,97.19
2002000,Powiat białostocki,2015,73853,71664,97.04
2002000,Powiat białostocki,2016,74169,72085,97.19
2002000,Powiat białostocki,2017,74521,72481,97.26
2002000,Powiat białostocki,2018,75072,73073,97.34
2002000,Powiat białostocki,2019,75785,73826,97.42
2002000,Powiat białostocki,2020,77953,75921,97.39
2002000,Powiat białostocki,2021,78599,76474,97.3
2002000,Powiat białostocki,2022,79273,77097,97.26
2002000,Powiat białostocki,2023,80028,77868,97.3
2002000,Powiat białostocki,2024,80662,78508,97.33
2003000,Powiat bielski,2013,29151,28448,97.59
2003000,Powiat bielski,2014,28901,28243,97.72
2003000,Powiat bielski,2015,28558,28004,98.06
2003000,Powiat bielski,2016,28345,27730,97.83
2003000,Powiat bielski,2017,28011,27416,97.88
2003000,Powiat bielski,2018,27696,27167,98.09
2003000,Powiat bielski,2019,27426,26927,98.18
2003000,Powiat bielski,2020,26717,25941,97.1
2003000,Powiat bielski,2021,26276,25537,97.19
2003000,Powiat bielski,2022,25990,25161,96.81
2003000,Powiat bielski,2023,25686,24910,96.98
2003000,Powiat bielski,2024,25374,24613,97.0
2004000,Powiat grajewski,2013,24663,24253,98.34
2004000,Powiat grajewski,2014,24485,24158,98.66
2004000,Powiat grajewski,2015,24317,24040,98.86
2004000,Powiat grajewski,2016,24181,23860,98.67
2004000,Powiat grajewski,2017,24062,23719,98.57
2004000,Powiat grajewski,2018,23934,23584,98.54
2004000,Powiat grajewski,2019,23791,23419,98.44
2004000,Powiat grajewski,2020,23097,22539,97.58
2004000,Powiat grajewski,2021,22857,22323,97.66
2004000,Powiat grajewski,2022,22667,22057,97.31
2004000,Powiat grajewski,2023,22403,21819,97.39
2004000,Powiat grajewski,2024,22174,21582,97.33
2005000,Powiat hajnowski,2013,23380,22035,94.25
2005000,Powiat hajnowski,2014,23197,21760,93.81
2005000,Powiat hajnowski,2015,22957,21610,94.13
2005000,Powiat hajnowski,2016,22772,21374,93.86
2005000,Powiat hajnowski,2017,22543,21202,94.05
2005000,Powiat hajnowski,2018,22222,20921,94.15
2005000,Powiat hajnowski,2019,21963,20647,94.01
2005000,Powiat hajnowski,2020,21010,19668,93.61
2005000,Powiat hajnowski,2021,20717,19303,93.17
2005000,Powiat hajnowski,2022,20408,19019,93.19
2005000,Powiat hajnowski,2023,20069,18748,93.42
2005000,Powiat hajnowski,2024,19771,18466,93.4
2006000,Powiat kolneński,2013,19702,19853,100.77
2006000,Powiat kolneński,2014,19654,19715,100.31
2006000,Powiat kolneński,2015,19566,19596,100.15
2006000,Powiat kolneński,2016,19465,19530,100.33
2006000,Powiat kolneński,2017,19335,19413,100.4
2006000,Powiat kolneński,2018,19164,19232,100.35
2006000,Powiat kolneński,2019,19002,19055,100.28
2006000,Powiat kolneński,2020,18163,18319,100.86
2006000,Powiat kolneński,2021,17993,18150,100.87
2006000,Powiat kolneński,2022,17858,18063,101.15
2006000,Powiat kolneński,2023,17758,17944,101.05
2006000,Powiat kolneński,2024,17611,17829,101.24
2007000,Powiat łomżyński,2013,25718,26142,101.65
2007000,Powiat łomżyński,2014,25565,26045,101.88
2007000,Powiat łomżyński,2015,25477,25962,101.9
2007000,Powiat łomżyński,2016,25339,25966,102.47
2007000,Powiat łomżyński,2017,25228,25856,102.49
2007000,Powiat łomżyński,2018,25200,25800,102.38
2007000,Powiat łomżyński,2019,25154,25789,102.52
2007000,Powiat łomżyński,2020,24796,25282,101.96
2007000,Powiat łomżyński,2021,24705,25206,102.03
2007000,Powiat łomżyński,2022,24605,25106,102.04
2007000,Powiat łomżyński,2023,24587,25021,101.77
2007000,Powiat łomżyński,2024,24526,24970,101.81
2008000,Powiat moniecki,2013,21103,20974,99.39
2008000,Powiat moniecki,2014,20995,20822,99.18
2008000,Powiat moniecki,2015,20907,20637,98.71
2008000,Powiat moniecki,2016,20782,20472,98.51
2008000,Powiat moniecki,2017,20639,20372,98.71
2008000,Powiat moniecki,2018,20496,20216,98.63
2008000,Powiat moniecki,2019,20353,20059,98.56
2008000,Powiat moniecki,2020,19474,19162,98.4
2008000,Powiat moniecki,2021,19195,18927,98.6
2008000,Powiat moniecki,2022,18990,18742,98.69
2008000,Powiat moniecki,2023,18835,18523,98.34
2008000,Powiat moniecki,2024,18649,18326,98.27
2009000,Powiat sejneński,2013,10466,10425,99.61
2009000,Powiat sejneński,2014,10404,10374,99.71
2009000,Powiat sejneński,2015,10329,10277,99.5
2009000,Powiat sejneński,2016,10215,10202,99.87
2009000,Powiat sejneński,2017,10142,10128,99.86
2009000,Powiat sejneński,2018,10057,10035,99.78
2009000,Powiat sejneński,2019,9987,9927,99.4
2009000,Powiat sejneński,2020,9702,9564,98.58
2009000,Powiat sejneński,2021,9559,9433,98.68
2009000,Powiat sejneński,2022,9455,9347,98.86
2009000,Powiat sejneński,2023,9372,9273,98.94
2009000,Powiat sejneński,2024,9264,9170,98.99
2010000,Powiat siemiatycki,2013,23845,23093,96.85
2010000,Powiat siemiatycki,2014,23608,22871,96.88
2010000,Powiat siemiatycki,2015,23429,22643,96.65
2010000,Powiat siemiatycki,2016,23141,22397,96.78
2010000,Powiat siemiatycki,2017,22946,22245,96.95
2010000,Powiat siemiatycki,2018,22725,21964,96.65
2010000,Powiat siemiatycki,2019,22524,21669,96.2
2010000,Powiat siemiatycki,2020,21578,20759,96.2
2010000,Powiat siemiatycki,2021,21250,20410,96.05
2010000,Powiat siemiatycki,2022,20961,20153,96.15
2010000,Powiat siemiatycki,2023,20730,19906,96.03
2010000,Powiat siemiatycki,2024,20539,19673,95.78
2011000,Powiat sokólski,2013,35699,34826,97.55
2011000,Powiat sokólski,2014,35437,34623,97.7
2011000,Powiat sokólski,2015,35104,34271,97.63
2011000,Powiat sokólski,2016,34735,33929,97.68
2011000,Powiat sokólski,2017,34450,33738,97.93
2011000,Powiat sokólski,2018,34088,33378,97.92
2011000,Powiat sokólski,2019,33668,33018,98.07
2011000,Powiat sokólski,2020,32261,31483,97.59
2011000,Powiat sokólski,2021,31781,30994,97.52
2011000,Powiat sokólski,2022,31451,30612,97.33
2011000,Powiat sokólski,2023,31061,30185,97.18
2011000,Powiat sokólski,2024,30714,29878,97.28
2012000,Powiat suwalski,2013,17539,18385,104.82
2012000,Powiat suwalski,2014,17547,18382,104.76
2012000,Powiat suwalski,2015,17567,18365,104.54
2012000,Powiat suwalski,2016,17598,18331,104.17
2012000,Powiat suwalski,2017,17597,18358,104.32
2012000,Powiat suwalski,2018,17511,18281,104.4
2012000,Powiat suwalski,2019,17437,18237,104.59
2012000,Powiat suwalski,2020,17147,17934,104.59
2012000,Powiat suwalski,2021,17007,17832,104.85
2012000,Powiat suwalski,2022,17002,17776,104.55
2012000,Powiat suwalski,2023,16937,17698,104.49
2012000,Powiat suwalski,2024,16888,17697,104.79
2013000,Powiat wysokomazowiecki,2013,29154,29639,101.66
2013000,Powiat wysokomazowiecki,2014,29019,29500,101.66
2013000,Powiat wysokomazowiecki,2015,28821,29356,101.86
2013000,Powiat wysokomazowiecki,2016,28637,29266,102.2
2013000,Powiat wysokomazowiecki,2017,28442,29074,102.22
2013000,Powiat wysokomazowiecki,2018,28352,28896,101.92
2013000,Powiat wysokomazowiecki,2019,28151,28709,101.98
2013000,Powiat wysokomazowiecki,2020,27358,27675,101.16
2013000,Powiat wysokomazowiecki,2021,27009,27328,101.18
2013000,Powiat wysokomazowiecki,2022,26766,27076,101.16
2013000,Powiat wysokomazowiecki,2023,26566,26840,101.03
2013000,Powiat wysokomazowiecki,2024,26337,26497,100.61
2014000,Powiat zambrowski,2013,22526,22100,98.11
2014000,Powiat zambrowski,2014,22380,22075,98.64
2014000,Powiat zambrowski,2015,22318,21981,98.49
2014000,Powiat zambrowski,2016,22243,21900,98.46
2014000,Powiat zambrowski,2017,22189,21838,98.42
2014000,Powiat zambrowski,2018,22093,21723,98.33
2014000,Powiat zambrowski,2019,21941,21564,98.28
2014000,Powiat zambrowski,2020,21261,20927,98.43
2014000,Powiat zambrowski,2021,21056,20773,98.66
2014000,Powiat zambrowski,2022,20905,20645,98.76
2014000,Powiat zambrowski,2023,20819,20551,98.71
2014000,Powiat zambrowski,2024,20698,20411,98.61
2061000,Powiat m. Białystok,2013,156637,138645,88.51
2061000,Powiat m. Białystok,2014,156788,138671,88.44
2061000,Powiat m. Białystok,2015,157127,138854,88.37
2061000,Powiat m. Białystok,2016,157430,139198,88.42
2061000,Powiat m. Białystok,2017,157837,139451,88.35
2061000,Powiat m. Białystok,2018,157838,139621,88.46
2061000,Powiat m. Białystok,2019,157931,139623,88.41
2061000,Powiat m. Białystok,2020,156431,138244,88.37
2061000,Powiat m. Białystok,2021,155802,137611,88.32
2061000,Powiat m. Białystok,2022,155355,137245,88.34
2061000,Powiat m. Białystok,2023,154976,136712,88.21
2061000,Powiat m. Białystok,2024,154330,136056,88.16
2062000,Powiat m. Łomża,2013,32588,30123,92.44
2062000,Powiat m. Łomża,2014,32614,30165,92.49
2062000,Powiat m. Łomża,2015,32624,30113,92.3
2062000,Powiat m. Łomża,2016,32772,30030,91.63
2062000,Powiat m. Łomża,2017,32962,30130,91.41
2062000,Powiat m. Łomża,2018,32966,30034,91.11
2062000,Powiat m. Łomża,2019,32976,29969,90.88
2062000,Powiat m. Łomża,2020,31911,29114,91.23
2062000,Powiat m. Łomża,2021,31699,28769,90.76
2062000,Powiat m. Łomża,2022,31569,28559,90.47
2062000,Powiat m. Łomża,2023,31351,28360,90.46
2062000,Powiat m. Łomża,2024,31119,28144,90.44
2063000,Powiat m. Suwałki,2013,36166,33151,91.66
2063000,Powiat m. Suwałki,2014,36189,33127,91.54
2063000,Powiat m. Suwałki,2015,36213,33157,91.56
2063000,Powiat m. Suwałki,2016,36365,33261,91.46
2063000,Powiat m. Suwałki,2017,36297,33257,91.62
2063000,Powiat m. Suwałki,2018,36471,33356,91.46
2063000,Powiat m. Suwałki,2019,36410,33348,91.59
2063000,Powiat m. Suwałki,2020,36136,33137,91.7
2063000,Powiat m. Suwałki,2021,35916,32923,91.67
2063000,Powiat m. Suwałki,2022,35827,32698,91.27
2063000,Powiat m. Suwałki,2023,35627,32604,91.51
2063000,Powiat m. Suwałki,2024,35610,32533,91.36
2201000,Powiat bytowski,2013,39250,39057,99.51
2201000,Powiat bytowski,2014,39462,39169,99.26
2201000,Powiat bytowski,2015,39539,39241,99.25
2201000,Powiat bytowski,2016,39563,39271,99.26
2201000,Powiat bytowski,2017,39732,39402,99.17
2201000,Powiat bytowski,2018,39798,39501,99.25
2201000,Powiat bytowski,2019,39735,39463,99.32
2201000,Powiat bytowski,2020,38790,38619,99.56
2201000,Powiat bytowski,2021,38578,38409,99.56
2201000,Powiat bytowski,2022,38464,38251,99.45
2201000,Powiat bytowski,2023,38365,38137,99.41
2201000,Powiat bytowski,2024,38225,38041,99.52
2202000,Powiat chojnicki,2013,48718,47495,97.49
2202000,Powiat chojnicki,2014,48795,47550,97.45
2202000,Powiat chojnicki,2015,48954,47673,97.38
2202000,Powiat chojnicki,2016,49117,47835,97.39
2202000,Powiat chojnicki,2017,49219,48032,97.59
2202000,Powiat chojnicki,2018,49365,48186,97.61
2202000,Powiat chojnicki,2019,49488,48157,97.31
2202000,Powiat chojnicki,2020,48915,47529,97.17
2202000,Powiat chojnicki,2021,48874,47466,97.12
2202000,Powiat chojnicki,2022,48840,47378,97.01
2202000,Powiat chojnicki,2023,48801,47223,96.77
2202000,Powiat chojnicki,2024,48572,46964,96.69
2203000,Powiat człuchowski,2013,28897,28296,97.92
2203000,Powiat człuchowski,2014,28813,28215,97.92
2203000,Powiat człuchowski,2015,28754,28133,97.84
2203000,Powiat człuchowski,2016,28722,28060,97.7
2203000,Powiat człuchowski,2017,28668,28010,97.7
2203000,Powiat człuchowski,2018,28519,27851,97.66
2203000,Powiat człuchowski,2019,28368,27717,97.71
2203000,Powiat człuchowski,2020,27493,26874,97.75
2203000,Powiat człuchowski,2021,27340,26584,97.23
2203000,Powiat człuchowski,2022,27146,26412,97.3
2203000,Powiat człuchowski,2023,26937,26198,97.26
2203000,Powiat człuchowski,2024,26735,26012,97.3
2204000,Powiat gdański,2013,53360,51887,97.24
2204000,Powiat gdański,2014,54547,52835,96.86
2204000,Powiat gdański,2015,55543,53851,96.95
2204000,Powiat gdański,2016,56736,54939,96.83
2204000,Powiat gdański,2017,57976,56007,96.6
2204000,Powiat gdański,2018,59164,57035,96.4
2204000,Powiat gdański,2019,60304,58185,96.49
2204000,Powiat gdański,2020,64032,62226,97.18
2204000,Powiat gdański,2021,65161,63243,97.06
2204000,Powiat gdański,2022,65989,63994,96.98
2204000,Powiat gdański,2023,66852,64876,97.04
2204000,Powiat gdański,2024,67756,65734,97.02
2205000,Powiat kartuski,2013,62400,62676,100.44
2205000,Powiat kartuski,2014,63446,63652,100.32
2205000,Powiat kartuski,2015,64399,64526,100.2
2205000,Powiat kartuski,2016,65542,65529,99.98
2205000,Powiat kartuski,2017,67005,66836,99.75
2205000,Powiat kartuski,2018,68410,68209,99.71
2205000,Powiat kartuski,2019,69776,69621,99.78
2205000,Powiat kartuski,2020,73796,73593,99.72
2205000,Powiat kartuski,2021,75021,74778,99.68
2205000,Powiat kartuski,2022,76127,75807,99.58
2205000,Powiat kartuski,2023,77036,76777,99.66
2205000,Powiat kartuski,2024,77807,77575,99.7
2206000,Powiat kościerski,2013,35631,35610,99.94
2206000,Powiat kościerski,2014,35647,35747,100.28
