powiat_code,powiat_name,year,female_population,male_population,gender_ratio
201000,Powiat bolesławiecki,2013,46344,43962,94.86
201000,Powiat bolesławiecki,2014,46399,43947,94.72
201000,Powiat bolesławiecki,2015,46389,43810,94.44
201000,Powiat bolesławiecki,2016,46397,43783,94.37
201000,Powiat bolesławiecki,2017,46369,43804,94.47
201000,Powiat bolesławiecki,2018,46402,43798,94.39
201000,Powiat bolesławiecki,2019,46364,43739,94.34
201000,Powiat bolesławiecki,2020,45558,42966,94.31
201000,Powiat bolesławiecki,2021,45477,42798,94.11
201000,Powiat bolesławiecki,2022,45266,42656,94.23
201000,Powiat bolesławiecki,2023,45165,42477,94.05
201000,Powiat bolesławiecki,2024,45011,42244,93.85
202000,Powiat dzierżoniowski,2013,54808,49805,90.87
202000,Powiat dzierżoniowski,2014,54538,49537,90.83
202000,Powiat dzierżoniowski,2015,54143,49206,90.88
202000,Powiat dzierżoniowski,2016,53743,48906,91.0
202000,Powiat dzierżoniowski,2017,53444,48633,91.0
202000,Powiat dzierżoniowski,2018,53082,48355,91.09
202000,Powiat dzierżoniowski,2019,52796,48017,90.95
202000,Powiat dzierżoniowski,2020,51484,46501,90.32
202000,Powiat dzierżoniowski,2021,50926,45958,90.24
202000,Powiat dzierżoniowski,2022,50411,45452,90.16
202000,Powiat dzierżoniowski,2023,49837,44903,90.1
202000,Powiat dzierżoniowski,2024,49367,44496,90.13
203000,Powiat głogowski,2013,46323,43979,94.94
203000,Powiat głogowski,2014,46318,43904,94.79
203000,Powiat głogowski,2015,46318,43887,94.75
203000,Powiat głogowski,2016,46207,43782,94.75
203000,Powiat głogowski,2017,46118,43815,95.01
203000,Powiat głogowski,2018,45943,43598,94.9
203000,Powiat głogowski,2019,45749,43353,94.76
203000,Powiat głogowski,2020,44668,42129,94.32
203000,Powiat głogowski,2021,44499,41877,94.11
203000,Powiat głogowski,2022,44152,41537,94.08
203000,Powiat głogowski,2023,43890,41153,93.76
203000,Powiat głogowski,2024,43564,40823,93.71
204000,Powiat górowski,2013,18402,17989,97.76
204000,Powiat górowski,2014,18325,17911,97.74
204000,Powiat górowski,2015,18172,17768,97.78
204000,Powiat górowski,2016,18031,17684,98.08
204000,Powiat górowski,2017,17903,17570,98.14
204000,Powiat górowski,2018,17748,17434,98.23
204000,Powiat górowski,2019,17592,17278,98.22
204000,Powiat górowski,2020,16800,16576,98.67
204000,Powiat górowski,2021,16636,16391,98.53
204000,Powiat górowski,2022,16483,16255,98.62
204000,Powiat górowski,2023,16358,16101,98.43
204000,Powiat górowski,2024,16193,15861,97.95
205000,Powiat jaworski,2013,26516,25554,96.37
205000,Powiat jaworski,2014,26409,25387,96.13
205000,Powiat jaworski,2015,26217,25234,96.25
205000,Powiat jaworski,2016,26108,25068,96.02
205000,Powiat jaworski,2017,25998,24949,95.97
205000,Powiat jaworski,2018,25799,24746,95.92
205000,Powiat jaworski,2019,25543,24573,96.2
205000,Powiat jaworski,2020,24820,23806,95.91
205000,Powiat jaworski,2021,24508,23521,95.97
205000,Powiat jaworski,2022,24285,23299,95.94
205000,Powiat jaworski,2023,24094,23119,95.95
205000,Powiat jaworski,2024,23909,22913,95.83
206000,Powiat karkonoski,2013,33711,31460,93.32
206000,Powiat karkonoski,2014,33576,31393,93.5
206000,Powiat karkonoski,2015,33399,31200,93.42
206000,Powiat karkonoski,2016,33275,31120,93.52
206000,Powiat karkonoski,2017,33169,31009,93.49
206000,Powiat karkonoski,2018,32988,30867,93.57
206000,Powiat karkonoski,2019,32831,30760,93.69
206000,Powiat karkonoski,2020,32054,29830,93.06
206000,Powiat karkonoski,2021,31855,29614,92.96
206000,Powiat karkonoski,2022,31627,29389,92.92
206000,Powiat karkonoski,2023,31309,29129,93.04
206000,Powiat karkonoski,2024,31010,28854,93.05
207000,Powiat kamiennogórski,2013,23022,22017,95.63
207000,Powiat kamiennogórski,2014,22860,21840,95.54
207000,Powiat kamiennogórski,2015,22705,21697,95.56
207000,Powiat kamiennogórski,2016,22650,21612,95.42
207000,Powiat kamiennogórski,2017,22507,21492,95.49
207000,Powiat kamiennogórski,2018,22324,21297,95.4
207000,Powiat kamiennogórski,2019,22099,21140,95.66
207000,Powiat kamiennogórski,2020,21434,20383,95.1
207000,Powiat kamiennogórski,2021,21126,20118,95.23
207000,Powiat kamiennogórski,2022,20890,19896,95.24
207000,Powiat kamiennogórski,2023,20696,19623,94.82
207000,Powiat kamiennogórski,2024,20479,19396,94.71
208000,Powiat kłodzki,2013,85215,79465,93.25
208000,Powiat kłodzki,2014,84671,79001,93.3
208000,Powiat kłodzki,2015,84056,78409,93.28
208000,Powiat kłodzki,2016,83551,77901,93.24
208000,Powiat kłodzki,2017,82998,77467,93.34
208000,Powiat kłodzki,2018,82387,76950,93.4
208000,Powiat kłodzki,2019,81726,76270,93.32
208000,Powiat kłodzki,2020,79296,73355,92.51
208000,Powiat kłodzki,2021,78228,72287,92.41
208000,Powiat kłodzki,2022,77269,71412,92.42
208000,Powiat kłodzki,2023,76373,70579,92.41
208000,Powiat kłodzki,2024,75435,69808,92.54
209000,Powiat legnicki,2013,28015,26854,95.86
209000,Powiat legnicki,2014,28074,26952,96.0
209000,Powiat legnicki,2015,28116,26935,95.8
209000,Powiat legnicki,2016,28156,27026,95.99
209000,Powiat legnicki,2017,28165,27068,96.11
209000,Powiat legnicki,2018,28183,27143,96.31
209000,Powiat legnicki,2019,28106,27060,96.28
209000,Powiat legnicki,2020,28068,26970,96.09
209000,Powiat legnicki,2021,28109,26974,95.96
209000,Powiat legnicki,2022,28104,26928,95.82
209000,Powiat legnicki,2023,28117,26915,95.73
209000,Powiat legnicki,2024,28085,26882,95.72
210000,Powiat lubański,2013,28830,27287,94.65
210000,Powiat lubański,2014,28684,27216,94.88
210000,Powiat lubański,2015,28475,27058,95.02
210000,Powiat lubański,2016,28319,26919,95.06
210000,Powiat lubański,2017,28198,26793,95.02
210000,Powiat lubański,2018,28054,26645,94.98
210000,Powiat lubański,2019,27802,26452,95.14
210000,Powiat lubański,2020,27288,25656,94.02
210000,Powiat lubański,2021,27036,25336,93.71
210000,Powiat lubański,2022,26783,25103,93.73
210000,Powiat lubański,2023,26558,24852,93.58
210000,Powiat lubański,2024,26298,24611,93.59
211000,Powiat lubiński,2013,54703,51809,94.71
211000,Powiat lubiński,2014,54747,51686,94.41
211000,Powiat lubiński,2015,54769,51550,94.12
211000,Powiat lubiński,2016,54877,51478,93.81
211000,Powiat lubiński,2017,54896,51424,93.68
211000,Powiat lubiński,2018,54909,51345,93.51
211000,Powiat lubiński,2019,54862,51288,93.49
211000,Powiat lubiński,2020,54178,50302,92.85
211000,Powiat lubiński,2021,53943,49984,92.66
211000,Powiat lubiński,2022,53737,49689,92.47
211000,Powiat lubiński,2023,53493,49379,92.31
211000,Powiat lubiński,2024,53267,49109,92.19
212000,Powiat lwówecki,2013,24208,23109,95.46
212000,Powiat lwówecki,2014,24102,22912,95.06
212000,Powiat lwówecki,2015,23899,22778,95.31
212000,Powiat lwówecki,2016,23830,22697,95.25
212000,Powiat lwówecki,2017,23737,22623,95.31
212000,Powiat lwówecki,2018,23612,22447,95.07
212000,Powiat lwówecki,2019,23573,22352,94.82
212000,Powiat lwówecki,2020,22538,21495,95.37
212000,Powiat lwówecki,2021,22285,21188,95.08
212000,Powiat lwówecki,2022,22112,21045,95.17
212000,Powiat lwówecki,2023,21935,20882,95.2
212000,Powiat lwówecki,2024,21762,20703,95.13
213000,Powiat milicki,2013,18839,18481,98.1
213000,Powiat milicki,2014,18808,18458,98.14
213000,Powiat milicki,2015,18786,18427,98.09
213000,Powiat milicki,2016,18758,18390,98.04
213000,Powiat milicki,2017,18769,18356,97.8
213000,Powiat milicki,2018,18747,18346,97.86
213000,Powiat milicki,2019,18680,18319,98.07
213000,Powiat milicki,2020,18331,17853,97.39
213000,Powiat milicki,2021,18258,17775,97.35
213000,Powiat milicki,2022,18155,17671,97.33
213000,Powiat milicki,2023,18035,17568,97.41
213000,Powiat milicki,2024,17943,17453,97.27
214000,Powiat oleśnicki,2013,54159,51929,95.88
214000,Powiat oleśnicki,2014,54294,52017,95.81
214000,Powiat oleśnicki,2015,54430,52056,95.64
214000,Powiat oleśnicki,2016,54613,52181,95.55
214000,Powiat oleśnicki,2017,54709,52198,95.41
214000,Powiat oleśnicki,2018,54790,52272,95.4
214000,Powiat oleśnicki,2019,54846,52423,95.58
214000,Powiat oleśnicki,2020,54521,52129,95.61
214000,Powiat oleśnicki,2021,54412,51997,95.56
214000,Powiat oleśnicki,2022,54505,51976,95.36
214000,Powiat oleśnicki,2023,54498,52018,95.45
214000,Powiat oleśnicki,2024,54632,52074,95.32
215000,Powiat oławski,2013,38728,37065,95.71
215000,Powiat oławski,2014,38896,37057,95.27
215000,Powiat oławski,2015,38974,37090,95.17
215000,Powiat oławski,2016,39119,37210,95.12
215000,Powiat oławski,2017,39214,37291,95.1
215000,Powiat oławski,2018,39285,37310,94.97
215000,Powiat oławski,2019,39390,37362,94.85
215000,Powiat oławski,2020,39698,37707,94.98
215000,Powiat oławski,2021,39699,37642,94.82
215000,Powiat oławski,2022,39701,37599,94.71
215000,Powiat oławski,2023,39784,37644,94.62
215000,Powiat oławski,2024,39776,37611,94.56
216000,Powiat polkowicki,2013,31929,31311,98.06
216000,Powiat polkowicki,2014,31910,31291,98.06
216000,Powiat polkowicki,2015,31871,31186,97.85
216000,Powiat polkowicki,2016,31879,31202,97.88
216000,Powiat polkowicki,2017,31849,31168,97.86
216000,Powiat polkowicki,2018,31843,31139,97.79
216000,Powiat polkowicki,2019,31885,31180,97.79
216000,Powiat polkowicki,2020,31238,30372,97.23
216000,Powiat polkowicki,2021,31060,30249,97.39
216000,Powiat polkowicki,2022,31125,30183,96.97
216000,Powiat polkowicki,2023,31098,30091,96.76
216000,Powiat polkowicki,2024,30955,29958,96.78
217000,Powiat strzeliński,2013,22420,21973,98.01
217000,Powiat strzeliński,2014,22354,21920,98.06
217000,Powiat strzeliński,2015,22306,21859,98.0
217000,Powiat strzeliński,2016,22241,21811,98.07
217000,Powiat strzeliński,2017,22193,21813,98.29
217000,Powiat strzeliński,2018,22092,21681,98.14
217000,Powiat strzeliński,2019,22002,21568,98.03
217000,Powiat strzeliński,2020,21546,20976,97.35
217000,Powiat strzeliński,2021,21412,20827,97.27
217000,Powiat strzeliński,2022,21272,20718,97.4
217000,Powiat strzeliński,2023,21166,20616,97.4
217000,Powiat strzeliński,2024,21065,20408,96.88
218000,Powiat średzki,2013,26555,25890,97.5
218000,Powiat średzki,2014,26685,26040,97.58
218000,Powiat średzki,2015,26737,26100,97.62
218000,Powiat średzki,2016,26886,26295,97.8
218000,Powiat średzki,2017,27152,26570,97.86
218000,Powiat średzki,2018,27431,26838,97.84
218000,Powiat średzki,2019,27828,27251,97.93
218000,Powiat średzki,2020,29049,28360,97.63
218000,Powiat średzki,2021,29311,28667,97.8
218000,Powiat średzki,2022,29562,28946,97.92
218000,Powiat średzki,2023,29844,29234,97.96
218000,Powiat średzki,2024,30178,29535,97.87
219000,Powiat świdnicki,2013,83255,77677,93.3
219000,Powiat świdnicki,2014,82982,77456,93.34
219000,Powiat świdnicki,2015,82586,77047,93.29
219000,Powiat świdnicki,2016,82268,76671,93.2
219000,Powiat świdnicki,2017,81968,76424,93.24
219000,Powiat świdnicki,2018,81543,76072,93.29
219000,Powiat świdnicki,2019,81194,75727,93.27
219000,Powiat świdnicki,2020,79715,73979,92.8
219000,Powiat świdnicki,2021,79041,73402,92.87
219000,Powiat świdnicki,2022,78470,72778,92.75
219000,Powiat świdnicki,2023,78031,72379,92.76
219000,Powiat świdnicki,2024,77457,71855,92.77
220000,Powiat trzebnicki,2013,42306,40735,96.29
220000,Powiat trzebnicki,2014,42451,40907,96.36
220000,Powiat trzebnicki,2015,42625,41074,96.36
220000,Powiat trzebnicki,2016,42832,41231,96.26
220000,Powiat trzebnicki,2017,43015,41480,96.43
220000,Powiat trzebnicki,2018,43140,41746,96.77
220000,Powiat trzebnicki,2019,43357,41896,96.63
220000,Powiat trzebnicki,2020,44134,42735,96.83
220000,Powiat trzebnicki,2021,44185,42795,96.85
220000,Powiat trzebnicki,2022,44370,42917,96.73
220000,Powiat trzebnicki,2023,44633,43002,96.35
220000,Powiat trzebnicki,2024,44759,43006,96.08
221000,Powiat wałbrzyski,2013,29979,27855,92.92
221000,Powiat wałbrzyski,2014,29820,27672,92.8
221000,Powiat wałbrzyski,2015,29528,27495,93.12
221000,Powiat wałbrzyski,2016,29392,27396,93.21
221000,Powiat wałbrzyski,2017,29220,27226,93.18
221000,Powiat wałbrzyski,2018,28984,27020,93.22
221000,Powiat wałbrzyski,2019,28843,26768,92.81
221000,Powiat wałbrzyski,2020,28095,25990,92.51
221000,Powiat wałbrzyski,2021,27845,25689,92.26
221000,Powiat wałbrzyski,2022,27623,25492,92.29
221000,Powiat wałbrzyski,2023,27366,25290,92.41
221000,Powiat wałbrzyski,2024,27143,25132,92.59
222000,Powiat wołowski,2013,24301,23268,95.75
222000,Powiat wołowski,2014,24227,23212,95.81
222000,Powiat wołowski,2015,24112,23082,95.73
222000,Powiat wołowski,2016,24068,23069,95.85
222000,Powiat wołowski,2017,24081,23043,95.69
222000,Powiat wołowski,2018,24031,23025,95.81
222000,Powiat wołowski,2019,23897,22921,95.92
222000,Powiat wołowski,2020,23710,22642,95.5
222000,Powiat wołowski,2021,23589,22455,95.19
222000,Powiat wołowski,2022,23420,22308,95.25
222000,Powiat wołowski,2023,23269,22189,95.36
222000,Powiat wołowski,2024,23054,22058,95.68
223000,Powiat wrocławski,2013,65157,62739,96.29
223000,Powiat wrocławski,2014,66822,64146,96.0
223000,Powiat wrocławski,2015,68431,65714,96.03
223000,Powiat wrocławski,2016,70121,67298,95.97
223000,Powiat wrocławski,2017,72142,69195,95.92
223000,Powiat wrocławski,2018,74558,71502,95.9
223000,Powiat wrocławski,2019,77274,74111,95.91
223000,Powiat wrocławski,2020,88683,85593,96.52
223000,Powiat wrocławski,2021,91019,87838,96.51
223000,Powiat wrocławski,2022,93054,89724,96.42
223000,Powiat wrocławski,2023,95314,91839,96.35
223000,Powiat wrocławski,2024,97369,93741,96.27
224000,Powiat ząbkowicki,2013,34866,33009,94.67
224000,Powiat ząbkowicki,2014,34640,32818,94.74
224000,Powiat ząbkowicki,2015,34422,32549,94.56
224000,Powiat ząbkowicki,2016,34200,32327,94.52
224000,Powiat ząbkowicki,2017,33937,32072,94.5
224000,Powiat ząbkowicki,2018,33589,31839,94.79
224000,Powiat ząbkowicki,2019,33258,31544,94.85
224000,Powiat ząbkowicki,2020,32224,30337,94.14
224000,Powiat ząbkowicki,2021,31832,30014,94.29
224000,Powiat ząbkowicki,2022,31421,29666,94.41
224000,Powiat ząbkowicki,2023,31181,29381,94.23
224000,Powiat ząbkowicki,2024,30833,28970,93.96
225000,Powiat zgorzelecki,2013,47761,45397,95.05
225000,Powiat zgorzelecki,2014,47329,45060,95.21
225000,Powiat zgorzelecki,2015,47061,44763,95.12
225000,Powiat zgorzelecki,2016,46831,44427,94.87
225000,Powiat zgorzelecki,2017,46470,44114,94.93
225000,Powiat zgorzelecki,2018,46227,43776,94.7
225000,Powiat zgorzelecki,2019,45782,43406,94.81
225000,Powiat zgorzelecki,2020,45068,42526,94.36
225000,Powiat zgorzelecki,2021,44647,41993,94.06
225000,Powiat zgorzelecki,2022,44305,41593,93.88
225000,Powiat zgorzelecki,2023,43919,41220,93.85
225000,Powiat zgorzelecki,2024,43531,40806,93.74
226000,Powiat złotoryjski,2013,22997,22059,95.92
226000,Powiat złotoryjski,2014,22896,21971,95.96
226000,Powiat złotoryjski,2015,22750,21848,96.04
226000,Powiat złotoryjski,2016,22621,21760,96.19
226000,Powiat złotoryjski,2017,22508,21618,96.05
226000,Powiat złotoryjski,2018,22359,21510,96.2
226000,Powiat złotoryjski,2019,22150,21340,96.34
226000,Powiat złotoryjski,2020,21293,20447,96.03
226000,Powiat złotoryjski,2021,21074,20203,95.87
226000,Powiat złotoryjski,2022,20943,19986,95.43
226000,Powiat złotoryjski,2023,20782,19834,95.44
226000,Powiat złotoryjski,2024,20580,19633,95.4
261000,Powiat m. Jelenia Góra,2013,43750,38235,87.39
261000,Powiat m. Jelenia Góra,2014,43452,37956,87.35
261000,Powiat m. Jelenia Góra,2015,43264,37746,87.25
261000,Powiat m. Jelenia Góra,2016,43014,37510,87.2
261000,Powiat m. Jelenia Góra,2017,42829,37243,86.96
261000,Powiat m. Jelenia Góra,2018,42577,36903,86.67
261000,Powiat m. Jelenia Góra,2019,42347,36714,86.7
261000,Powiat m. Jelenia Góra,2020,41510,36028,86.79
261000,Powiat m. Jelenia Góra,2021,40973,35597,86.88
261000,Powiat m. Jelenia Góra,2022,40632,35162,86.54
261000,Powiat m. Jelenia Góra,2023,40342,34782,86.22
261000,Powiat m. Jelenia Góra,2024,39878,34316,86.05
262000,Powiat m. Legnica,2013,53719,48273,89.86
262000,Powiat m. Legnica,2014,53440,47903,89.64
262000,Powiat m. Legnica,2015,53165,47721,89.76
262000,Powiat m. Legnica,2016,53029,47689,89.93
262000,Powiat m. Legnica,2017,52872,47452,89.75
262000,Powiat m. Legnica,2018,52534,47218,89.88
262000,Powiat m. Legnica,2019,52279,47071,90.04
262000,Powiat m. Legnica,2020,50289,44846,89.18
262000,Powiat m. Legnica,2021,49719,44269,89.04
262000,Powiat m. Legnica,2022,49232,43808,88.98
262000,Powiat m. Legnica,2023,48654,43294,88.98
262000,Powiat m. Legnica,2024,48084,42739,88.88
264000,Powiat m. Wrocław,2013,337405,294662,87.33
264000,Powiat m. Wrocław,2014,338537,295950,87.42
264000,Powiat m. Wrocław,2015,339105,296654,87.48
264000,Powiat m. Wrocław,2016,340125,297558,87.48
264000,Powiat m. Wrocław,2017,340613,297973,87.48
264000,Powiat m. Wrocław,2018,341458,299190,87.62
264000,Powiat m. Wrocław,2019,342576,300293,87.66
264000,Powiat m. Wrocław,2020,356951,316641,88.71
264000,Powiat m. Wrocław,2021,357230,317082,88.76
264000,Powiat m. Wrocław,2022,356957,317122,88.84
264000,Powiat m. Wrocław,2023,356782,316961,88.84
264000,Powiat m. Wrocław,2024,356287,316595,88.86
265000,Powiat m. Wałbrzych od 2013,2013,62284,55642,89.34
265000,Powiat m. Wałbrzych od 2013,2014,61657,55034,89.26
265000,Powiat m. Wałbrzych od 2013,2015,61078,54375,89.03
265000,Powiat m. Wałbrzych od 2013,2016,60609,53959,89.03
265000,Powiat m. Wałbrzych od 2013,2017,60097,53524,89.06
265000,Powiat m. Wałbrzych od 2013,2018,59628,52966,88.83
265000,Powiat m. Wałbrzych od 2013,2019,58897,52459,89.07
265000,Powiat m. Wałbrzych od 2013,2020,55693,49314,88.55
265000,Powiat m. Wałbrzych od 2013,2021,54729,48534,88.68
265000,Powiat m. Wałbrzych od 2013,2022,54044,47813,88.47
265000,Powiat m. Wałbrzych od 2013,2023,53258,47036,88.32
265000,Powiat m. Wałbrzych od 2013,2024,52487,46261,88.14
401000,Powiat aleksandrowski,2013,28820,27099,94.03
401000,Powiat aleksandrowski,2014,28706,27005,94.07
401000,Powiat aleksandrowski,2015,28626,26947,94.13
401000,Powiat aleksandrowski,2016,28505,26842,94.17
401000,Powiat aleksandrowski,2017,28479,26858,94.31
401000,Powiat aleksandrowski,2018,28412,26862,94.54
401000,Powiat aleksandrowski,2019,28320,26746,94.44
401000,Powiat aleksandrowski,2020,27917,26417,94.63
401000,Powiat aleksandrowski,2021,27741,26262,94.67
401000,Powiat aleksandrowski,2022,27578,26158,94.85
401000,Powiat aleksandrowski,2023,27462,25996,94.66
401000,Powiat aleksandrowski,2024,27269,25817,94.68
402000,Powiat brodnicki,2013,39470,38632,97.88
402000,Powiat brodnicki,2014,39532,38865,98.31
402000,Powiat brodnicki,2015,39533,38898,98.39
402000,Powiat brodnicki,2016,39715,38915,97.99
402000,Powiat brodnicki,2017,39831,39048,98.03
402000,Powiat brodnicki,2018,39841,39057,98.03
402000,Powiat brodnicki,2019,39940,39157,98.04
402000,Powiat brodnicki,2020,39480,38917,98.57
402000,Powiat brodnicki,2021,39362,38811,98.6
402000,Powiat brodnicki,2022,39290,38767,98.67
402000,Powiat brodnicki,2023,39192,38599,98.49
402000,Powiat brodnicki,2024,38989,38356,98.38
403000,Powiat bydgoski,2013,55842,54723,98.0
403000,Powiat bydgoski,2014,56405,55329,98.09
403000,Powiat bydgoski,2015,57046,55946,98.07
403000,Powiat bydgoski,2016,57757,56661,98.1
403000,Powiat bydgoski,2017,58577,57404,98.0
403000,Powiat bydgoski,2018,59237,58088,98.06
403000,Powiat bydgoski,2019,59887,58796,98.18
403000,Powiat bydgoski,2020,61583,60580,98.37
403000,Powiat bydgoski,2021,62423,61410,98.38
403000,Powiat bydgoski,2022,63201,62235,98.47
403000,Powiat bydgoski,2023,64003,62978,98.4
403000,Powiat bydgoski,2024,64542,63373,98.19
404000,Powiat chełmiński,2013,26809,25801,96.24
404000,Powiat chełmiński,2014,26754,25805,96.45
404000,Powiat chełmiński,2015,26648,25713,96.49
404000,Powiat chełmiński,2016,26620,25616,96.23
404000,Powiat chełmiński,2017,26634,25658,96.34
404000,Powiat chełmiński,2018,26622,25571,96.05
404000,Powiat chełmiński,2019,26479,25446,96.1
404000,Powiat chełmiński,2020,25695,24603,95.75
404000,Powiat chełmiński,2021,25493,24407,95.74
404000,Powiat chełmiński,2022,25329,24233,95.67
404000,Powiat chełmiński,2023,25119,24004,95.56
404000,Powiat chełmiński,2024,24926,23789,95.44
405000,Powiat golubsko-dobrzyński,2013,22939,22541,98.26
405000,Powiat golubsko-dobrzyński,2014,22960,22481,97.91
405000,Powiat golubsko-dobrzyński,2015,22919,22423,97.84
405000,Powiat golubsko-dobrzyński,2016,22830,22420,98.2
405000,Powiat golubsko-dobrzyński,2017,22833,22456,98.35
405000,Powiat golubsko-dobrzyński,2018,22743,22397,98.48
405000,Powiat golubsko-dobrzyński,2019,22725,22293,98.1
405000,Powiat golubsko-dobrzyński,2020,22317,21858,97.94
405000,Powiat golubsko-dobrzyński,2021,22118,21666,97.96
405000,Powiat golubsko-dobrzyński,2022,21998,21549,97.96
405000,Powiat golubsko-dobrzyński,2023,21855,21423,98.02
405000,Powiat golubsko-dobrzyński,2024,21725,21273,97.92
406000,Powiat grudziądzki,2013,20058,20077,100.09
406000,Powiat grudziądzki,2014,20112,20095,99.92
406000,Powiat grudziądzki,2015,20158,20188,100.15
406000,Powiat grudziądzki,2016,20175,20189,100.07
406000,Powiat grudziądzki,2017,20148,20220,100.36
406000,Powiat grudziądzki,2018,20112,20159,100.23
406000,Powiat grudziądzki,2019,20113,20125,100.06
406000,Powiat grudziądzki,2020,19624,19711,100.44
406000,Powiat grudziądzki,2021,19628,19641,100.07
406000,Powiat grudziądzki,2022,19541,19621,100.41
406000,Powiat grudziądzki,2023,19527,19610,100.43
406000,Powiat grudziądzki,2024,19534,19589,100.28
407000,Powiat inowrocławski,2013,84207,79475,94.38
407000,Powiat inowrocławski,2014,83985,79182,94.28
407000,Powiat inowrocławski,2015,83687,78858,94.23
407000,Powiat inowrocławski,2016,83498,78513,94.03
407000,Powiat inowrocławski,2017,83270,78321,94.06
407000,Powiat inowrocławski,2018,82819,77828,93.97
407000,Powiat inowrocławski,2019,82379,77435,94.0
407000,Powiat inowrocławski,2020,79872,74811,93.66
407000,Powiat inowrocławski,2021,79129,73900,93.39
407000,Powiat inowrocławski,2022,78673,73252,93.11
407000,Powiat inowrocławski,2023,77993,72562,93.04
407000,Powiat inowrocławski,2024,77216,71784,92.97
408000,Powiat lipnowski,2013,33800,33431,98.91
408000,Powiat lipnowski,2014,33700,33341,98.93
408000,Powiat lipnowski,2015,33584,33239,98.97
408000,Powiat lipnowski,2016,33455,33120,99.0
408000,Powiat lipnowski,2017,33472,33045,98.72
408000,Powiat lipnowski,2018,33210,32852,98.92
408000,Powiat lipnowski,2019,33030,32720,99.06
408000,Powiat lipnowski,2020,32151,31738,98.72
408000,Powiat lipnowski,2021,31902,31512,98.78
408000,Powiat lipnowski,2022,31751,31300,98.58
408000,Powiat lipnowski,2023,31483,31095,98.77
408000,Powiat lipnowski,2024,31259,30799,98.53
409000,Powiat mogileński,2013,23788,22802,95.86
409000,Powiat mogileński,2014,23721,22687,95.64
409000,Powiat mogileński,2015,23619,22635,95.83
409000,Powiat mogileński,2016,23562,22635,96.07
409000,Powiat mogileński,2017,23498,22548,95.96
409000,Powiat mogileński,2018,23390,22431,95.9
409000,Powiat mogileński,2019,23313,22306,95.68
409000,Powiat mogileński,2020,22694,21758,95.88
409000,Powiat mogileński,2021,22483,21579,95.98
409000,Powiat mogileński,2022,22347,21506,96.24
409000,Powiat mogileński,2023,22214,21363,96.17
409000,Powiat mogileński,2024,22044,21165,96.01
410000,Powiat nakielski,2013,43853,43116,98.32
410000,Powiat nakielski,2014,43874,43062,98.15
410000,Powiat nakielski,2015,43781,43060,98.35
410000,Powiat nakielski,2016,43781,42993,98.2
410000,Powiat nakielski,2017,43739,43025,98.37
410000,Powiat nakielski,2018,43661,42929,98.32
410000,Powiat nakielski,2019,43501,42810,98.41
410000,Powiat nakielski,2020,42318,41576,98.25
410000,Powiat nakielski,2021,42129,41283,97.99
410000,Powiat nakielski,2022,41987,41161,98.03
410000,Powiat nakielski,2023,41799,41075,98.27
410000,Powiat nakielski,2024,41603,40832,98.15
411000,Powiat radziejowski,2013,21042,20604,97.92
411000,Powiat radziejowski,2014,20959,20551,98.05
411000,Powiat radziejowski,2015,20909,20464,97.87
411000,Powiat radziejowski,2016,20788,20381,98.04
411000,Powiat radziejowski,2017,20643,20255,98.12
411000,Powiat radziejowski,2018,20574,20140,97.89
411000,Powiat radziejowski,2019,20343,19978,98.21
411000,Powiat radziejowski,2020,19786,19296,97.52
411000,Powiat radziejowski,2021,19552,19081,97.59
411000,Powiat radziejowski,2022,19333,18840,97.45
411000,Powiat radziejowski,2023,19127,18685,97.69
411000,Powiat radziejowski,2024,18889,18442,97.63
412000,Powiat rypiński,2013,22593,22130,97.95
412000,Powiat rypiński,2014,22576,22076,97.79
412000,Powiat rypiński,2015,22410,21974,98.05
412000,Powiat rypiński,2016,22355,21864,97.8
412000,Powiat rypiński,2017,22269,21760,97.71
412000,Powiat rypiński,2018,22169,21657,97.69
412000,Powiat rypiński,2019,22040,21446,97.3
412000,Powiat rypiński,2020,21329,20760,97.33
412000,Powiat rypiński,2021,21143,20543,97.16
412000,Powiat rypiński,2022,21025,20379,96.93
412000,Powiat rypiński,2023,20903,20282,97.03
412000,Powiat rypiński,2024,20686,20112,97.23
413000,Powiat sępoleński,2013,20871,20765,99.49
413000,Powiat sępoleński,2014,20834,20708,99.4
413000,Powiat sępoleński,2015,20799,20702,99.53
413000,Powiat sępoleński,2016,20767,20625,99.32
413000,Powiat sępoleński,2017,20743,20630,99.46
413000,Powiat sępoleński,2018,20601,20546,99.73
413000,Powiat sępoleński,2019,20542,20514,99.86
413000,Powiat sępoleński,2020,19874,19764,99.45
413000,Powiat sępoleński,2021,19824,19641,99.08
413000,Powiat sępoleński,2022,19683,19535,99.25
413000,Powiat sępoleński,2023,19460,19366,99.52
413000,Powiat sępoleński,2024,19377,19256,99.38
414000,Powiat świecki,2013,50620,49219,97.23
414000,Powiat świecki,2014,50639,49213,97.18
414000,Powiat świecki,2015,50573,49191,97.27
414000,Powiat świecki,2016,50544,49117,97.18
414000,Powiat świecki,2017,50450,49055,97.23
414000,Powiat świecki,2018,50342,48939,97.21
414000,Powiat świecki,2019,50199,48753,97.12
414000,Powiat świecki,2020,48998,47509,96.96
414000,Powiat świecki,2021,48709,47205,96.91
414000,Powiat świecki,2022,48436,46923,96.88
414000,Powiat świecki,2023,48212,46619,96.7
